main_id,ra,dec,otype,framework_id
[RRB2014] RM J162255.9+070221.0,245.73250000000004,7.039166666666667,ClG,38917497599973483
[RRB2014] RM J014818.1-095651.6,27.075,-9.9475,ClG,-8612391256244852054
[RRB2014] RM J015302.5-092956.3,28.260416666666668,-9.498888888888889,ClG,-2784560409831603995
[RRB2014] RM J132839.8+512911.7,202.1654166666667,51.48638888888889,ClG,-7353456666790637685
[RRB2014] RM J222540.2+045221.2,336.4175,4.8725000000000005,ClG,-2890553913741533866
[KMA2007] 167.65848+09.87567,167.65833333333333,9.875555555555556,ClG,-2316212404360728494
[RRB2014] RM J011232.6+162958.1,18.13583333333333,16.499444444444446,ClG,5946859452836189183
[RRB2014] RM J220200.2-013722.1,330.5004166666667,-1.622777777777778,ClG,-4934200511301981056
[RRB2014] RM J025312.9-044752.5,43.30375,-4.797777777777777,ClG,7742366509965521228
[RRB2014] RM J135343.5+130548.7,208.4308333333333,13.096666666666668,ClG,3882804538565146087
[RRB2014] RM J114426.2+465124.3,176.10916666666662,46.85666666666667,ClG,4881708139495394667
[KMA2007] 135.90895+47.45998,135.90875,47.45972222222223,ClG,2171717905670133917
[RRB2014] RM J232443.5-061814.2,351.18083333333334,-6.303888888888888,ClG,-8062436767482627640
[RRB2014] RM J232238.8+162531.4,350.6616666666667,16.42527777777778,ClG,7150035636448298631
[RRB2014] RM J172253.4+294630.7,260.72208333333333,29.775,ClG,-1175812649602436411
[RRB2014] RM J000830.2+080154.8,2.125833333333333,8.031666666666668,ClG,-1858328508351376286
[RRB2014] RM J225543.4+262356.4,343.93083333333334,26.398888888888887,ClG,3305923859110538133
[RRB2014] RM J113412.6+053658.9,173.55208333333334,5.616111111111111,ClG,-1784314549599910352
[RRB2014] RM J213304.4-063438.0,323.2683333333333,-6.576944444444444,ClG,3460568445270904682
[RRB2014] RM J231552.5-063725.1,348.9683333333333,-6.623611111111112,ClG,3612966617263693860
[DGK2015] SWCL J224206.9+233408,340.52166666666665,23.57027777777778,ClG,-2356652103259373246
[RRB2014] RM J232156.9+195053.6,350.4870833333334,19.848055555555558,ClG,1665645762569576091
