WDS,Disc,Comp,Obs1,Obs2,pa1,pa2,sep1,sep2,mag1,mag2,DM,Notes,n_RAJ2000,ra,dec,_RA.icrs,_DE.icrs,framework_id,frame_hash
00437+3618,LDS3192,AC,1960,2015,119,120,212.0,209.3,13.6,21.0,0,0,0,00 43 40.28,+36 17 44.8,00 43 40.28,+36 17 44.8,568842390350489892,-673998297246683661
00437-2110,LDS2148,0,1954,2016,112,112,19.0,19.7,12.0,20.5,0,S,0,00 43 42.87,-21 08 31.2,00 43 42.87,-21 08 31.2,1107750992402194725,798992205298836464
00437-2158,SLW  40,0,1985,2015,11,11,32.7,32.6,17.9,17.8,0,V R,0,00 43 42.27,-21 57 45.1,00 43 42.27,-21 57 45.1,4801428024658276351,-2194916822928491098
00437-5330,KPP2837,0,2015,2016,119,119,2.7,2.7,13.98,15.42,0,T,0,00 43 44.76,-53 30 21.5,00 43 44.76,-53 30 21.5,6548463942599016629,-1981013747324762016
00437-5543,KPP4428,0,2015,2016,207,208,1.7,1.7,11.6,11.4,0,T,0,00 43 40.95,-55 42 39.3,00 43 40.95,-55 42 39.3,5478838434483886000,-3493761804710358958
00438+3903,ALI 728,0,1928,2015,11,19,10.1,9.3,11.8,12.9,0,0,0,00 43 47.52,+39 02 37.0,00 43 47.52,+39 02 37.0,6851794840209879137,-8424393492902622899
00438+0529,A  1807,0,1908,2016,157,153,2.1,2.6,10.14,11.76,+04  104,0,0,00 43 48.30,+05 28 42.9,00 43 48.30,+05 28 42.9,-2418376305635726781,7864448956255333131
00438-0426,GWP  82,0,1995,2016,314,310,7.1,6.8,19.0,19.4,0,V R,0,00 43 47.33,-04 26 21.0,00 43 47.33,-04 26 21.0,-2022398873464376837,-3616589378922559575
00438-0738,HJ 1048,0,1828,2016,275,283,8.0,11.8,10.23,11.2,-08  127,0,0,00 43 49.16,-07 38 31.1,00 43 49.16,-07 38 31.1,7639721274534790288,8328774459465273282
00438-3911,TOK 909,"Aa,Ab",2021,2022,200,201,0.7,0.7,10.0,13.6,-39  179,WR,0,00 43 45.67,-39 10 55.4,00 43 45.67,-39 10 55.4,-2780645275978651366,-9203459858271369259
00439+3734,STT  19,0,1847,2016,116,115,9.6,9.8,8.4,11.5,+36  114,0,0,00 43 52.14,+37 33 38.0,00 43 52.14,+37 33 38.0,-6970213690301030254,-9023575040566528584
00439+0946,J  2712,0,1944,1944,30,30,4.0,4.0,12.8,12.9,0,N,!,00 43 54.00,+09 46 00.0,00 43 54.00,+09 46 00.0,7841932521010618722,-1129363990108085509
00440+6245,STI 119,0,1908,2015,140,138,9.1,10.3,12.1,13.4,0,U,0,00 43 54.36,+62 44 29.5,00 43 54.36,+62 44 29.5,3771278348427366712,1735325277885061117
00440+6244,STI 120,0,1908,2015,70,55,6.7,7.2,11.02,12.2,0,U,0,00 43 57.84,+62 43 56.5,00 43 57.84,+62 43 56.5,-2786714415802555458,4335592602333670909
00440+5608,STI1421,0,1911,2016,250,251,13.0,12.9,11.66,11.72,0,0,0,00 43 59.92,+56 07 57.3,00 43 59.92,+56 07 57.3,-3316870818628637792,6283075137203723453
00440+5436,A   918,0,1905,2017,62,64,1.9,1.9,8.76,13.8,+53  129,0,0,00 43 58.66,+54 35 53.6,00 43 58.66,+54 35 53.6,-26119616387619912,291658381927817471
00440+4658,A   652,0,1904,2016,175,163,0.3,0.3,8.7,9.9,+46  148,0,0,00 44 02.70,+46 57 52.8,00 44 02.70,+46 57 52.8,6916571213926072443,4062962212022244827
00440+2203,LDS3193,0,1960,2015,133,134,296.0,297.3,16.13,16.85,0,0,0,00 43 58.14,+22 02 03.1,00 43 58.14,+22 02 03.1,-8404135622660363047,4901838296739335756
00440+0709,KPP3134,0,2015,2016,166,166,1.3,1.3,15.3,15.4,0,T,0,00 44 01.93,+07 09 29.9,00 44 01.93,+07 09 29.9,9214929745564013835,-1861837214728164446
00440-0001,BAL 647,0,1893,2015,254,271,15.3,25.3,11.06,12.93,0,0,0,00 44 03.04,-00 00 52.5,00 44 03.04,-00 00 52.5,-5119638779309305517,-4721140934658740835
00441+5917,STI1422,AB,1914,2015,117,114,13.8,14.3,14.3,14.3,0,0,0,00 44 07.30,+59 16 30.5,00 44 07.30,+59 16 30.5,305995809979826991,4358389513740631746
00441+5917,BKO 136,AC,1998,2015,141,141,7.4,7.4,14.3,14.2,0,0,0,00 44 07.30,+59 16 30.5,00 44 07.30,+59 16 30.5,-4313491528049774419,4724811345926728759
00441+5917,BKO 136,AD,1998,2015,57,57,9.7,9.7,14.3,15.0,0,0,0,00 44 07.30,+59 16 30.5,00 44 07.30,+59 16 30.5,-2326463397263724443,-221022765351612729
00441+5917,BKO 136,BE,1998,2015,48,48,6.3,6.4,14.3,15.0,0,0,0,00 44 09.00,+59 16 24.7,00 44 09.00,+59 16 24.7,3346595964155717198,-6381640516474871867
00441+5655,MLR 625,0,1989,2016,314,319,0.7,0.8,10.78,10.92,+56  120,N,0,00 44 04.48,+56 54 54.7,00 44 04.48,+56 54 54.7,3511429425753292140,-4910421670098919829
00441+4952,TDS1590,0,1991,1991,103,103,1.7,1.7,11.49,12.29,0,X,0,00 44 06.14,+49 52 03.7,00 44 06.14,+49 52 03.7,1634286218208020874,-857026668766050872
00441+4615,WIS  15,0,1998,2014,112,112,999.9,999.9,15.9,16.9,0,V R,0,00 44 08.42,+46 15 14.8,00 44 08.42,+46 15 14.8,-6079583511741686275,-9177462038416941176
00441+1328,GRV  39,0,1912,2015,113,112,25.6,25.7,12.78,12.84,0,0,0,00 44 11.86,+13 28 39.2,00 44 11.86,+13 28 39.2,-861014349800046877,5902516243356497316
00441-2244,LDS2149,0,1954,2015,106,98,4.0,4.9,13.6,17.8,0,V,0,00 43 59.58,-22 43 41.9,00 43 59.58,-22 43 41.9,4928392617870331973,5456273771132161023
00441-7238,OGL  68,0,1998,2015,167,172,13.8,12.8,19.87,21.0,0,NV,0,00 44 07.76,-72 37 48.1,00 44 07.76,-72 37 48.1,3454844581107502523,5966111049800757736
00442+6501,HU 1015,0,1905,2016,305,315,0.7,0.7,10.35,10.64,+64   74,0,0,00 44 11.19,+65 00 56.1,00 44 11.19,+65 00 56.1,-7514269171803191008,7200261417161864712
00442+6339,TDS1591,0,1991,1991,289,289,0.5,0.5,11.5,11.54,+62  138,X,0,00 44 13.06,+63 39 01.6,00 44 13.06,+63 39 01.6,-5971108693128512744,8825701314842597887
00442+6028,STI 121,0,1919,2015,24,17,10.6,8.7,11.7,11.7,0,0,0,00 44 14.46,+60 27 23.7,00 44 14.46,+60 27 23.7,-7637431753479848175,-7766252171019483173
00442+5238,HJ 1996,0,1903,2015,87,87,9.2,9.1,10.1,14.3,+51  139,0,0,00 44 17.78,+52 37 47.5,00 44 17.78,+52 37 47.5,-3257761419049653559,1436063132570816020
00442+4614,STF  52,0,1828,2020,26,2,1.3,1.4,7.87,8.95,+45  187,N,0,00 44 11.27,+46 14 08.2,00 44 11.27,+46 14 08.2,-3629516947381606973,9097305995470613362
00442+3122,GRV  40,0,1895,2015,357,358,55.8,55.1,8.88,9.56,+30  107,NV,0,00 44 17.15,+31 22 58.4,00 44 17.15,+31 22 58.4,-410032383500014443,-8789535829045974911
00442+2913,HJL1006,0,1895,2015,124,123,154.9,157.6,9.01,10.87,+28  114,0,0,00 44 09.33,+29 13 04.2,00 44 09.33,+29 13 04.2,972421208547958749,5836059387237003027
00442+0229,A  2305,0,1910,2016,358,2,1.3,1.3,10.27,10.8,+01  127,0,0,00 44 09.95,+02 28 35.5,00 44 09.95,+02 28 35.5,-199090190963482395,6098312800929325040
00442-6042,KPP1523,0,1995,2015,257,251,11.8,11.5,10.7,15.1,0,V,0,00 44 10.31,-60 42 09.6,00 44 10.31,-60 42 09.6,-2957779551050369869,-388225988428538290
00443+8116,MFL   4,0,1999,2016,193,193,11.7,11.7,14.7,16.4,0,T,0,00 44 18.71,+81 15 56.3,00 44 18.71,+81 15 56.3,2407430380943325563,-1718815760463843997
00443+6012,TDS1592,0,1991,2016,139,143,2.2,2.1,11.12,12.25,0,T,0,00 44 20.22,+60 12 18.0,00 44 20.22,+60 12 18.0,5295463887953117034,-8784345242600017331
00443+5846,TDS1593,0,2016,2016,310,310,2.1,2.1,12.1,19.6,0,0,0,00 44 20.07,+58 46 08.5,00 44 20.07,+58 46 08.5,-4358781909571200686,-7342854231483707645
00443+2734,MLB 594,0,1929,2020,52,55,3.8,5.2,10.0,12.0,0,0,0,00 44 18.75,+27 32 22.2,00 44 18.75,+27 32 22.2,5315719918913919973,3996192931154797512
00443+2444,POU  60,AB,1898,2015,218,230,6.4,8.3,12.3,14.1,0,0,0,00 44 20.31,+24 44 03.8,00 44 20.31,+24 44 03.8,-7089924552904752618,8569098740374571751
00443+2444,POU  60,AC,2013,2013,159,160,10.2,10.2,12.3,15.5,0,0,0,00 44 20.31,+24 44 03.8,00 44 20.31,+24 44 03.8,-3778005924334362945,-3578358871741679879
00443+2444,POU  60,AD,1997,2016,357,4,13.4,13.3,12.3,17.0,0,0,0,00 44 20.31,+24 44 03.8,00 44 20.31,+24 44 03.8,1367299573802222702,8289063573635442533
00443+0554,HDS  97,0,1991,2016,323,321,1.5,1.5,12.64,13.38,0,0,0,00 44 16.47,+05 53 34.3,00 44 16.47,+05 53 34.3,3278408424386058364,-895998649736442735
00443+0241,KPP1615,0,1954,2015,7,7,12.3,12.3,14.3,14.5,0,V,0,00 44 15.24,+02 40 43.4,00 44 15.24,+02 40 43.4,-5956614916355366926,-1669076684200759126
00443-0620,UC  428,0,1998,2015,96,96,40.8,40.8,12.14,12.63,0,V,0,00 44 15.11,-06 20 01.9,00 44 15.11,-06 20 01.9,1627334359799185214,8687527835487561531
00443-2627,SKF1788,0,1998,2015,178,179,4.3,4.3,13.5,13.5,0,0,0,00 44 19.14,-26 26 27.1,00 44 19.14,-26 26 27.1,-1820791358878523904,-2894374401416725786
00443-7439,OGL  69,0,1998,2015,218,217,88.5,90.8,19.75,20.39,0,NV,0,00 44 22.31,-74 39 03.6,00 44 22.31,-74 39 03.6,-8385353842940241356,-6654860469293227697
00444+7713,STF  50,0,1831,2024,76,97,15.0,22.8,8.01,10.62,+76   22,L,0,00 44 21.81,+77 12 36.1,00 44 21.81,+77 12 36.1,1070746414977967277,-2462411528410324553
00444+7343,HJ 1994,0,1831,2015,268,274,6.0,16.6,10.77,12.22,0,0,0,00 44 23.47,+73 42 56.5,00 44 23.47,+73 42 56.5,-4391622884857424788,7140616019772776154
00444+6210,MLR  26,0,1969,2008,31,60,0.2,0.2,8.8,9.2,+61  159,0,0,00 44 23.73,+62 10 10.8,00 44 23.73,+62 10 10.8,-244053231657929367,-8321904479855519253
00444+6202,TDS1594,0,1991,2016,275,277,1.6,1.7,10.42,12.04,+61  160,0,0,00 44 26.78,+62 01 36.6,00 44 26.78,+62 01 36.6,9002218823458629167,-5035134710744852908
00444+3337,STF  55,0,1827,2020,325,332,1.5,2.2,8.33,8.89,+32  124,0,0,00 44 22.95,+33 37 05.6,00 44 22.95,+33 37 05.6,8219774865477542726,1409770691164894271
00444+3332,STF  54,0,1830,2016,196,189,17.5,18.7,9.84,10.99,+32  125,N,0,00 44 23.06,+33 32 11.2,00 44 23.06,+33 32 11.2,-3434205490725963636,4149522726460442394
00444+1235,HJ    6,0,1825,2016,315,318,15.0,21.2,10.43,11.92,+11   89,N,0,00 44 23.36,+12 35 27.0,00 44 23.36,+12 35 27.0,2125859287199195965,2505699796436265139
00444-1112,GWP  83,0,1989,2015,229,229,393.7,393.5,14.8,15.6,0,V R,0,00 44 21.35,-11 12 26.5,00 44 21.35,-11 12 26.5,-6054056146776003126,-3544341066035802778
00444-4332,LDS  26,0,1908,2016,9,9,22.0,22.0,10.06,12.9,-44  186,0,0,00 44 21.73,-43 31 40.7,00 44 21.73,-43 31 40.7,-4654066922206424489,-3570125145369003771
00445+4155,SKF2331,0,1990,2015,357,15,2.4,2.1,16.8,19.0,0,0,0,00 44 28.08,+41 55 03.1,00 44 28.08,+41 55 03.1,-7319368015847168515,3373150747860885947
00445+3955,DAM 831,0,2002,2016,220,216,3.6,3.5,11.6,15.5,0,0,0,00 44 28.49,+39 54 46.4,00 44 28.49,+39 54 46.4,2386881664203673766,-3426311800086109963
00445+2342,HJ 1051,0,1828,2016,275,283,1.5,3.6,9.4,12.4,+22  112,0,0,00 44 32.43,+23 42 20.7,00 44 32.43,+23 42 20.7,-3231178526441100554,9090483016205493299
00445+1956,TDS1595,0,1991,2016,258,279,0.6,0.8,10.64,10.68,+19  116,0,0,00 44 32.64,+19 55 59.5,00 44 32.64,+19 55 59.5,-4324370053190268593,-3297698176177386701
00445+1935,FMR  33,0,1997,2016,254,254,9.1,9.0,15.0,16.0,0,V,0,00 44 27.86,+19 35 04.9,00 44 27.86,+19 35 04.9,7581805445186654792,-998388434054181252
00445-0104,RST4742,0,1942,2016,79,91,0.7,1.1,10.42,10.49,-01   91,0,0,00 44 31.75,-01 03 39.7,00 44 31.75,-01 03 39.7,-2217539864657439143,-5089910038995290193
00445-1516,TOI 256,0,2018,2018,336,336,16.5,16.5,8.8,13.7,0,K,0,00 44 59.33,-15 16 17.5,00 44 59.33,-15 16 17.5,3735086625255979958,7018420671944122334
00445-1715,B  2513,0,1932,2016,109,106,1.4,1.6,10.8,12.0,-18  118,N,0,00 44 28.82,-17 14 56.7,00 44 28.82,-17 14 56.7,-8099268602025392318,-5747892325563330631
