toi,ra,dec,st_dist,sky_coord.ra,sky_coord.dec,framework_id
3205.01,218.476437,-24.652822,0.0,218.476437,-24.652822,4228262977043860142
3206.01,206.103286,-64.496601,1095.74,206.103286,-64.496601,-2273934805093455389
3207.01,175.204109,-65.026903,14728.3,175.204109,-65.026903,-8715384958865068851
3208.01,174.389345,-65.307937,964.011,174.389345,-65.307937,6937722873154955176
3209.01,174.495736,-61.471059,6817.48,174.495736,-61.471059,-5580123812903047464
321.01,350.977923,-38.225789,380.053,350.977923,-38.225789,-1162292585302279219
3210.01,173.340353,-63.341897,709.721,173.340353,-63.341897,-10301655960718227
3211.01,125.684734,-79.967892,622.381,125.684734,-79.967892,2659937526954178158
3212.01,171.894125,-65.144422,272.762,171.894125,-65.144422,8825456159652556940
3213.01,184.044295,-66.055079,1181.83,184.044295,-66.055079,8427380526651122973
3214.01,210.678525,-52.863246,392.044,210.678525,-52.863246,5369415755710293656
3215.01,180.050068,-61.656157,868.982,180.050068,-61.656157,1861456880142302319
3216.01,179.457833,-62.327546,7186.76,179.457833,-62.327546,-8767012062386168426
3217.01,138.805858,-79.774383,522.663,138.805858,-79.774383,-4835218931368023161
3218.01,206.026527,-32.522975,942.122,206.026527,-32.522975,4755735232771167990
3219.01,178.575415,-62.37515,1227.81,178.575415,-62.37515,-4287428253178067607
322.01,63.825203,-56.253674,277.798,63.825203,-56.253674,8291831704377736488
3220.01,178.357087,-61.097733,3327.99,178.357087,-61.097733,6092759332668664885
3221.01,177.688743,-62.75265,2275.78,177.688743,-62.75265,3125460849308049624
3222.01,139.599794,-66.646095,1100.93,139.599794,-66.646095,-3672621724343423622
3223.01,180.606425,-66.529163,2825.07,180.606425,-66.529163,3812158869107115478
3224.01,180.242096,-69.945817,833.486,180.242096,-69.945817,-2254098882822457387
3225.01,220.32663,-61.611797,0.0,220.32663,-61.611797,1888009134418757283
3226.01,170.310352,-66.172341,419.587,170.310352,-66.172341,7245885677067828587
3227.01,168.998194,-69.318291,528.262,168.998194,-69.318291,8838717990421710128
3228.01,168.864866,-66.837395,769.274,168.864866,-66.837395,-1101171660507601557
3229.01,173.708318,-64.73169,1295.58,173.708318,-64.73169,8875385776704766683
3280.01,328.277886,-77.198103,793.087,328.277886,-77.198103,-4730630262709816337
3281.01,286.528834,-38.990524,467.976,286.528834,-38.990524,3838241537974541654
3282.01,298.522938,-53.381214,470.939,298.522938,-53.381214,8577719634212029254
3283.01,288.951272,-56.354296,527.005,288.951272,-56.354296,8055343405872848511
3284.01,295.191984,-49.420378,511.737,295.191984,-49.420378,7183279723696907394
3285.01,295.315233,-35.246927,614.218,295.315233,-35.246927,9067708745890273111
3286.01,293.856895,-38.43229,312.259,293.856895,-38.43229,-3225848163653966729
323.01,8.20273,-32.059418,315.141,8.20273,-32.059418,1575705656980664538
3230.01,219.321096,-48.051596,254.27,219.321096,-48.051596,-5028191170105128948
3231.01,173.32243,-67.449283,1206.09,173.32243,-67.449283,738276621345262030
3232.01,148.00043,-63.075191,825.812,148.00043,-63.075191,-466621749086645385
3233.01,174.569775,-56.962612,1251.25,174.569775,-56.962612,-6234843674621904289
3234.01,189.182345,-52.057029,655.714,189.182345,-52.057029,-8127865702141530377
3235.01,207.473849,-46.066514,72.811,207.473849,-46.066514,-3477389017130659163
3236.01,214.31811,-44.33969,717.079,214.31811,-44.33969,-1748961197054688907
3237.01,213.499311,-44.36654,1016.11,213.499311,-44.36654,7381055238286430322
3238.01,208.889334,-52.524511,0.0,208.889334,-52.524511,5193940684452429176
3239.01,206.981105,-49.721915,967.034,206.981105,-49.721915,2031271313322510071
324.01,8.481996,-50.729434,944.552,8.481996,-50.729434,7441973381301764102
3240.01,206.327123,-50.480521,304.365,206.327123,-50.480521,451174673856596418
3241.01,204.13817,-51.044343,300.417,204.13817,-51.044343,8095731712143234412
3242.01,211.181028,-55.447698,676.235,211.181028,-55.447698,-665953426032742082
3243.01,210.884268,-55.44311,0.0,210.884268,-55.44311,-5250317164253639294
3244.01,207.892594,-59.762737,1206.98,207.892594,-59.762737,-7299895032647722252
3245.01,217.801851,-23.054805,881.501,217.801851,-23.054805,5107410960672087904
3246.01,213.538657,-37.558384,486.177,213.538657,-37.558384,-4503679523013377311
3247.01,216.219416,-38.014361,1100.56,216.219416,-38.014361,4234608654977497811
3248.01,203.846742,-38.28398,576.031,203.846742,-38.28398,-917762125777760166
3249.01,219.568388,-40.751081,691.946,219.568388,-40.751081,792185254253522732
325.01,13.877098,-33.512305,180.753,13.877098,-33.512305,-5234037168499316761
3250.01,210.096262,-22.34234,410.674,210.096262,-22.34234,-3945065366447815266
3251.01,224.78787,-40.870645,728.917,224.78787,-40.870645,-3879745793030146028
3252.01,209.185479,-35.288854,280.347,209.185479,-35.288854,-1096525507712202521
3253.01,209.183512,-35.292443,277.718,209.183512,-35.292443,-6946126630779433507
3254.01,212.731306,-31.240072,555.221,212.731306,-31.240072,6023785333470638316
3255.01,214.96711,-28.921092,256.899,214.96711,-28.921092,3933226235171705192
3256.01,124.321302,-78.014945,426.474,124.321302,-78.014945,-6170328893786484483
3257.01,228.684363,-31.902206,761.766,228.684363,-31.902206,6323067433672168024
3258.01,157.014455,-85.529118,0.0,157.014455,-85.529118,-2322673025540753890
3259.01,202.792828,-58.289062,411.798,202.792828,-58.289062,-8916444236388891275
326.01,356.11482,-46.866601,462.239,356.11482,-46.866601,6612324963982776144
3260.01,48.785978,-75.72207,599.768,48.785978,-75.72207,3669748167566363640
3261.01,47.728524,-73.531972,300.141,47.728524,-73.531972,-3887681913544529716
3262.01,46.360258,-74.472778,404.221,46.360258,-74.472778,6624834887258057848
3263.01,300.625098,-74.344504,480.702,300.625098,-74.344504,5003125131639495793
3264.01,286.481864,-35.815774,867.089,286.481864,-35.815774,-4454363142394106972
3265.01,299.089231,-60.177164,637.042,299.089231,-60.177164,-6128378672758802348
3266.01,270.950419,-86.309236,334.472,270.950419,-86.309236,6194982905969834509
3267.01,290.91348,-70.609525,714.829,290.91348,-70.609525,563807612756301656
3268.01,60.057545,-87.911943,272.053,60.057545,-87.911943,-5020109891016719051
3269.01,37.613585,-84.053383,489.606,37.613585,-84.053383,-1305402829464440881
327.01,343.633009,-34.502725,958.071,343.633009,-34.502725,326358101123390611
3270.01,290.676649,-76.322332,0.0,290.676649,-76.322332,5548417277168561776
3271.01,292.968878,-52.645652,365.226,292.968878,-52.645652,6613947249114151492
3272.01,126.256924,-85.1578,611.415,126.256924,-85.1578,-5745201822177552561
3273.01,318.360827,-66.481594,396.881,318.360827,-66.481594,-3713880360095186821
3274.01,304.233188,-55.874695,599.012,304.233188,-55.874695,3205452035450706661
3275.01,318.356223,-73.064186,311.738,318.356223,-73.064186,8124490107404069529
3276.01,295.508668,-59.35635,297.407,295.508668,-59.35635,5098336917942840458
3277.01,290.856966,-54.330649,273.098,290.856966,-54.330649,3500981395075063745
3278.01,291.866861,-62.094877,904.752,291.866861,-62.094877,-4371636773834511453
3279.01,11.092003,-75.629805,614.459,11.092003,-75.629805,8946066827257909072
328.01,349.487743,-43.925529,659.967,349.487743,-43.925529,-6972861505640687859
3338.01,271.923408,-42.543178,533.245,271.923408,-42.543178,-9205394929633642862
3339.01,271.611136,-44.117222,0.0,271.611136,-44.117222,-1203893771075851469
334.01,36.498718,-63.647607,199.657,36.498718,-63.647607,-3713098224650926592
3340.01,270.726679,-55.841807,402.859,270.726679,-55.841807,3733546990766773435
3341.01,268.399733,-59.653938,543.009,268.399733,-59.653938,-468935151480789397
3342.01,266.358966,-56.882951,340.802,266.358966,-56.882951,-3580900718832136384
3343.01,275.164944,-39.220957,991.209,275.164944,-39.220957,5840490202951869096
3344.01,272.450977,-31.891545,248.097,272.450977,-31.891545,-84936912840441739
3345.01,268.05232,-45.1783,1356.21,268.05232,-45.1783,-8047925483797697352
3346.01,283.664945,-47.994244,132.574,283.664945,-47.994244,-6064261228023878311
3347.01,118.348267,-36.803031,491.072,118.348267,-36.803031,-5160001319466461314
3348.01,117.924589,-37.171337,820.182,117.924589,-37.171337,-4886305262966067756
3349.01,108.967811,-4.24652,574.167,108.967811,-4.24652,6563013823949150337
335.01,21.32225,-39.947872,472.613,21.32225,-39.947872,-5154678023583662525
3350.01,141.699699,-38.626819,112.087,141.699699,-38.626819,-784044606662729166
3351.01,162.916411,-44.985551,388.82,162.916411,-44.985551,9106417412362656525
3352.01,64.841462,-74.585973,281.692,64.841462,-74.585973,9136138559725418679
3353.01,106.529815,-75.819559,78.7577,106.529815,-75.819559,-822202739058348345
3353.02,106.529815,-75.819559,78.7577,106.529815,-75.819559,-1458136110963609631
3287.01,292.757611,-31.633962,988.609,292.757611,-31.633962,-4193152720907653366
3288.01,297.110316,-43.018001,200.5,297.110316,-43.018001,-2329197941905341699
3289.01,289.343349,-33.054784,915.052,289.343349,-33.054784,-5317415440324037234
329.01,351.321095,-15.634631,284.388,351.321095,-15.634631,7294398120405764413
3290.01,289.140291,-34.781754,369.444,289.140291,-34.781754,4575513639319306624
3291.01,286.967116,-63.991599,363.935,286.967116,-63.991599,-3455062661541051803
3292.01,284.211364,-61.717588,894.68,284.211364,-61.717588,7765724844082381858
3293.01,282.51078,-62.094156,1270.93,282.51078,-62.094156,-106541900984504005
3294.01,279.640407,-62.301798,286.439,279.640407,-62.301798,-1938830085839546470
3295.01,282.011353,-57.545386,981.113,282.011353,-57.545386,780151712081425326
3296.01,281.55889,-57.694363,437.919,281.55889,-57.694363,-6683881827999738821
3297.01,264.825476,-87.299445,900.488,264.825476,-87.299445,-3148183282492491381
3298.01,274.804997,-71.793902,588.129,274.804997,-71.793902,-8243825065162501922
3299.01,281.311417,-47.086382,417.019,281.311417,-47.086382,-1239580071268626226
330.01,358.751682,-22.538908,200.326,358.751682,-22.538908,6533350489585177
3300.01,246.034734,-82.550772,791.797,246.034734,-82.550772,540557449415777047
3301.01,240.470403,-78.602561,786.257,240.470403,-78.602561,-7996678159637847297
3302.01,185.130699,-84.916673,705.625,185.130699,-84.916673,-564347435840044467
3303.01,284.048901,-70.249425,615.178,284.048901,-70.249425,7360023767843467489
3304.01,270.132239,-52.68301,502.336,270.132239,-52.68301,-184104326183600201
3305.01,269.546056,-62.477432,394.443,269.546056,-62.477432,-8171680443428200654
3306.01,161.042028,-86.319954,403.582,161.042028,-86.319954,4941147599775115010
3307.01,161.036801,-86.316421,560.726,161.036801,-86.316421,1912032756443638936
3308.01,274.046382,-65.608083,0.0,274.046382,-65.608083,-1582303940943519136
3309.01,271.991949,-49.555097,288.963,271.991949,-49.555097,-5155628962877646378
331.01,20.419256,-42.481783,939.136,20.419256,-42.481783,6150277429690479936
3310.01,267.445726,-53.407556,890.249,267.445726,-53.407556,1698221056423279749
3311.01,269.063581,-57.100597,521.922,269.063581,-57.100597,1134912519724090974
3312.01,272.905634,-36.782023,450.91,272.905634,-36.782023,194790650905296080
3313.01,270.656968,-37.440201,8341.8,270.656968,-37.440201,-4574520148186471587
3314.01,279.610687,-40.802254,353.719,279.610687,-40.802254,-3128275071906891830
3315.01,264.934249,-73.37763,565.094,264.934249,-73.37763,-5150200288226606668
3316.01,260.706965,-73.434885,642.134,260.706965,-73.434885,6252662329326745328
3317.01,258.402253,-74.303176,974.737,258.402253,-74.303176,1793603483292270436
3318.01,255.271159,-75.430201,586.486,255.271159,-75.430201,7241470365786238527
3319.01,251.382358,-76.937828,557.804,251.382358,-76.937828,-8351562170208467035
332.01,348.058952,-44.876485,222.852,348.058952,-44.876485,-5080540789991148375
3388.01,113.103262,-38.574805,601.211,113.103262,-38.574805,2854047167337295043
3389.01,121.093981,-34.262222,527.277,121.093981,-34.262222,-7961133559800111771
3320.01,267.895964,-63.005947,956.388,267.895964,-63.005947,4770814586052312126
3321.01,265.760335,-65.008252,285.895,265.760335,-65.008252,-7777475010773103357
3322.01,265.087598,-63.251885,809.845,265.087598,-63.251885,7296341337826104748
3323.01,262.640686,-64.723142,234.721,262.640686,-64.723142,5092003876905221935
3324.01,278.474993,-70.946262,803.35,278.474993,-70.946262,2951433601339279794
3325.01,272.205469,-59.891679,522.799,272.205469,-59.891679,264975080204593086
3326.01,256.43032,-70.909631,685.8,256.43032,-70.909631,8590175188202475097
3327.01,281.602174,-68.126095,891.92,281.602174,-68.126095,-7755100746713585760
3328.01,266.123677,-79.594616,426.298,266.123677,-79.594616,-9123984248045447199
3329.01,266.880985,-79.466679,441.315,266.880985,-79.466679,97027070013828856
333.01,353.357499,-41.171521,352.269,353.357499,-41.171521,6712496036999279575
3330.01,268.693269,-53.392923,834.968,268.693269,-53.392923,767424337488585047
3331.01,271.324167,-34.107171,217.193,271.324167,-34.107171,-8176292971088908315
3332.01,271.039719,-34.12037,6634.95,271.039719,-34.12037,3613491054574841593
3333.01,270.881486,-35.447285,0.0,270.881486,-35.447285,5003491877443224908
3334.01,276.041754,-51.036649,851.085,276.041754,-51.036649,-7581752214855672753
3335.01,279.109348,-57.452396,744.585,279.109348,-57.452396,2353054173733439044
3336.01,278.746802,-55.663421,535.977,278.746802,-55.663421,6415794798915664812
3337.01,275.147902,-58.253155,781.789,275.147902,-58.253155,-1604137283765711758
3354.01,95.151882,-59.754672,415.22,95.151882,-59.754672,-1111324620529382975
3355.01,79.323673,-59.068391,261.681,79.323673,-59.068391,-1618898029608753679
3356.01,25.719671,-48.78843,495.996,25.719671,-48.78843,3230617968308636232
3357.01,110.390835,-21.93839,607.29,110.390835,-21.93839,2458457924794167840
3358.01,133.542032,-48.072792,454.844,133.542032,-48.072792,-1519678456505409829
3359.01,142.919776,-63.367397,119.49,142.919776,-63.367397,5305364188470783142
336.01,70.670279,-64.885209,600.497,70.670279,-64.885209,3640802876290592981
3360.01,123.676678,-55.642735,564.342,123.676678,-55.642735,-8874354726136011073
3361.01,144.456031,-59.115086,136.169,144.456031,-59.115086,918545822292531873
3362.01,155.984143,-56.843117,366.987,155.984143,-56.843117,849706463794504071
3363.01,138.759017,-54.314261,2157.7,138.759017,-54.314261,-7394443019766714505
3364.01,144.537771,-49.335223,277.899,144.537771,-49.335223,2417217901202881445
3365.01,146.497112,-46.267641,273.225,146.497112,-46.267641,2784571094038080792
3366.01,155.332076,-50.081462,238.294,155.332076,-50.081462,-5972407012579424500
3367.01,147.793034,-49.410563,5366.25,147.793034,-49.410563,7297656655914584977
3368.01,118.086505,-37.720846,886.655,118.086505,-37.720846,2010586606019385132
3369.01,134.39908,-36.850749,815.313,134.39908,-36.850749,-4263511699038805624
337.01,7.330079,-50.140052,292.682,7.330079,-50.140052,-7599745454206248845
3370.01,117.781828,-41.578402,549.076,117.781828,-41.578402,-6571609346842770131
3371.01,132.699163,-35.006901,627.758,132.699163,-35.006901,5529004270035580545
3372.01,117.531459,-38.714129,1521.09,117.531459,-38.714129,95331903005276644
3373.01,132.627958,-31.982173,677.509,132.627958,-31.982173,6226339112596342800
3374.01,117.265588,-36.677812,1040.31,117.265588,-36.677812,-223334585232941474
3375.01,130.052164,-31.994286,735.596,130.052164,-31.994286,-6687561078596511050
3376.01,117.091727,-38.018985,1055.67,117.091727,-38.018985,-2123942041011592563
3377.01,127.670065,-40.280004,810.822,127.670065,-40.280004,5813800168192260286
3378.01,121.289884,-41.187617,915.563,121.289884,-41.187617,-1697634206988156806
3379.01,119.75408,-25.648554,446.453,119.75408,-25.648554,2852379042963905920
338.01,7.709529,-40.573461,542.251,7.709529,-40.573461,-9140435601993553513
3380.01,121.585737,-22.094073,1062.66,121.585737,-22.094073,2640644078274370929
3381.01,119.489473,-28.122701,1001.57,119.489473,-28.122701,3230829863052591542
3382.01,133.755772,-9.1652,713.283,133.755772,-9.1652,-8431481251097705872
3383.01,152.043987,-1.217947,810.86,152.043987,-1.217947,-8616818716323542922
3384.01,130.223468,-19.851233,1520.39,130.223468,-19.851233,-6258113368199251782
3385.01,115.874489,-38.90883,343.21,115.874489,-38.90883,-2970719577886134905
3386.01,114.317625,-36.27316,511.818,114.317625,-36.27316,7081442671993523665
3387.01,128.779989,-18.244506,617.178,128.779989,-18.244506,-3019723960260391086
3407.01,119.508998,-33.996094,714.755,119.508998,-33.996094,-4829975804354189135
3408.01,133.207393,-1.606521,665.382,133.207393,-1.606521,-1916269585743236487
3409.01,143.731993,-12.25044,364.285,143.731993,-12.25044,-8572986371459113366
341.01,355.844989,-23.998023,415.551,355.844989,-23.998023,-6363935399995179040
3545.01,301.314408,37.349804,567.193,301.314408,37.349804,-6838782023745630274
3546.01,305.517342,41.255055,500.216,305.517342,41.255055,2095567566112247834
3547.01,304.765094,39.595575,644.514,304.765094,39.595575,3675514860202004886
3548.01,294.557985,47.783127,287.244,294.557985,47.783127,7342800285698979054
3549.01,299.872379,45.499591,769.611,299.872379,45.499591,4541767304713408905
355.01,17.888208,-36.709119,313.032,17.888208,-36.709119,2574047754974513002
3550.01,325.383163,29.91356,632.507,325.383163,29.91356,1622358633195655621
3551.01,314.510904,25.540404,680.464,314.510904,25.540404,5435450169969965543
3552.01,314.545327,25.898469,885.672,314.545327,25.898469,-6472608573146857576
3553.01,325.603811,29.869375,398.925,325.603811,29.869375,6855796805130140521
3554.01,321.482979,34.424583,0.0,321.482979,34.424583,-1998593721803948999
3555.01,302.24715,56.508168,798.449,302.24715,56.508168,6526293396284961233
3556.01,312.536937,29.983516,795.26,312.536937,29.983516,-6995835555693737369
3557.01,294.487932,46.002151,447.387,294.487932,46.002151,6969934416655539414
3558.01,314.577184,36.440693,772.831,314.577184,36.440693,7245314045658832369
371.01,8.923918,-50.316967,383.318,8.923918,-50.316967,-9069415992752951742
3710.01,90.808637,41.649461,1137.19,90.808637,41.649461,3281258688075926250
3711.01,77.163736,66.52611,1158.64,77.163736,66.52611,-256990440023437871
3712.01,89.243696,36.358115,360.509,89.243696,36.358115,-5382878871030211741
3713.01,67.998759,32.869383,224.513,67.998759,32.869383,6827146201414912901
3714.01,69.552342,39.458003,112.71,69.552342,39.458003,-280279809819100834
3715.01,88.890851,39.126519,348.661,88.890851,39.126519,9139107798482611410
3716.01,68.005803,36.012476,197.528,68.005803,36.012476,131892637226438016
3717.01,69.965956,46.669445,505.231,69.965956,46.669445,-5272570183881588512
3718.01,65.713648,41.125315,767.821,65.713648,41.125315,5840976556058762708
3719.01,63.286661,54.572095,583.038,63.286661,54.572095,1479065808402079311
372.01,359.759069,-15.612021,340.037,359.759069,-15.612021,1142157810065579985
3720.01,60.696633,39.041323,487.904,60.696633,39.041323,-3591487450681763928
3721.01,80.611594,40.425991,416.005,80.611594,40.425991,-3037379073688500877
3722.01,50.324844,63.732522,783.568,50.324844,63.732522,-1833004420849342087
3723.01,82.215093,30.227473,787.446,82.215093,30.227473,-6452693633569368403
3724.01,80.425878,36.274635,438.246,80.425878,36.274635,-7811913166596906319
3725.01,84.789937,60.424358,587.219,84.789937,60.424358,-1648429191806277802
339.01,337.921615,-21.945702,650.653,337.921615,-21.945702,510044700054361811
3390.01,146.64134,-8.604797,0.0,146.64134,-8.604797,4510417300897260947
3391.01,113.153512,-41.725403,1249.01,113.153512,-41.725403,3997838450989090285
3392.01,121.429562,-42.702359,0.0,121.429562,-42.702359,-6896169640375052218
3393.01,111.598673,-40.765592,783.101,111.598673,-40.765592,5640050542166760935
3394.01,109.132322,-44.168203,646.997,109.132322,-44.168203,7551941953077350026
3395.01,103.644859,-45.064275,440.82,103.644859,-45.064275,7545693308047756908
3396.01,127.140149,-34.630225,928.163,127.140149,-34.630225,8105935532087622937
3397.01,122.217093,-28.937824,180.84,122.217093,-28.937824,-1518588704983635547
3398.01,143.540873,-7.433444,168.34,143.540873,-7.433444,5703715752339737813
3399.01,120.464794,-24.782618,2056.31,120.464794,-24.782618,-4208422248174362206
340.01,11.747329,-44.369951,497.551,11.747329,-44.369951,-3387455311886614798
3400.01,123.624724,-19.590655,913.915,123.624724,-19.590655,4396540437565512452
3401.01,150.923685,-10.575236,647.95,150.923685,-10.575236,2066835901530238767
3402.01,120.185666,-33.729847,5066.53,120.185666,-33.729847,-5924628450885180300
3403.01,120.538954,-41.205439,678.701,120.538954,-41.205439,-2233397711507445872
3404.01,138.098314,-33.256815,513.6,138.098314,-33.256815,-5977125697543369844
3405.01,119.870056,-30.006131,1203.27,119.870056,-30.006131,-7358622681032874427
3406.01,133.44721,-18.003195,889.866,133.44721,-18.003195,-6073058840980883828
3559.01,296.381383,39.959925,813.322,296.381383,39.959925,5132972607964404593
356.01,6.070055,-37.222035,835.557,6.070055,-37.222035,3151138003921970884
3560.01,296.063483,40.30857,297.852,296.063483,40.30857,4856913687448211785
3561.01,299.809982,38.393653,1067.6,299.809982,38.393653,3218062838373323987
3562.01,306.256232,46.923098,289.309,306.256232,46.923098,-5034821994436675325
3563.01,297.45374,41.011019,399.398,297.45374,41.011019,4566436534200060487
3564.01,305.940369,46.103142,737.575,305.940369,46.103142,-1138743301967652025
3565.01,308.561885,35.395204,440.708,308.561885,35.395204,-4169616461340392231
3566.01,297.295912,38.857228,845.721,297.295912,38.857228,6545514525850165188
3567.01,318.104487,29.844788,516.364,318.104487,29.844788,-8434112786720673563
3568.01,322.602368,34.739581,197.906,322.602368,34.739581,-421882286002341454
3569.01,307.013306,26.401654,284.927,307.013306,26.401654,-5952702692247981790
357.01,32.321881,-48.48474,480.322,32.321881,-48.48474,-2469545383391246258
3570.01,305.46164,34.126027,991.273,305.46164,34.126027,-1557541746697198704
3571.01,328.455439,47.392259,654.254,328.455439,47.392259,-450724995951646010
3572.01,314.895323,52.396406,425.989,314.895323,52.396406,-8676291305139606504
3573.01,336.998619,38.28595,412.387,336.998619,38.28595,8142376485200924683
3574.01,326.599217,41.681578,302.734,326.599217,41.681578,-833228217140663676
3726.01,77.298277,38.228572,491.622,77.298277,38.228572,-5489357961871165206
3727.01,84.479701,64.545457,461.037,84.479701,64.545457,-2804250200254982443
3728.01,85.151086,34.796663,1686.41,85.151086,34.796663,7549100440649889243
3729.01,86.594255,59.521666,0.0,86.594255,59.521666,-625625631372819939
373.01,355.901919,-11.26957,741.257,355.901919,-11.26957,-1086966719447791586
3730.01,64.230918,36.924112,960.168,64.230918,36.924112,-7560082316270113867
3731.01,83.891112,31.164547,300.021,83.891112,31.164547,-6156836128430078560
3732.01,84.613821,57.031425,1033.68,84.613821,57.031425,5071298862362508498
3733.01,83.140649,57.623092,881.379,83.140649,57.623092,-1738188434603963300
3734.01,79.285641,53.723458,0.0,79.285641,53.723458,-5346228177323789712
3735.01,55.590143,58.295332,278.597,55.590143,58.295332,306468199738843804
3736.01,79.703512,43.815936,1280.39,79.703512,43.815936,-5176275639594072961
3737.01,72.427173,35.301657,324.005,72.427173,35.301657,-3262834786706284615
3738.01,88.985589,34.265809,715.956,88.985589,34.265809,-1797164609030026439
3739.01,86.635927,51.242599,962.115,86.635927,51.242599,7873768010258453357
374.01,358.227453,-41.700468,702.626,358.227453,-41.700468,-256768970448432951
3740.01,81.57825,47.073781,0.0,81.57825,47.073781,8708685024532807539
3741.01,81.578251,47.07378,452.15,81.578251,47.07378,-8682474530078985827
3410.01,102.595945,-48.534456,0.0,102.595945,-48.534456,-2305842342511820004
3411.01,117.401918,-34.451103,1531.6,117.401918,-34.451103,-4418413881738198174
3412.01,147.482896,-14.733219,565.295,147.482896,-14.733219,-4236298222574512746
3413.01,116.538349,-33.48309,726.071,116.538349,-33.48309,-6615151700017510547
3414.01,117.917125,-36.81567,537.355,117.917125,-36.81567,-2566508746570570425
3415.01,128.20788,-13.064342,1053.27,128.20788,-13.064342,-2780681583055385373
3416.01,123.261857,-31.320175,1184.46,123.261857,-31.320175,-1947616711189665445
3417.01,150.389098,-16.126786,548.679,150.389098,-16.126786,-1139803116149659779
3418.01,123.274547,-23.053372,0.0,123.274547,-23.053372,2111817904443942966
3419.01,123.149611,-32.776684,0.0,123.149611,-32.776684,4851992961860126695
342.01,342.170406,-18.520467,508.84,342.170406,-18.520467,-5497216543913813516
3420.01,122.430787,-22.868692,950.218,122.430787,-22.868692,310996791425500689
3421.01,122.092607,-30.09545,1787.36,122.092607,-30.09545,455834822595293515
3422.01,140.84562,2.932484,397.313,140.84562,2.932484,2326397833707557474
3423.01,122.010942,-31.189361,4030.62,122.010942,-31.189361,-1310063134549054377
3424.01,128.800451,-27.407594,994.33,128.800451,-27.407594,2888887311776670724
3425.01,121.663414,-31.944461,923.779,121.663414,-31.944461,-5798254966791069639
3426.01,156.229013,0.435829,687.367,156.229013,0.435829,6190420891224967859
3427.01,121.316468,-31.849047,868.194,121.316468,-31.849047,-44075888187108050
3428.01,125.654901,-29.187989,0.0,125.654901,-29.187989,8202884777990529073
3575.01,326.473232,36.247629,399.524,326.473232,36.247629,-3766250841436255039
3576.01,300.917036,52.080676,582.817,300.917036,52.080676,-5123035896956445447
3577.01,327.095917,48.334399,420.999,327.095917,48.334399,-4596572746070804793
3578.01,317.124796,49.112843,460.849,317.124796,49.112843,2587671761183258073
3579.01,322.029218,56.823139,4982.73,322.029218,56.823139,403635504898241901
358.01,3.061189,-47.355422,579.028,3.061189,-47.355422,-9082929000629804487
3580.01,330.271302,38.530284,153.214,330.271302,38.530284,1924727423750457765
3581.01,303.369006,53.276849,0.0,303.369006,53.276849,-3910793729137901741
3582.01,307.292565,50.076925,624.477,307.292565,50.076925,-847965207857639533
3583.01,315.8822,48.687895,0.0,315.8822,48.687895,-4569429887069248191
3584.01,314.895418,52.396108,359.363,314.895418,52.396108,-2209440184214784036
3585.01,326.807138,34.646627,130.802,326.807138,34.646627,-6624845795741021241
3586.01,310.219074,50.922722,232.183,310.219074,50.922722,420230589252046346
3587.01,316.834683,49.431813,497.23,316.834683,49.431813,5371567388317634348
3588.01,308.308351,50.926837,1023.15,308.308351,50.926837,-5803452795774207878
3589.01,326.392082,39.495055,574.124,326.392082,39.495055,8959957777090557847
359.01,11.673176,-42.361791,715.834,11.673176,-42.361791,7038401151858511371
3590.01,329.279291,31.452973,911.211,329.279291,31.452973,358052176477058630
3591.01,325.190963,43.529775,597.467,325.190963,43.529775,3280281823754335691
3742.01,72.799655,50.096898,166.818,72.799655,50.096898,-6070529633663607426
3743.01,58.490945,58.748105,0.0,58.490945,58.748105,1581850813826467283
3744.01,60.273843,67.507635,938.939,60.273843,67.507635,1274534717554883182
3745.01,65.615413,46.536011,343.885,65.615413,46.536011,7645158496676030807
3746.01,78.040149,34.750032,145.759,78.040149,34.750032,962235057573967377
3747.01,58.983683,57.834123,937.29,58.983683,57.834123,1057009505947307749
3748.01,51.761032,61.189331,796.177,51.761032,61.189331,-7252860144779557517
3749.01,68.539495,32.806951,639.641,68.539495,32.806951,-3648414736905024251
375.01,47.149903,-77.383328,396.213,47.149903,-77.383328,8836117531711403206
3750.01,76.423773,67.820318,156.504,76.423773,67.820318,-5705467336402966562
3751.01,68.629023,32.476637,613.765,68.629023,32.476637,3780500938998333922
3752.01,46.811835,64.395362,1310.21,46.811835,64.395362,3906157980516698284
3753.01,62.618611,32.306767,884.571,62.618611,32.306767,-7520271454330086086
3754.01,46.934208,62.39968,812.367,46.934208,62.39968,4942263263664758850
3755.01,69.747261,66.671209,322.356,69.747261,66.671209,6555044903060132369
3756.01,83.653007,36.939626,327.13,83.653007,36.939626,-1499381964133561426
3757.01,91.003642,55.019979,181.139,91.003642,55.019979,-2581872979136995653
3758.01,41.323613,69.106259,477.787,41.323613,69.106259,2530107260856669956
3429.01,108.858976,-42.44809,816.907,108.858976,-42.44809,-7364872091784018415
343.01,356.045365,-18.889525,519.27,356.045365,-18.889525,-7923064996272608248
3430.01,129.445897,-19.63472,872.374,129.445897,-19.63472,-820137441668037555
3431.01,136.852675,4.289924,1198.58,136.852675,4.289924,-1382594907780432664
3432.01,121.479826,-41.46259,0.0,121.479826,-41.46259,56668685143716637
3433.01,135.455975,0.969613,210.527,135.455975,0.969613,-1943361067679209393
