PGC,RAJ2000,DEJ2000,OType,MType,logD25,logR25,PA,ANames
141,00 01 56.5,-51 12 36,G,E,0.57,0.05,,DRCG39-7
1073592,00 01 56.6,-03 16 30,G,,0.85,0.05,10.0,
1833934,00 01 56.6,+28 22 24,G,,0.74,0.35,70.0,
395595,00 01 56.7,-56 56 59,G,,0.42,0.1,91.0,
245142,00 01 56.7,-75 20 15,G,,0.45,0.31,167.0,
1030040,00 01 56.7,-06 41 00,G,,0.38,0.22,4.0,
3092794,00 01 56.8,-03 57 54,G,,,,,NPM1G-04.0684
745133,00 01 56.8,-28 09 26,G,,0.74,0.46,154.0,
517082,00 01 56.8,-46 15 35,G,,0.43,0.04,,
886419,00 01 56.8,-17 14 36,G,,0.44,0.06,99.0,
458575,00 01 56.9,-51 13 07,G,,0.34,0.09,11.0,
1713430,00 01 56.9,+24 40 41,G,,0.39,0.09,10.0,
2288934,00 01 56.9,+46 53 32,G,,0.62,0.19,,
432128,00 01 57.1,-53 15 08,G,,0.51,0.4,18.0,
1640953,00 01 57.2,+21 01 02,G,,0.45,0.13,97.0,
145,00 01 57.3,-27 59 57,G,Sbc,1.08,0.45,55.0,ESO409-4              MCG-5-01-024          ESO-LV4090040
628871,00 01 57.3,-37 03 53,G,,0.5,0.06,27.0,
126702,00 01 57.3,-38 38 58,G,,,,,LCRSB235923.6-385539
1953441,00 01 57.3,+31 34 04,G,,0.47,0.22,89.0,
144,00 01 57.4,+32 02 35,G,Sc,0.43,0.24,153.0,KUG2359+317.6-385539
651670,00 01 57.4,-35 13 29,G,,0.46,0.11,31.0,
768536,00 01 57.5,-26 22 23,G,,0.55,0.13,51.0,
1318183,00 01 57.5,+07 17 19,G,,0.55,0.03,,
2401307,00 01 57.5,+51 51 02,G,,0.47,0.07,84.0,NPM1G+51.0394
1264296,00 01 57.5,+04 09 23,G,,0.67,0.06,95.0,
1621394,00 01 57.5,+20 14 54,G,,0.63,0.32,20.0,
883111,00 01 57.5,-17 26 51,G,,0.52,0.3,43.0,
857230,00 01 57.5,-19 17 38,G,,0.4,0.11,20.0,
447978,00 01 57.7,-52 09 26,G,,0.51,0.35,149.0,
338586,00 01 57.7,-62 52 49,G,,0.36,0.06,19.0,
550616,00 01 57.7,-43 17 18,G,,0.54,0.05,5.0,
532392,00 01 57.8,-44 54 21,G,,0.46,0.33,30.0,
603934,00 01 57.8,-38 54 16,G,,0.7,0.6,29.0,
1988531,00 01 57.8,+32 15 36,G,,0.4,0.09,131.0,
550578,00 01 57.8,-43 17 28,G,,0.55,0.09,82.0,
808650,00 01 57.8,-22 48 12,G,,0.45,0.14,54.0,
581848,00 01 57.9,-40 50 50,G,,0.54,0.42,106.0,
147,00 01 57.9,+21 37 16,G,,0.76,0.05,130.0,CGCG456-16            NPM1G+21.0613
582156,00 01 58.0,-40 49 06,G,,0.51,0.43,126.0,
474242,00 01 58.0,-49 41 20,G,,0.49,0.25,128.0,
583357,00 01 58.2,-40 42 25,G,,0.36,0.12,102.0,
124814,00 01 58.2,-39 03 23,G,,0.4,0.06,140.0,LCRSB235924.7-392006
750204,00 01 58.2,-27 45 46,G,,0.52,0.18,94.0,
440330,00 01 58.2,-52 40 40,G,,0.55,0.48,112.0,
149,00 01 58.4,+36 38 57,G,SO-a,0.84,0.24,20.0,CGCG518-9             CGCG517-14            IRAS23594+3622        NPM1G+36.0523
143,00 01 58.5,-15 27 41,G,Irr,2.05,0.48,2.0,MCG-3-01-015          UGCA444               DDO221                [RC2]A2359-15
1779215,00 01 58.6,+26 31 01,G,,0.54,0.33,98.0,
406591,00 01 58.6,-55 43 34,G,,0.41,0.13,124.0,
678515,00 01 58.6,-33 16 34,G,,0.5,0.11,126.0,
1687905,00 01 58.7,+23 28 08,G,,0.44,0.18,11.0,
308102,00 01 58.7,-66 01 35,G,,0.56,0.24,162.0,
1926422,00 01 58.8,+30 58 58,G,,0.46,0.2,129.0,
865832,00 01 58.8,-18 37 26,G,,0.51,0.3,95.0,
2796285,00 01 58.9,+68 02 18,G,,0.17,0.05,,ZOAG118.32+5.61
440314,00 01 58.9,-52 40 44,G,,0.7,0.47,115.0,
976724,00 01 59.0,-10 33 26,G,,0.54,0.26,174.0,
424363,00 01 59.0,-53 57 20,G,,0.48,0.04,,
2043150,00 01 59.1,+34 03 24,G,,0.36,0.1,91.0,
2799430,00 01 59.2,-34 32 25,G,,,,,
1309368,00 01 59.2,+06 52 57,G,,0.65,0.05,,
906636,00 01 59.2,-15 46 36,G,,0.44,0.29,95.0,
730845,00 01 59.3,-29 18 40,G,,0.42,0.01,,
940915,00 01 59.3,-13 13 49,G,,0.42,0.09,36.0,
1113598,00 01 59.3,-01 39 12,G,,0.56,0.07,33.0,
1275197,00 01 59.4,+04 54 50,G,,0.77,0.21,174.0,
656391,00 01 59.4,-34 52 22,G,,0.61,0.18,27.0,
856426,00 01 59.5,-19 21 09,G,,0.45,0.32,44.0,
240806,00 01 59.5,-76 16 16,G,,0.54,0.23,55.0,
107666,00 01 59.5,-39 15 36,G,,,,,LCRSB235925.8-393218
1640217,00 01 59.5,+20 59 09,G,,0.56,0.23,5.0,
768661,00 01 59.6,-26 21 41,G,,0.4,0.22,81.0,
198101,00 01 59.6,-26 52 28,G,,0.6,0.07,156.0,DUKST537-44
596614,00 01 59.7,-39 34 25,G,,0.37,0.15,36.0,
2493118,00 01 59.7,+55 10 34,G,,0.5,0.23,86.0,
473823,00 01 59.9,-49 43 51,G,,0.71,0.51,111.0,
656611,00 01 59.9,-34 51 29,G,,0.49,0.11,32.0,
737994,00 01 59.9,-28 44 37,G,,0.62,0.36,74.0,
756230,00 02 00.0,-27 21 15,G,,0.42,0.05,,
2505394,00 02 00.1,+55 31 51,G,,0.86,0.15,117.0,
2104370,00 02 00.2,+37 35 09,G,,0.48,0.15,112.0,
662409,00 02 00.2,-34 25 57,G,,0.52,0.28,121.0,
124815,00 02 00.3,-39 21 22,G,Sc,1.0,0.77,93.0,LCRSB235926.7-393804  DUKST348-36
860714,00 02 00.3,-19 01 42,G,,0.32,0.08,99.0,
782549,00 02 00.4,-25 06 40,G,,0.38,0.09,84.0,
508506,00 02 00.4,-46 57 30,G,,0.33,0.09,38.0,
830072,00 02 00.4,-21 18 00,G,,0.52,0.4,152.0,
2138596,00 02 00.4,+38 52 35,G,,0.57,0.2,55.0,
547910,00 02 00.5,-43 30 33,G,,0.4,0.21,28.0,
623014,00 02 00.5,-37 26 49,G,,0.43,0.25,1.0,
143200,00 02 00.6,-51 57 42,G,,0.6,0.2,33.0,
597981,00 02 00.6,-39 27 38,G,,0.56,0.15,161.0,
889870,00 02 00.6,-17 01 49,G,,0.39,0.2,36.0,
1473247,00 02 00.8,+15 01 32,G,,0.57,0.1,15.0,NPM1G+14.0602
439377,00 02 00.8,-52 44 26,G,,0.73,0.42,120.0,
1432334,00 02 00.8,+13 29 27,G,,0.52,0.15,124.0,
832077,00 02 00.8,-21 08 48,G,,0.54,0.46,16.0,
1987608,00 02 00.9,+32 14 36,G,,0.57,0.1,125.0,
489477,00 02 00.9,-48 15 04,G,,0.55,0.19,71.0,
142418,00 02 00.9,-27 40 39,G,,0.74,0.2,115.0,
1145711,00 02 01.0,-00 20 36,G,,0.52,0.26,25.0,
93037,00 02 01.0,+37 03 13,G,,0.74,0.67,115.0,FGCA291
124816,00 02 01.0,-38 52 53,G,,,,,LCRSB235927.4-390935
1240136,00 02 01.0,+02 53 26,G,,0.62,0.18,25.0,NPM1G+02.0586
100354,00 02 01.2,+14 58 37,G,E,0.56,0.0,,
1540097,00 02 01.4,+17 43 45,G,,0.53,0.21,82.0,NPM1G+17.0770
897980,00 02 01.4,-16 27 07,G,,0.69,0.47,117.0,
901167,00 02 01.5,-16 12 09,G,,0.48,0.21,159.0,
73210,00 02 01.6,+07 52 50,G,Sc,0.82,0.64,,KUG2359+07670
782615,00 02 01.6,-25 06 20,G,,0.58,0.44,142.0,
1130358,00 02 01.6,-00 57 41,G,,0.49,0.12,28.0,
656245,00 02 01.7,-34 52 56,G,,0.69,0.17,126.0,
712637,00 02 01.7,-30 48 50,G,,0.58,0.5,53.0,
330035,00 02 01.7,-63 41 49,G,,0.46,0.18,4.0,
510381,00 02 01.7,-46 48 40,G,,0.33,0.11,92.0,
365109,00 02 01.9,-60 13 23,G,,0.66,0.75,100.0,
482800,00 02 02.0,-48 52 29,G,,0.63,0.1,84.0,
2759744,00 02 02.0,+74 03 34,G,,0.52,0.25,52.0,
740770,00 02 02.1,-28 30 52,G,,0.46,0.22,169.0,
1015295,00 02 02.2,-07 39 14,G,,0.63,0.38,74.0,
130005,00 02 02.2,-43 37 17,G,SO-a,0.78,0.21,11.0,
411754,00 02 02.3,-55 11 45,G,,0.35,0.09,135.0,
653041,00 02 02.3,-35 07 18,G,,0.55,0.2,126.0,
421579,00 02 02.4,-54 13 31,G,,0.35,0.15,133.0,
1018574,00 02 02.4,-07 27 46,G,,0.63,0.25,11.0,
600510,00 02 02.4,-39 13 29,G,,0.35,0.05,12.0,
2796245,00 02 02.5,+58 12 11,G,,0.12,0.12,,ZOAG116.45-4.05
2023569,00 02 02.6,+33 06 32,G,,0.45,0.08,160.0,
135593,00 02 02.6,-27 15 15,G,,0.68,0.07,83.0,DUKST409-36
516345,00 02 02.6,-46 19 30,G,,0.56,0.18,116.0,
571716,00 02 02.7,-41 48 53,G,,0.41,0.21,174.0,
781256,00 02 02.7,-25 13 51,G,,0.44,0.11,102.0,
2794845,00 02 02.7,-39 34 04,G,,,,,
1127136,00 02 02.7,-01 05 10,G,,0.48,0.28,112.0,
550457,00 02 02.8,-43 18 05,G,,0.46,0.05,110.0,
306553,00 02 02.9,-66 12 59,G,,0.36,0.1,139.0,
124817,00 02 02.9,-39 12 31,G,,0.38,0.05,164.0,LCRSB235929.5-392914
228041,00 02 03.0,-80 17 41,G,,0.7,0.33,64.0,
2156802,00 02 03.0,+39 51 35,G,,0.64,0.22,53.0,
884967,00 02 03.0,-17 20 09,G,,0.51,0.32,54.0,
977300,00 02 03.0,-10 30 38,G,,0.4,0.07,167.0,
130018,00 02 03.0,-45 21 30,G,Sc,0.94,0.47,153.0,
92829,00 02 03.0,-27 01 54,G,Sc,0.81,0.81,,FGCE1881
225925,00 02 03.2,-81 14 24,G,,0.63,0.22,64.0,
782431,00 02 03.2,-25 07 24,G,,0.54,0.33,82.0,
146,00 02 03.2,+17 34 26,G,Sd,0.92,0.16,170.0,UGC12916
435613,00 02 03.3,-52 59 52,G,,0.7,0.53,8.0,
1961399,00 02 03.3,+31 43 47,G,,0.51,0.06,96.0,
374323,00 02 03.3,-59 03 08,G,,0.57,0.41,62.0,
199332,00 02 03.3,-36 07 52,G,,,,,DUKST349-84
949609,00 02 03.4,-12 39 18,G,,0.64,0.5,46.0,
153,00 02 03.5,-28 34 59,G,SO,0.77,0.34,119.0,ESO409-5              ESO-LV4090050
1171168,00 02 03.6,+00 37 55,G,,0.52,0.14,123.0,
1140364,00 02 03.7,-00 33 38,G,,0.37,0.14,68.0,
281951,00 02 03.7,-69 00 23,G,,0.56,0.17,57.0,
124320,00 02 03.7,-41 41 59,G,,,,,LCRSB235930.1-415840
151,00 02 03.7,-33 28 03,G,Sa,0.99,0.23,24.0,ESO349-20             MCG-6-01-015          ESO-LV3490200         IRAS23594-3344        DUKST349-8
1131674,00 02 03.8,-00 54 26,G,,0.45,0.22,6.0,
247428,00 02 03.8,-74 56 15,G,,0.58,0.25,62.0,
746621,00 02 03.9,-28 02 09,G,,0.54,0.45,72.0,
155,00 02 03.9,+12 31 51,G,Sc,0.73,0.37,86.0,CGCG433-17            KUG2359+122
73211,00 02 04.0,+12 53 29,G,Sc,0.7,0.4,96.0,KUG2359+126           NPM1G+12.0620
462420,00 02 04.0,-50 50 42,G,,0.42,0.13,47.0,
529051,00 02 04.1,-45 13 35,G,,0.55,0.32,20.0,
1473991,00 02 04.1,+15 03 16,G,,0.41,0.16,28.0,
2040579,00 02 04.1,+33 53 30,G,,0.54,0.36,19.0,
968401,00 02 04.1,-11 13 38,G,,0.34,0.1,41.0,
290213,00 02 04.2,-67 55 47,G,,0.34,0.08,4.0,
316056,00 02 04.2,-65 07 30,G,,0.42,0.13,90.0,
247813,00 02 04.2,-74 52 23,G,,0.45,0.25,164.0,
94,00 02 04.3,+80 38 32,G,Sc,1.05,0.91,54.0,UGC12905              FGC2563
1433457,00 02 04.3,+13 31 56,G,,0.44,0.13,172.0,
403133,00 02 04.3,-56 06 00,G,,0.43,0.17,,
565847,00 02 04.3,-42 17 08,G,,0.4,0.25,170.0,
869120,00 02 04.5,-18 21 35,G,,0.48,0.11,90.0,
599944,00 02 04.6,-39 16 30,G,,0.46,0.27,36.0,
460406,00 02 04.6,-51 02 32,G,,0.61,0.44,26.0,
430532,00 02 04.6,-53 22 54,G,,0.63,0.03,,
584462,00 02 04.7,-40 36 33,G,,0.48,0.36,113.0,
735480,00 02 04.7,-28 56 40,G,,0.58,0.34,144.0,
2137364,00 02 04.7,+38 49 20,G,,0.39,0.12,140.0,
601478,00 02 04.7,-39 08 10,G,,0.34,0.05,129.0,
662604,00 02 04.8,-34 25 04,G,,0.47,0.24,144.0,
427196,00 02 04.8,-53 41 32,G,,0.4,0.16,1.0,
751589,00 02 04.9,-27 40 00,G,,0.33,0.11,83.0,
803917,00 02 05.0,-23 10 26,G,,0.39,0.09,78.0,
2048574,00 02 05.0,+34 24 01,G,,0.71,0.28,112.0,
1824878,00 02 05.0,+28 02 55,G,,0.53,0.11,163.0,
1666487,00 02 05.1,+22 15 20,G,,0.42,0.09,39.0,
431443,00 02 05.1,-53 18 18,G,,0.41,0.06,111.0,
830089,00 02 05.1,-21 17 55,G,,0.35,0.14,36.0,
653417,00 02 05.2,-35 05 42,G,,0.46,0.12,96.0,
1294334,00 02 05.2,+06 05 13,G,,0.4,0.06,104.0,
156,00 02 05.4,+16 35 25,G,Irr,0.97,0.23,,IC5377                UGC12918              MCG3-01-013           CGCG456-17
150,00 02 05.4,-51 20 57,G,Sc,0.72,0.13,32.0,FAIRALL1065
1686778,00 02 05.4,+23 24 12,G,,0.56,0.3,122.0,NPM1G+23.0537
152,00 02 05.4,-30 37 09,G,E,0.91,0.21,144.0,MCG-5-01-025
170480,00 02 05.4,-69 08 29,G,,0.72,0.58,165.0,
630262,00 02 05.5,-36 58 05,G,,0.43,0.19,172.0,
660003,00 02 05.5,-34 36 26,G,,0.51,0.2,111.0,
968619,00 02 05.7,-11 12 38,G,,0.59,0.23,76.0,
761391,00 02 05.7,-26 58 46,G,,0.51,0.09,53.0,
142170,00 02 05.8,-42 40 13,G,,0.67,0.25,6.0,
584278,00 02 05.8,-40 37 31,G,,0.37,0.17,84.0,
1982097,00 02 05.8,+32 08 13,G,,0.47,0.09,57.0,
1262938,00 02 05.9,+04 03 58,G,,0.66,0.16,64.0,
687774,00 02 06.0,-32 41 06,G,,0.62,0.49,74.0,
737291,00 02 06.0,-28 48 02,G,,0.5,0.12,92.0,
782365,00 02 06.0,-25 07 46,G,,0.57,0.16,70.0,
124996,00 02 06.1,-45 03 21,G,,0.4,0.04,,LCRSB235932.4-452003
1984204,00 02 06.2,+32 10 42,G,,0.47,0.09,146.0,
275064,00 02 06.2,-70 10 47,G,,0.62,0.34,12.0,
660400,00 02 06.3,-34 34 32,G,,0.42,0.14,136.0,
154,00 02 06.3,-10 13 07,G,Sbc,0.94,0.54,110.0,MCG-2-01-009
436084,00 02 06.4,-52 57 52,G,,0.57,0.5,152.0,
458092,00 02 06.4,-51 15 58,G,,0.44,0.06,11.0,
698032,00 02 06.4,-32 00 55,G,,0.46,0.07,25.0,
631462,00 02 06.5,-36 52 49,G,,0.39,0.05,96.0,
811599,00 02 06.5,-22 36 24,G,,0.38,0.08,71.0,
648655,00 02 06.7,-35 27 35,G,,0.34,0.11,93.0,
731542,00 02 06.7,-29 15 03,G,,0.46,0.23,108.0,
687991,00 02 06.7,-32 40 23,G,,0.43,0.29,4.0,
869175,00 02 06.8,-18 21 18,G,,0.52,0.36,102.0,
681372,00 02 06.8,-33 04 41,G,,0.45,0.13,49.0,
2142265,00 02 06.9,+39 02 40,G,,0.45,0.1,95.0,
1854788,00 02 06.9,+29 04 16,G,,0.48,0.11,130.0,
1283583,00 02 07.0,+05 26 53,G,,0.54,0.11,14.0,
2794846,00 02 07.0,-40 19 36,G,,,,,
2442151,00 02 07.0,+53 28 36,G,,0.47,0.2,12.0,
409287,00 02 07.1,-55 26 59,G,,0.33,0.1,107.0,
675915,00 02 07.1,-33 28 19,G,,0.45,0.04,,
1033832,00 02 07.2,-06 21 18,G,,0.45,0.14,35.0,
1669273,00 02 07.3,+22 24 17,G,,0.44,0.23,24.0,
656708,00 02 07.3,-34 51 02,G,,0.5,0.37,117.0,
124818,00 02 07.5,-38 32 12,G,,0.42,0.18,127.0,LCRSB235933.9-384855
889589,00 02 07.6,-17 02 49,G,,0.43,0.24,10.0,
316744,00 02 07.6,-65 03 00,G,,0.53,0.39,114.0,
328084,00 02 07.6,-63 53 57,G,,0.32,0.09,86.0,
543837,00 02 07.6,-43 50 56,G,,0.32,0.1,69.0,
238156,00 02 07.8,-76 58 08,G,,0.51,0.3,160.0,
851421,00 02 07.9,-19 43 15,G,,0.32,0.02,,
2146781,00 02 07.9,+39 16 29,G,,0.38,0.06,141.0,
1023154,00 02 08.0,-07 11 04,G,,0.49,0.16,43.0,
492859,00 02 08.2,-47 59 03,G,,0.44,0.2,180.0,
494491,00 02 08.2,-47 52 04,G,,0.42,0.22,141.0,
1612674,00 02 08.3,+19 59 34,G,,0.54,0.14,111.0,
1587106,00 02 08.3,+19 17 23,G,,0.56,0.15,12.0,
900363,00 02 08.4,-16 15 57,G,,0.45,0.0,,
2043969,00 02 08.4,+34 06 31,G,,0.43,0.19,56.0,
701114,00 02 08.4,-31 47 01,G,,0.49,0.24,98.0,
954702,00 02 08.5,-12 18 33,G,,0.42,0.16,70.0,
546764,00 02 08.5,-43 36 28,G,,0.44,0.32,112.0,
1013772,00 02 08.6,-07 44 28,G,,0.6,0.14,53.0,
945773,00 02 08.6,-12 54 57,G,,0.53,0.17,169.0,
1348366,00 02 08.7,+08 30 51,G,,0.58,0.05,12.0,
1083648,00 02 08.7,-02 45 23,G,,0.53,0.39,121.0,
750484,00 02 08.8,-27 44 34,G,,0.44,0.31,18.0,
2794847,00 02 08.9,-40 17 07,G,,,,,
674150,00 02 08.9,-33 35 53,G,,0.7,0.11,31.0,
761771,00 02 09.0,-26 57 08,G,,0.56,0.41,136.0,
157,00 02 09.1,+31 47 59,G,Sc,0.52,0.1,147.0,KUG2359+315.9-384855
806734,00 02 09.1,-22 57 12,G,,0.64,0.49,4.0,
388458,00 02 09.2,-57 33 55,G,,0.4,0.18,155.0,
425638,00 02 09.3,-53 50 12,G,,0.63,0.32,124.0,
420243,00 02 09.3,-54 21 16,G,,0.61,0.51,170.0,
417070,00 02 09.3,-54 40 30,G,,0.35,0.07,107.0,
625183,00 02 09.3,-37 18 58,G,,0.43,0.15,38.0,
978454,00 02 09.3,-10 25 09,G,,0.46,0.15,47.0,
158,00 02 09.4,+02 56 26,G,Irr,0.68,0.08,95.0,NGC7809               MCG0-01-019           CGCG382-18            KUG2359+026           IIIZw126              IRAS23596+0239
760237,00 02 09.4,-27 04 07,G,,0.41,0.09,84.0,
95421,00 02 09.5,-43 58 55,G,SO-a,0.54,0.0,,
473862,00 02 09.5,-49 43 38,G,,0.63,0.48,65.0,
1935131,00 02 09.6,+31 10 39,G,,0.43,0.06,6.0,
1098924,00 02 09.7,-02 11 59,G,,0.71,0.41,34.0,
884621,00 02 09.8,-17 21 26,G,,0.37,0.09,166.0,
2042863,00 02 09.8,+34 02 12,G,,0.48,0.09,141.0,
662614,00 02 09.8,-34 25 01,G,,0.39,0.12,106.0,
2796241,00 02 09.9,+57 39 16,G,,0.28,0.08,,ZOAG116.36-4.59
791137,00 02 10.0,-24 19 40,G,,0.55,0.22,136.0,
91842,00 02 10.1,-05 30 40,G,Sc,0.85,0.68,5.0,FGC2569
736014,00 02 10.2,-28 54 01,G,,0.57,0.31,126.0,
799751,00 02 10.2,-23 32 37,G,,0.36,0.03,,
91841,00 02 10.2,-07 01 43,G,Sd,0.78,0.72,53.0,FGC2568
551958,00 02 10.2,-43 11 20,G,,0.38,0.06,68.0,
1025872,00 02 10.2,-06 59 53,G,,0.41,0.25,50.0,
1450161,00 02 10.3,+14 08 09,G,,0.62,0.33,115.0,
160,00 02 10.3,-43 58 41,G,E-SO,1.15,0.14,152.0,MCG-7-01-008
2449527,00 02 10.5,+53 44 34,G,,0.49,0.07,130.0,
799334,00 02 10.6,-23 35 06,G,,0.77,0.25,12.0,
3093287,00 02 10.6,-09 18 57,G,,,,,NPM1G-09.0765
605994,00 02 10.6,-38 42 51,G,,0.45,0.27,178.0,
797844,00 02 10.7,-23 43 08,G,,0.53,0.3,20.0,
911390,00 02 10.7,-15 25 32,G,,0.4,0.2,64.0,
1280614,00 02 10.7,+05 15 34,G,,0.72,0.08,71.0,NPM1G+04.0631
2799450,00 02 10.8,-36 21 31,G,,,,,
941551,00 02 11.0,-13 11 15,G,,0.35,0.07,156.0,
911439,00 02 11.1,-15 25 17,G,,0.38,0.08,45.0,
848017,00 02 11.2,-19 58 09,G,,0.52,0.37,152.0,
808310,00 02 11.3,-22 49 47,G,,0.48,0.24,,
215028,00 02 11.3,+17 33 39,G,,0.57,0.18,9.0,
124997,00 02 11.4,-44 00 54,G,,,,,LCRSB235937.9-441735
299329,00 02 11.4,-67 05 02,G,,0.42,0.28,4.0,
299376,00 02 11.4,-67 04 41,G,,0.45,0.2,30.0,
592869,00 02 11.4,-39 53 21,G,,0.37,0.08,39.0,
132727,00 02 11.4,-28 54 55,G,,0.69,0.04,,
482058,00 02 11.4,-48 56 50,G,,0.6,0.19,59.0,
1834531,00 02 11.5,+28 23 43,G,,0.55,0.28,136.0,
545672,00 02 11.5,-43 42 05,G,,0.35,0.09,71.0,
89493,00 02 11.5,-35 53 16,G,,,,,
89492,00 02 11.6,-36 03 04,G,,0.48,0.15,91.0,
1293227,00 02 11.6,+06 01 30,G,,0.48,0.13,55.0,
546187,00 02 11.6,-43 39 31,G,,0.47,0.1,66.0,
610716,00 02 11.7,-38 17 18,G,,0.5,0.29,36.0,
229665,00 02 11.7,-79 39 43,G,,0.38,0.13,104.0,
983357,00 02 11.7,-10 01 33,G,,0.73,0.27,28.0,
124998,00 02 11.8,-44 03 16,G,,0.36,0.14,11.0,LCRSB235938.1-441958
622818,00 02 11.8,-37 27 36,G,,0.64,0.22,8.0,
1830946,00 02 12.0,+28 16 02,G,,0.47,0.09,162.0,
1987603,00 02 12.0,+32 14 35,G,,0.46,0.18,16.0,
1507318,00 02 12.1,+16 22 34,G,,0.57,0.1,155.0,
124999,00 02 12.1,-44 20 30,G,,0.59,0.33,116.0,LCRSB235938.5-443713
869786,00 02 12.2,-18 18 35,G,,0.44,0.21,134.0,
2144222,00 02 12.2,+39 08 42,G,,0.37,0.12,143.0,
798475,00 02 12.2,-23 39 46,G,,0.5,0.4,34.0,
2050531,00 02 12.4,+34 31 28,G,,0.38,0.06,5.0,
1415774,00 02 12.4,+12 46 01,G,,0.56,0.02,,
2284777,00 02 12.4,+46 39 00,G,,0.67,0.46,17.0,
1982384,00 02 12.5,+32 08 34,G,,0.51,0.19,35.0,
1154631,00 02 12.6,+00 00 17,G,,0.4,0.2,177.0,
674102,00 02 12.7,-33 36 03,G,,0.55,0.15,129.0,
853624,00 02 12.7,-19 33 22,G,,0.43,0.18,28.0,
528641,00 02 12.7,-45 15 52,G,,0.4,0.06,158.0,
773415,00 02 12.8,-25 56 21,G,,0.33,0.1,175.0,
159,00 02 12.8,-49 30 53,G,,0.6,0.04,,FAIRALL625
1146712,00 02 12.8,-00 18 10,G,,0.55,0.38,68.0,
215029,00 02 12.8,+12 56 43,G,,0.6,0.0,,
550992,00 02 12.9,-43 15 29,G,,0.35,0.13,109.0,
1074952,00 02 13.0,-03 11 11,G,,0.62,0.18,5.0,
888981,00 02 13.1,-17 05 17,G,,0.55,0.46,136.0,
573726,00 02 13.2,-41 37 50,G,,0.58,0.3,7.0,
1107766,00 02 13.2,-01 52 15,G,,0.72,0.08,82.0,
402240,00 02 13.2,-56 11 50,G,,0.65,0.35,104.0,
551451,00 02 13.2,-43 13 24,G,,0.29,0.04,,
405939,00 02 13.2,-55 47 46,G,,0.75,0.28,60.0,
436184,00 02 13.3,-52 57 27,G,,0.37,0.06,146.0,
611587,00 02 13.3,-38 12 57,G,,0.34,0.07,160.0,
1023426,00 02 13.4,-07 10 07,G,,0.41,0.05,,
510613,00 02 13.5,-46 47 34,G,,0.43,0.18,63.0,
710514,00 02 13.6,-30 59 40,G,,0.33,0.07,154.0,
227871,00 02 13.6,-80 21 59,G,,0.59,0.13,165.0,
501064,00 02 13.6,-47 27 31,G,,0.37,0.08,11.0,
788789,00 02 13.7,-24 32 50,G,,0.52,0.09,97.0,
714673,00 02 13.7,-30 38 48,G,,0.41,0.19,28.0,
256076,00 02 13.8,-73 24 08,G,,0.63,0.32,38.0,
853717,00 02 13.8,-19 32 56,G,,0.35,0.07,18.0,
739489,00 02 13.8,-28 37 11,G,,0.47,0.05,179.0,
903247,00 02 13.8,-16 02 23,G,,0.53,0.3,152.0,
736087,00 02 13.8,-28 53 42,G,,0.79,0.6,30.0,
1153927,00 02 13.9,-00 01 16,G,,0.46,0.32,131.0,
871470,00 02 13.9,-18 11 24,G,,0.39,0.03,,
675443,00 02 14.0,-33 30 24,G,,0.44,0.03,,
533188,00 02 14.1,-44 49 49,G,,0.34,0.11,42.0,
872888,00 02 14.2,-18 05 30,G,,0.59,0.47,128.0,
2047750,00 02 14.2,+34 20 49,G,,0.44,0.12,54.0,
133620,00 02 14.3,-25 29 44,G,,1.05,0.39,89.0,
125000,00 02 14.4,-43 59 24,G,,0.52,0.12,0.0,LCRSB235940.7-441606
587744,00 02 14.5,-40 19 05,G,,0.68,0.53,83.0,
613345,00 02 14.5,-38 04 54,G,,0.65,0.11,43.0,
856671,00 02 14.5,-19 20 01,G,,0.45,0.16,117.0,
657712,00 02 14.5,-34 46 34,G,,0.45,0.09,174.0,
706272,00 02 14.6,-31 20 42,G,,0.42,0.18,3.0,
1619212,00 02 14.6,+20 11 03,G,,0.6,0.4,78.0,
338138,00 02 14.6,-62 54 49,G,,0.46,0.24,45.0,
91843,00 02 14.7,-12 51 54,G,Sb,0.98,0.77,46.0,FGC2570
2045044,00 02 14.7,+34 10 26,G,,0.55,0.34,179.0,
1061338,00 02 14.7,-04 12 41,G,,0.48,0.25,44.0,
544672,00 02 14.7,-43 47 05,G,,0.44,0.28,70.0,
314710,00 02 14.8,-65 16 54,G,,0.56,0.35,14.0,
346408,00 02 14.8,-62 18 53,G,,0.31,0.02,,
2599808,00 02 14.9,+60 14 59,G,,0.45,0.14,152.0,ZOAG116.86-2.04
709263,00 02 15.0,-31 05 40,G,,0.46,0.1,70.0,
912613,00 02 15.1,-15 19 56,G,,0.46,0.29,30.0,
1415711,00 02 15.1,+12 45 45,G,,0.34,0.07,120.0,
522112,00 02 15.2,-45 50 45,G,,0.7,0.25,12.0,
1982430,00 02 15.3,+32 08 38,G,,0.54,0.44,73.0,
2794848,00 02 15.3,-39 39 01,G,,,,,
833296,00 02 15.3,-21 03 18,G,,0.33,0.08,25.0,
1242576,00 02 15.3,+02 59 19,G,,0.71,0.19,175.0,
1539656,00 02 15.3,+17 42 42,G,,0.69,0.35,101.0,NPM1G+17.0771
366348,00 02 15.3,-60 04 27,G,,0.47,0.08,146.0,
2405832,00 02 15.4,+52 03 35,G,,0.38,0.17,141.0,
2054589,00 02 15.6,+34 47 24,G,,0.52,0.19,139.0,
