PGC,ra,dec,OType,MType,logD25,logR25,PA,ANames,framework_id
646673,00 01 47.1,-35 37 00,G,0,0.43,0.16,10.0,0,-1443001718068826948
107745,00 01 47.1,-44 52 38,G,0,0.36,0.03,0.0,LCRSB235913.3-450921,8295852618681099706
887064,00 01 47.2,-17 12 21,G,0,0.44,0.27,99.0,0,-7016132735289596506
534925,00 01 47.2,-44 39 45,G,0,0.47,0.16,114.0,0,-1843456830519727330
124813,00 01 47.2,-38 53 27,G,0,0.38,0.18,132.0,LCRSB235913.6-391009,6139468824316400277
2580307,00 01 47.2,+58 34 35,G,0,0.45,0.16,149.0,0,5164172410209369568
364106,00 01 47.2,-60 20 54,G,0,0.36,0.1,20.0,0,8306279014297897587
649538,00 01 47.3,-35 23 16,G,0,0.46,0.34,128.0,0,-1047201110328621719
761047,00 01 47.3,-27 00 22,G,0,0.39,0.17,31.0,0,-3342279875092023682
790543,00 01 47.3,-24 22 56,G,0,0.4,0.18,178.0,0,7981882418778415407
992892,00 01 47.3,-09 17 24,G,0,0.39,0.04,0.0,0,-3992085550583836982
124317,00 01 47.4,-42 18 01,G,0,0.39,0.14,83.0,LCRSB235913.7-423444,4000082762831585198
422667,00 01 47.5,-54 07 08,G,0,0.63,0.44,130.0,0,254981748042787402
990632,00 01 47.5,-09 28 18,G,0,0.3,0.02,0.0,0,1909498253717863428
1001065,00 01 47.5,-08 38 39,G,0,0.45,0.14,126.0,0,2832027581895784657
1198983,00 01 47.5,+01 34 18,G,0,0.39,0.03,0.0,0,-155614289379738764
1505214,00 01 47.6,+16 17 12,G,0,0.5,0.2,123.0,0,2905828433984155239
245442,00 01 47.7,-75 16 38,G,0,0.52,0.32,157.0,0,-232640697729028218
2799449,00 01 47.7,-35 47 03,G,0,0.0,0.0,0.0,0,-8463242222765772394
756577,00 01 47.7,-27 19 49,G,0,0.38,0.21,105.0,0,-5846058027062540312
1964523,00 01 47.8,+31 47 20,G,0,0.51,0.31,92.0,0,8564155316647205534
412880,00 01 48.0,-55 05 07,G,0,0.64,0.55,112.0,0,-1979431085998432103
73208,00 01 48.1,+25 08 35,GM,0,0.36,0.26,0.0,KUG2359+248A7-423444,-3567672724531813985
1738927,00 01 48.1,+25 30 08,G,0,0.42,0.16,123.0,0,5871760554418274394
856128,00 01 48.1,-19 22 26,G,0,0.37,0.12,28.0,0,-1958761700503134023
198776,00 01 48.2,-28 52 32,G,0,0.67,0.26,104.0,DUKST409-47,-8209231524846806365
2045229,00 01 48.2,+34 11 15,G,0,0.57,0.19,82.0,0,-5267067415005267897
590920,00 01 48.2,-40 02 45,G,0,0.4,0.22,140.0,0,-4253903286910237685
1516626,00 01 48.3,+16 46 19,G,0,0.56,0.13,155.0,NPM1G+16.0581,-5500950530238361596
278141,00 01 48.4,-69 36 44,G,0,0.39,0.13,124.0,0,4870911304914140181
959487,00 01 48.4,-11 57 57,G,0,0.61,0.09,152.0,0,-508931665285860797
2028875,00 01 48.4,+33 18 05,G,0,0.47,0.15,85.0,0,-6286179621300199769
134605,00 01 48.5,-17 53 04,G,E,0.73,0.13,180.0,NPM1G-18.0639,8043886748558345616
990703,00 01 48.5,-09 27 55,G,0,0.44,0.15,55.0,0,-5470171184448199447
866764,00 01 48.6,-18 32 56,G,0,0.48,0.25,134.0,0,3003798367758572132
1966806,00 01 48.7,+31 49 59,G,0,0.37,0.09,169.0,0,3361638549476523570
542970,00 01 48.7,-43 54 58,G,0,0.42,0.14,127.0,0,-8588524383648692228
752668,00 01 48.8,-27 35 35,G,0,0.37,0.18,36.0,0,3303132855985348532
708503,00 01 48.8,-31 09 23,G,0,0.34,0.1,146.0,0,-547508194821787151
131,00 01 48.9,-04 20 36,M,0,0.87,0.56,55.0,MCG-1-01-023,-7138922094702406366
422779,00 01 49.0,-54 06 37,G,0,0.37,0.14,155.0,0,1701740673774027442
1926607,00 01 49.0,+30 59 14,G,0,0.6,0.2,158.0,0,2820938810050172844
126701,00 01 49.1,-38 37 10,G,0,0.0,0.0,0.0,LCRSB235915.4-385351,-3776768943194194849
824285,00 01 49.2,-21 44 37,G,0,0.47,0.33,79.0,0,4268023517591978587
1058642,00 01 49.4,-04 24 17,G,0,0.46,0.21,51.0,0,-7491956683664214887
687354,00 01 49.5,-32 42 38,G,0,0.54,0.49,163.0,0,-7578714626361868273
696262,00 01 49.5,-32 08 45,G,0,0.66,0.58,17.0,0,-6308886753642011717
1169397,00 01 49.5,+00 34 01,G,0,0.71,0.12,120.0,NPM1G+00.0656,886836110012410891
587772,00 01 49.5,-40 18 55,G,0,0.51,0.26,154.0,0,-8647638989366734763
987708,00 01 49.6,-09 41 38,G,0,0.58,0.15,80.0,0,9203859894401145198
967913,00 01 49.6,-11 16 02,G,0,0.48,0.32,53.0,0,1848810836720957126
918618,00 01 49.7,-14 53 19,G,0,0.58,0.44,23.0,0,-2217492792585119295
1458118,00 01 49.7,+14 26 21,G,0,0.44,0.16,154.0,0,-614001881190096705
585037,00 01 49.8,-40 33 31,G,0,0.57,0.1,152.0,0,-3111424984267819585
628107,00 01 49.8,-37 07 15,G,0,0.42,0.27,80.0,0,-3703046399253290660
813625,00 01 50.0,-22 28 39,G,0,0.39,0.19,117.0,0,-5880894538134033102
135,00 01 50.0,-01 59 39,G,0,0.0,0.0,0.0,UM196,808150640031727498
630268,00 01 50.0,-36 58 04,G,0,0.32,0.06,138.0,0,8949973141029509074
965677,00 01 50.2,-11 26 49,G,0,0.31,0.07,101.0,0,7505465710531232741
759002,00 01 50.2,-27 09 31,G,0,0.54,0.14,122.0,0,-4742624409539295988
821809,00 01 50.2,-21 55 24,G,0,0.54,0.24,179.0,0,8370120117076522205
648439,00 01 50.2,-35 28 42,G,0,0.69,0.17,169.0,0,2815235844562707347
1182448,00 01 50.4,+01 01 55,G,0,0.83,0.22,82.0,0,8337431042989701707
959428,00 01 50.4,-11 58 13,G,0,0.73,0.25,81.0,0,7124569936132952050
1182550,00 01 50.4,+01 02 07,G,0,0.79,0.31,96.0,0,-7925468978942646760
1389869,00 01 50.4,+11 10 36,G,0,0.54,0.36,47.0,0,-1324573005439349340
889164,00 01 50.5,-17 04 31,G,0,0.64,0.26,107.0,NPM1G-17.0530,9083955926598752140
124993,00 01 50.5,-44 12 03,G,0,0.69,0.23,27.0,LCRSB235916.7-442845,688385523882142035
602726,00 01 50.5,-39 01 05,G,0,0.51,0.42,4.0,0,3462040798363206817
280707,00 01 50.5,-69 11 38,G,0,0.76,0.06,129.0,0,546098747806886346
1603632,00 01 50.6,+19 44 14,G,0,0.58,0.07,150.0,NPM1G+19.0603,6215767632851231873
855122,00 01 50.6,-19 26 50,G,0,0.34,0.03,0.0,0,8550715292641408839
688558,00 01 50.7,-32 38 25,G,0,0.61,0.41,80.0,0,2320925746620891847
762611,00 01 50.7,-26 53 23,G,0,0.5,0.31,89.0,0,-3970320333535218145
2043336,00 01 50.7,+34 04 06,G,0,0.55,0.18,116.0,0,-6303502465932123736
124994,00 01 50.9,-44 25 27,G,0,0.36,0.12,88.0,LCRSB235917.0-444210,-3071752339162679069
548928,00 01 50.9,-43 25 25,G,0,0.49,0.36,8.0,0,-481395044348424281
580006,00 01 50.9,-41 00 45,G,0,0.5,0.19,0.0,0,-6271597045127120284
1137980,00 01 50.9,-00 39 14,G,0,0.65,0.25,145.0,0,-1770579524078621646
124318,00 01 51.0,-41 01 12,G,0,0.0,0.0,0.0,LCRSB235917.4-411753,-6942391505532047785
485829,00 01 51.0,-48 35 28,G,0,0.43,0.17,3.0,0,6031345298861505164
2112065,00 01 51.2,+37 53 04,G,0,0.55,0.08,100.0,NPM1G+37.0643,9137151407081753765
991444,00 01 51.3,-09 24 31,G,0,0.66,0.59,120.0,0,7587217553696413852
637661,00 01 51.3,-36 21 57,G,0,0.8,0.24,64.0,0,1413481677567301748
745486,00 01 51.5,-28 07 44,G,0,0.63,0.55,82.0,0,7826319837322776184
846923,00 01 51.5,-20 03 05,G,0,0.4,0.06,59.0,0,-5213713831925787333
763344,00 01 51.6,-26 49 49,G,0,0.41,0.09,80.0,0,6776600037492657832
136,00 01 51.7,+27 45 44,G,Sc,0.5,0.35,5.0,KUG2359+27443,3014767527059710723
1197728,00 01 51.8,+01 31 53,G,0,0.51,0.31,90.0,0,-8134488906157889176
826434,00 01 51.8,-21 34 34,G,0,0.37,0.16,117.0,0,5918710451287206020
95489,00 01 51.9,-27 36 55,G,E-SO,0.56,0.15,128.0,0,-4712888784037911520
311369,00 01 52.0,-65 39 23,G,0,0.46,0.05,166.0,0,629334335511030428
1868254,00 01 52.1,+29 29 56,G,0,0.45,0.08,75.0,0,4228262977043860142
148,00 01 52.2,+40 20 12,G,SBb,0.9,0.13,97.0,UGC12917              NPM1G+40.0535,-2273934805093455389
1000546,00 01 52.3,-08 40 53,G,0,0.31,0.03,0.0,0,-8715384958865068851
892030,00 01 52.3,-16 53 32,G,0,0.35,0.07,98.0,0,6937722873154955176
623813,00 01 52.3,-37 23 47,G,0,0.56,0.14,21.0,0,-5580123812903047464
2382374,00 01 52.4,+50 48 05,G,0,0.43,0.14,154.0,0,-1162292585302279219
1426263,00 01 52.5,+13 14 44,G,0,0.71,0.29,124.0,0,-10301655960718227
137,00 01 52.5,-50 28 36,G,Sab,0.79,0.06,100.0,DRCG39-47,2659937526954178158
867983,00 01 52.5,-18 27 05,G,0,0.55,0.26,40.0,0,8825456159652556940
868905,00 01 52.5,-18 22 35,G,0,0.51,0.17,164.0,0,8427380526651122973
608943,00 01 52.6,-38 26 36,G,0,0.56,0.2,150.0,0,5369415755710293656
282142,00 01 52.6,-68 58 51,G,0,0.44,0.3,164.0,0,1861456880142302319
2054151,00 01 52.6,+34 45 43,G,0,0.49,0.25,99.0,0,-8767012062386168426
749406,00 01 52.7,-27 49 18,G,0,0.43,0.18,64.0,0,-4835218931368023161
479773,00 01 52.7,-49 09 59,G,0,0.54,0.32,141.0,0,4755735232771167990
2799428,00 01 52.8,-34 43 40,G,0,0.0,0.0,0.0,0,-4287428253178067607
661294,00 01 52.8,-34 30 29,G,0,0.36,0.13,87.0,0,8291831704377736488
713083,00 01 52.8,-30 46 43,G,0,0.56,0.37,0.0,0,6092759332668664885
1062787,00 01 52.8,-04 06 17,G,0,0.35,0.05,0.0,0,3125460849308049624
463676,00 01 52.8,-50 43 09,G,0,0.52,0.15,66.0,0,-3672621724343423622
779613,00 01 52.9,-25 22 49,G,0,0.74,0.71,3.0,0,3812158869107115478
870867,00 01 53.0,-18 13 54,G,0,0.43,0.18,175.0,0,-2254098882822457387
661758,00 01 53.0,-34 28 25,G,0,0.38,0.2,79.0,0,1888009134418757283
2405133,00 01 53.1,+52 01 49,G,0,0.5,0.21,23.0,0,7245885677067828587
1651256,00 01 53.1,+21 29 56,G,0,0.38,0.01,0.0,0,8838717990421710128
1333866,00 01 53.2,+07 53 56,G,0,0.58,0.21,130.0,0,-1101171660507601557
2387759,00 01 53.2,+51 04 00,G,0,0.63,0.36,136.0,0,8875385776704766683
138,00 01 53.3,-36 50 59,G,SBab,1.0,0.14,1.0,ESO349-19             MCG-6-01-014          ESO-LV3490190,-4730630262709816337
1985149,00 01 53.4,+32 11 45,G,0,0.48,0.13,154.0,0,3838241537974541654
544043,00 01 53.5,-43 50 02,G,0,0.42,0.12,164.0,0,8577719634212029254
305723,00 01 53.5,-66 19 17,G,0,0.51,0.32,144.0,0,8055343405872848511
1888898,00 01 53.6,+30 04 00,G,0,0.45,0.09,107.0,0,7183279723696907394
124319,00 01 53.6,-41 14 11,G,0,0.45,0.08,167.0,LCRSB235920.1-413055,9067708745890273111
1845940,00 01 53.6,+28 47 17,G,0,0.43,0.06,161.0,0,-3225848163653966729
1501610,00 01 53.7,+16 08 14,G,0,0.68,0.44,29.0,0,1575705656980664538
107665,00 01 53.7,-38 00 58,G,0,0.46,0.16,51.0,LCRSB235920.1-381741,-5028191170105128948
1744419,00 01 53.7,+25 39 06,G,0,0.39,0.11,30.0,0,738276621345262030
1242785,00 01 53.7,+02 59 54,G,0,0.48,0.08,168.0,0,-466621749086645385
559366,00 01 53.8,-42 42 07,G,0,0.48,0.29,108.0,0,-6234843674621904289
575496,00 01 53.8,-41 27 13,G,0,0.33,0.02,0.0,0,-8127865702141530377
901233,00 01 53.8,-16 11 52,G,0,0.41,0.12,120.0,0,-3477389017130659163
716527,00 01 53.8,-30 29 57,G,0,0.52,0.4,98.0,0,-1748961197054688907
198768,00 01 53.9,-30 10 43,G,0,0.76,0.28,147.0,DUKST409-39,7381055238286430322
701203,00 01 53.9,-31 46 39,G,0,0.4,0.26,109.0,0,5193940684452429176
170479,00 01 54.1,-66 50 22,G,0,0.79,0.32,161.0,0,2031271313322510071
600390,00 01 54.1,-39 14 09,G,0,0.47,0.17,40.0,0,7441973381301764102
73209,00 01 54.1,+25 08 14,GM,Sc,0.62,0.41,131.0,KUG2359+248B,451174673856596418
744556,00 01 54.2,-28 12 09,G,0,0.54,0.33,27.0,0,8095731712143234412
2397420,00 01 54.2,+51 38 12,G,0,0.37,0.06,57.0,0,-665953426032742082
595580,00 01 54.2,-39 39 34,G,0,0.65,0.55,0.0,0,-5250317164253639294
899867,00 01 54.3,-16 18 10,G,0,0.33,0.05,170.0,0,-7299895032647722252
372787,00 01 54.3,-59 15 44,G,0,0.54,0.19,177.0,0,5107410960672087904
2435975,00 01 54.3,+53 15 27,G,0,0.53,0.09,56.0,0,-4503679523013377311
750442,00 01 54.4,-27 44 44,G,0,0.61,0.51,88.0,0,4234608654977497811
835043,00 01 54.4,-20 55 34,G,0,0.51,0.36,160.0,0,-917762125777760166
403468,00 01 54.5,-56 03 46,G,0,0.44,0.05,137.0,0,792185254253522732
142324,00 01 54.5,-34 41 52,G,0,0.67,0.33,46.0,0,-5234037168499316761
706639,00 01 54.7,-31 18 50,G,0,0.32,0.06,73.0,0,-3945065366447815266
2832002,00 01 54.8,+02 04 50,G,0,0.0,0.0,0.0,MRC2359+018,-3879745793030146028
787449,00 01 54.8,-24 39 47,G,0,0.69,0.28,56.0,0,-1096525507712202521
748301,00 01 54.9,-27 54 08,G,0,0.49,0.15,72.0,0,-6946126630779433507
710626,00 01 55.0,-30 59 03,G,0,0.5,0.05,0.0,0,6023785333470638316
636564,00 01 55.1,-36 27 19,G,0,0.66,0.39,130.0,0,3933226235171705192
1155750,00 01 55.1,+00 02 51,G,0,0.48,0.32,64.0,0,-6170328893786484483
1938585,00 01 55.1,+31 15 06,G,0,0.54,0.17,0.0,0,6323067433672168024
1846981,00 01 55.2,+28 49 13,G,0,0.45,0.14,97.0,0,-2322673025540753890
2799429,00 01 55.3,-34 33 58,G,0,0.0,0.0,0.0,0,-8916444236388891275
1079379,00 01 55.4,-02 56 47,G,0,0.63,0.47,56.0,0,6612324963982776144
1168848,00 01 55.5,+00 32 46,G,0,0.71,0.43,121.0,0,3669748167566363640
260353,00 01 55.5,-72 46 56,G,0,0.79,0.34,60.0,0,-3887681913544529716
855707,00 01 55.6,-19 24 20,G,0,0.38,0.08,132.0,0,6624834887258057848
1908710,00 01 55.6,+30 33 49,G,0,0.41,0.08,134.0,0,5003125131639495793
139,00 01 55.7,+17 53 14,G,Sc,0.75,0.39,151.0,KUG2359+176,-4454363142394106972
610967,00 01 55.7,-38 16 04,G,0,0.41,0.2,18.0,0,-6128378672758802348
855666,00 01 55.7,-19 24 30,G,0,0.46,0.09,137.0,0,6194982905969834509
124995,00 01 55.8,-44 13 53,G,0,0.54,0.17,33.0,LCRSB235922.0-443035,563807612756301656
750730,00 01 55.8,-27 43 31,G,0,0.36,0.17,115.0,0,-5020109891016719051
92828,00 01 55.8,-36 21 22,G,Sc,0.93,0.83,74.0,FGCE1880,-1305402829464440881
545732,00 01 55.8,-43 41 47,G,0,0.62,0.31,5.0,0,326358101123390611
140,00 01 55.9,-27 37 37,G,Sb,1.13,0.07,44.0,ESO409-3              MCG-5-01-023          ESO-LV4090030,5548417277168561776
809794,00 01 56.0,-22 43 25,G,0,0.45,0.22,142.0,0,6613947249114151492
2044581,00 01 56.2,+34 08 43,G,0,0.61,0.16,72.0,0,-5745201822177552561
647896,00 01 56.2,-35 31 11,G,0,0.53,0.47,123.0,0,-3713880360095186821
642226,00 01 56.4,-35 58 53,G,0,0.72,0.48,77.0,0,3205452035450706661
142,00 01 56.4,-40 39 44,G,Sc,0.95,0.39,145.0,ESO293-30             ESO-LV2930300         DUKST348-9,8124490107404069529
133621,00 01 56.4,-24 16 53,G,Sc,0.8,0.41,96.0,0,5098336917942840458
782653,00 01 56.4,-25 06 06,G,0,0.37,0.11,70.0,0,3500981395075063745
141,00 01 56.5,-51 12 36,G,E,0.57,0.05,0.0,DRCG39-7,-4371636773834511453
1073592,00 01 56.6,-03 16 30,G,0,0.85,0.05,10.0,0,8946066827257909072
1833934,00 01 56.6,+28 22 24,G,0,0.74,0.35,70.0,0,-6972861505640687859
395595,00 01 56.7,-56 56 59,G,0,0.42,0.1,91.0,0,-9205394929633642862
245142,00 01 56.7,-75 20 15,G,0,0.45,0.31,167.0,0,-1203893771075851469
1030040,00 01 56.7,-06 41 00,G,0,0.38,0.22,4.0,0,-3713098224650926592
3092794,00 01 56.8,-03 57 54,G,0,0.0,0.0,0.0,NPM1G-04.0684,3733546990766773435
745133,00 01 56.8,-28 09 26,G,0,0.74,0.46,154.0,0,-468935151480789397
517082,00 01 56.8,-46 15 35,G,0,0.43,0.04,0.0,0,-3580900718832136384
886419,00 01 56.8,-17 14 36,G,0,0.44,0.06,99.0,0,5840490202951869096
458575,00 01 56.9,-51 13 07,G,0,0.34,0.09,11.0,0,-84936912840441739
1713430,00 01 56.9,+24 40 41,G,0,0.39,0.09,10.0,0,-8047925483797697352
2288934,00 01 56.9,+46 53 32,G,0,0.62,0.19,0.0,0,-6064261228023878311
432128,00 01 57.1,-53 15 08,G,0,0.51,0.4,18.0,0,-5160001319466461314
1640953,00 01 57.2,+21 01 02,G,0,0.45,0.13,97.0,0,-4886305262966067756
145,00 01 57.3,-27 59 57,G,Sbc,1.08,0.45,55.0,ESO409-4              MCG-5-01-024          ESO-LV4090040,6563013823949150337
628871,00 01 57.3,-37 03 53,G,0,0.5,0.06,27.0,0,-5154678023583662525
126702,00 01 57.3,-38 38 58,G,0,0.0,0.0,0.0,LCRSB235923.6-385539,-784044606662729166
1953441,00 01 57.3,+31 34 04,G,0,0.47,0.22,89.0,0,9106417412362656525
144,00 01 57.4,+32 02 35,G,Sc,0.43,0.24,153.0,KUG2359+317.6-385539,9136138559725418679
651670,00 01 57.4,-35 13 29,G,0,0.46,0.11,31.0,0,-822202739058348345
768536,00 01 57.5,-26 22 23,G,0,0.55,0.13,51.0,0,-1458136110963609631
1318183,00 01 57.5,+07 17 19,G,0,0.55,0.03,0.0,0,-4193152720907653366
2401307,00 01 57.5,+51 51 02,G,0,0.47,0.07,84.0,NPM1G+51.0394,-2329197941905341699
1264296,00 01 57.5,+04 09 23,G,0,0.67,0.06,95.0,0,-5317415440324037234
1621394,00 01 57.5,+20 14 54,G,0,0.63,0.32,20.0,0,7294398120405764413
883111,00 01 57.5,-17 26 51,G,0,0.52,0.3,43.0,0,4575513639319306624
857230,00 01 57.5,-19 17 38,G,0,0.4,0.11,20.0,0,-3455062661541051803
447978,00 01 57.7,-52 09 26,G,0,0.51,0.35,149.0,0,7765724844082381858
338586,00 01 57.7,-62 52 49,G,0,0.36,0.06,19.0,0,-106541900984504005
550616,00 01 57.7,-43 17 18,G,0,0.54,0.05,5.0,0,-1938830085839546470
532392,00 01 57.8,-44 54 21,G,0,0.46,0.33,30.0,0,780151712081425326
603934,00 01 57.8,-38 54 16,G,0,0.7,0.6,29.0,0,-6683881827999738821
1988531,00 01 57.8,+32 15 36,G,0,0.4,0.09,131.0,0,-3148183282492491381
550578,00 01 57.8,-43 17 28,G,0,0.55,0.09,82.0,0,-8243825065162501922
808650,00 01 57.8,-22 48 12,G,0,0.45,0.14,54.0,0,-1239580071268626226
581848,00 01 57.9,-40 50 50,G,0,0.54,0.42,106.0,0,6533350489585177
147,00 01 57.9,+21 37 16,G,0,0.76,0.05,130.0,CGCG456-16            NPM1G+21.0613,540557449415777047
582156,00 01 58.0,-40 49 06,G,0,0.51,0.43,126.0,0,-7996678159637847297
474242,00 01 58.0,-49 41 20,G,0,0.49,0.25,128.0,0,-564347435840044467
583357,00 01 58.2,-40 42 25,G,0,0.36,0.12,102.0,0,7360023767843467489
124814,00 01 58.2,-39 03 23,G,0,0.4,0.06,140.0,LCRSB235924.7-392006,-184104326183600201
750204,00 01 58.2,-27 45 46,G,0,0.52,0.18,94.0,0,-8171680443428200654
440330,00 01 58.2,-52 40 40,G,0,0.55,0.48,112.0,0,4941147599775115010
149,00 01 58.4,+36 38 57,G,SO-a,0.84,0.24,20.0,CGCG518-9             CGCG517-14            IRAS23594+3622        NPM1G+36.0523,1912032756443638936
143,00 01 58.5,-15 27 41,G,Irr,2.05,0.48,2.0,MCG-3-01-015          UGCA444               DDO221                [RC2]A2359-15,-1582303940943519136
1779215,00 01 58.6,+26 31 01,G,0,0.54,0.33,98.0,0,-5155628962877646378
406591,00 01 58.6,-55 43 34,G,0,0.41,0.13,124.0,0,6150277429690479936
678515,00 01 58.6,-33 16 34,G,0,0.5,0.11,126.0,0,1698221056423279749
1687905,00 01 58.7,+23 28 08,G,0,0.44,0.18,11.0,0,1134912519724090974
308102,00 01 58.7,-66 01 35,G,0,0.56,0.24,162.0,0,194790650905296080
1926422,00 01 58.8,+30 58 58,G,0,0.46,0.2,129.0,0,-4574520148186471587
865832,00 01 58.8,-18 37 26,G,0,0.51,0.3,95.0,0,-3128275071906891830
2796285,00 01 58.9,+68 02 18,G,0,0.17,0.05,0.0,ZOAG118.32+5.61,-5150200288226606668
440314,00 01 58.9,-52 40 44,G,0,0.7,0.47,115.0,0,6252662329326745328
976724,00 01 59.0,-10 33 26,G,0,0.54,0.26,174.0,0,1793603483292270436
424363,00 01 59.0,-53 57 20,G,0,0.48,0.04,0.0,0,7241470365786238527
2043150,00 01 59.1,+34 03 24,G,0,0.36,0.1,91.0,0,-8351562170208467035
2799430,00 01 59.2,-34 32 25,G,0,0.0,0.0,0.0,0,-5080540789991148375
1309368,00 01 59.2,+06 52 57,G,0,0.65,0.05,0.0,0,2854047167337295043
906636,00 01 59.2,-15 46 36,G,0,0.44,0.29,95.0,0,-7961133559800111771
730845,00 01 59.3,-29 18 40,G,0,0.42,0.01,0.0,0,4770814586052312126
940915,00 01 59.3,-13 13 49,G,0,0.42,0.09,36.0,0,-7777475010773103357
1113598,00 01 59.3,-01 39 12,G,0,0.56,0.07,33.0,0,7296341337826104748
1275197,00 01 59.4,+04 54 50,G,0,0.77,0.21,174.0,0,5092003876905221935
656391,00 01 59.4,-34 52 22,G,0,0.61,0.18,27.0,0,2951433601339279794
856426,00 01 59.5,-19 21 09,G,0,0.45,0.32,44.0,0,264975080204593086
240806,00 01 59.5,-76 16 16,G,0,0.54,0.23,55.0,0,8590175188202475097
107666,00 01 59.5,-39 15 36,G,0,0.0,0.0,0.0,LCRSB235925.8-393218,-7755100746713585760
1640217,00 01 59.5,+20 59 09,G,0,0.56,0.23,5.0,0,-9123984248045447199
768661,00 01 59.6,-26 21 41,G,0,0.4,0.22,81.0,0,97027070013828856
198101,00 01 59.6,-26 52 28,G,0,0.6,0.07,156.0,DUKST537-44,6712496036999279575
596614,00 01 59.7,-39 34 25,G,0,0.37,0.15,36.0,0,767424337488585047
2493118,00 01 59.7,+55 10 34,G,0,0.5,0.23,86.0,0,-8176292971088908315
473823,00 01 59.9,-49 43 51,G,0,0.71,0.51,111.0,0,3613491054574841593
656611,00 01 59.9,-34 51 29,G,0,0.49,0.11,32.0,0,5003491877443224908
737994,00 01 59.9,-28 44 37,G,0,0.62,0.36,74.0,0,-7581752214855672753
756230,00 02 00.0,-27 21 15,G,0,0.42,0.05,0.0,0,2353054173733439044
2505394,00 02 00.1,+55 31 51,G,0,0.86,0.15,117.0,0,6415794798915664812
2104370,00 02 00.2,+37 35 09,G,0,0.48,0.15,112.0,0,-1604137283765711758
662409,00 02 00.2,-34 25 57,G,0,0.52,0.28,121.0,0,-1111324620529382975
124815,00 02 00.3,-39 21 22,G,Sc,1.0,0.77,93.0,LCRSB235926.7-393804  DUKST348-36,-1618898029608753679
860714,00 02 00.3,-19 01 42,G,0,0.32,0.08,99.0,0,3230617968308636232
782549,00 02 00.4,-25 06 40,G,0,0.38,0.09,84.0,0,2458457924794167840
508506,00 02 00.4,-46 57 30,G,0,0.33,0.09,38.0,0,-1519678456505409829
830072,00 02 00.4,-21 18 00,G,0,0.52,0.4,152.0,0,5305364188470783142
2138596,00 02 00.4,+38 52 35,G,0,0.57,0.2,55.0,0,3640802876290592981
547910,00 02 00.5,-43 30 33,G,0,0.4,0.21,28.0,0,-8874354726136011073
623014,00 02 00.5,-37 26 49,G,0,0.43,0.25,1.0,0,918545822292531873
143200,00 02 00.6,-51 57 42,G,0,0.6,0.2,33.0,0,849706463794504071
597981,00 02 00.6,-39 27 38,G,0,0.56,0.15,161.0,0,-7394443019766714505
889870,00 02 00.6,-17 01 49,G,0,0.39,0.2,36.0,0,2417217901202881445
1473247,00 02 00.8,+15 01 32,G,0,0.57,0.1,15.0,NPM1G+14.0602,2784571094038080792
439377,00 02 00.8,-52 44 26,G,0,0.73,0.42,120.0,0,-5972407012579424500
1432334,00 02 00.8,+13 29 27,G,0,0.52,0.15,124.0,0,7297656655914584977
832077,00 02 00.8,-21 08 48,G,0,0.54,0.46,16.0,0,2010586606019385132
1987608,00 02 00.9,+32 14 36,G,0,0.57,0.1,125.0,0,-4263511699038805624
489477,00 02 00.9,-48 15 04,G,0,0.55,0.19,71.0,0,-7599745454206248845
142418,00 02 00.9,-27 40 39,G,0,0.74,0.2,115.0,0,-6571609346842770131
1145711,00 02 01.0,-00 20 36,G,0,0.52,0.26,25.0,0,5529004270035580545
93037,00 02 01.0,+37 03 13,G,0,0.74,0.67,115.0,FGCA291,95331903005276644
124816,00 02 01.0,-38 52 53,G,0,0.0,0.0,0.0,LCRSB235927.4-390935,6226339112596342800
1240136,00 02 01.0,+02 53 26,G,0,0.62,0.18,25.0,NPM1G+02.0586,-223334585232941474
100354,00 02 01.2,+14 58 37,G,E,0.56,0.0,0.0,0,-6687561078596511050
1540097,00 02 01.4,+17 43 45,G,0,0.53,0.21,82.0,NPM1G+17.0770,-2123942041011592563
897980,00 02 01.4,-16 27 07,G,0,0.69,0.47,117.0,0,5813800168192260286
901167,00 02 01.5,-16 12 09,G,0,0.48,0.21,159.0,0,-1697634206988156806
73210,00 02 01.6,+07 52 50,G,Sc,0.82,0.64,0.0,KUG2359+07670,2852379042963905920
782615,00 02 01.6,-25 06 20,G,0,0.58,0.44,142.0,0,-9140435601993553513
1130358,00 02 01.6,-00 57 41,G,0,0.49,0.12,28.0,0,2640644078274370929
656245,00 02 01.7,-34 52 56,G,0,0.69,0.17,126.0,0,3230829863052591542
712637,00 02 01.7,-30 48 50,G,0,0.58,0.5,53.0,0,-8431481251097705872
330035,00 02 01.7,-63 41 49,G,0,0.46,0.18,4.0,0,-8616818716323542922
510381,00 02 01.7,-46 48 40,G,0,0.33,0.11,92.0,0,-6258113368199251782
365109,00 02 01.9,-60 13 23,G,0,0.66,0.75,100.0,0,-2970719577886134905
482800,00 02 02.0,-48 52 29,G,0,0.63,0.1,84.0,0,7081442671993523665
2759744,00 02 02.0,+74 03 34,G,0,0.52,0.25,52.0,0,-3019723960260391086
740770,00 02 02.1,-28 30 52,G,0,0.46,0.22,169.0,0,-4829975804354189135
1015295,00 02 02.2,-07 39 14,G,0,0.63,0.38,74.0,0,-1916269585743236487
130005,00 02 02.2,-43 37 17,G,SO-a,0.78,0.21,11.0,0,-8572986371459113366
