toi,ra,dec,st_dist,sky_coord.ra,sky_coord.dec,framework_id,frame_hash
2140.01,286.808526,49.316421,215.32,286.808526,49.316421,-9161560391067095139,6547589260568709763
2141.01,258.762346,18.340345,77.682,258.762346,18.340345,-4577584519471316740,-2321364045406904128
2142.01,267.046624,15.980109,27.7525,267.046624,15.980109,2562165212044418018,-4136495244888655961
2143.01,62.572982,75.170931,378.684,62.572982,75.170931,8065838792656361367,3247927602399551788
2144.01,350.25314,79.441782,105.806,350.25314,79.441782,-7013957348896384097,-2823429326289997836
2145.01,263.758075,40.695043,224.731,263.758075,40.695043,982781617663352733,-667494546222696164
2146.01,269.989998,29.655175,402.908,269.989998,29.655175,-6766472387653388514,6795549467721396164
2147.01,155.641594,83.083724,282.108,155.641594,83.083724,1159506648995104497,-9039356577121072458
2148.01,281.814167,64.806519,299.668,281.814167,64.806519,8226171548086692946,3354692314364440090
2149.01,285.596508,42.507414,222.25,285.596508,42.507414,2382153429972554060,1564062091057415998
215.01,7.318008,-63.790623,166.485,7.318008,-63.790623,-1748430682946264734,-3600642360449195233
1893.01,326.438392,79.613939,134.912,326.438392,79.613939,-4955303831628158683,854950672741117070
1894.01,100.798591,-78.281094,178.372,100.798591,-78.281094,5655806951303070192,1298316161802043478
1895.01,243.713459,-81.680597,206.229,243.713459,-81.680597,7314985502197927780,4628816805086531417
1896.01,352.17861,47.349521,169.851,352.17861,47.349521,2522303342602588359,-3231288245068457679
1897.01,48.370422,75.268379,158.493,48.370422,75.268379,8591830408369281560,8443107612773196899
1897.02,48.370422,75.268379,158.493,48.370422,75.268379,6204127714941006951,-1861678235143475243
1898.01,144.5553,23.546746,79.6682,144.5553,23.546746,-4869071649301091834,7981460003564893568
1899.01,299.426847,40.143346,128.438,299.426847,40.143346,7144863854515666370,4908414594863164280
190.01,36.775811,-50.284425,157.963,36.775811,-50.284425,-7825711072183645905,-2415708383581572938
1900.01,67.418582,-28.197215,623.232,67.418582,-28.197215,8525425172025627431,-7799109663539046526
1901.01,140.087589,-31.269212,555.134,140.087589,-31.269212,-1478885733913485959,6392616361012576244
1902.01,180.208788,-46.13642,960.109,180.208788,-46.13642,8498916345446992536,2985805619543794246
1903.01,68.136479,-38.968297,715.383,68.136479,-38.968297,-5096057053364753444,2651963459913808392
1904.01,180.165072,-45.799456,564.409,180.165072,-45.799456,-1069855553617453782,5838944781606343289
1905.01,188.386428,-10.146214,64.7414,188.386428,-10.146214,-2030539317231284888,2516766908676905912
1906.01,168.292908,-17.657779,310.841,168.292908,-17.657779,4087152942661248341,8283578950525608423
1907.01,199.433742,-47.237575,538.11,199.433742,-47.237575,7644931326531096191,-2243819337312324116
1988.01,190.132487,-48.740903,299.378,190.132487,-48.740903,2807794038696036882,-2009773271589809149
1989.01,176.866343,-64.882975,1541.16,176.866343,-64.882975,-3925443802155819189,-517648662939796046
199.01,80.105873,-59.895433,102.27,80.105873,-59.895433,-2062772290932330589,2739469629827423180
1990.01,158.670633,-59.748482,171.127,158.670633,-59.748482,7459448986934320593,3399000301410514992
1991.01,169.958638,-51.866071,268.254,169.958638,-51.866071,-3160318294723199873,-6530125875208325855
1992.01,162.91688,-44.984741,375.933,162.91688,-44.984741,-1121133695582609078,-3153325784004137195
1993.01,152.28015,-72.798117,290.78,152.28015,-72.798117,-6025077906062231338,-5583310573282881673
1994.01,147.174575,-51.756564,515.603,147.174575,-51.756564,-215678583171851919,-6863988657083199509
1995.01,143.466387,-53.561643,873.401,143.466387,-53.561643,1365263269436317246,-3964749950369620867
1996.01,178.547176,-46.896887,422.884,178.547176,-46.896887,7157385516049716178,-5414535666056365875
1997.01,181.632505,-31.645713,254.439,181.632505,-31.645713,5984803038236429235,7729438986922268820
1998.01,184.259218,-51.075153,218.438,184.259218,-51.075153,-8386320987365941403,8355203923905736509
1999.01,156.995108,-48.428547,183.691,156.995108,-48.428547,5914104748771285311,7478079077321293035
200.01,354.915467,-69.196043,44.0622,354.915467,-69.196043,4580206639754352170,1425466650461123657
2000.01,146.397063,-66.686631,175.713,146.397063,-66.686631,-306656684413488699,4015361753801844505
2000.02,146.397063,-66.686631,175.713,146.397063,-66.686631,8487433392950112314,-8346811174021262278
2001.01,128.181355,-58.575511,500.027,128.181355,-58.575511,3936057477136614473,-3627331700103308938
2002.01,134.190203,-61.371461,296.179,134.190203,-61.371461,7304528569041218270,-347604902405127228
2076.03,217.392016,39.790399,41.9091,217.392016,39.790399,-2211545415345976862,-1357445893343175081
2077.01,244.376954,68.894664,91.8282,244.376954,68.894664,-83799093192536460,6834371451385305773
2078.01,227.179973,82.446925,151.103,227.179973,82.446925,3510610876195554184,-2501688545268636121
2079.01,185.338193,57.752364,37.066,185.338193,57.752364,-8247621064945206913,-4955799553793036985
2079.02,185.338193,57.752364,37.066,185.338193,57.752364,2081246189115879625,2096780414246947938
208.01,53.28158,-72.744051,148.372,53.28158,-72.744051,5926819322720908075,-7696309929330768812
2080.01,250.382981,80.04588,141.436,250.382981,80.04588,-2983715624944280670,5243210349447155429
2081.01,264.302263,53.025567,62.3446,264.302263,53.025567,955944667833824604,-6301987915104266991
2081.02,264.302263,53.025567,62.3446,264.302263,53.025567,-8636064965564483341,8595760669527700802
2082.01,241.581203,53.514641,63.7194,241.581203,53.514641,-3492336499106584453,-3226505151675409776
2083.01,284.767733,60.154455,146.594,284.767733,60.154455,905897225234385,4260797198865384952
2084.01,259.254539,72.747023,114.549,259.254539,72.747023,6289111019526696730,6111673113250680911
2084.02,259.254539,72.747023,114.549,259.254539,72.747023,7309777355951632425,2090955291676932436
2085.01,152.223473,70.394557,84.5772,152.223473,70.394557,-1143603478952418705,4834063470273257782
2086.01,285.921685,65.785672,202.265,285.921685,65.785672,-261740655871208738,-2624554730396643801
2086.02,285.921685,65.785672,202.265,285.921685,65.785672,-4094267553905140916,976166849406804746
2150.01,264.591131,18.473875,370.536,264.591131,18.473875,-7221850227305591581,-7695240589234709748
2151.01,275.117976,30.85588,277.934,275.117976,30.85588,7888426772457303292,-6896280650022034935
2152.01,26.338972,77.790123,303.006,26.338972,77.790123,-3882865719130872924,-4122088396124848584
2153.01,274.87052,71.248626,238.675,274.87052,71.248626,-5031326912046755413,-6186116839161300513
2154.01,71.028148,84.364265,296.46,71.028148,84.364265,2178316897691415549,3624877830007917351
2155.01,5.800269,84.452839,416.077,5.800269,84.452839,-3136002729296288337,-3547933136390085088
2156.01,274.416666,23.917679,253.011,274.416666,23.917679,105978404610650144,554594859255329035
2157.01,261.71771,25.84927,178.43,261.71771,25.84927,3063576696991961188,-5875945420854774863
2158.01,276.810053,20.526887,198.473,276.810053,20.526887,4396838367944641805,-6292132238579103560
2159.01,264.45404,47.230289,294.398,264.45404,47.230289,-3720532492765774899,6793558089279338457
216.01,73.980013,-63.26033,177.945,73.980013,-63.26033,-8494792361572990691,-7441558486451686714
216.02,73.980013,-63.26033,177.945,73.980013,-63.26033,1118279847635925845,-4903131578686052289
2160.01,291.125974,56.881296,244.804,291.125974,56.881296,-6770055708587528028,-7904308012439793420
2161.01,304.444709,77.166678,73.1018,304.444709,77.166678,-1537054872494104921,-2397336011790571978
2162.01,291.524023,58.510182,315.323,291.524023,58.510182,2401735471166852065,-3696736177609843084
2163.01,261.440953,23.057031,261.045,261.440953,23.057031,1864688375257151844,5562591092953398600
2164.01,277.907741,13.897884,529.49,277.907741,13.897884,-7112568180902478491,2822648806448197289
2165.01,281.405754,16.415367,557.364,281.405754,16.415367,-3670001007269074687,-8556591208464749156
2854.01,109.100834,-4.730664,1961.51,109.100834,-4.730664,2385387198957412616,-1884699851466830279
2855.01,123.43693,-18.877652,626.536,123.43693,-18.877652,-4511091258916878654,-7424898093762807137
2856.01,101.010233,-26.030612,1238.08,101.010233,-26.030612,-8383648912305481559,63814741892450420
2857.01,120.614522,-35.485708,802.97,120.614522,-35.485708,7586616989851186062,-1515108934993526912
2858.01,100.66585,-26.084036,0.0,100.66585,-26.084036,-2025803010660829185,146057407728700065
2859.01,107.27446,-39.164377,1047.94,107.27446,-39.164377,-4782355322993317000,487922736534149115
286.01,90.984276,-60.666335,59.2293,90.984276,-60.666335,-3300853467871047212,-940323882597335636
286.02,90.984276,-60.666335,59.2293,90.984276,-60.666335,2598325637974727572,-1037640607039936457
2860.01,120.504844,-30.622233,1267.82,120.504844,-30.622233,5977188900407695333,4593505409586410762
2861.01,106.939794,-38.43372,819.583,106.939794,-38.43372,9022966021599636547,-8090571946956893508
2862.01,93.577763,-42.883675,707.53,93.577763,-42.883675,-1855762462654319593,-7255438787140195058
2863.01,110.446018,-22.597941,890.314,110.446018,-22.597941,70007346256744696,8551735797840204194
2864.01,100.149235,-44.661655,748.5,100.149235,-44.661655,-2164843793265699989,4075061734614592183
2865.01,97.015646,-35.398536,598.315,97.015646,-35.398536,1390741858218631948,8916125330090348011
2866.01,126.898381,-14.125433,456.797,126.898381,-14.125433,-4353865131576979650,-1688204545315157455
2867.01,104.345323,-40.578998,1086.1,104.345323,-40.578998,-4409074879404106621,-6241480967311963261
2868.01,98.965621,-41.56033,680.951,98.965621,-41.56033,-1020854470310014404,-2364499010557534678
2869.01,109.657119,-13.064781,2887.19,109.657119,-13.064781,4384075789554721760,-5703347431061798283
287.01,356.283058,-17.449264,486.856,356.283058,-17.449264,6175809800770704753,5627851592765792957
2957.01,153.779587,-54.937282,888.14,153.779587,-54.937282,-402884413690777057,6614868583318963658
2958.01,153.250338,-58.763396,206.3,153.250338,-58.763396,-9116198474026576785,-7888381001717708316
2959.01,150.368272,-59.851711,1001.96,150.368272,-59.851711,-4118873793385231753,-1847014993725009661
296.01,353.105143,-45.909568,471.798,353.105143,-45.909568,-6431698549777485344,2812857696741527423
2960.01,150.439538,-54.113651,1421.21,150.439538,-54.113651,-4222972506648588967,-3525022451918177564
2961.01,156.12964,-49.765876,763.001,156.12964,-49.765876,2950211545764923768,-2397553276347001706
2962.01,147.510243,-55.451603,755.197,147.510243,-55.451603,3535692561564167794,-7492301745255963156
2963.01,145.150907,-55.815548,654.773,145.150907,-55.815548,4104381859587807349,5803273181525012626
2964.01,143.626372,-56.592738,644.948,143.626372,-56.592738,4163306107277540956,4308781905207871925
2965.01,160.908055,-47.790465,920.771,160.908055,-47.790465,5029631628049902092,-5622719196017698527
2966.01,150.73136,-48.628391,852.718,150.73136,-48.628391,-2400498831370037054,4926712369970553439
2967.01,156.596157,-44.177389,512.984,156.596157,-44.177389,-3870519202184398067,-8647064020469587791
2968.01,156.533167,-46.621981,825.971,156.533167,-46.621981,-1951046282002536785,4364491154464892872
2969.01,150.062625,-47.445244,163.996,150.062625,-47.445244,-8146733477314307970,-4457463145444154363
297.01,6.17695,-36.114458,461.513,6.17695,-36.114458,1258756935599884108,9135563132115949024
2970.01,165.500672,-25.690599,390.3626,165.500672,-25.690599,-660763760897067690,-6574000865069351558
2971.01,169.648172,-11.977097,622.713,169.648172,-11.977097,-4835453618473635228,-9084155109937555049
2972.01,166.000894,-30.171945,724.88,166.000894,-30.171945,4526713171296575330,-7080786474884024238
2973.01,170.187631,-20.785861,508.705,170.187631,-20.785861,7918611547883388544,-8645696450115498617
3061.01,154.328233,-58.277113,2578.83,154.328233,-58.277113,869947335806772141,-5404287920141404948
3062.01,153.673619,-55.379354,774.109,153.673619,-55.379354,9126239150722207708,-2749175736946713784
3063.01,153.114718,-58.081193,1411.83,153.114718,-58.081193,5421984000227160875,-8177214766527294892
3064.01,152.992107,-59.753708,5724.18,152.992107,-59.753708,8182090010038740959,7340092690121129213
3065.01,150.38774,-59.339479,1000.8,150.38774,-59.339479,-3234554668310557430,8767146726469203246
3066.01,149.941406,-56.077873,337.489,149.941406,-56.077873,2093703244412775411,3711320458554395093
3067.01,161.949345,-59.033182,1269.3,161.949345,-59.033182,4349248979450490612,914187137475094089
3068.01,161.412843,-58.133377,1180.26,161.412843,-58.133377,-4172403339156146112,-5432413790437338127
3069.01,158.941809,-50.498637,367.188,158.941809,-50.498637,-6701348107452576651,-669099448441493108
307.01,350.578516,-22.67741,738.175,350.578516,-22.67741,8355863316639323564,-2107990210814831162
3070.01,173.39914,-56.702405,1689.05,173.39914,-56.702405,5224780982601188048,-3650832329707083772
3071.01,173.279052,-56.503387,485.219,173.279052,-56.503387,4140185810436212252,-3255955141826661407
3072.01,170.55529,-55.528909,1213.37,170.55529,-55.528909,306328370802017161,3507352757778981315
3073.01,182.339327,-32.886681,511.362,182.339327,-32.886681,-8109919622225080960,-4051142494428573253
3074.01,157.913593,-48.994078,481.009,157.913593,-48.994078,-4015746794389918859,-3151728870169489760
3075.01,157.99031,-52.179142,871.063,157.99031,-52.179142,6005143339047937085,1286484455899334424
3076.01,157.399234,-53.658868,2138.77,157.399234,-53.658868,1400179980040646630,8298015510288754550
3077.01,146.924252,-56.98976,901.32,146.924252,-56.98976,-4207799374768263839,-7035153360847793677
3078.01,146.555933,-56.299385,921.264,146.555933,-56.299385,1607913330912179608,7614447696573880002
3166.01,190.745817,-59.795682,1011.69,190.745817,-59.795682,5742371448998052415,5782498965395404172
3167.01,219.168773,-57.009862,688.505,219.168773,-57.009862,5049264493256998532,-2603671235130457261
3168.01,214.225596,-55.013245,326.088,214.225596,-55.013245,7035359398587855533,-6109922300583133663
3169.01,188.458725,-50.597457,684.827,188.458725,-50.597457,2740216376288466431,4238711035420900866
317.01,353.540235,-14.860039,446.344,353.540235,-14.860039,-5745081030925668249,3235700622313705343
3170.01,167.095117,-71.234231,694.986,167.095117,-71.234231,5608210174546344671,2702166680994798818
3171.01,162.996504,-69.590115,811.401,162.996504,-69.590115,5148557703661739119,8576480729850277062
3172.01,161.321203,-68.46059,1373.41,161.321203,-68.46059,-3118201822688520004,-6608045996755104389
3173.01,179.944412,-59.17366,590.194,179.944412,-59.17366,-8483930783188180541,-1157000762823623274
3174.01,174.287225,-67.519336,1156.97,174.287225,-67.519336,-1443001718068826948,492067229100482812
3175.01,161.524658,-61.869847,0.0,161.524658,-61.869847,8295852618681099706,-2916146691379126416
3176.01,160.108553,-62.685964,546.557,160.108553,-62.685964,-7016132735289596506,6632658022430317610
3177.01,183.95117,-64.567485,335.166,183.95117,-64.567485,-1843456830519727330,3415722142997346342
3178.01,208.700857,-62.685154,1937.21,208.700857,-62.685154,6139468824316400277,750376150115025770
3179.01,155.142566,-62.650952,360.136,155.142566,-62.650952,5164172410209369568,-1234097941071410630
318.01,355.015732,-53.039017,319.923,355.015732,-53.039017,8306279014297897587,8519869178006310945
3180.01,152.638846,-67.577925,716.553,152.638846,-67.577925,-1047201110328621719,-6816388417303138706
3181.01,151.49954,-66.897501,455.304,151.49954,-66.897501,-3342279875092023682,7433048469416397627
3182.01,151.311753,-65.941982,469.912,151.311753,-65.941982,7981882418778415407,2099317643215278163
2870.01,111.797558,14.957871,423.114,111.797558,14.957871,-3992085550583836982,3740969236531312247
2871.01,123.825652,-29.23165,879.564,123.825652,-29.23165,4000082762831585198,1102085497646082930
2872.01,119.619171,-35.664564,1142.16,119.619171,-35.664564,254981748042787402,5896300554624079358
2873.01,97.790166,-39.210426,269.192,97.790166,-39.210426,1909498253717863428,-709855232043506150
2874.01,113.755213,-43.876527,398.13,113.755213,-43.876527,2832027581895784657,7945366141267573131
2875.01,110.778713,-11.990525,1833.11,110.778713,-11.990525,-155614289379738764,-1347743875076026969
2876.01,110.247353,-21.114638,225.744,110.247353,-21.114638,2905828433984155239,-8382676567457080652
2877.01,121.311321,-16.595309,805.159,121.311321,-16.595309,-232640697729028218,1171429118655505036
2878.01,107.358337,-1.732243,474.693,107.358337,-1.732243,-8463242222765772394,3862198021225461658
2879.01,124.319317,-30.632887,602.935,124.319317,-30.632887,-5846058027062540312,-8840088520342142652
288.01,340.307693,-28.032657,215.387,340.307693,-28.032657,8564155316647205534,-5670746507230746565
2880.01,108.412415,-48.696216,1251.5,108.412415,-48.696216,-1979431085998432103,6400933986741795291
2881.01,109.29759,1.114636,1059.52,109.29759,1.114636,-3567672724531813985,6900020967245432743
2882.01,103.039992,-12.68971,855.978,103.039992,-12.68971,5871760554418274394,3820557117494265215
2883.01,109.559167,-32.95761,696.926,109.559167,-32.95761,-1958761700503134023,7369917199943281699
2884.01,109.640338,-9.70194,1150.7,109.640338,-9.70194,-8209231524846806365,-1994265195837690064
2885.01,115.517784,-18.889988,1301.56,115.517784,-18.889988,-5267067415005267897,4596143861564993694
2886.01,110.007657,-10.569841,413.673,110.007657,-10.569841,-4253903286910237685,-5491974234499736149
2887.01,121.985508,-39.014522,781.709,121.985508,-39.014522,-5500950530238361596,-5026226028955489842
2974.01,169.921678,-21.249763,1241.9,169.921678,-21.249763,4870911304914140181,-5892915010806378054
2975.01,157.270287,-20.929269,481.558,157.270287,-20.929269,-508931665285860797,369009883372182524
2976.01,160.936851,-21.540781,750.393,160.936851,-21.540781,-6286179621300199769,-4365598436649810096
2977.01,143.926518,-60.357476,0.0,143.926518,-60.357476,8043886748558345616,4039603847910063417
2978.01,145.160952,-26.642033,547.599,145.160952,-26.642033,-5470171184448199447,6408894800043300375
2979.01,151.885665,-43.629408,1322.42,151.885665,-43.629408,3003798367758572132,-8539289545177793356
298.01,344.060721,-34.361106,957.936,344.060721,-34.361106,3361638549476523570,3135120931706754083
2980.01,176.258442,-12.411672,729.185,176.258442,-12.411672,-8588524383648692228,2725171744166084936
2981.01,163.487394,-25.524599,527.789,163.487394,-25.524599,3303132855985348532,7058237629903495696
2982.01,165.802238,-9.96347,314.561,165.802238,-9.96347,-547508194821787151,-1556557421648811355
2983.01,166.841016,-27.218365,530.686,166.841016,-27.218365,-7138922094702406366,-7038689248017792584
2984.01,166.534888,-25.014827,187.506,166.534888,-25.014827,1701740673774027442,-447300862126247847
2985.01,166.479877,-27.768338,1262.02,166.479877,-27.768338,2820938810050172844,-9072101411417373748
2986.01,163.771561,-6.478452,563.149,163.771561,-6.478452,-3776768943194194849,1352839474418721028
2987.01,129.802678,-44.370051,327.463,129.802678,-44.370051,4268023517591978587,-436257951499798050
2988.01,156.387891,-37.407655,441.41,156.387891,-37.407655,-7491956683664214887,-3410038568026117926
2989.01,171.231675,-27.062362,195.795,171.231675,-27.062362,-7578714626361868273,-7250262993226323586
299.01,10.594621,-48.293622,447.784,10.594621,-48.293622,-6308886753642011717,8910181327487663348
2990.01,154.711314,-41.194007,763.643,154.711314,-41.194007,886836110012410891,-4083021221010966708
3079.01,145.306301,-54.34913,1508.11,145.306301,-54.34913,-8647638989366734763,-1447959026093528710
308.01,11.484724,-55.922662,0.0,11.484724,-55.922662,9203859894401145198,-3492659090926325769
3080.01,143.84521,-57.864852,1068.84,143.84521,-57.864852,1848810836720957126,-3463476006230995253
3081.01,146.539767,-49.577322,1196.4,146.539767,-49.577322,-2217492792585119295,-441310034723349358
3082.01,195.908072,-19.218984,113.048,195.908072,-19.218984,-614001881190096705,6829369735646928676
3083.01,191.111635,-14.258179,1007.21,191.111635,-14.258179,-3111424984267819585,-3726785744035949684
3084.01,178.054473,-27.517679,555.622,178.054473,-27.517679,-3703046399253290660,-509679666434428288
3085.01,153.301542,-62.875354,1938.67,153.301542,-62.875354,-5880894538134033102,2365246476787891749
3086.01,159.910145,-48.538112,116.69,159.910145,-48.538112,808150640031727498,-8790671202681358671
3087.01,161.280595,-48.649273,780.12,161.280595,-48.649273,8949973141029509074,4662646390613458438
3088.01,145.38646,-50.939504,0.0,145.38646,-50.939504,7505465710531232741,-4436347116168264690
3089.01,182.850444,-11.997569,314.298,182.850444,-11.997569,-4742624409539295988,22743557871670055
309.01,358.039579,-15.80105,345.288,358.039579,-15.80105,8370120117076522205,-2138630456664250911
3090.01,152.074959,-53.287048,0.0,152.074959,-53.287048,2815235844562707347,5669355324815507830
3091.01,166.624264,-56.05583,1082.78,166.624264,-56.05583,8337431042989701707,3595541838541752910
3092.01,149.573667,-58.926569,449.139,149.573667,-58.926569,7124569936132952050,6187112487239975609
3093.01,161.701642,-49.048228,989.462,161.701642,-49.048228,-7925468978942646760,1179212365510611059
3094.01,161.433493,-52.538148,707.151,161.433493,-52.538148,-1324573005439349340,4217704168633970371
3095.01,149.062666,-60.00347,536.222,149.062666,-60.00347,9083955926598752140,-4008843320405345451
3096.01,197.187667,-28.234466,277.823,197.187667,-28.234466,688385523882142035,9113895722919221064
3183.01,225.991509,-51.182394,1085.05,225.991509,-51.182394,3462040798363206817,1290429484342423194
3184.01,226.648869,-47.225034,649.368,226.648869,-47.225034,546098747806886346,463544429438637337
3185.01,200.003563,-47.707563,554.954,200.003563,-47.707563,6215767632851231873,3551368225835343898
3186.01,147.899643,-62.786004,1403.69,147.899643,-62.786004,8550715292641408839,-6598529394760893194
3187.01,197.579939,-48.908885,1018.11,197.579939,-48.908885,2320925746620891847,8934203479855394788
3188.01,147.149005,-64.564647,1072.85,147.149005,-64.564647,-3970320333535218145,-625529644688756330
3189.01,145.2336,-63.487213,1049.88,145.2336,-63.487213,-6303502465932123736,-875169657609390570
319.01,351.290752,-47.945596,182.561,351.290752,-47.945596,-3071752339162679069,929398388845210608
3190.01,156.680692,-66.504894,1679.95,156.680692,-66.504894,-481395044348424281,-7436259317745114522
3191.01,204.385594,-66.251049,864.432,204.385594,-66.251049,-6271597045127120284,752055998371693088
3192.01,196.373989,-66.385163,860.344,196.373989,-66.385163,-1770579524078621646,-3795185481206544209
3193.01,213.964279,-60.836844,1907.31,213.964279,-60.836844,-6942391505532047785,9112848204707556416
3194.01,213.320899,-60.330954,293.249,213.320899,-60.330954,6031345298861505164,3576725337704012645
3195.01,216.271435,-53.504985,1216.73,216.271435,-53.504985,9137151407081753765,15533340461207871
3196.01,212.596515,-60.138326,321.341,212.596515,-60.138326,7587217553696413852,-7589094935584863059
3197.01,212.282531,-62.268693,1246.7,212.282531,-62.268693,1413481677567301748,-7472567265854982171
3198.01,225.760711,-37.303281,476.319,225.760711,-37.303281,7826319837322776184,-1898763348418677954
3199.01,213.95997,-50.538725,439.309,213.95997,-50.538725,-5213713831925787333,-2079569263210414053
320.01,345.522623,-16.360699,379.256,345.522623,-16.360699,6776600037492657832,-3514712816291213808
3200.01,213.082385,-53.704865,0.0,213.082385,-53.704865,3014767527059710723,-8310310679162960823
3201.01,192.328452,-68.75053,0.0,192.328452,-68.75053,-8134488906157889176,-582204921911362270
3202.01,212.54751,-51.453035,373.996,212.54751,-51.453035,5918710451287206020,-7320872331867200338
3203.01,212.569448,-50.104977,813.39,212.569448,-50.104977,-4712888784037911520,4308839036310670945
3204.01,188.601563,-69.758095,1656.76,188.601563,-69.758095,629334335511030428,-2058987818995703673
3205.01,218.476437,-24.652822,0.0,218.476437,-24.652822,4228262977043860142,-8221141606406505783
3206.01,206.103286,-64.496601,1095.74,206.103286,-64.496601,-2273934805093455389,-4101966961098063425
3207.01,175.204109,-65.026903,14728.3,175.204109,-65.026903,-8715384958865068851,-1494505918805807868
3208.01,174.389345,-65.307937,964.011,174.389345,-65.307937,6937722873154955176,4039318844041228836
3209.01,174.495736,-61.471059,6817.48,174.495736,-61.471059,-5580123812903047464,4060392447195088571
321.01,350.977923,-38.225789,380.053,350.977923,-38.225789,-1162292585302279219,-7142536117542445031
3210.01,173.340353,-63.341897,709.721,173.340353,-63.341897,-10301655960718227,-5913311987304431498
3211.01,125.684734,-79.967892,622.381,125.684734,-79.967892,2659937526954178158,-2809905229372368806
3212.01,171.894125,-65.144422,272.762,171.894125,-65.144422,8825456159652556940,3753778035534227865
3213.01,184.044295,-66.055079,1181.83,184.044295,-66.055079,8427380526651122973,-7627002610720518801
3214.01,210.678525,-52.863246,392.044,210.678525,-52.863246,5369415755710293656,4473288960900247222
3215.01,180.050068,-61.656157,868.982,180.050068,-61.656157,1861456880142302319,6261585275536775230
3216.01,179.457833,-62.327546,7186.76,179.457833,-62.327546,-8767012062386168426,5406903700734396058
3217.01,138.805858,-79.774383,522.663,138.805858,-79.774383,-4835218931368023161,-5593713388922362737
3218.01,206.026527,-32.522975,942.122,206.026527,-32.522975,4755735232771167990,4977639055444400125
3219.01,178.575415,-62.37515,1227.81,178.575415,-62.37515,-4287428253178067607,1854867551610355822
322.01,63.825203,-56.253674,277.798,63.825203,-56.253674,8291831704377736488,9085302097607514943
3220.01,178.357087,-61.097733,3327.99,178.357087,-61.097733,6092759332668664885,8479264475970741910
3221.01,177.688743,-62.75265,2275.78,177.688743,-62.75265,3125460849308049624,4552238591256990508
3222.01,139.599794,-66.646095,1100.93,139.599794,-66.646095,-3672621724343423622,-1689209069834734872
3223.01,180.606425,-66.529163,2825.07,180.606425,-66.529163,3812158869107115478,-6620783840682607193
3224.01,180.242096,-69.945817,833.486,180.242096,-69.945817,-2254098882822457387,-4441080921014055674
3225.01,220.32663,-61.611797,0.0,220.32663,-61.611797,1888009134418757283,48014183122569842
3226.01,170.310352,-66.172341,419.587,170.310352,-66.172341,7245885677067828587,5654610194162142145
3227.01,168.998194,-69.318291,528.262,168.998194,-69.318291,8838717990421710128,-2294873074091711914
3228.01,168.864866,-66.837395,769.274,168.864866,-66.837395,-1101171660507601557,-6680917000041557078
3229.01,173.708318,-64.73169,1295.58,173.708318,-64.73169,8875385776704766683,-1671216863948756044
3280.01,328.277886,-77.198103,793.087,328.277886,-77.198103,-4730630262709816337,5010686018569610801
3281.01,286.528834,-38.990524,467.976,286.528834,-38.990524,3838241537974541654,4798649487581870162
3282.01,298.522938,-53.381214,470.939,298.522938,-53.381214,8577719634212029254,404157886030183011
3283.01,288.951272,-56.354296,527.005,288.951272,-56.354296,8055343405872848511,-8461488037371507889
3284.01,295.191984,-49.420378,511.737,295.191984,-49.420378,7183279723696907394,-4426728704613501612
3285.01,295.315233,-35.246927,614.218,295.315233,-35.246927,9067708745890273111,-364837372685012873
3286.01,293.856895,-38.43229,312.259,293.856895,-38.43229,-3225848163653966729,-8129456832196922604
323.01,8.20273,-32.059418,315.141,8.20273,-32.059418,1575705656980664538,1702966630074619077
3230.01,219.321096,-48.051596,254.27,219.321096,-48.051596,-5028191170105128948,1669023905507958715
3231.01,173.32243,-67.449283,1206.09,173.32243,-67.449283,738276621345262030,-5055688839023479726
3232.01,148.00043,-63.075191,825.812,148.00043,-63.075191,-466621749086645385,7407248058824156743
3233.01,174.569775,-56.962612,1251.25,174.569775,-56.962612,-6234843674621904289,-2605875181597584578
3234.01,189.182345,-52.057029,655.714,189.182345,-52.057029,-8127865702141530377,4383039619324833056
3235.01,207.473849,-46.066514,72.811,207.473849,-46.066514,-3477389017130659163,-5069287329761715423
3236.01,214.31811,-44.33969,717.079,214.31811,-44.33969,-1748961197054688907,-8639859653928719008
3237.01,213.499311,-44.36654,1016.11,213.499311,-44.36654,7381055238286430322,5250055240995970029
3238.01,208.889334,-52.524511,0.0,208.889334,-52.524511,5193940684452429176,-7624911942061934303
3239.01,206.981105,-49.721915,967.034,206.981105,-49.721915,2031271313322510071,4882138912822593121
324.01,8.481996,-50.729434,944.552,8.481996,-50.729434,7441973381301764102,1765241892104615907
3240.01,206.327123,-50.480521,304.365,206.327123,-50.480521,451174673856596418,-2517323940600566557
3241.01,204.13817,-51.044343,300.417,204.13817,-51.044343,8095731712143234412,8951398168250429464
3242.01,211.181028,-55.447698,676.235,211.181028,-55.447698,-665953426032742082,176022515624953059
3243.01,210.884268,-55.44311,0.0,210.884268,-55.44311,-5250317164253639294,2992748365038871279
3244.01,207.892594,-59.762737,1206.98,207.892594,-59.762737,-7299895032647722252,-3168050640397567351
3245.01,217.801851,-23.054805,881.501,217.801851,-23.054805,5107410960672087904,-472751380056307124
3246.01,213.538657,-37.558384,486.177,213.538657,-37.558384,-4503679523013377311,-602570007303549281
3247.01,216.219416,-38.014361,1100.56,216.219416,-38.014361,4234608654977497811,-6731129942047532141
3248.01,203.846742,-38.28398,576.031,203.846742,-38.28398,-917762125777760166,4035022906332645669
