toi,ra,dec,st_dist,sky_coord.ra,sky_coord.dec,framework_id,frame_hash
1027.02,167.133275,-29.653135,56.3449,167.133275,-29.653135,-8714925080684733893,-7981887879222043270
1027.03,167.133275,-29.653135,56.3449,167.133275,-29.653135,4820617712066960416,-2909451492998721204
1028.01,157.098337,-51.705409,23.7748,157.098337,-51.705409,3781094334402409682,-8559601854394658230
1029.01,88.73909,-65.958839,0.0,88.73909,-65.958839,-8168230765100161653,9209850650705960727
103.01,312.457488,-24.428694,411.211,312.457488,-24.428694,-2797534874142117321,-5273526047647090508
1030.01,155.831478,-57.590248,78.41273,155.831478,-57.590248,-764223720808507218,-3540310236399612360
1031.01,140.88389,-67.026006,270.771,140.88389,-67.026006,115244536614942146,-4500410105486589742
1032.01,159.221506,-42.541639,587.196,159.221506,-42.541639,850105287087936487,-2760162366138400856
1033.01,87.282586,-60.498444,219.94,87.282586,-60.498444,7604911008708887352,-3652176704800124490
1034.01,134.441752,-49.000578,363.44,134.441752,-49.000578,640163928774857076,-9216321066058082969
1035.01,144.150273,-61.583182,347.556,144.150273,-61.583182,1229415892918381845,2257844451248490849
1036.01,157.867112,-42.240448,184.015,157.867112,-42.240448,-3505547017430570765,4346350388083611331
1037.01,147.385172,-63.306478,279.698,147.385172,-63.306478,-3395231848818098082,4191300837151574492
1038.01,128.454638,-49.940347,280.765,128.454638,-49.940347,-5197314098398396766,8379537106459046635
1039.01,149.688545,-58.760453,2864.34,149.688545,-58.760453,-4778478006178371122,5139117079198819703
104.01,319.949697,-58.148933,316.678,319.949697,-58.148933,-2880279286074611319,6001020532547805202
1040.01,128.61421,-61.488262,732.432,128.61421,-61.488262,1794471475941692957,2746123587208581135
1041.01,138.402252,-55.19791,305.034,138.402252,-55.19791,-1298362057304105241,-73305539878771760
1042.01,141.975215,-61.33004,792.633,141.975215,-61.33004,-2328679715599263445,-884020303674886036
1043.01,128.302319,-52.714202,208.055,128.302319,-52.714202,-2455702339313535109,-8784569139825859989
1044.01,153.811023,-58.766393,494.689,153.811023,-58.766393,5153361285211677887,6903983767106954636
1045.01,159.887704,-32.51188,300.696,159.887704,-32.51188,-7274690166547922761,-1850000969972082740
1046.01,126.419468,-60.907514,301.298,126.419468,-60.907514,5934784203053158477,-8154921295563289783
1047.01,144.581535,-67.505097,134.926,144.581535,-67.505097,-1746664582880114404,393859196246339463
1093.01,215.805264,-63.045983,1710.22,215.805264,-63.045983,-5258829353217869118,7370125203106873675
1094.01,230.498827,-53.819601,426.003,230.498827,-53.819601,-6683143521406756104,8678424516587967612
1095.01,133.968965,-75.926187,582.521,133.968965,-75.926187,6274813113056036611,8682059550867141280
1096.01,133.826684,-73.173308,490.288,133.826684,-73.173308,4340796359347125732,-4193933455962052402
1097.01,189.775859,-74.57402,79.5561,189.775859,-74.57402,3857814685033372249,7301858746920354769
1097.02,189.775859,-74.57402,79.5561,189.775859,-74.57402,7148933818902002898,-2762022618386282495
1098.01,192.589285,-88.121111,105.096,192.589285,-88.121111,1022754416103469318,-1933782520714237614
1099.01,328.718171,-77.338802,23.606,328.718171,-77.338802,-1295064622279220815,-5971842265261258034
110.01,5.618525,-59.942589,342.14,5.618525,-59.942589,-7512554851130632480,-7047799036971501633
1100.01,9.126138,-83.567067,205.43,9.126138,-83.567067,-4136599395998075784,-851746025701616271
1101.01,319.551469,-77.529113,262.794,319.551469,-77.529113,-8893126695889307886,-7987778754350127182
1102.01,263.003209,-76.858265,58.0624,263.003209,-76.858265,4796107978668052305,-2698655913932467968
1103.01,310.086743,-63.789963,320.212,310.086743,-63.789963,-5947338855274641811,6545471700490007670
1104.01,279.721286,-85.709137,70.0154,279.721286,-85.709137,-3509258010875795145,-1935823091089370992
1105.01,146.053969,-89.471513,79.5225,146.053969,-89.471513,-1883308250683877985,-3422029041643063334
1106.01,253.110033,-79.135182,523.425,253.110033,-79.135182,3893775170485645103,-6937813810056534854
1107.01,155.607863,-82.218869,281.314,155.607863,-82.218869,-1490643169929079167,766346865619591132
1108.01,274.221618,-68.197779,417.08,274.221618,-68.197779,-5071743038159653288,-788265821892303345
1109.01,30.198486,-77.610376,102.238,30.198486,-77.610376,6195593611113175201,-71569050104092349
111.01,0.774487,-62.469317,508.842,0.774487,-62.469317,6847096884454869330,-7612369154658172394
1110.01,286.791829,-58.697242,243.838,286.791829,-58.697242,3262073312483235306,-5396709262935432457
1111.01,291.373783,-60.941042,312.461,291.373783,-60.941042,154754309565574995,-940855960790460674
1112.01,163.628917,-87.269735,292.085,163.628917,-87.269735,3428730077752401869,-1328077610228632626
1113.01,328.710839,-77.337433,23.8853,328.710839,-77.337433,5805039294449468699,-8010230519780825718
1114.01,302.147728,-71.552443,174.475,302.147728,-71.552443,-1518589414191961043,4941440132343851144
1115.01,283.301843,-54.910806,359.215,283.301843,-54.910806,8070148127388978414,7695309416236713276
1116.01,27.699972,-75.848774,94.4178,27.699972,-75.848774,-8762833932525440887,5402064394761904337
1117.01,273.602061,-66.419974,167.598,273.602061,-66.419974,-6262677578366893626,2188880893177675467
1118.01,277.432937,-44.625506,0.0,277.432937,-44.625506,7525332876523132434,-2356526628453808181
1119.01,292.604815,-46.278074,421.518,292.604815,-46.278074,5629999810056565959,-9033411095584617418
112.01,55.933639,-65.19378,302.448,55.933639,-65.19378,-325735601053966309,-3212613805223283701
1120.01,293.389272,-45.892667,386.323,293.389272,-45.892667,-2738531659879875192,-9202868778988268728
1121.01,269.648642,-46.065523,338.644,269.648642,-46.065523,1085083496536129304,-129147749847570623
1122.01,281.369481,-52.262928,249.826,281.369481,-52.262928,-1153978434891460822,-8357017354812695928
1123.01,292.391505,-37.304009,161.932,292.391505,-37.304009,-7240549279162358920,-3719404174163086894
1124.01,300.212928,-43.982529,75.7145,300.212928,-43.982529,-1548204568319148344,7554815558000900360
1125.01,298.287708,-46.369991,237.593,298.287708,-46.369991,2634435825976081479,5504149532043093644
1126.01,279.062469,-43.620606,97.8115,279.062469,-43.620606,-5676074305547817882,2913022190281401824
1127.01,292.195297,-36.00026,177.741,292.195297,-36.00026,1697259622772359587,-6551542627670283494
1128.01,289.761799,-43.074223,222.529,289.761799,-43.074223,3313669216630717016,-4907685035695719308
1129.01,284.157959,-29.398357,247.414,284.157959,-29.398357,-2292595557667260020,-5303743076487180090
113.01,332.714337,-30.749719,448.637,332.714337,-30.749719,1793620924950855128,-1339226237427014155
1130.01,286.376004,-41.43764,58.2609,286.376004,-41.43764,-7061389909883260600,-2298611136479923826
1130.02,286.376004,-41.43764,58.2609,286.376004,-41.43764,8599730344002507269,1853958192027542295
1131.01,248.433545,61.718334,222.74,248.433545,61.718334,917154547981634143,5580807130686750644
1132.01,298.781281,54.781445,286.668,298.781281,54.781445,-3035916913485269669,5679029101054381767
1133.01,294.824079,31.958037,233.369,294.824079,31.958037,-443138440232906772,-5063861876964049478
1134.01,290.02096,36.637774,170.732,290.02096,36.637774,-3624596979981105600,5127534145678445189
1135.01,193.39637,85.129495,114.048,193.39637,85.129495,1852986868519418670,1252244461325724290
1136.01,192.184898,64.855276,84.5362,192.184898,64.855276,7472366398816248827,-6830256802794813878
1136.02,192.184898,64.855276,84.5362,192.184898,64.855276,7369823319525226404,8283597012621215337
1136.03,192.184898,64.855276,84.5362,192.184898,64.855276,-5485155105599217863,1524479774653010989
1136.04,192.184898,64.855276,84.5362,192.184898,64.855276,-5347766383371790607,7519809487188921505
1137.01,301.17768,30.409951,419.435,301.17768,30.409951,3874792994608346678,-5838529150790641695
1078.01,306.928646,-56.462287,20.373,306.928646,-56.462287,3475814770495497835,3813949005336038350
1079.01,283.119492,-55.387928,1179.27,283.119492,-55.387928,3855957791510847828,-8056846934661105107
108.01,316.96148,-26.09672,421.855,316.96148,-26.09672,6987063521125832968,8464799888098446513
1080.01,276.368325,-52.214573,25.559,276.368325,-52.214573,3767516471298797054,8106192570662529878
1081.01,282.140409,-40.11177,354.05,282.140409,-40.11177,5254105512626855693,6480204749128568289
1082.01,83.275809,-80.815478,100.248,83.275809,-80.815478,6594583731429573822,-6857518359080058254
1083.01,296.822194,-87.32281,68.9109,296.822194,-87.32281,-1637271819676811280,3684907708984530419
1084.01,268.890707,-61.7474,494.182,268.890707,-61.7474,-9133661843302099663,5723221764017247725
1085.01,77.605399,-59.535664,444.066,77.605399,-59.535664,1371418763117939474,-72270840252580153
1086.01,305.56982,-88.568495,736.397,305.56982,-88.568495,4277975969782051320,-1704002169552197813
1087.01,238.001011,-76.49349,416.25,238.001011,-76.49349,3222666654028412217,5575757149291813473
1088.01,272.311383,-76.300955,240.901,272.311383,-76.300955,-9085422939454977659,4134755827545111460
1089.01,228.84306,-52.885989,778.127,228.84306,-52.885989,-3590922892712520931,-2438806867843831643
109.01,313.215475,-25.687376,513.011,313.215475,-25.687376,-3745285908053612160,6096140048595597330
1090.01,242.016315,-68.588832,566.502,242.016315,-68.588832,8508567771703184121,-6132487817395059276
1091.01,222.101134,-56.025931,321.671,222.101134,-56.025931,831361808408273585,3128955382503836336
1092.01,217.022882,-64.634285,209.919,217.022882,-64.634285,8342293515601211899,-6265917620943251042
1154.01,254.924043,64.699214,93.8819,254.924043,64.699214,8828546198484848045,5010194772941245146
1155.01,309.275852,32.471019,0.0,309.275852,32.471019,-5261745797665595187,-8789990224948086847
1156.01,300.419309,26.971662,6079.49,300.419309,26.971662,-5517066202208462805,-1462629671710708579
1157.01,144.341393,68.458705,432.113,144.341393,68.458705,4548925158930415387,8489465471464494618
1158.01,293.427359,29.596296,0.0,293.427359,29.596296,4131610566461753116,1030295274925706230
1159.01,282.42081,48.098942,292.83,282.42081,48.098942,-706466828703371860,-3724231515438722372
116.01,357.846434,-70.152862,149.942,357.846434,-70.152862,6186633442088029442,8687535809622103340
1160.01,301.317709,30.67067,2320.13,301.317709,30.67067,-646609469048008393,-513757140058602929
1161.01,286.971388,46.868246,519.096,286.971388,46.868246,-3674311860503000939,-9005228651943554561
1162.01,305.289344,41.462366,348.481,305.289344,41.462366,-5269465173915591815,8715935728024161757
1163.01,294.091757,19.639255,148.342,294.091757,19.639255,3888354684538188545,-4538195947412206469
1164.01,307.336613,37.508561,827.868,307.336613,37.508561,-8356038795056392455,5418991831031143515
1165.01,232.146641,66.35871,126.261,232.146641,66.35871,-1090851544628366933,2756831349739968113
1166.01,293.764981,37.53859,153.743,293.764981,37.53859,-5145638763695321497,-3405514890091598215
1167.01,198.152378,71.618139,209.618,198.152378,71.618139,-6543146776439354053,-8641101929916402358
1168.01,301.710466,38.431023,274.162,301.710466,38.431023,2458859011384121698,-3221002987486201742
1169.01,134.120039,72.533276,259.0,134.120039,72.533276,-7488980723711487425,6695879725142051205
117.01,15.006077,-58.904724,603.955,15.006077,-58.904724,-3660457274030075473,202324077830342110
1170.01,300.805115,52.040842,880.107,300.805115,52.040842,8593625671578424373,-5109413824317511301
1171.01,299.273862,35.988359,482.763,299.273862,35.988359,5115318260605671032,3459468337640445092
1172.01,282.474539,55.26639,875.061,282.474539,55.26639,7519556860336915579,3172062483494681398
1173.01,197.683097,70.768012,132.353,197.683097,70.768012,6512578717282376959,5894361401675002132
1174.01,209.217175,68.618211,94.6375,209.217175,68.618211,1043623407452749108,3515405073173741062
1175.01,289.238688,31.323574,216.517,289.238688,31.323574,181031359590463256,2851744789483982963
1176.01,247.35668,71.505873,295.561,247.35668,71.505873,38917497599973483,-1073046478635388796
1177.01,297.30004,41.326844,602.899,297.30004,41.326844,-8612391256244852054,-7416882853108973189
1178.01,279.101036,55.391781,36.7224,279.101036,55.391781,-2784560409831603995,-5155891342492130593
1179.01,187.055897,67.240043,86.444,187.055897,67.240043,-7353456666790637685,-4034683486327654180
118.01,349.559266,-56.903986,94.1719,349.559266,-56.903986,-2890553913741533866,-1209447211949530969
1180.01,214.555774,82.193764,72.0238,214.555774,82.193764,-2316212404360728494,7037635256396794907
1181.01,297.215817,64.354351,302.819,297.215817,64.354351,5946859452836189183,-2295469827465875922
1182.01,201.614657,65.306346,0.0,201.614657,65.306346,-4934200511301981056,2085490242430620825
1183.01,286.74712,71.712377,112.868,286.74712,71.712377,7742366509965521228,-3422108030700158731
1184.01,272.20452,60.678785,58.5946,272.20452,60.678785,3882804538565146087,-3104655696811725071
1185.01,297.459433,34.829667,246.798,297.459433,34.829667,4881708139495394667,4292682613980047509
1186.01,251.633465,65.715035,294.85,251.633465,65.715035,2171717905670133917,7911412675175771463
1187.01,162.893176,81.322174,221.071,162.893176,81.322174,-8062436767482627640,-5714084078049751864
1188.01,306.730853,38.93227,347.452,306.730853,38.93227,7150035636448298631,-6429506106882858419
1189.01,292.223229,24.20119,0.0,292.223229,24.20119,-1175812649602436411,1097867902959162371
119.01,99.238421,-58.016153,66.6187,99.238421,-58.016153,-1858328508351376286,-85507496490285414
119.02,99.238421,-58.016153,66.6187,99.238421,-58.016153,3305923859110538133,6119631392599124478
1190.01,292.734132,59.403853,280.948,292.734132,59.403853,-1784314549599910352,-9076800824019276614
1191.01,283.526697,37.720014,355.809,283.526697,37.720014,3460568445270904682,8103374001657463457
1192.01,286.550056,44.0808,283.025,286.550056,44.0808,3612966617263693860,-4854853718313861735
1193.01,301.41088,33.049205,501.963,301.41088,33.049205,-2356652103259373246,3653617618765472249
1194.01,167.821481,69.964775,149.667,167.821481,69.964775,1665645762569576091,-3017883143041978208
1195.01,291.12047,33.273702,500.014,291.12047,33.273702,2106629105384474878,-8767997976819005589
1196.01,291.707693,17.808736,424.442,291.707693,17.808736,8364037351102245245,-3240961889788281200
1197.01,293.26832,15.736136,405.634,293.26832,15.736136,-4829964530131563194,4054896359510349012
1198.01,304.800032,32.581045,470.878,304.800032,32.581045,-9141784326700858651,1747330553984224293
1199.01,166.880658,61.352572,248.427,166.880658,61.352572,1672709980173039876,-6397839503015088299
120.01,4.447163,-66.358928,79.5702,4.447163,-66.358928,5862106041672311763,-7279348050352201209
1200.01,222.841424,82.952258,224.444,222.841424,82.952258,3747211726729837734,1798600593829763854
1201.01,42.2477,-14.537283,37.8871,42.2477,-14.537283,-7221440538370870617,-3556183744095532484
1202.01,210.427355,-63.852645,818.829,210.427355,-63.852645,-5355515213776284833,2920169482924513447
1203.01,168.226736,-34.406937,64.9943,168.226736,-34.406937,3760576635852252968,-7762104362598089997
1204.01,169.119109,-60.567675,106.505,169.119109,-60.567675,4401332832544496889,6498437721049636460
1138.01,291.463084,25.189437,395.12,291.463084,25.189437,7011985076695864148,-2718596894235107053
1139.01,304.034336,31.925687,238.726,304.034336,31.925687,-1767520660695104820,1589476256925958810
114.01,63.374706,-69.226593,216.526,63.374706,-69.226593,-2968916954736035872,1921311674863289408
1140.01,264.961539,56.078974,121.182,264.961539,56.078974,-2941892765107997591,-3655863302345204904
1141.01,247.534722,80.307766,97.3391,247.534722,80.307766,135719202299709881,8581207667442010086
1142.01,290.708965,56.615386,299.294,290.708965,56.615386,6343436656866206435,2126747094439369052
1143.01,182.538652,77.352264,191.984,182.538652,77.352264,-5549142257751182082,8624372429886989666
1144.01,297.710176,48.081864,37.7647,297.710176,48.081864,-5509811245556887590,-4861706864220629240
1145.01,291.92142,36.529898,438.395,291.92142,36.529898,3729326641739012766,7588093456084160051
1146.01,292.286802,30.297329,411.307,292.286802,30.297329,-5165359626682444385,-5954731022362668116
1147.01,266.962207,83.428826,218.258,266.962207,83.428826,8833578158500349569,-1942791350533929064
1148.01,161.909027,71.655727,96.5173,161.909027,71.655727,59505721256241629,-4087158473370760925
1149.01,300.774016,26.892025,632.553,300.774016,26.892025,8857341078786192147,110896097873959083
115.01,6.70264,-56.316102,453.808,6.70264,-56.316102,5639387291468307841,-8508289105915725018
1150.01,307.8599,39.938916,204.455,307.8599,39.938916,874194140411671947,188595966860395313
1151.01,294.661413,31.2192,136.426,294.661413,31.2192,-4984732271448556694,2778002216385634263
1152.01,283.489697,37.380825,105.334,283.489697,37.380825,1469117463163222930,-1190404696081087684
1153.01,182.691562,85.705076,147.134,182.691562,85.705076,-7741349517535178657,8753929834176901125
1218.01,71.484109,-68.761805,135.689,71.484109,-68.761805,866978549754729877,-1020680013738058984
1219.01,72.332562,-67.368745,301.291,72.332562,-67.368745,-6954529216558237596,-3408552945950746663
122.01,332.948236,-58.946085,62.118,332.948236,-58.946085,-2597807468081333527,-4452756331336828544
1220.01,71.650779,-78.561605,273.698,71.650779,-78.561605,-5588054345736849653,-4246065659528953986
1221.01,107.921025,-65.508857,138.411,107.921025,-65.508857,-1373719751611860466,168757401857882072
1222.01,99.224785,-63.079384,226.932,99.224785,-63.079384,5061694048199963043,-9006316910270899765
1223.01,117.214876,-63.720125,237.7,117.214876,-63.720125,-3223338559372992837,929973636327327594
1224.01,37.197836,-80.899105,37.3312,37.197836,-80.899105,134592342223214224,1912827166550369361
1224.02,37.197836,-80.899105,37.3312,37.197836,-80.899105,2802745656701064479,8198802720468917467
1225.01,97.166308,-64.596432,252.615,97.166308,-64.596432,-8311823683130950685,4686520842024740371
1225.02,97.166308,-64.596432,252.615,97.166308,-64.596432,4796394264839317951,-3959247586595877342
1226.01,103.754836,-69.867129,257.93,103.754836,-69.867129,7835344993501172611,8171209955837008557
1227.01,186.767363,-72.45185,100.641,186.767363,-72.45185,-2977487807683295510,1879542395521009101
1228.01,107.843685,-68.83334,272.217,107.843685,-68.83334,-1679951900223022355,-2548187757024581813
1229.01,74.130396,-74.920333,254.584,74.130396,-74.920333,-1653156953482953367,-6226904730580471665
123.01,319.699588,-26.616374,161.498,319.699588,-26.616374,-1498813696144966130,-1951316617746005453
1230.01,118.129594,-83.825063,143.138,118.129594,-83.825063,-1332014356211782508,-1627794770384749457
1231.01,156.74726,-52.467872,27.6227,156.74726,-52.467872,989001281687972116,-644386970804863715
1232.01,116.501399,-61.879794,328.604,116.501399,-61.879794,-5296579706221793922,-2347667239133214719
1233.01,186.574063,-51.363052,64.5978,186.574063,-51.363052,6774598031703390329,1733381809059191871
1233.02,186.574063,-51.363052,64.5978,186.574063,-51.363052,-1099142971581516269,-5035633109669509599
1233.03,186.574063,-51.363052,64.5978,186.574063,-51.363052,7200573551786666300,562596992518307212
1233.04,186.574063,-51.363052,64.5978,186.574063,-51.363052,2637198772027114406,-939698364464762038
1234.01,290.57223,26.319493,104.912,290.57223,26.319493,-4569556353715434218,8350675614968871338
1235.01,152.218255,69.27662,39.6345,152.218255,69.27662,-1193620303658382919,-6995120496915336143
1236.01,286.040876,36.632536,159.658,286.040876,36.632536,432480193218969685,-4456452829429377830
1237.01,286.638391,39.487904,243.249,286.638391,39.487904,3697219850146358548,5668106455475002886
1237.02,286.638391,39.487904,243.249,286.638391,39.487904,-2797109761746892177,-3325949941425150214
1238.01,201.382339,68.836068,70.7145,201.382339,68.836068,-8259343188751019371,-3724040126351393467
1238.02,201.382339,68.836068,70.7145,201.382339,68.836068,-4687539959235039065,8744414126126095462
1239.01,158.011286,84.030377,126.903,158.011286,84.030377,-6755946791609195865,-4615488746763460422
124.01,66.58263,-67.806354,809.252,66.58263,-67.806354,-4641883319910735476,1621626370846799450
1205.01,127.128017,-74.954728,309.932,127.128017,-74.954728,6138233155450585615,-6956923443935962937
1206.01,180.325704,-60.200439,1698.55,180.325704,-60.200439,1017600437803423149,7394447619872977214
1207.01,116.594329,-64.056009,113.758,116.594329,-64.056009,-4019675818846618309,-6819979807237454538
1208.01,30.508742,-83.227962,134.757,30.508742,-83.227962,-5094920735475299719,423253399356058389
1208.02,30.508742,-83.227962,134.757,30.508742,-83.227962,2201048966478008978,-6057843066736725790
1208.03,30.508742,-83.227962,134.757,30.508742,-83.227962,-2539871551128494172,28382958153628864
1209.01,73.541918,-70.379109,173.833,73.541918,-70.379109,2232055156615144782,9154448757049766432
121.01,331.867517,-41.815511,182.169,331.867517,-41.815511,8003704633511596053,175301545232818624
1210.01,66.221959,-73.333516,144.133,66.221959,-73.333516,4824440375271118588,-6186131680774745486
1211.01,31.178933,-73.126759,133.335,31.178933,-73.126759,-4301504602245760311,-5240529107850172745
1212.01,87.874157,-70.991808,190.986,87.874157,-70.991808,7138089190822970269,-768113199410434965
1213.01,163.198824,-67.387472,161.33,163.198824,-67.387472,2526104178211829376,-4322582928618359828
1214.01,285.049519,-84.448187,107.048,285.049519,-84.448187,-2227847872793155225,4350361833846982381
1215.01,146.87585,-77.296816,34.6633,146.87585,-77.296816,2142148443131010115,-7427534803733016007
1216.01,87.714849,-75.688563,99.5413,87.714849,-75.688563,3403535899180287172,1715400774587673125
1217.01,193.260548,-44.09936,463.223,193.260548,-44.09936,6986651008547939010,-6608642973307783024
125.04,23.593425,-66.676349,111.059,23.593425,-66.676349,3902985014689187986,-5317099773489729148
1250.01,269.807391,64.142644,66.3631,269.807391,64.142644,8796087532706640103,8141159614918308645
1251.01,273.529238,62.858243,185.952,273.529238,62.858243,5660708941488863164,2690316489792574227
1252.01,266.686079,70.784502,123.8346,266.686079,70.784502,-534356264768348903,-4500415787223615162
1253.01,260.902889,64.862363,185.23,260.902889,64.862363,3001729382322155483,-3622022245673793235
1254.01,239.201466,65.888838,199.039,239.201466,65.888838,-6782249114836302368,7687313792943728739
1255.01,296.24462,74.062858,65.9501,296.24462,74.062858,8287288399439355067,2295564310686378232
1256.01,301.346363,38.228325,0.0,301.346363,38.228325,536071676005405863,4235082444875643261
1257.01,303.195436,18.104778,249.325,303.195436,18.104778,-2002960465202419831,2800144226719020596
1258.01,209.484313,79.583322,154.944,209.484313,79.583322,6869958897857522825,-5221354490477101199
1259.01,282.100166,79.256476,118.106,282.100166,79.256476,-7355438050449426761,-2831711091026307179
126.01,339.489275,-35.154203,573.027,339.489275,-35.154203,-1195033505021418315,596438056126260651
