main_id,ra,dec,otype,framework_id,frame_hash
PHOC 24,97.3599,8.060610000000002,OpC,-4136599395998075784,-7047799036971501633
PHOC 28,137.95288,-52.24265,OpC,-8893126695889307886,-851746025701616271
PHOC 29,120.70215,-28.53293,OpC,4796107978668052305,-7987778754350127182
PHOC 30,144.70835,-51.26348,OpC,-5947338855274641811,-2698655913932467968
PHOC 32,171.65135,-63.83995999999999,OpC,-3509258010875795145,6545471700490007670
PHOC 33,301.61194,36.2993,OpC,-1883308250683877985,-1935823091089370992
PHOC 37,300.92929,34.73621,OpC,3893775170485645103,-3422029041643063334
KMHK  177,73.03333333333335,-68.45,OpC,-1490643169929079167,-6937813810056534854
[SL63] 439,80.99583333333332,-70.17500000000001,OpC,-5071743038159653288,766346865619591132
[GKK2003] O015,80.52499999999999,-71.31666666666666,OpC,6195593611113175201,-788265821892303345
[GKK2003] O131,87.675,-69.96666666666667,OpC,6847096884454869330,-71569050104092349
[GKK2003] O009,82.775,-72.15,OpC,3262073312483235306,-7612369154658172394
BMG  61,86.55416666666666,-67.39166666666668,OpC,154754309565574995,-5396709262935432457
[GKK2003] O003,85.75,-71.95,OpC,3428730077752401869,-940855960790460674
C 1232+365,188.75416666666663,36.37166666666667,OpC,5805039294449468699,-1328077610228632626
BMG  74,86.67916666666667,-67.58,OpC,-1518589414191961043,-8010230519780825718
BMG 148,88.27916666666667,-68.11,OpC,8070148127388978414,4941440132343851144
PHOC 12,151.67666,-59.75702,OpC,-8762833932525440887,7695309416236713276
[KPS2012] MWSC 1871,164.134,-63.018,OpC,-6262677578366893626,5402064394761904337
PHOC 13,295.69928,23.667140000000003,OpC,7525332876523132434,2188880893177675467
PHOC 15,112.08045,-19.98267,OpC,5629999810056565959,-2356526628453808181
[HXH2021] 66,273.1124394446306,-15.381727368594587,OpC,-325735601053966309,-9033411095584617418
[BDS2003] 156,292.9291666666667,18.69833333333333,OpC,-2738531659879875192,-3212613805223283701
IC 1893,47.56875,19.616666666666664,OpC,1085083496536129304,-9202868778988268728
KMHK 1254,85.559,-68.18055833333334,OpC,-7240549279162358920,-129147749847570623
CWNU 1146,252.9372583333333,-38.10092222222222,OpC,-1548204568319148344,-8357017354812695928
KMHK  885,81.50537500000002,-67.25654722222222,OpC,2634435825976081479,-3719404174163086894
[RGM2023] SigMA 10,249.708,-39.823800000000006,OpC,-5676074305547817882,7554815558000900360
Cl Loden  894,204.8251138940888,-64.30374753437324,OpC,1697259622772359587,5504149532043093644
[KPR2005]  49,131.975,-37.98333333333333,OpC,3313669216630717016,2913022190281401824
[KPS2012] MWSC 0036,5.745,51.883,OpC,-2292595557667260020,-6551542627670283494
[KPS2012] MWSC 1139,107.79,-7.117,OpC,1793620924950855128,-4907685035695719308
NGC  3909,177.45416,-48.25167,OpC,-7061389909883260600,-5303743076487180090
NGC  6682,279.9124999999999,-4.799999999999999,OpC,8599730344002507269,-1339226237427014155
[RGM2023] SigMA 26,257.8655,-27.4234,OpC,917154547981634143,-2298611136479923826
[RGM2023] SigMA 28,259.5818,-25.338,OpC,-3035916913485269669,1853958192027542295
DSH J1054.2-6144,163.55666666666667,-61.73777777777778,OpC,-443138440232906772,5580807130686750644
IC 1660,18.155708333333337,-71.76161111111111,OpC,-3624596979981105600,5679029101054381767
UPK 369,83.565,30.475,OpC,1852986868519418670,-5063861876964049478
Cl Alicante    1,59.785,57.24,OpC,7472366398816248827,5127534145678445189
C 1652-407,253.87498,-40.83333,OpC,7369823319525226404,1252244461325724290
[RGM2023] SigMA 18,217.0562,-45.9197,OpC,-5485155105599217863,-6830256802794813878
[RGM2023] SigMA 19,212.2475,-51.1972,OpC,-5347766383371790607,8283597012621215337
[RGM2023] SigMA 17,227.6665,-44.6764,OpC,3874792994608346678,1524479774653010989
[RZ2005]  24,10.139124999999998,-72.74005555555556,OpC,3475814770495497835,7519809487188921505
KMHK 1443,87.580125,-70.617125,OpC,3855957791510847828,-5838529150790641695
[RGM2023] SigMA  3,240.43,-22.7406,OpC,6987063521125832968,3813949005336038350
[RGM2023] SigMA 29,285.211,-36.9364,OpC,3767516471298797054,-8056846934661105107
NAME Cep III,344.5,62.766666666666666,OpC,5254105512626855693,8464799888098446513
[HXH2021] 14,215.3079345802007,-58.16949904219625,OpC,6594583731429573822,8106192570662529878
[HXH2021] 46,298.3310863475703,32.63690988946978,OpC,-1637271819676811280,6480204749128568289
[HXH2021] 50,96.07291323676944,7.500069407053145,OpC,-9133661843302099663,-6857518359080058254
[HXH2021] 52,106.7533563574931,-6.26308365423297,OpC,1371418763117939474,3684907708984530419
[HXH2021] 53,81.95407554575382,32.682868945236905,OpC,4277975969782051320,5723221764017247725
[HXH2021] 59,114.94687897637584,-18.92214676670584,OpC,3222666654028412217,-72270840252580153
[HXH2021] 60,106.82820523315316,4.269848978507063,OpC,-9085422939454977659,-1704002169552197813
[HXH2021] 65,122.3765065437114,-27.158730290755773,OpC,-3590922892712520931,5575757149291813473
[HXH2021] 67,234.9963551454082,-58.49066672098299,OpC,-3745285908053612160,4134755827545111460
[HXH2021] 71,120.94352715527565,-39.72931268986288,OpC,8508567771703184121,-2438806867843831643
[HXH2021] 73,62.69183560756492,57.15269646873778,OpC,831361808408273585,6096140048595597330
[HXH2021] 74,103.86355482643413,-3.787080023435024,OpC,8342293515601211899,-6132487817395059276
Cl Collinder  232,161.16251,-59.56,OpC,8828546198484848045,3128955382503836336
KMHK 1097,83.63120833333332,-68.69735,OpC,-5261745797665595187,-6265917620943251042
KMHK 1503,88.42954166666667,-69.3438861111111,OpC,-5517066202208462805,5010194772941245146
[HXH2021] 2,107.65912256391624,-0.4581248026523423,OpC,4548925158930415387,-8789990224948086847
[HR2023] HSC 2303,169.13833333333335,-35.59777777777778,OpC,4131610566461753116,-1462629671710708579
OCSN 92,231.72,-35.96,OpC,-706466828703371860,8489465471464494618
[HR2023] HSC  749,358.47,3.455555555555556,OpC,6186633442088029442,1030295274925706230
[HR2023] HSC 2919,246.60166666666663,-24.084722222222226,OpC,-646609469048008393,-3724231515438722372
[HR2023] HSC 2986,285.31708333333324,-36.88305555555556,OpC,-3674311860503000939,8687535809622103340
[FSR2007] 0115,286.88375,6.2725,OpC,-5269465173915591815,-513757140058602929
[FSR2007] 0169,298.055,29.399722222222223,OpC,3888354684538188545,-9005228651943554561
[FSR2007] 0171,300.36875,28.647222222222226,OpC,-8356038795056392455,8715935728024161757
[FSR2007] 0177,299.54208333333327,30.897777777777776,OpC,-1090851544628366933,-4538195947412206469
[FSR2007] 0186,290.215,37.78583333333333,OpC,-5145638763695321497,5418991831031143515
[FSR2007] 0200,303.04374999999993,35.684999999999995,OpC,-6543146776439354053,2756831349739968113
[HXH2021] 9,117.09188801339108,-25.351772964469525,OpC,2458859011384121698,-3405514890091598215
[FSR2007] 0374,325.7291666666667,66.12333333333332,OpC,-7488980723711487425,-8641101929916402358
[FSR2007] 0387,341.9241666666667,58.13055555555555,OpC,-3660457274030075473,-3221002987486201742
[FSR2007] 0408,344.13,62.708333333333336,OpC,8593625671578424373,6695879725142051205
[FSR2007] 0411,347.09041666666667,60.511944444444445,OpC,5115318260605671032,202324077830342110
[FSR2007] 0420,348.9954166666667,60.02583333333333,OpC,7519556860336915579,-5109413824317511301
[FSR2007] 0445,354.9316666666666,61.94916666666666,OpC,6512578717282376959,3459468337640445092
[FSR2007] 0554,25.799166666666668,64.04944444444445,OpC,1043623407452749108,3172062483494681398
[FSR2007] 0603,38.38375,57.561388888888885,OpC,181031359590463256,5894361401675002132
[BDS2003]  65,62.79166666666668,51.16666666666666,OpC,38917497599973483,3515405073173741062
NAME NGC 1579 IR Cluster,67.54583333333332,35.28,OpC,-8612391256244852054,2851744789483982963
[FSR2007] 0747,73.94958333333335,36.782222222222224,OpC,-2784560409831603995,-1073046478635388796
[FSR2007] 0845,88.05041666666666,27.014444444444443,OpC,-7353456666790637685,-7416882853108973189
[FSR2007] 0882,81.975,16.90888888888889,OpC,-2890553913741533866,-5155891342492130593
[FSR2007] 0903,91.89166666666664,19.11277777777778,OpC,-2316212404360728494,-4034683486327654180
[FSR2007] 1035,100.64583333333331,4.680833333333334,OpC,5946859452836189183,-1209447211949530969
[FSR2007] 1069,101.275,0.2286111111111111,OpC,-4934200511301981056,7037635256396794907
[BDB2003] G213.34-12.60,91.78375,-6.064722222222222,OpC,7742366509965521228,-2295469827465875922
[KPS2012] MWSC 1085,105.99,-0.085,OpC,3882804538565146087,2085490242430620825
[FSR2007] 1089,106.03541666666666,1.0386111111111112,OpC,4881708139495394667,-3422108030700158731
[FSR2007] 1186,106.04708333333332,-11.401111111111112,OpC,2171717905670133917,-3104655696811725071
[FSR2007] 1189,108.63291666666666,-10.242777777777777,OpC,-8062436767482627640,4292682613980047509
[FSR2007] 1318,118.43541666666664,-26.97222222222222,OpC,7150035636448298631,7911412675175771463
[FSR2007] 1349,120.67666666666668,-32.04194444444444,OpC,-1175812649602436411,-5714084078049751864
[KPS2012] MWSC 2628,263.37458333333336,-29.322777777777773,OpC,-1858328508351376286,-6429506106882858419
[FSR2007] 1515,149.44458333333333,-54.61027777777778,OpC,3305923859110538133,1097867902959162371
[FSR2007] 1549,160.01916666666665,-59.18861111111111,OpC,-1784314549599910352,-85507496490285414
[FSR2007] 1551,161.19041666666664,-59.33416666666667,OpC,3460568445270904682,6119631392599124478
[FSR2007] 1553,161.17374999999998,-59.74166666666667,OpC,3612966617263693860,-9076800824019276614
[FSR2007] 1614,186.12041666666664,-61.85055555555556,OpC,-2356652103259373246,8103374001657463457
[FSR2007] 1632,193.50458333333333,-67.165,OpC,1665645762569576091,-4854853718313861735
[FSR2007] 1633,193.43375,-60.39944444444444,OpC,2106629105384474878,3653617618765472249
[FSR2007] 1738,261.19125,-49.89833333333333,OpC,8364037351102245245,-3017883143041978208
[HXH2021] 15,125.6436353642289,-41.37474669800333,OpC,-4829964530131563194,-8767997976819005589
[HXH2021] 24,116.2996804723126,-20.060820548626,OpC,-9141784326700858651,-3240961889788281200
[HXH2021] 25,213.8948813913348,-63.73956038056888,OpC,1672709980173039876,4054896359510349012
[HXH2021] 28,330.4828206244124,56.0315523143894,OpC,5862106041672311763,1747330553984224293
[HXH2021] 31,314.98169970061684,45.33900050165032,OpC,3747211726729837734,-6397839503015088299
[HXH2021] 47,239.0393764629404,-55.23627884801199,OpC,-7221440538370870617,-7279348050352201209
[HXH2021] 61,102.71755071877428,-9.968292207597749,OpC,-5355515213776284833,1798600593829763854
NAME X Pup Cluster,113.35320000000002,-20.4798,OpC,3760576635852252968,-3556183744095532484
[MCM2005b] 52,216.2625,-60.46000000000001,OpC,4401332832544496889,2920169482924513447
[MCM2005b] 54,221.29166666666663,-59.84,OpC,7011985076695864148,-7762104362598089997
[MCM2005b] 55,221.39166666666665,-59.78,OpC,-1767520660695104820,6498437721049636460
[MCM2005b] 64,238.90416666666667,-54.64333333333333,OpC,-2968916954736035872,-2718596894235107053
[MCM2005b] 16,286.08333333333337,5.108333333333333,OpC,-2941892765107997591,1589476256925958810
[FSR2007] 1421,134.523,-42.6,OpC,135719202299709881,1921311674863289408
[HXH2021] 45,350.3665623587403,58.38118851484834,OpC,6343436656866206435,-3655863302345204904
[HXH2021] 54,106.86913487251871,-7.658645123997911,OpC,-5549142257751182082,8581207667442010086
[LP2019] 2293,278.5023708333333,-13.13988611111111,OpC,-5509811245556887590,2126747094439369052
CWNU 1007,79.35530833333334,18.50409722222222,OpC,3729326641739012766,8624372429886989666
UBC 663,182.773,-63.626,OpC,-5165359626682444385,-4861706864220629240
UPK 198,341.47337500000003,64.07345555555554,OpC,8833578158500349569,7588093456084160051
OCSN 300,355.94,71.7,OpC,59505721256241629,-5954731022362668116
CWNU 1001,43.19196666666667,56.75257777777777,OpC,8857341078786192147,-1942791350533929064
CWNU 1002,330.44061666666664,62.447513888888885,OpC,5639387291468307841,-4087158473370760925
CWNU 1004,239.69849583333323,-42.031619444444445,OpC,874194140411671947,110896097873959083
CWNU 1005,307.79004999999995,38.55283055555555,OpC,-4984732271448556694,-8508289105915725018
CWNU 1006,5.3524375,68.60458055555556,OpC,1469117463163222930,188595966860395313
CWNU 1008,170.16,-60.67,OpC,-7741349517535178657,2778002216385634263
CWNU 1010,69.727325,-8.07446111111111,OpC,866978549754729877,-1190404696081087684
CWNU 1011,308.07315833333337,40.29904444444445,OpC,-6954529216558237596,8753929834176901125
CWNU 1017,344.2127666666667,41.61009444444445,OpC,-2597807468081333527,-1020680013738058984
CWNU 1018,69.12855,-8.63151388888889,OpC,-5588054345736849653,-3408552945950746663
CWNU 1019,126.13335416666666,-47.794730555555546,OpC,-1373719751611860466,-4452756331336828544
CWNU 1119,356.5300208333333,6.082052777777777,OpC,5061694048199963043,-4246065659528953986
CWNU 1120,306.4628625,38.35446666666667,OpC,-3223338559372992837,168757401857882072
CWNU 1126,332.2541291666666,64.07274444444444,OpC,134592342223214224,-9006316910270899765
CWNU 1140,64.1919875,51.1429,OpC,2802745656701064479,929973636327327594
CWNU 1147,81.31684166666666,31.244633333333336,OpC,-8311823683130950685,1912827166550369361
CWNU 1148,315.04404166666666,39.00003333333333,OpC,4796394264839317951,8198802720468917467
CWNU 1149,256.8756083333333,20.28128055555556,OpC,7835344993501172611,4686520842024740371
CWNU 1153,273.3971208333333,-54.322969444444446,OpC,-2977487807683295510,-3959247586595877342
CWNU 1157,106.5009125,-16.057858333333332,OpC,-1679951900223022355,8171209955837008557
CWNU 1158,83.845975,44.16296944444444,OpC,-1653156953482953367,1879542395521009101
CWNU 1159,130.924675,-46.99920277777778,OpC,-1498813696144966130,-2548187757024581813
CWNU 1163,126.2898208333333,-42.831477777777785,OpC,-1332014356211782508,-6226904730580471665
CWNU 1164,339.23502499999995,-0.5081166666666667,OpC,989001281687972116,-1951316617746005453
CWNU 1180,272.57286250000004,-74.81656388888888,OpC,-5296579706221793922,-1627794770384749457
CWNU 1181,102.26,-15.03,OpC,6774598031703390329,-644386970804863715
CWNU 1183,295.6691666666667,38.27611111111111,OpC,-1099142971581516269,-2347667239133214719
CWNU 1184,91.72322916666666,10.98850277777778,OpC,7200573551786666300,1733381809059191871
CWNU 1185,283.36931250000004,-20.14384722222222,OpC,2637198772027114406,-5035633109669509599
CWNU 1186,298.3808666666667,7.776047222222223,OpC,-4569556353715434218,562596992518307212
CWNU 1188,269.77216666666664,2.8994166666666663,OpC,-1193620303658382919,-939698364464762038
CWNU 1189,329.48254583333335,62.528019444444446,OpC,432480193218969685,8350675614968871338
CWNU 1190,69.25740833333334,45.34153333333334,OpC,3697219850146358548,-6995120496915336143
CWNU 1191,72.39,52.35,OpC,-2797109761746892177,-4456452829429377830
CWNU 1192,318.7219541666667,59.33320277777778,OpC,-8259343188751019371,5668106455475002886
CWNU 1193,299.99992916666673,69.81487777777777,OpC,-4687539959235039065,-3325949941425150214
CWNU 1194,130.30086666666668,-41.21706388888889,OpC,-6755946791609195865,-3724040126351393467
CWNU 1195,67.01322916666668,-49.84838888888889,OpC,-4641883319910735476,8744414126126095462
CWNU 1196,169.02,-70.85,OpC,6138233155450585615,-4615488746763460422
CWNU 1198,183.89,-70.62,OpC,1017600437803423149,1621626370846799450
CWNU 1199,312.4138041666667,44.845002777777786,OpC,-4019675818846618309,-6956923443935962937
CWNU 1200,327.6544374999999,41.100311111111104,OpC,-5094920735475299719,7394447619872977214
CWNU 1201,287.7586125,44.238194444444446,OpC,2201048966478008978,-6819979807237454538
CWNU 1202,50.69072916666666,38.70368611111112,OpC,-2539871551128494172,423253399356058389
CWNU 1204,107.4229625,-25.258577777777777,OpC,2232055156615144782,-6057843066736725790
CWNU 1207,316.8699166666667,52.15460555555555,OpC,8003704633511596053,28382958153628864
CWNU 1210,153.42332083333332,-46.87218333333333,OpC,4824440375271118588,9154448757049766432
CWNU 1211,285.0673541666667,69.571225,OpC,-4301504602245760311,175301545232818624
CWNU 1213,261.2301291666667,-49.89646388888889,OpC,7138089190822970269,-6186131680774745486
CWNU 1240,338.68870416666664,69.18102777777779,OpC,2526104178211829376,-5240529107850172745
CWNU 1242,65.71641249999999,15.21612777777778,OpC,-2227847872793155225,-768113199410434965
CWNU 1243,307.88860416666665,39.02310277777778,OpC,2142148443131010115,-4322582928618359828
CWNU 1244,326.47395416666666,57.55385,OpC,3403535899180287172,4350361833846982381
CWNU 1245,282.2523583333333,-2.420172222222222,OpC,6986651008547939010,-7427534803733016007
CWNU 1246,31.552295833333336,56.73535,OpC,3902985014689187986,1715400774587673125
CWNU 1247,61.62181666666667,39.85688611111112,OpC,8796087532706640103,-6608642973307783024
CWNU 1248,80.8506375,37.38997777777777,OpC,5660708941488863164,-5317099773489729148
CWNU 1249,318.3540125,46.41996388888889,OpC,-534356264768348903,8141159614918308645
CWNU 1250,307.4680041666666,-30.82418611111112,OpC,3001729382322155483,2690316489792574227
CWNU 1251,80.00635416666667,-6.970472222222221,OpC,-6782249114836302368,-4500415787223615162
CWNU 1252,41.177958333333336,60.51303055555555,OpC,8287288399439355067,-3622022245673793235
CWNU 1253,14.554654166666667,20.385388888888887,OpC,536071676005405863,7687313792943728739
CWNU 1265,112.259175,-48.75547777777778,OpC,-2002960465202419831,2295564310686378232
CWNU 1267,239.6483875,-25.83221111111112,OpC,6869958897857522825,4235082444875643261
CWNU 1268,250.69684583333327,-49.05264444444444,OpC,-7355438050449426761,2800144226719020596
CWNU 1269,301.73525,10.43008611111111,OpC,-1195033505021418315,-5221354490477101199
KMHK 1096,83.49833333333333,-71.75666666666666,OpC,-5415415044077367277,-2831711091026307179
KMHK 1488,88.22600000000001,-69.7857361111111,OpC,4999551970913647126,596438056126260651
[FSC2019] UFMG 61,185.4940833333333,-63.60925,OpC,6810061365746766500,8880376023316808975
C 1814-191,273.575,-19.1,OpC,7508524317234720449,838887299108064609
KMHK  728,79.57929166666666,-65.69204722222223,OpC,-8062174250989922671,-8791629407171766129
[FSR2007] 0195,304.229,33.637,OpC,7258810543617854399,541060520997657990
Cl* Trumpler   14     HG   10041,161.074625,-59.42241666666667,OpC,1188188319688425825,3454071262959426365
[KPS2012] MWSC 1771,152.002,-59.195,OpC,-7399103867061256441,5404637295670297573
[HS66] 283,81.37916666666666,-69.36666666666666,OpC,-337683168139240936,-6958373177539556684
[GKK2003] O137,85.7,-70.06666666666666,OpC,-5369877831966029908,8796312938637458079
[FSC2019] UFMG 11,243.495,-52.96336111111112,OpC,-8184491030388246274,7635425442269780733
KMHK  780,80.04404166666667,-66.4551,OpC,4991845756856828284,-203727521939259836
[FSC2019] UFMG 4,272.99300000000005,-22.981,OpC,3331971762860030691,5932786075868423849
[FSC2019] UFMG 27,287.0999166666667,10.177444444444443,OpC,-7563899268197953769,-5486013074737967501
[FSC2019] UFMG 35,231.15145833333327,-53.9731111111111,OpC,64831814858987665,-4630161599032802035
[FSC2019] UFMG 54,210.6942916666667,-61.95369444444445,OpC,-6807289594923769421,-3252210858656242540
C 1026-579,157.1,-58.13333333333333,OpC,2909035077411776670,5288456701110458543
NAME Carraro 1,159.233,-58.75,OpC,-1406174450772248065,2412229375354866272
C 1405-594,212.34,-59.725,OpC,3582887803472198094,313747916127115337
ESO 429-2,113.34583333333336,-28.20472222222222,OpC,3557642883325321964,228500039784663288
[HS66] 220,79.600625,-69.87824166666665,OpC,9195260421721969202,6395265987094140742
BMG 254,92.72041666666668,-67.45972222222223,OpC,8378869255086499933,-5615617412106852584
