pl_name,hostname,pl_orbper,framework_id,frame_hash
WASP-62 b,WASP-62,4.41194014,3642640730158397514,1181343072692147027
WASP-17 b,WASP-17,3.73548546,8258806044668533903,2071469392368547709
HAT-P-19 b,HAT-P-19,4.00878322,-6103309969876339754,2582747944825647840
HAT-P-12 b,HAT-P-12,0.0,-338097915979589293,-928223111389080578
WASP-6 b,WASP-6,0.0,2496882408559398201,-2323962094434505347
WASP-17 b,WASP-17,0.0,-7749396683751351847,-3177376437416929512
WASP-39 b,WASP-39,0.0,3209689569957006808,-5148451243548886350
CoRoT-2 b,CoRoT-2,1.74299705,-5533607855274539569,5355360243809056878
GJ 1132 b,GJ 1132,1.6289304,-7443406753383354282,1929378170393676226
GJ 436 b,GJ 436,2.643897621,3958774084707902498,4649729160115156591
HAT-P-12 b,HAT-P-12,3.21305762,-4629329602266455542,7016279672722259363
HAT-P-13 b,HAT-P-13,2.91624268,-5711246950082701584,-1062778114087763963
HAT-P-15 b,HAT-P-15,10.86345165,-593682073357399617,-6705929219298727887
HAT-P-16 b,HAT-P-16,2.77596748,-7264696889372552996,-7305883808006132073
HAT-P-18 b,HAT-P-18,5.50802941,-8216363660823815943,40109925354266040
HAT-P-19 b,HAT-P-19,4.00878423,-4024673879838680123,-948333722218793228
HAT-P-1 b,HAT-P-1,4.46529913,-1743043427396048205,-8778493848558859902
HAT-P-20 b,HAT-P-20,2.87531773,-2655639500288927540,-155432878412059139
HAT-P-22 b,HAT-P-22,3.21223218,-407896558279092776,-357827666076922145
HAT-P-23 b,HAT-P-23,1.212886397,4141575345580333185,-2128242296218178360
HAT-P-2 b,HAT-P-2,5.63346785,2030645945168783675,-6933392655573578784
HAT-P-30 b,HAT-P-30,2.81060097,1860724563717187889,1632727712292267743
HAT-P-32 b,HAT-P-32,2.150008197,-2905243120684081550,2845080735178990617
HAT-P-33 b,HAT-P-33,3.47447703,-2300843520299248808,335894835892086268
HAT-P-34 b,HAT-P-34,5.45264682,5559947933062414947,2372880381690734200
HAT-P-38 b,HAT-P-38,4.64032787,8079354697805466670,-6889462781284996921
HAT-P-3 b,HAT-P-3,2.89973815,-3199423338217178580,-2359809898110296597
HAT-P-40 b,HAT-P-40,4.4572184,3799858550920525113,-7490339509546916030
HAT-P-41 b,HAT-P-41,2.69404968,-4334562485199868184,8761269784947587296
HAT-P-4 b,HAT-P-4,3.05652301,-6440526662351631752,5919177969772757808
HAT-P-5 b,HAT-P-5,2.78847323,-4599612703040015584,-848172218973100926
HAT-P-6 b,HAT-P-6,3.85299668,-1902983074933491349,-6724262544692453550
HAT-P-7 b,HAT-P-7,2.204736003,-5584982197265325312,-7431421832684797250
HAT-P-8 b,HAT-P-8,3.07634347,-8302305724744488193,-9125478477530754093
HD 149026 b,HD 149026,2.8758885,7251631694555956690,-4467031839115142098
HD 189733 b,HD 189733,2.218574944,-16692319873222111,2585738218401917680
HIP 9618 c,HIP 9618,52.563491,4557198653690913256,8092692922450487573
WASP-20 b,WASP-20,4.8996284,1983790218460769884,-2984650179483558475
KELT-10 b,KELT-10,4.1661265283,-8269600188371030149,-782303121425687164
Kepler-762 b,Kepler-762,3.7705565,8530767063794095121,-2524138072997934596
HATS-59 b,HATS-59,5.4161129,7892820818000848292,3781055804629540285
K2-199 b,K2-199,3.2253993,5538484771731244332,5537889833636695999
K2-34 b,K2-34,2.995654,-9013857742563967811,5876138225472359599
HIP 41378 c,HIP 41378,31.71802083162,-7681110372512445271,-7226264491127123887
KOI-94 c,KOI-94,10.4236774,-5118022055055887658,507618070420898267
HATS-41 b,HATS-41,4.1936623,-6897395407449582172,2960512914921107714
WASP-61 b,WASP-61,3.8558986,8250830276867750281,5513533124875051020
Ross 176 b,Ross 176,5.0066338,4562788170569315207,-1913164850745886069
WASP-69 b,WASP-69,3.86813881,-1553336707106795008,-6220957014185303304
WASP-4 b,WASP-4,1.338230994,3471300689854036213,5564366304396645150
WASP-107 b,WASP-107,5.7214742,-6733343348309546638,-3396521281847135424
TOI-5799 b,TOI-5799,4.164663198,7311444590151080989,-5861558910532230519
HAT-P-3 b,HAT-P-3,2.89973797,-8966965777131845931,-1636417849781925294
HAT-P-33 b,HAT-P-33,3.47447773,-1307453870835490739,-494122833410192274
WASP-107 c,WASP-107,1088.0,-8475944484168637624,-3550627413328832078
WASP-12 b,WASP-12,1.091418901,-9092702870519311872,-8342493625590410995
GJ 436 b,GJ 436,2.643897528,-2361254992475021418,-4925647563873386631
WASP-131 b,WASP-131,5.3220125,-6726058328775476008,5959980685269702697
WASP-77 A b,WASP-77 A,1.360029395,2013264936597594570,-5736512984921322541
WASP-107 b,WASP-107,5.72148722,-1490167154026697580,1749719925321056734
WASP-43 b,WASP-43,0.81347407,-815998533385625954,-670254952776944772
TrES-4 b,TrES-4,0.0,9016500843770675450,1787020624486734932
KELT-11 b,KELT-11,4.73620865,227490358322307634,3184363457939281270
WASP-127 b,WASP-127,4.178062,2189801346138799729,-9070580283728070119
WASP-96 b,WASP-96,3.4252565,-6986129126519400219,-1081097483474584837
Proxima Cen d,Proxima Cen,5.12338,7108829220345512350,-569707775754868451
Proxima Cen b,Proxima Cen,11.18465,-3652890400932131458,-414477545949221492
TOI-1238 b,TOI-1238,0.764597,-2300067708176652064,-5759182052691413665
TOI-1238 c,TOI-1238,3.294736,3647476786566647229,-8351880635894983104
GJ 536 b,GJ 536,8.70874,5134326935790277534,-6171021203607217181
GJ 536 c,GJ 536,32.761,-3212969577080364731,-4093955621357210013
WASP-4 b,WASP-4,1.338231602,1429480280014939971,-598017726166428325
WASP-67 b,WASP-67,4.61444783554,-8376362271802925196,5220828009774808773
TOI-1743 b,TOI-1743,4.266046,5651846619433864870,368566077016956874
TOI-5799 b,TOI-5799,4.164507,-2941922402748031032,2048636409432573886
TOI-5799 c,TOI-5799,14.010449,-7600828537543631118,2257001042003145213
TOI-6223 b,TOI-6223,3.855219,756957341292230755,-3977608978611381709
WASP-6 b,WASP-6,3.3610026,4760602266357513582,-5924523899322288538
WASP-96 b,WASP-96,3.4252567,1784211131008737344,9098834485935938167
TOI-7510 b,TOI-7510,11.53172727214,-7612701899579003863,1041296684560980280
TOI-7510 c,TOI-7510,22.57099907595,-8314506218047952105,6825845862786116280
TOI-7510 d,TOI-7510,48.86217278727,3045858432867678871,-3979501820491401801
WASP-74 b,WASP-74,2.13775138,5573294919870900492,2188382333037076823
WASP-121 b,WASP-121,1.27492504,224652504904201287,-6859844067624860763
WASP-76 b,WASP-76,1.809886,8937355047499713246,-6009696947487265474
TOI-7510 b,TOI-7510,11.530869,-2219427896230816115,-2606641671015251309
TOI-7510 c,TOI-7510,22.5687423,5682143534444747887,1210090236937181629
TOI-7510 d,TOI-7510,48.864468,8968233186529748823,3401608111199518596
HD 206893 b,HD 206893,0.0,-3122881227810270217,-3712778501960588970
HD 80606 b,HD 80606,111.436765,-130356045659256792,8526572466947916719
WASP-140 b,WASP-140,0.0,-7504197905732562187,8345476080053407998
HAT-P-16 b,HAT-P-16,0.0,-8588907047192215546,-4729958011702169762
WASP-76 b,WASP-76,0.0,8110252874424044278,-5201929000216073791
CoRoT-2 b,CoRoT-2,1.743,-7229957849262530898,98101314442085011
WASP-4 b,WASP-4,1.338,-7755249981141412668,-6945722816817854918
WASP-12 b,WASP-12,1.091,-8596372337212727793,4964788559504966593
WASP-19 b,WASP-19,0.789,-914825241297067031,4202641938780075536
XO-3 b,XO-3,3.192,-1404881881920508233,-5612772270809170052
TrES-3 b,TrES-3,1.306,4102267347810045006,-949139283212438464
WASP-5 b,WASP-5,1.628,932840215422499419,-2368262931884145399
WASP-4 b,WASP-4,1.338231395,-2470498633615777439,2022349575285774872
HAT-P-16 b,HAT-P-16,2.7759712,6123546545095485382,-1866982871412907052
WASP-21 b,WASP-21,4.3225186,7546093605581156178,1657135458151037173
WASP-19 b,WASP-19,0.7888396,-7833205922507897885,4771514087373551018
WASP-103 b,WASP-103,0.9255456,2053364605603171750,-5275912282804816152
WASP-52 b,WASP-52,1.74978119,-2701736746090608673,4986678086824437426
HAT-P-15 b,HAT-P-15,0.0,-7304282187163260542,-4157896466541648995
KELT-16 b,KELT-16,0.96899306,-6593123105211568325,-2798547303025842330
TOI-7510 b,TOI-7510,11.5075,-6733336644243469256,6294953261722571188
TOI-7510 c,TOI-7510,22.5644,-3747539614923171586,-858574118674183690
TOI-7510 d,TOI-7510,48.9244,-6070725013132609781,-7979945597051258766
KMT-2022-BLG-1818L b,KMT-2022-BLG-1818L,0.0,-6517646213318996353,2183703615711509693
KMT-2022-BLG-1818L c,KMT-2022-BLG-1818L,0.0,1933473669011487443,5063307049703330297
TOI-5422 b,TOI-5422,5.377219,-5779967367346917222,-6081076296009495709
KELT-6 b,KELT-6,7.845582,-8622099129162476522,2235672638678887474
WASP-8 b,WASP-8,8.15872,8198250189052572800,-1810958751575292373
WASP-38 b,WASP-38,6.87187,7415121425100787955,-6407038084046680982
GJ 436 b,GJ 436,2.643898,8473475173646696784,2854808631330235021
GJ 1132 b,GJ 1132,1.6289287,-111381729460133778,1747079721322061811
Kepler-1370 b,Kepler-1370,20.2641684,4321094057410219728,5121330546189969821
Kepler-1419 b,Kepler-1419,42.52146,-5696439106746650487,-4932523815931734948
Kepler-181 c,Kepler-181,4.30214379,9215648122650750128,-7480185552744076114
Kepler-265 e,Kepler-265,67.8321638,-4446759738763768518,-4766004338322734080
Kepler-356 c,Kepler-356,13.12158072,2246161192832085724,7171613768280744022
Kepler-1892 b,Kepler-1892,6.33127,-3589064681583155970,2210279838975010397
WASP-29 b,WASP-29,3.922727,-7396302305543583040,6759747145947620224
HAT-P-15 b,HAT-P-15,10.863502,-7661876755092387561,7658978260012740635
WASP-62 b,WASP-62,4.41194,-1710356700877511140,5165615001554699916
WASP-13 b,WASP-13,4.3530135,-3010933062556755824,-5876413150927117977
WASP-32 b,WASP-32,2.718659,-7351204087005483334,1776154409683717457
HD 189733 b,HD 189733,2.21857567,1443573466956028560,-3896821089899086160
WASP-18 b,WASP-18,0.94124,286536561726814877,-280693249349207924
WASP-18 c,WASP-18,2.1558,-9081082041312704020,3344392864960140905
HAT-P-8 b,HAT-P-8,3.0763776,-3752979642768195976,-2504240346451426519
KELT-11 b,KELT-11,4.7362083,-4968303533730430899,-3457295477825230594
WASP-21 b,WASP-21,4.322513,3630131351969472435,8275995188586770270
WASP-100 b,WASP-100,2.8493819,3677754177580777665,5198346946777369302
WASP-62 b,WASP-62,4.41193858,9023715881236647619,2618721710727218383
WASP-127 b,WASP-127,4.17806203,4783796669433811014,-3478667837092951075
KELT-11 b,KELT-11,4.73620495,5004201325555284576,-4078128464651028234
WASP-21 b,WASP-21,0.0,4934127431928412166,-3448907363730728186
HAT-P-5 b,HAT-P-5,2.7884732,-1955718432763137396,6631164862244046778
Kepler-5 b,Kepler-5,3.54846,5024385923534385390,-3500612614388169190
Kepler-6 b,Kepler-6,3.234723,8738647466855782795,-35271100742301857
WASP-21 b,WASP-21,4.322482,-2837706677772413776,-8380822992632733383
WASP-24 b,WASP-24,2.34121242,-4242199757292412557,6412261048688537107
HAT-P-20 b,HAT-P-20,2.875317,8063002393854688575,-3685293664871924284
Qatar-1 b,Qatar-1,1.420033,-742935354323695124,-1310937707447115857
HAT-P-1 b,HAT-P-1,4.46529,6321315683146825213,-4084583701228811582
WASP-1 b,WASP-1,2.51995,7276738778341961649,8032444641380134886
WASP-4 b,WASP-4,1.33823204,823607367429838473,4060814530267676019
GJ 536 b,GJ 536,8.7076,-5593375131004540395,-45719605246491649
KELT-11 b,KELT-11,4.73626,-51030941204202967,-1193882757282440572
WASP-10 b,WASP-10,3.0927616,4658716003882973067,8113463571058848625
Kepler-12 b,Kepler-12,4.4379629,579975778006748983,-4272364777421272227
GJ 1132 c,GJ 1132,8.929,-3229303574920780311,1830435865187008080
HAT-P-8 b,HAT-P-8,3.07634,-7827254187590249254,4810295288311176406
XO-3 b,XO-3,3.19154,-8381401791106085651,6548679338100911650
KELT-3 b,KELT-3,2.70339,-3895517067490881896,-1014929797046033867
WASP-33 b,WASP-33,1.21987089,-370050779226946882,-7810260244342814331
HD 149026 b,HD 149026,2.87588874,-8715939862507206034,5104958344587905370
HD 189733 b,HD 189733,2.218555,-3339703002837903264,-8326676669650497667
HD 209458 b,HD 209458,3.52476,-1687326747106509673,-7412691058777638649
HD 80606 b,HD 80606,111.43639,-9158797744618260153,5276034200740406998
GJ 436 b,GJ 436,2.643892,5479016191368879626,-5988503694031684920
XO-2 N b,XO-2 N,2.6158597,-6246469494243793674,-6615455274409998824
WASP-26 b,WASP-26,2.7566,8476850596279217789,4798485953868653313
XO-3 b,XO-3,3.1915426,-8396498894889153228,3064667798492572677
CoRoT-2 b,CoRoT-2,1.742997,-3448014838751633176,-2758048541913146161
GJ 436 b,GJ 436,2.64389751,-7056805468665751492,5343338483435318579
K2-19 b,K2-19,7.9222,-9000703106442497160,-8839422345308864462
HATS-12 b,HATS-12,3.14272,4122087400112568734,-8352795370573919641
TOI-1117 b,TOI-1117,2.2281625,-1661578574769064532,-4867669241390953598
Kepler-423 b,Kepler-423,2.6843285,-9102527480577015696,8880533982183381519
TOI-1272 c,TOI-1272,8.6811,-2868522121279610134,-2161070267144828966
LTT 1445 A b,LTT 1445 A,5.35877595248,-6141598876357189047,3931228645020696869
TOI-1246 d,TOI-1246,18.654874,1099452496821962770,-1038720928222025558
HATS-35 b,HATS-35,1.8210014,3576635318967007266,5333277698033206250
HD 17156 b,HD 17156,21.216398,-7466728850151524142,3464624817324874169
Kepler-68 b,Kepler-68,5.398753927,-1200174479509228823,4211266109702018483
KELT-1 b,KELT-1,1.21749448,6856118920841955141,-3421114539946169169
KELT-7 b,KELT-7,2.7347749,7456926542258329696,-3503091533945664492
HATS-11 b,HATS-11,3.6191613,5612891390991791413,-5120015200250805214
GJ 436 b,GJ 436,2.64388312,7571941712839750257,2084665471387986249
WASP-43 b,WASP-43,0.8,-2191373582109578995,-5315118588983258185
WASP-8 b,WASP-8,8.2,-8986862087508682503,-4012432153814678339
WASP-77 A b,WASP-77 A,1.4,-6584507799445649933,5612535091041283129
WASP-80 b,WASP-80,3.1,9176163399385118424,-3925296176492679593
GJ 436 b,GJ 436,2.6,-3970678770413422299,-8374233599619939753
HAT-P-20 b,HAT-P-20,2.9,-4308227022239504432,-8046390310546121942
HAT-P-2 b,HAT-P-2,5.6,-2863072067704873432,-4744922354769301005
HD 189733 b,HD 189733,2.2,7802254944935629232,5368948059814471423
HD 209458 b,HD 209458,3.5,-6863698095344273054,8849358300080690261
WASP-10 b,WASP-10,3.1,-6446282655287431138,2148869726963882815
WASP-18 b,WASP-18,0.9,7074122957840470363,8740053355334148636
WASP-38 b,WASP-38,6.9,4416823747294055849,5792654630437210505
WASP-48 b,WASP-48,2.14363544,-2627696308453140569,-5728301920425636293
WASP-6 b,WASP-6,3.36100208,-4576100344308205163,5079984217604609401
WASP-80 b,WASP-80,3.06785234,8465814758193583299,-3871944809086689775
Qatar-1 b,Qatar-1,1.42002406,4376094851596061266,3730824818102996253
Qatar-1 b,Qatar-1,1.42002586,-3442482170092698165,4755607100196795134
WASP-52 b,WASP-52,1.7497835,-2897656704479107574,-729390538411424364
GJ 436 b,GJ 436,2.64389846,7537589694778467119,-6954802429275483254
HD 189733 b,HD 189733,2.2185752,-6307918209055282659,582253762740507810
TrES-1 b,TrES-1,3.03006973,5220059929485444747,1622033298930627410
XO-2 N b,XO-2 N,2.61585779,9097238878437900783,1938987431274925036
HAT-P-30 b,HAT-P-30,2.8106084,6918163490804191952,-3892852907508661365
WASP-28 b,WASP-28,3.4088387,-8963012276813268329,-6973843120232810579
WASP-36 b,WASP-36,1.5373639,-5040510108040317060,-6163459785207082280
WASP-39 b,WASP-39,4.0552765,-1238731627078493124,-2413897381842654684
HAT-P-13 c,HAT-P-13,445.82,-1418567741340881568,-1387747902327916862
TrES-4 b,TrES-4,3.55392771,7739410136460192830,-1411273395744277002
KELT-7 b,KELT-7,2.73478,-8530988151831118869,-8565582940418559854
KELT-14 b,KELT-14,1.7100566,1697144760989367664,8941008498647373063
WASP-121 b,WASP-121,0.0,-2917510875603380718,6534616021796246618
Qatar-2 b,Qatar-2,1.337,-5767011510522227681,3638835133145686198
WASP-75 b,WASP-75,2.4841905,-7011216358800392640,-1313988742969097180
Kepler-5 b,Kepler-5,3.5484655,-1270928418650069914,-3378706606317358866
Kepler-6 b,Kepler-6,3.23469918,5592478266194673161,8112843924973984870
KOI-13 b,KOI-13,1.76358757,1059570057047187371,3323928923292120032
Kepler-17 b,Kepler-17,1.48571092,-7092748028051718728,7844744834048138406
TrES-2 b,TrES-2,2.47061338,7013410533033029342,3311888642483885458
WASP-140 b,WASP-140,2.2359835,-5581158340822325373,5543375287062629172
Qatar-1 b,Qatar-1,1.42002504,-8855989133272204161,-2657001968527776644
GJ 1132 b,GJ 1132,0.0,-4536294145823814524,-7934300221149908093
WASP-3 b,WASP-3,1.8468355,8710715095128322491,-8174667949008704826
XO-3 b,XO-3,3.19153247,2622199475595332581,-4448351792041278974
Qatar-2 b,Qatar-2,1.33711405,1800174972392266851,6652160411226565523
WASP-75 b,WASP-75,2.48450535,-8138449274241389544,2633227728252473747
WASP-3 b,WASP-3,1.846834,-5210142853574973794,3797908595569037719
KELT-16 b,KELT-16,0.9689951,-5280794331940780709,7764217656985664882
GJ 436 b,GJ 436,2.64386,-1763281263268124450,6486026315048279808
KELT-11 b,KELT-11,4.736529,-6026714396455794689,8018829641673772508
WASP-52 b,WASP-52,1.7497798,-5671373334337807537,2356995292381755619
WASP-107 b,WASP-107,5.72149,3028358093434846999,1495868648114933680
WASP-10 b,WASP-10,3.0927636,8941636500976030507,8375281490741761359
WASP-107 b,WASP-107,5.72149242,-1217625154851806074,4014183746331625542
WASP-49 b,WASP-49,2.7817362,3617081327223868988,-8641830834116376787
K2-27 b,K2-27,6.771389,-8159753601794023633,7340767893313261839
WASP-10 b,WASP-10,3.09272826,3650181470330095364,6872508204925261962
WASP-11 b,WASP-11,3.722479,-7377228509473259513,8287421240361447199
WASP-12 b,WASP-12,1.09141964,7395446869357461764,-1689327374666191979
TOI-3593 b,TOI-3593,3.82129767523,-8019619618762491914,-140264742577645234
HAT-P-1 b,HAT-P-1,4.4652992,826504426444075446,-861979969640299577
HAT-P-3 b,HAT-P-3,2.89973826,6281575070577456333,-6582999523836491615
HAT-P-4 b,HAT-P-4,3.0565233,-1242259465647813666,770804246641114329
HAT-P-5 b,HAT-P-5,2.7884735,-7277602183864726274,-9108702662140735661
HAT-P-6 b,HAT-P-6,3.8529962,1218813322852909893,-6209642617248592281
HAT-P-7 b,HAT-P-7,2.2047363,-8834170232270012122,-5302288825686299916
HAT-P-8 b,HAT-P-8,3.0763433,2442707697060651609,-5540903484303681925
HAT-P-12 b,HAT-P-12,3.21305751,7247481034583596938,-2083495957778194161
HAT-P-13 b,HAT-P-13,2.9162431,-1523991738485802986,-3314209597177368731
HAT-P-16 b,HAT-P-16,2.7759677,3935177093538805197,-7440370706528143451
HAT-P-18 b,HAT-P-18,5.50803,3317191372086188017,-5374580063142376242
HAT-P-20 b,HAT-P-20,2.87531693,5586072364469791379,9009953906698110874
HAT-P-22 b,HAT-P-22,3.212233,525586517925479127,2854273395621603013
HAT-P-23 b,HAT-P-23,1.21288644,-174613151788654,-6274217206847138452
HAT-P-30 b,HAT-P-30,2.8106016,1919614173573822804,-5073306294612020307
HAT-P-33 b,HAT-P-33,3.4744767,5823948092536309921,9192860288547264954
HAT-P-38 b,HAT-P-38,4.6403288,-7095777916413831841,4004142916463935606
HAT-P-40 b,HAT-P-40,4.4572173,-3922902005043748151,-3849196483451935043
HAT-P-41 b,HAT-P-41,2.6940497,-3413420383481406998,-3223401660487084413
HD 189733 b,HD 189733,2.21857519,-1281847790047969052,-2342992473772583654
HD 209458 b,HD 209458,3.5247499,1162070314541739946,-2602542614595793239
KELT-1 b,KELT-1,1.21749399,-3640261493970788923,8389701247870304666
KELT-3 b,KELT-3,2.7033878,-4220460312491240700,2513120961161899236
KELT-7 b,KELT-7,2.7347657,-7934537554305383827,-4845970227800193127
KELT-16 b,KELT-16,0.96899328,397918326985630370,-5385570748790045928
Kepler-6 b,Kepler-6,3.234699,-8013430902699870257,-1062565614604172708
Kepler-12 b,Kepler-12,4.4379654,9034387184364836925,-7911125537016215096
Qatar-1 b,Qatar-1,1.42002461,-1048626105865406680,-3222417153879762036
Qatar-2 b,Qatar-2,1.33711716,-3934280129089357933,-8018907680430919626
TrES-1 b,TrES-1,3.03007008,-7421485952917614232,-4638038920451641803
TrES-2 b,TrES-2,2.47061373,585778910994142378,5507116276744454310
TrES-3 b,TrES-3,1.30618639,-3449095474961608918,1282534215240763976
TrES-4 b,TrES-4,3.5539266,1246802624558019465,8114019797341881697
WASP-1 b,WASP-1,2.51994713,948291548072657450,-6610616561834855934
WASP-2 b,WASP-2,2.15222231,2145294592235921875,-896504535311849241
WASP-3 b,WASP-3,1.84683511,9162930636827683191,2124786862407140690
WASP-5 b,WASP-5,1.62843033,-434584992287885586,-1217842757520459271
WASP-6 b,WASP-6,3.36100207,-7739957333699898544,-3606257317220945022
WASP-14 b,WASP-14,2.24376628,3332792240176767936,1212131486506070517
WASP-15 b,WASP-15,3.7520987,-6778712977503771738,-5453522119773263995
WASP-16 b,WASP-16,3.1186037,2828677183042496867,-3378790846600508910
WASP-18 b,WASP-18,0.94145254,4694765052691524439,-467373035300158532
WASP-19 b,WASP-19,0.788839195,-5583715481202561862,1324573408839346137
WASP-21 b,WASP-21,4.3225038,-2338065180872136952,-269476154477098092
WASP-24 b,WASP-24,2.3412202,3135918456906920198,-4874106376356073021
WASP-26 b,WASP-26,2.7565963,4136190835076291464,-8114559832092893657
WASP-28 b,WASP-28,3.4088353,-7898296060167565821,-1066904204103300388
WASP-29 b,WASP-29,3.9227124,-5436161703325726304,1508467630723457290
WASP-32 b,WASP-32,2.7186631,867206601732323440,-538625236728070421
WASP-35 b,WASP-35,3.1615699,3951488547372407053,3482206979518818421
WASP-36 b,WASP-36,1.53736541,-3558379320902786709,4152246004487995532
WASP-37 b,WASP-37,3.5774793,3503214074268267352,973827614573663093
WASP-43 b,WASP-43,0.81347414,7987435145836977897,1413029223151043768
WASP-46 b,WASP-46,1.43037222,9092632313681948632,-2499646246465570000
WASP-48 b,WASP-48,2.1436364,3848083989831288699,-9034231537788764727
WASP-49 b,WASP-49,2.7817366,-5913550785723955540,2002171307598867869
WASP-50 b,WASP-50,1.9550928,-8594729110359373578,6774002905064250604
WASP-62 b,WASP-62,4.4119395,8478017054609814973,1121634318197053179
WASP-64 b,WASP-64,1.57329025,-6168279230481818759,440974914232715708
WASP-65 b,WASP-65,2.3114217,2811742739327322304,-8075464237429705498
WASP-67 b,WASP-67,4.6144166,-2077539903205888566,-4444765031911306394
WASP-69 b,WASP-69,3.868139,-4848493815084447754,8719413498120125783
WASP-74 b,WASP-74,2.1377516,3114071310183897153,-1580852025491346123
WASP-75 b,WASP-75,2.4841987,-6292220589215715178,5161384143778001172
WASP-76 b,WASP-76,1.8098806,-9207455358220495727,-3549424201914404399
WASP-77 A b,WASP-77 A,1.36002922,-4154447981979208844,390934141916368376
WASP-78 b,WASP-78,2.1751852,-316199081990150506,7286021474431633080
WASP-79 b,WASP-79,3.6623925,7967969425267486370,6191192927315939425
WASP-80 b,WASP-80,3.06785271,6095240164535997483,5036059596874284663
WASP-95 b,WASP-95,2.1846688,8671389653476722261,-8918237229485042675
WASP-97 b,WASP-97,2.07276,59642898300669568,346572016855132534
WASP-100 b,WASP-100,2.849383,-1509186868716303502,-4755534525413163537
WASP-101 b,WASP-101,3.5857072,-813460050849217152,1996267376747350889
WASP-103 b,WASP-103,0.92554544,-4501979063414814679,-1404280070112919347
WASP-104 b,WASP-104,1.755406,-24256216522264413,-1512099450022571140
WASP-107 b,WASP-107,5.721488,-8088446148190895023,3940553320979315299
WASP-121 b,WASP-121,1.27492477,-7695140743853291518,1785185890981561867
WASP-140 b,WASP-140,2.2359838,9157669937328666519,2861059507797006683
XO-1 b,XO-1,3.941505,-4546892719611955276,-534439836423307361
XO-2 N b,XO-2 N,2.61585978,-3823456009487836664,8922472600816287213
XO-3 b,XO-3,3.191525,-8956409748843126914,6941654402055745009
XO-4 b,XO-4,4.1250679,1413077910568744921,4561166230867040344
Kepler-68 b,Kepler-68,5.39875259,1956908822158275233,7632847430741012106
TOI-2031 A b,TOI-2031 A,5.71560747458,7020261598414525159,-7739748278885494547
Kepler-393 c,Kepler-393,14.6134251,7723516791083764168,488909538408073028
PDS 70 b,PDS 70,43500.0,-6536359836296789655,1366921704034486330
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,0.0,463191574669612905,1037079051992279476
Kepler-1983 b,Kepler-1983,7.32851947,7498011967957716284,9126018708767305715
Kepler-975 b,Kepler-975,1.9703213,-8506863108717958053,-374559208001012611
Kepler-670 b,Kepler-670,2.81650521,-5170760510129754127,-474471201769513301
Kepler-1624 b,Kepler-1624,3.290304518,5349270233524692627,4473750624776584176
LHS 1678 c,LHS 1678,3.694284,1111200102088302385,7331659061093752996
HD 149026 b,HD 149026,2.8758911,-4056647859038472856,5290772771461299410
HD 189733 b,HD 189733,2.21857578,-508245655892336832,2491328830975903044
HD 209458 b,HD 209458,3.52474859,229101940464618850,-5722914340589720896
WASP-67 b,WASP-67,4.61442,-4251883455206100155,7610404764268670828
KOI-13 b,KOI-13,1.7637,-8380558278034685784,4182633510286759723
KOI-13 b,KOI-13,1.763589,1658448776377391196,3686264728143936675
HD 80606 b,HD 80606,111.4357,-3595278220741629485,8745423593079458395
TrES-2 b,TrES-2,2.4706101,-80679579335824806,-5213257622098707738
HAT-P-2 b,HAT-P-2,5.6334729,-1059994038693660300,2442841065167511265
GJ 436 b,GJ 436,2.64389524,1239060503637247884,8634727153645208799
HAT-P-1 b,HAT-P-1,4.4652934,3407123002460566939,8484127693290497120
TrES-1 b,TrES-1,3.0300728,-3396383566289893046,4157960502384474603
TrES-3 b,TrES-3,1.3061864,-8896591308067244831,-8695381456908055232
XO-1 b,XO-1,3.9415128,-7013957348896384097,665102161452567148
XO-3 b,XO-3,3.1915289,-6766472387653388514,2961976864437456693
WASP-4 b,WASP-4,1.3382315,-1748430682946264734,5588676403578887454
XO-4 b,XO-4,4.12502,-4955303831628158683,2303058141276494047
WASP-77 A b,WASP-77 A,1.3600309,7314985502197927780,4425074123304451528
WASP-64 b,WASP-64,1.5732918,2522303342602588359,-1654157702542945934
WASP-72 b,WASP-72,2.2167421,8591830408369281560,-229364018482953354
WASP-80 b,WASP-80,3.0678504,6204127714941006951,-111653918101591406
WASP-38 b,WASP-38,6.87188,8525425172025627431,-6842706755702557652
WASP-65 b,WASP-65,2.3114243,8498916345446992536,8478881152965310966
WASP-75 b,WASP-75,2.484193,-5096057053364753444,-9095155145008107447
WASP-4 b,WASP-4,1.33823251,-1069855553617453782,-7070641368646797339
WASP-33 b,WASP-33,1.2198675,-2030539317231284888,4041303223865703996
KELT-6 b,KELT-6,7.8457,7644931326531096191,-3241262092824801012
WASP-1 b,WASP-1,2.5199454,2807794038696036882,-7906723830863526357
WASP-34 b,WASP-34,4.3176779,-3925443802155819189,-5204984916073180792
WASP-8 b,WASP-8,8.158724,-2062772290932330589,-6914752222082447992
WASP-8 c,WASP-8,4323.0,7459448986934320593,-3997291383684628524
HAT-P-13 b,HAT-P-13,2.9162381,-3160318294723199873,-1123012026523833841
HAT-P-22 b,HAT-P-22,0.0,-6025077906062231338,-1272264891589602077
HAT-P-2 b,HAT-P-2,0.0,-215678583171851919,3515499647465673617
HAT-P-30 b,HAT-P-30,0.0,1365263269436317246,-5623690197465244573
