pl_name,hostname,pl_orbper,framework_id,frame_hash
HD 175167 b,HD 175167,1175.0,-4114622890969562315,-6775891892053682825
Kepler-1340 b,Kepler-1340,0.0,-6502701942047382155,7050059268081314521
Kepler-407 b,Kepler-407,0.669310092,5404928118250826505,2744193927595663412
Kepler-32 e,Kepler-32,2.896,8414723919184776322,-7742985111906703278
Kepler-1920 b,Kepler-1920,30.2541008,-1929220394771029056,-7382339179967964749
Ross 508 b,Ross 508,10.77,-4051698996772975988,-9200429258291554117
Kepler-1691 b,Kepler-1691,3.8482,9157135017316312918,-1313050239134765997
Kepler-941 b,Kepler-941,17.42395198,6457924357601824610,8174457659881694838
Kepler-1292 b,Kepler-1292,3.27645723,-2564403404905945801,1516862234639425473
Kepler-562 b,Kepler-562,18.00932214,-2699833553962073006,-2553438275933385318
Kepler-1527 b,Kepler-1527,160.13146407,-1516928250073437137,-5162191910266640166
Kepler-1389 b,Kepler-1389,99.253498254,-6436394263427559787,5353866151702879701
Kepler-631 b,Kepler-631,17.9797392,4024845507369365866,-632313869524956504
GJ 411 b,GJ 411,12.9532,-6973889748798524610,5076102931652097847
Kepler-881 b,Kepler-881,4.44446,-7976443861546710926,-8229419144020732953
91 Aqr b,91 Aqr,181.4,9135935143270178817,8399550687057548170
Kepler-333 b,Kepler-333,12.55109333,7821582713490555410,5697419953964305185
Kepler-946 b,Kepler-946,0.0,-3440755366185439904,801148864446671993
Kepler-1744 b,Kepler-1744,37.101107,963929179463315119,-1031015820274874835
Kepler-1216 b,Kepler-1216,4.3706130666,6044109470085360926,-4836793600138069127
K2-89 b,K2-89,1.096026,-4890063141308773282,-8070299733905442752
Kepler-903 b,Kepler-903,0.0,-9119841771288456348,7247257522506928378
Kepler-215 e,Kepler-215,68.1609897,65334429093466943,-7592516144200146862
Kepler-1945 b,Kepler-1945,6.08003714,6816822667783364107,321495715184247840
K2-119 b,K2-119,7.72651124,5939376377711624594,4192082184727819000
HD 149143 b,HD 149143,4.088,-8288166949200413674,8244414776055207068
Kepler-736 b,Kepler-736,0.0,-9024084459158215860,-4066116760478831181
CoRoT-3 b,CoRoT-3,4.2567994,-836196242718814791,7016230454041386328
Kepler-626 b,Kepler-626,14.48584765,-2980668478949430304,865093628731990839
Kepler-625 c,Kepler-625,4.1653364406,4217670568032144686,5232279499442802887
K2-104 b,K2-104,1.97419,8185689586448620820,4768169382956733576
Kepler-828 b,Kepler-828,0.567857136,7161466176754754613,-455726875487605345
Kepler-1852 b,Kepler-1852,7.97098825,-2336440751455853187,4976722547237181024
Kepler-1494 b,Kepler-1494,0.0,-2467355644821214798,-6191230729066079437
Kepler-311 b,Kepler-311,0.0,-2163826017731976761,-5547533258535867616
Kepler-481 b,Kepler-481,10.060791,6398881110050163600,2802999942062428770
Kepler-107 c,Kepler-107,4.901441,-6633013828690071688,-9026725550131292614
Kepler-1119 b,Kepler-1119,8.32625697,9109975998174274861,6464326582592269078
Kepler-440 b,Kepler-440,101.1114976,4080908383540492749,-4131697942203879476
Kepler-829 b,Kepler-829,0.0,4968190576024684949,7513295329116297266
Kepler-1335 b,Kepler-1335,6.26404774,-3041912069043432398,6867305457611264736
K2-72 b,K2-72,5.5773147,8548602197571611841,6570606435457030068
Kepler-353 b,Kepler-353,5.7953,-630199066835575336,-1908438078584812177
Kepler-1245 c,Kepler-1245,2.936584681,7065137148036197000,4331309447333273136
Kepler-574 b,Kepler-574,7.6587914589,-6120506982426875610,-632896376698643816
Kepler-673 b,Kepler-673,3.728732147,-546138464083943807,-8766350892231040669
Kepler-1877 b,Kepler-1877,2.377569914,-1654551776183779212,276148118745442243
Kepler-112 b,Kepler-112,8.408916,4329486053946610992,-3591840161713146553
K2-9 b,K2-9,18.44883,7341312539554407936,-3640060620091935324
Kepler-179 c,Kepler-179,0.0,-8188296756471193859,6055315254802216843
Kepler-1990 c,Kepler-1990,4.06844201,-5473980903844998666,3255002959126149160
Kepler-172 c,Kepler-172,6.38899658,-566823307353961469,5266174724154265633
Kepler-445 c,Kepler-445,4.871229,516276264787752697,-5390142604429225896
HIP 56640 b,HIP 56640,2574.9,-6187660674965698716,-9115969732103961377
Kepler-172 b,Kepler-172,0.0,708126020731537613,198760070961698026
Kepler-1746 b,Kepler-1746,321.2125073,-3267700822982439656,2783414378315829794
Kepler-1972 b,Kepler-1972,7.545922037,-1446375913700353747,8066404613833315615
Kepler-939 b,Kepler-939,14.8779597562,-4959066054018131200,7474311130169635995
Kepler-151 c,Kepler-151,24.67458244,5532038583538540121,-915501502405013001
Kepler-1192 b,Kepler-1192,25.2034128,5327530796297697572,6934979084203638636
KMT-2019-BLG-0578L b,KMT-2019-BLG-0578L,0.0,-6053457094319254798,-990133962101812717
Kepler-445 d,Kepler-445,0.0,3389156160810231437,6249582681712612020
Kepler-1757 b,Kepler-1757,19.65640068,-2220112759417810008,-9189420652127333046
Kepler-1814 b,Kepler-1814,2.935362067,3298420681873040935,-4028157665950974718
Kepler-198 d,Kepler-198,0.0,7374067866597158603,-460639798815161182
K2-14 b,K2-14,8.368791,-1823947130555829935,2847102187273037802
Kepler-190 c,Kepler-190,0.0,3378029429969313236,854917490893700479
Kepler-261 b,Kepler-261,10.381209,-9121943109900932833,-5775286975577388205
OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,0.0,-5825681845099347772,-6720573015406671740
Kepler-769 c,Kepler-769,15.9867199643,-570790412541186766,4723374203020153156
Kepler-121 c,Kepler-121,41.0081183,-5364550429687719641,2951262265749312882
Kepler-1395 b,Kepler-1395,3.78470649,-5376073642385719193,-1875303531744584303
Kepler-466 b,Kepler-466,51.07926451,611855240224271619,8823925219503122456
Kepler-321 b,Kepler-321,4.915379,3275065735169848182,-8151468540860542556
Kepler-528 b,Kepler-528,19.78297415,5600671525517627415,-6240689762631052270
Kepler-336 d,Kepler-336,20.67862589,415354355119461084,8876302783812418149
Kepler-974 b,Kepler-974,4.194496867,-5774113294628638748,-672466739653761628
Kepler-1207 b,Kepler-1207,0.0,3932147951669334384,-5401657455907332826
Kepler-1905 b,Kepler-1905,3.42391461,-4579169394766923630,9097696127871568572
Kepler-294 b,Kepler-294,3.70122061,-3557120991824693813,-553011726000021860
Kepler-894 b,Kepler-894,9.80322678,8018238656134659045,49657482889718552
Kepler-286 e,Kepler-286,29.22126129,-2877742836360095531,6788482324647766507
Kepler-381 d,Kepler-381,8.2563025,-1929256263235670234,4107922823761686459
HD 1605 b,HD 1605,577.9,-9167620555520671524,-4428674158473055955
GJ 876 d,GJ 876,1.938,-2065028307731083305,-2490823659217105570
HD 37124 b,HD 37124,154.378,3012315297445938158,-345035623228259130
Kepler-265 b,Kepler-265,0.0,5532735419375146133,5170028985768773868
Kepler-1773 b,Kepler-1773,40.80957622,1912974328171031458,-4637111910676059583
Kepler-446 c,Kepler-446,0.0,5290084997135584607,-7159597572846214412
Kepler-326 b,Kepler-326,2.2483077,7755398355267377394,-7045831483862048209
Kepler-377 b,Kepler-377,12.509529,-7351541806532237234,-1340715737351073260
Kepler-164 e,Kepler-164,94.878,9099282793584913588,-7953705535394076596
Kepler-500 b,Kepler-500,0.0,-5554102150703371480,5140957330621525108
Kepler-590 b,Kepler-590,5.852968845,1616480230808736729,-3215915248030368423
Kepler-135 b,Kepler-135,6.002535939,3838752406992227191,-3670810121434929599
Kepler-1528 b,Kepler-1528,0.0,9202473516805281191,6895535881705460036
Kepler-1372 b,Kepler-1372,0.0,-1128003859454127098,5016272743350651756
HD 81040 b,HD 81040,1004.7,-780194557706786350,-2676168375172063722
Kepler-887 c,Kepler-887,7.63846023,7530662454280617043,5643175501423688554
Kepler-998 b,Kepler-998,5.65376987,-8814722617479135499,3870436877417326818
ups And d,ups And,1278.1,2167965144061157759,-8599768907640069268
Kepler-1782 b,Kepler-1782,5.756239,-2569782369098448389,7117939905375376672
Kepler-483 b,Kepler-483,30.229104,-3078967539614648708,-7872341923292255601
Kepler-1577 b,Kepler-1577,6.30558387,-3027643389170384137,-8285208278955982309
Kepler-873 b,Kepler-873,20.55341,3914022453463626802,-4471042723872347764
Kepler-1772 b,Kepler-1772,3.215090036,-1034850280434527025,-6874252186422222117
Kepler-319 d,Kepler-319,31.78209253,7638330000763861605,2465749635590887553
HD 10180 h,HD 10180,2205.0,4292556604592911081,-209135936647951164
Kepler-403 c,Kepler-403,54.2811949,-4108123915136982744,7317449462773935488
FU Tau b,FU Tau,0.0,1250163624327862460,8085878741997163839
Kepler-1943 b,Kepler-1943,4.85026423,1534549896276170094,8774643946781507879
Kepler-49 e,Kepler-49,0.0,-75660027476914278,-5087126137644980319
Kepler-623 b,Kepler-623,0.0,4603944051498638662,-279958316614675914
Kepler-193 c,Kepler-193,50.69852,4701777376289056906,-7603921681657988268
Kepler-142 c,Kepler-142,4.761697,-3053091176733234684,8208194599433546637
Kepler-643 b,Kepler-643,0.0,-2607032884256981696,2014590217969679928
Kepler-224 e,Kepler-224,0.0,-9123352709457898930,6288318192786964918
Kepler-1149 b,Kepler-1149,0.0,1727062851924249263,109439100039306159
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,0.0,787501474849985447,6036335967234082552
Kepler-225 c,Kepler-225,0.0,-4741872436811970775,7116605410743365455
Kepler-294 c,Kepler-294,6.626389,-6584389163771599134,9073776702780867305
K2-12 b,K2-12,8.28192,8102960925419814726,32746811757275704
Kepler-912 b,Kepler-912,0.0,1402007276349183906,4925344788281285774
Kepler-334 c,Kepler-334,12.758005,3982984747618110921,8274798456939590093
Kepler-85 e,Kepler-85,0.0,8786508077063685668,-3909423505323687230
Kepler-575 b,Kepler-575,9.37891944,-2757182814951057050,-6697896589953951026
Kepler-262 b,Kepler-262,13.06062,699224482871461633,7784492545243363996
Kepler-1143 b,Kepler-1143,2.888900334,4467347144246996769,-4805142322234392129
Kepler-33 c,Kepler-33,13.17552703,4593330476387569284,-1046427162042220013
HD 219828 b,HD 219828,3.83492,1811860024662158637,-6199700896942110218
Kepler-169 d,Kepler-169,8.34820746,1657265622691098329,-3129446727882899090
Kepler-375 b,Kepler-375,12.1257568211,-2408524645339117618,-113878229782832309
Kepler-234 c,Kepler-234,7.21203748,-1634929899021102855,-5092359381332232657
Kepler-20 b,Kepler-20,3.6961159,-171700721927789006,1814205395501605653
Kepler-1916 b,Kepler-1916,31.25428924,-4605018406466758772,-6279119005754034509
Kepler-443 b,Kepler-443,177.669112,1637233841818368769,3546875520031269771
Kepler-402 d,Kepler-402,8.9211113945,1751555238863687930,-4091421330701801189
Kepler-515 b,Kepler-515,19.96367208,1990397644133027675,6503322084301679424
Kepler-898 b,Kepler-898,5.87,1183106788129864049,3548954246192834392
Kepler-1815 b,Kepler-1815,12.19138811,-1656272737311346482,-3789205900848725708
Kepler-1214 b,Kepler-1214,18.82634264,6722844915254280589,-8360761207247660859
Kepler-1638 b,Kepler-1638,0.0,6043500199147134691,9175330730795188027
Kepler-916 b,Kepler-916,32.29635663,780715774740037926,5549946432660411865
Kepler-1910 b,Kepler-1910,5.68882689,-1109782547265924131,-5306730035049599152
Kepler-1689 b,Kepler-1689,8.483,-2709723013938193489,2220103527037986393
KIC 5437945 b,KIC 5437945,440.7813,6863623102965759127,-5593024871712751601
K2-259 b,K2-259,15.482399,1639805145676922973,-3168464140619424054
Kepler-159 c,Kepler-159,43.58642609,4044997909125818572,-5866620060061564238
Kepler-1870 b,Kepler-1870,3.606940031,2409421296565230829,-7056331258337763291
Kepler-280 b,Kepler-280,0.0,-447075628298710452,-4767820152903960233
Kepler-312 b,Kepler-312,1.772419,4141800600746496144,7482333185121061139
Kepler-1774 b,Kepler-1774,59.7711433,-5743299566669505243,-5820782778323189623
HD 73267 b,HD 73267,1245.36,-801730865632806382,6106725906537189667
Kepler-369 b,Kepler-369,2.7327608857,5883891745880290005,-2622063836066235299
Kepler-1571 b,Kepler-1571,3.38557445,-8335681118725988478,1009749181003649433
Kepler-1783 b,Kepler-1783,8.27744313,3040034730452701800,-2684000954708360573
Kepler-1511 b,Kepler-1511,23.2385355788,6234906089175178310,1196800798514967856
Kepler-1679 b,Kepler-1679,9.75374033,1402951790860712222,735363615359757377
Kepler-431 d,Kepler-431,11.92163,-8018491339154448989,-8623672070711274694
HD 101930 b,HD 101930,70.46,-7378205412855677535,6437246610920190977
Kepler-1923 b,Kepler-1923,52.607947,3636616908390327405,-1745831305061601237
Kepler-181 b,Kepler-181,3.137873,699990721537872843,-3420384905718246519
Kepler-1239 b,Kepler-1239,5.19119,3630808896822113815,7485165376410285799
Kepler-351 c,Kepler-351,57.24899018,5492665855961945207,-6119665583602434366
HD 210277 b,HD 210277,437.0,-6169498513753297067,-3541656775675940565
Kepler-1480 b,Kepler-1480,0.0,2227269071051026256,7591855552717513679
Kepler-1699 b,Kepler-1699,3.49078834,7060072685015384258,-7776895908332439008
Kepler-312 b,Kepler-312,1.77244975,8166134671714243872,-4910688513088952054
Kepler-54 b,Kepler-54,8.01080765,6016127711138604423,-5741130810028849088
Kepler-211 b,Kepler-211,4.138557869,-6166859959562440899,-5333735756904606626
Kepler-925 b,Kepler-925,33.86736,6653963702826474630,-8860140739310009822
Kepler-1899 b,Kepler-1899,4.09577947,-182622950454588977,-4702185030351814636
Kepler-1683 b,Kepler-1683,15.03366411,5733812256045950728,-3820533885789263354
Kepler-229 d,Kepler-229,41.19274,-2300025184302404023,-1926994960419456164
Kepler-531 b,Kepler-531,29.88571,3043899144140760650,-3501891118021973166
Kepler-243 c,Kepler-243,20.0261412,-6698448541539991079,-2177823154598322993
Kepler-153 c,Kepler-153,46.9025191064,2796635088998061798,5995614531436982128
Kepler-169 f,Kepler-169,0.0,7866828388658252396,7426596739048591419
Kepler-254 c,Kepler-254,12.412183,4775669651922955608,1531685382583188406
Kepler-379 b,Kepler-379,20.0987535473,-7986061063217598384,-1116847580219282215
Kepler-69 c,Kepler-69,242.467406,-3040739137607848328,1533455210818490242
Kepler-157 b,Kepler-157,1.732345491,3933605721671292583,-3446547796616405986
Kepler-49 b,Kepler-49,7.2,7311391724644495237,-3309694761755535575
Kepler-198 c,Kepler-198,49.56752919,-7055455472231363479,-1963387572478643674
Kepler-444 d,Kepler-444,6.18940639,-6858290098698927501,2867351940618314040
Kepler-293 b,Kepler-293,19.254196,6967147200473161484,634302142176910013
Kepler-81 d,Kepler-81,0.0,8107851472401284580,-4317942501267146714
Kepler-1792 b,Kepler-1792,4.19577247,8491385594742140071,5787057039701822099
Kepler-1142 b,Kepler-1142,18.3030530089,1613223176998396762,-8199167912188156018
K2-263 b,K2-263,50.818947,1576199649456787753,-1250539231882351495
HD 33142 c,HD 33142,810.2,3829861557551538265,7567741358479374851
Kepler-224 b,Kepler-224,0.0,-8142291028415871564,2743817007708991667
Kepler-557 b,Kepler-557,0.0,-2523500923829707417,6178817070900310248
K2-184 b,K2-184,16.994,-4124877035412319537,2590242229174314295
Kepler-29 b,Kepler-29,10.3376,-5278912242760528168,-2429324187179023898
HD 83443 b,HD 83443,2.985628,-5451848885794450795,6737866866548148015
HD 37124 c,HD 37124,885.5,-8260662100541304259,-5736097527535073279
HD 20782 b,HD 20782,585.86,-6169569704736621124,2013597791914126653
Kepler-51 c,Kepler-51,85.3162004,-5129745570742546299,-1530089834906088649
Kepler-114 d,Kepler-114,11.7761304105,8362567643075868520,6522488355072041733
Kepler-1957 b,Kepler-1957,2.18659922,1182242127208588191,-5776915513120256317
Kepler-190 c,Kepler-190,3.763008,1878483947916662291,8986738294987290883
Kepler-799 c,Kepler-799,15.1944603,3054795377940720862,4336214358631416021
Kepler-646 b,Kepler-646,15.8736103,-2672431821962904044,-4692393223585742860
Kepler-777 b,Kepler-777,5.73,-9121477240097753038,-8164246732371516904
Kepler-360 b,Kepler-360,3.2897007157,-7029849031321780039,-6543076791807999704
KOI-142 c,KOI-142,22.26492,-6088394745621139490,-4643883227419404151
Kepler-1054 b,Kepler-1054,4.30643,3506378773258445700,3724516757861328076
Kepler-162 c,Kepler-162,19.44638698,703273721110709580,8631765592867659837
Kepler-20 f,Kepler-20,19.5776073,-3217029045355174275,8906217102873537706
Kepler-1020 b,Kepler-1020,96.9151496,-7037268467150944078,-9098023324409337199
Kepler-261 c,Kepler-261,24.57079771,-4126829042516143274,6576938555683226512
Kepler-1407 b,Kepler-1407,20.0708757,-5892437849224066916,-9189921640866346844
Kepler-1765 b,Kepler-1765,10.41891583,-8680310732690559452,7195789622966082271
Kepler-1534 b,Kepler-1534,5.71668787,-2836367687179234909,-3951859139559758683
K2-231 b,K2-231,13.84457,1252281800591897852,4475960800637314054
Kepler-693 b,Kepler-693,15.37562369,8449226501342984767,4243073687145830188
Kepler-1775 b,Kepler-1775,85.6535849,-5348824718169191010,4018430179702506872
Kepler-175 b,Kepler-175,11.90350858,-1466132802075479975,-307195074220156772
K2-37 c,K2-37,6.43032491,-6115289932893100194,-6042726272526486818
Kepler-1996 c,Kepler-1996,92.725,-6664761993507459630,4547370287579197557
Kepler-398 b,Kepler-398,4.08141797,-5657058918828868265,4201115411272224673
Kepler-809 b,Kepler-809,55.6391882,-243650632664199667,4410211465642480270
Kepler-1505 b,Kepler-1505,30.860888,-7123653673417453212,-6977621299856971887
BD+14 4559 b,BD+14 4559,268.94,6313843859628806187,6866497628353320258
Kepler-106 d,Kepler-106,23.9802348,-2135430949227773595,-3393007562267311156
Kepler-795 b,Kepler-795,29.6194447822,-5727784795141717335,5502078708378616673
Kepler-363 d,Kepler-363,11.9320869,2884801708853560131,4399347877144053552
Kepler-1265 b,Kepler-1265,6.49441464,3502708728420884648,8246450958281883791
Kepler-172 c,Kepler-172,6.388996,-5038302911439371309,-4231680094036003393
Kepler-321 c,Kepler-321,13.0939051,992313649849757742,-2626837131091195340
K2-75 b,K2-75,7.81751,2988694148293315823,8841474998596391014
Kepler-395 c,Kepler-395,34.989262,-5113693993265829748,1176381208928601457
Kepler-520 c,Kepler-520,5.211058,505048143412267006,7329984470226925513
K2-24 c,K2-24,42.36342,8224695381699055753,4439145256874681627
Kepler-167 d,Kepler-167,21.80379,-7009989741596513687,-3911501260656687743
Kepler-884 b,Kepler-884,5.69919514,109434894152602960,-6010748934531968669
Kepler-120 c,Kepler-120,12.7945751421,3195157135652839933,-6809497455649927547
Kepler-1378 b,Kepler-1378,0.0,-4908738788452380710,-5522588881612939100
Kepler-563 b,Kepler-563,22.18431824,-8578099885455450841,-382408606473411749
Kepler-1007 b,Kepler-1007,5.18498,-6239059174071148420,-4994566841081909518
Kepler-1296 b,Kepler-1296,0.0,3714901797381927331,3947307419454058409
Kepler-484 b,Kepler-484,0.0,-6054349327972397831,-7643424849291001605
Kepler-755 b,Kepler-755,1.269095,-8878578963161690248,839961108136521710
K2-35 c,K2-35,5.60967748,6281034997850223322,-7007231892288513249
Kepler-33 f,Kepler-33,41.0283424,454874968032090153,-3866713293684474959
Kepler-1312 b,Kepler-1312,0.0,8827305888552474060,9193639729147561413
Kepler-611 b,Kepler-611,2.437033302,620038135958394726,-6777206322863032829
Kepler-327 c,Kepler-327,0.0,4218560965537923652,-7534643033577818455
Kepler-1568 b,Kepler-1568,20.925392,-5264319686007833751,638955323226185320
Kepler-200 c,Kepler-200,10.2221902849,4366185897271195239,9123484476603076220
Kepler-878 b,Kepler-878,25.9436138259,-615767474120331129,-1298948055778352769
Kepler-158 b,Kepler-158,16.70920692,-5145700456808615759,-5171572624596600724
HD 177830 b,HD 177830,410.1,2031107619917383425,-4998020666083577820
Kepler-107 e,Kepler-107,14.749143,-8740390104614425978,-2222272291517785035
Kepler-1592 b,Kepler-1592,3.05710069,1737200485119212467,-324029386824491544
Kepler-1413 b,Kepler-1413,13.1829329,712980996893971207,8434765580093793860
Kepler-206 b,Kepler-206,7.781987,2608326336028629917,-7336845127748473375
CoRoT-14 b,CoRoT-14,1.51214,5462801230453884697,7805203748035323485
Kepler-1092 b,Kepler-1092,58.601926,4426210476333413373,121960537070587151
Kepler-548 b,Kepler-548,4.454194254,-8063458292852234327,-4548057623066936691
LTT 9779 b,LTT 9779,0.79206425,-1161694369639555456,-4586295457361388282
KELT-8 b,KELT-8,3.2440788,2894854048545976559,-8173230282964198293
Kepler-1514 b,Kepler-1514,0.0,6292291954626805372,8863594270465994110
Kepler-4 b,Kepler-4,3.21346,-5886568372250881780,6741530663383301167
WASP-129 b,WASP-129,5.748145,5806966796611197279,8575488375300454219
HD 10647 b,HD 10647,1003.0,-7968132330040631194,6479275874279651578
Kepler-1203 b,Kepler-1203,0.588000765,-7711933966352565712,-2925526789844272976
Kepler-594 b,Kepler-594,13.6461431823,-878163171467744211,-3029342871259904503
Kepler-581 b,Kepler-581,40.6069821,-6871358637289804742,-7480942961718961122
K2-384 d,K2-384,6.679582,-4772935934600973580,-1242688009325769088
Kepler-755 b,Kepler-755,1.2690927589,-2188517251706681028,-7456414377591062509
Kepler-329 c,Kepler-329,18.68485822,3711439157510839588,8082694053152541234
Kepler-496 b,Kepler-496,8.3087036206,251666127827104190,200636766579446706
TYC 1422-614-1 b,TYC 1422-614-1,198.4,8337971074417130668,7590550456061397653
LTT 1445 A b,LTT 1445 A,5.35876,6185576151186217459,6487649448451616852
TOI-2025 b,TOI-2025,8.8720982,-5342931603169309504,3652805507243119763
Kepler-490 b,Kepler-490,3.26870634763,6668345805231677872,5972977004688088286
K2-77 b,K2-77,8.20023,-8605749770565079325,1547152479609972585
WASP-186 b,WASP-186,5.02679955086,-571144727499686546,7340888839335007027
Kepler-10 c,Kepler-10,45.29485,-4984297894514195632,-7815290421389645927
WASP-176 b,WASP-176,3.89938313865,-7525750841610912448,7181158300988111926
Kepler-720 b,Kepler-720,4.70824138736,-2883616627515356759,-6708058937752143443
K2-115 b,K2-115,20.272992,8496434468309404733,-5043440067535292290
TOI-5344 b,TOI-5344,3.792622,7039076263051817231,-3868022222227501165
HAT-P-57 b,HAT-P-57,2.4652946,2524025800288882816,1576502225245661293
HATS-57 b,HATS-57,2.35061721,7311139141540233489,-5858440565214862947
HD 152843 b,HD 152843,11.6264,4471145553455548020,4060919883906692016
TOI-1288 b,TOI-1288,2.69998,4206521106283766028,9170475690300644979
K2-174 b,K2-174,19.5661401,-5233133612827490012,286542711852124239
K2-32 c,K2-32,20.661623,-8651187393318394524,2343557420268421637
HATS-18 b,HATS-18,0.83784527504,861326124841669361,5328879141672534365
WASP-124 b,WASP-124,3.3726492,3259162275395446809,4490355526057814436
Kepler-289 c,Kepler-289,125.86540191,7199484048478960400,4665139145485659865
TOI-1246 c,TOI-1246,5.90412784205,-2457844673224023588,-4362960355355617131
TOI-2886 b,TOI-2886,1.6020002,4625433957034128689,1245168265734222280
Kepler-450 c,Kepler-450,0.0,-5002677746964743621,6146884886137066966
Qatar-5 b,Qatar-5,2.87910228614,7146570803629698562,6058469224432993311
TOI-6130 b,TOI-6130,2.3927114,5555599636037357313,-2954572163095251698
Kepler-423 b,Kepler-423,2.6843284661,-3546827844238861306,1768741686509342350
HAT-P-69 b,HAT-P-69,4.7869883,3400070949668482776,-7084798435394549429
WASP-135 b,WASP-135,1.4013788,7903898153426356,8341048132906656618
Kepler-787 b,Kepler-787,0.928310036,-8064541029721369443,207559886292334404
Kepler-725 b,Kepler-725,39.64372,-2603953237946141066,-6628547054071535182
HIP 8152 b,HIP 8152,10.75101,-1759616977677497876,-3248791483288092530
Kepler-191 d,Kepler-191,5.9450434761,-7655450748312856809,6315478395102629049
LHS 1140 b,LHS 1140,24.73721,-3883168919470192474,-7132261089028384175
HD 73583 b,HD 73583,6.3980661,-588454534745650351,1406773936582161234
TOI-1416 b,TOI-1416,1.0697568,-5594890482124703852,-1075721895768651196
HD 89345 b,HD 89345,11.814417,-5398430004861698634,-5056455200093489848
KELT-18 b,KELT-18,2.8716983,5989942179296089489,-8770002833036941922
TOI-1259 A b,TOI-1259 A,3.47797762847,-8366933239974220983,8432309497095559875
HATS-69 b,HATS-69,2.22505138138,73258926539963578,3299904127720082316
Kepler-65 b,Kepler-65,2.154911236,1377107190224451562,7868889242193096667
TOI-4465 b,TOI-4465,101.94054,2971242114130773574,7032314879624893985
HD 221416 b,HD 221416,14.27812199624,7066906163955501396,8057565968174655038
Kepler-487 d,Kepler-487,2.418406841,3937101213672062897,-4762684765727718257
TOI-1842 b,TOI-1842,9.5739181,3298279480892222032,1576547227269096915
WASP-192 b,WASP-192,2.8786686,1300045401023107015,-645774153447776727
TOI-519 b,TOI-519,1.26523376763,6799433621887131747,9211360767088326085
TOI-1338 b,TOI-1338 A,95.174,-800359049379596296,7043336797294377483
TOI-139 b,TOI-139,11.07085752966,-4885744108352385462,-3760389277725199349
Kepler-94 b,Kepler-94,2.50805761,-4977984234102137408,-2811351987491952372
TOI-333 b,TOI-333,3.7852503,3923691760346806271,8382928046814377288
TOI-4184 b,TOI-4184,4.90199383996,2395736111775235753,2066138499982576409
K2-27 b,K2-27,6.7713411,-2021822680694665947,-8671670789055147153
TOI-1266 d,TOI-1266,32.509,7711638657531041225,8471003881563437869
Kepler-450 c,Kepler-450,15.413121,-6803679263892423438,-1196068377828558438
Kepler-53 c,Kepler-53,38.55765,941819842868289471,5401581996113513577
TOI-1468 b,TOI-1468,1.88053101732,7133370615783430019,3215139123041306025
Kepler-1890 b,Kepler-1890,4.820551,5262832249481373610,9186825137383939357
HAT-P-29 b,HAT-P-29,5.7233685,7449000453145913877,-7266549111106624609
Kepler-10 d,Kepler-10,151.04,45794502442757613,3798245027594817315
HD 219134 b,HD 219134,3.09292,300013170922402261,-3048882809435602634
K2-27 b,K2-27,6.771375,-561054116231504378,2707547772041588802
TOI-444 b,TOI-444,17.9636,-8536413868625031005,-3972161954492993412
Kepler-450 b,Kepler-450,28.454899,-4897578543266579594,-7421345385796634398
WASP-136 b,WASP-136,5.21536178778,3069467455916853328,-4622853824278315015
TOI-669 b,TOI-669,3.94515,-4629047582914302738,3942577201759792492
HD 235088 b,HD 235088,7.4341456,-8178435449856819247,-8960912720008680203
TOI-5817 b,TOI-5817,15.61031,3514852028672747421,-2402297629010031303
Kepler-425 b,Kepler-425,3.79701816,5020972126837906631,-5135572184707892129
Kepler-25 c,Kepler-25,12.7203678,3220191394680919317,-2612198640121947756
Kepler-485 b,Kepler-485,3.2432603,-5815828062803465973,8098765710455685169
K2-19 d,K2-19,2.50858,2238456316325851246,6286079923598289941
GJ 357 b,GJ 357,3.9306,-681995818976063560,6851536041260834017
Kepler-1024 b,Kepler-1024,66.4164196551,-8765588083151670279,7845944772558028841
K2-172 c,K2-172,29.6245,-5228005907644043057,5715470231058349899
Kepler-1955 b,Kepler-1955,14.2652558,4952790971580690236,-2318590261180090234
Kepler-1082 b,Kepler-1082,1.54320541,-8250920591153476609,-7616174758710879242
Kepler-1488 b,Kepler-1488,39.81876816,-4028594651993255971,7270649464107208378
Kepler-384 c,Kepler-384,0.0,-5054235192762772601,2383308645899521120
Kepler-537 b,Kepler-537,3.247555219,3568992508926787327,-1412126309644978633
Kepler-176 d,Kepler-176,25.75260028,-8179958689341044586,-1188944359790670573
Kepler-129 b,Kepler-129,15.79,-2383719210921124948,2425044508729798390
Kepler-371 b,Kepler-371,0.0,3132288250402623907,-7459655797928212248
HD 219134 h,HD 219134,2146.0,4207681458402187401,-7797727909606722586
HAT-P-36 b,HAT-P-36,1.3273468,-3102307328946911438,-6602439028543158764
Kepler-102 d,Kepler-102,10.311732,4598327578963311647,-5243317727561287082
WASP-144 b,WASP-144,2.2783135,-9109392353879083790,6195202448675960018
Kepler-428 b,Kepler-428,3.52565351439,-1096798329726465024,750224837268045104
Kepler-522 b,Kepler-522,38.58358886033,-2204372081603714568,4409808902834446503
TOI-733 b,TOI-733,4.8847937,9053680533528126743,-54016857735927907
Kepler-102 d,Kepler-102,10.3117669698,5512653571373280047,-6021830252260413464
