main_id,ra,dec,otype,frame_hash
KMHK 1254,85.559,-68.18055833333334,OpC,-3719404174163086894
CWNU 1146,252.9372583333333,-38.10092222222222,OpC,7554815558000900360
KMHK  885,81.50537500000002,-67.25654722222222,OpC,5504149532043093644
[RGM2023] SigMA 10,249.708,-39.823800000000006,OpC,2913022190281401824
Cl Loden  894,204.8251138940888,-64.30374753437324,OpC,-6551542627670283494
[KPR2005]  49,131.975,-37.98333333333333,OpC,-4907685035695719308
[KPS2012] MWSC 0036,5.745,51.883,OpC,-5303743076487180090
[KPS2012] MWSC 1139,107.79,-7.117,OpC,-1339226237427014155
NGC  3909,177.45416,-48.25167,OpC,-2298611136479923826
NGC  6682,279.9124999999999,-4.799999999999999,OpC,1853958192027542295
[RGM2023] SigMA 26,257.8655,-27.4234,OpC,5580807130686750644
[RGM2023] SigMA 28,259.5818,-25.338,OpC,5679029101054381767
DSH J1054.2-6144,163.55666666666667,-61.73777777777778,OpC,-5063861876964049478
IC 1660,18.155708333333337,-71.76161111111111,OpC,5127534145678445189
UPK 369,83.565,30.475,OpC,1252244461325724290
Cl Alicante    1,59.785,57.24,OpC,-6830256802794813878
C 1652-407,253.87498,-40.83333,OpC,8283597012621215337
[RGM2023] SigMA 18,217.0562,-45.9197,OpC,1524479774653010989
[RGM2023] SigMA 19,212.2475,-51.1972,OpC,7519809487188921505
[RGM2023] SigMA 17,227.6665,-44.6764,OpC,-5838529150790641695
[RZ2005]  24,10.139124999999998,-72.74005555555556,OpC,3813949005336038350
KMHK 1443,87.580125,-70.617125,OpC,-8056846934661105107
[RGM2023] SigMA  3,240.43,-22.7406,OpC,8464799888098446513
[RGM2023] SigMA 29,285.211,-36.9364,OpC,8106192570662529878
NAME Cep III,344.5,62.766666666666666,OpC,6480204749128568289
[HXH2021] 14,215.3079345802007,-58.16949904219625,OpC,-6857518359080058254
[HXH2021] 46,298.3310863475703,32.63690988946978,OpC,3684907708984530419
[HXH2021] 50,96.07291323676944,7.500069407053145,OpC,5723221764017247725
[HXH2021] 52,106.7533563574931,-6.26308365423297,OpC,-72270840252580153
[HXH2021] 53,81.95407554575382,32.682868945236905,OpC,-1704002169552197813
[HXH2021] 59,114.94687897637584,-18.922146766705836,OpC,5575757149291813473
[HXH2021] 60,106.82820523315316,4.269848978507063,OpC,4134755827545111460
[HXH2021] 65,122.3765065437114,-27.158730290755773,OpC,-2438806867843831643
[HXH2021] 67,234.9963551454082,-58.49066672098299,OpC,6096140048595597330
[HXH2021] 71,120.94352715527565,-39.72931268986288,OpC,-6132487817395059276
[HXH2021] 73,62.69183560756492,57.15269646873778,OpC,3128955382503836336
[HXH2021] 74,103.86355482643413,-3.787080023435024,OpC,-6265917620943251042
Cl Collinder  232,161.16251,-59.56,OpC,5010194772941245146
KMHK 1097,83.63120833333332,-68.69735,OpC,-8789990224948086847
KMHK 1503,88.42954166666667,-69.3438861111111,OpC,-1462629671710708579
[HXH2021] 2,107.65912256391624,-0.4581248026523423,OpC,8489465471464494618
[HR2023] HSC 2303,169.13833333333335,-35.59777777777778,OpC,1030295274925706230
OCSN 92,231.72,-35.96,OpC,-3724231515438722372
[HR2023] HSC  749,358.47,3.455555555555556,OpC,8687535809622103340
[HR2023] HSC 2919,246.60166666666663,-24.084722222222226,OpC,-513757140058602929
[HR2023] HSC 2986,285.31708333333324,-36.88305555555556,OpC,-9005228651943554561
[FSR2007] 0115,286.88375,6.2725,OpC,8715935728024161757
[FSR2007] 0169,298.055,29.399722222222223,OpC,-4538195947412206469
[FSR2007] 0171,300.36875,28.647222222222226,OpC,5418991831031143515
[FSR2007] 0177,299.54208333333327,30.897777777777776,OpC,2756831349739968113
[FSR2007] 0186,290.215,37.78583333333333,OpC,-3405514890091598215
[FSR2007] 0200,303.04374999999993,35.684999999999995,OpC,-8641101929916402358
[HXH2021] 9,117.09188801339108,-25.351772964469525,OpC,-3221002987486201742
[FSR2007] 0374,325.7291666666667,66.12333333333332,OpC,6695879725142051205
[FSR2007] 0387,341.9241666666667,58.13055555555555,OpC,202324077830342110
[FSR2007] 0408,344.13,62.708333333333336,OpC,-5109413824317511301
[FSR2007] 0411,347.09041666666667,60.511944444444445,OpC,3459468337640445092
[FSR2007] 0420,348.9954166666667,60.02583333333333,OpC,3172062483494681398
[FSR2007] 0445,354.9316666666666,61.94916666666666,OpC,5894361401675002132
[FSR2007] 0554,25.799166666666668,64.04944444444445,OpC,3515405073173741062
[FSR2007] 0603,38.38375,57.561388888888885,OpC,2851744789483982963
[BDS2003]  65,62.79166666666668,51.16666666666666,OpC,-1073046478635388796
NAME NGC 1579 IR Cluster,67.54583333333332,35.28,OpC,-7416882853108973189
[FSR2007] 0747,73.94958333333335,36.782222222222224,OpC,-5155891342492130593
[FSR2007] 0845,88.05041666666666,27.014444444444443,OpC,-4034683486327654180
[FSR2007] 0882,81.975,16.90888888888889,OpC,-1209447211949530969
[FSR2007] 0903,91.89166666666664,19.11277777777778,OpC,7037635256396794907
[FSR2007] 1035,100.64583333333331,4.680833333333334,OpC,-2295469827465875922
[FSR2007] 1069,101.275,0.2286111111111111,OpC,2085490242430620825
[BDB2003] G213.34-12.60,91.78375,-6.064722222222222,OpC,-3422108030700158731
[KPS2012] MWSC 1085,105.99,-0.085,OpC,-3104655696811725071
[FSR2007] 1089,106.03541666666666,1.0386111111111112,OpC,4292682613980047509
[FSR2007] 1186,106.04708333333332,-11.401111111111112,OpC,7911412675175771463
[FSR2007] 1189,108.63291666666666,-10.242777777777777,OpC,-5714084078049751864
[FSR2007] 1318,118.43541666666664,-26.97222222222222,OpC,-6429506106882858419
[FSR2007] 1349,120.67666666666668,-32.04194444444444,OpC,1097867902959162371
[KPS2012] MWSC 2628,263.37458333333336,-29.322777777777773,OpC,-85507496490285414
[FSR2007] 1515,149.44458333333333,-54.61027777777778,OpC,6119631392599124478
[FSR2007] 1549,160.01916666666665,-59.18861111111111,OpC,-9076800824019276614
[FSR2007] 1551,161.19041666666664,-59.33416666666667,OpC,8103374001657463457
[FSR2007] 1553,161.17374999999998,-59.74166666666667,OpC,-4854853718313861735
[FSR2007] 1614,186.12041666666664,-61.85055555555556,OpC,3653617618765472249
[FSR2007] 1632,193.50458333333333,-67.165,OpC,-3017883143041978208
[FSR2007] 1633,193.43375,-60.39944444444444,OpC,-8767997976819005589
[FSR2007] 1738,261.19125,-49.89833333333333,OpC,-3240961889788281200
[HXH2021] 15,125.6436353642289,-41.37474669800333,OpC,4054896359510349012
[HXH2021] 24,116.2996804723126,-20.060820548626,OpC,1747330553984224293
[HXH2021] 25,213.8948813913348,-63.73956038056888,OpC,-6397839503015088299
[HXH2021] 28,330.4828206244124,56.0315523143894,OpC,-7279348050352201209
[HXH2021] 31,314.98169970061684,45.33900050165032,OpC,1798600593829763854
[HXH2021] 47,239.0393764629404,-55.23627884801199,OpC,-3556183744095532484
[HXH2021] 61,102.71755071877428,-9.968292207597749,OpC,2920169482924513447
NAME X Pup Cluster,113.35320000000002,-20.4798,OpC,-7762104362598089997
[MCM2005b] 52,216.2625,-60.46000000000001,OpC,6498437721049636460
[MCM2005b] 54,221.29166666666663,-59.84,OpC,-2718596894235107053
[MCM2005b] 55,221.39166666666665,-59.78,OpC,1589476256925958810
[MCM2005b] 64,238.90416666666667,-54.64333333333333,OpC,1921311674863289408
[MCM2005b] 16,286.08333333333337,5.108333333333333,OpC,-3655863302345204904
[FSR2007] 1421,134.523,-42.6,OpC,8581207667442010086
[HXH2021] 45,350.3665623587403,58.38118851484834,OpC,2126747094439369052
[HXH2021] 54,106.86913487251871,-7.658645123997911,OpC,8624372429886989666
[LP2019] 2293,278.5023708333333,-13.13988611111111,OpC,-4861706864220629240
CWNU 1007,79.35530833333334,18.50409722222222,OpC,7588093456084160051
UBC 663,182.773,-63.626,OpC,-5954731022362668116
UPK 198,341.47337500000003,64.07345555555554,OpC,-1942791350533929064
OCSN 300,355.94,71.7,OpC,-4087158473370760925
CWNU 1001,43.19196666666667,56.75257777777777,OpC,110896097873959083
CWNU 1002,330.44061666666664,62.447513888888885,OpC,-8508289105915725018
CWNU 1004,239.69849583333323,-42.031619444444445,OpC,188595966860395313
CWNU 1005,307.79004999999995,38.55283055555555,OpC,2778002216385634263
CWNU 1006,5.3524375,68.60458055555556,OpC,-1190404696081087684
CWNU 1008,170.16,-60.67,OpC,8753929834176901125
CWNU 1010,69.727325,-8.07446111111111,OpC,-1020680013738058984
CWNU 1011,308.07315833333337,40.29904444444445,OpC,-3408552945950746663
CWNU 1017,344.2127666666667,41.61009444444445,OpC,-4452756331336828544
CWNU 1018,69.12855,-8.63151388888889,OpC,-4246065659528953986
CWNU 1019,126.13335416666666,-47.794730555555546,OpC,168757401857882072
CWNU 1119,356.5300208333333,6.082052777777777,OpC,-9006316910270899765
CWNU 1120,306.4628625,38.35446666666667,OpC,929973636327327594
CWNU 1126,332.2541291666666,64.07274444444444,OpC,1912827166550369361
CWNU 1140,64.1919875,51.1429,OpC,8198802720468917467
CWNU 1147,81.31684166666666,31.244633333333336,OpC,4686520842024740371
CWNU 1148,315.04404166666666,39.00003333333333,OpC,-3959247586595877342
CWNU 1149,256.8756083333333,20.28128055555556,OpC,8171209955837008557
CWNU 1153,273.3971208333333,-54.322969444444446,OpC,1879542395521009101
CWNU 1157,106.5009125,-16.057858333333332,OpC,-2548187757024581813
CWNU 1158,83.845975,44.16296944444444,OpC,-6226904730580471665
CWNU 1159,130.924675,-46.99920277777778,OpC,-1951316617746005453
CWNU 1163,126.2898208333333,-42.831477777777785,OpC,-1627794770384749457
CWNU 1164,339.23502499999995,-0.5081166666666667,OpC,-644386970804863715
CWNU 1180,272.57286250000004,-74.81656388888888,OpC,-2347667239133214719
CWNU 1181,102.26,-15.03,OpC,1733381809059191871
CWNU 1183,295.6691666666667,38.27611111111111,OpC,-5035633109669509599
CWNU 1184,91.72322916666666,10.98850277777778,OpC,562596992518307212
CWNU 1185,283.36931250000004,-20.14384722222222,OpC,-939698364464762038
CWNU 1186,298.3808666666667,7.776047222222223,OpC,8350675614968871338
CWNU 1188,269.77216666666664,2.8994166666666663,OpC,-6995120496915336143
CWNU 1189,329.48254583333335,62.528019444444446,OpC,-4456452829429377830
CWNU 1190,69.25740833333334,45.34153333333334,OpC,5668106455475002886
CWNU 1191,72.39,52.35,OpC,-3325949941425150214
CWNU 1192,318.7219541666667,59.33320277777778,OpC,-3724040126351393467
CWNU 1193,299.99992916666673,69.81487777777777,OpC,8744414126126095462
CWNU 1194,130.30086666666668,-41.21706388888889,OpC,-4615488746763460422
CWNU 1195,67.01322916666668,-49.84838888888889,OpC,1621626370846799450
CWNU 1196,169.02,-70.85,OpC,-6956923443935962937
CWNU 1198,183.89,-70.62,OpC,7394447619872977214
CWNU 1199,312.4138041666667,44.845002777777786,OpC,-6819979807237454538
CWNU 1200,327.6544374999999,41.100311111111104,OpC,423253399356058389
CWNU 1201,287.7586125,44.238194444444446,OpC,-6057843066736725790
CWNU 1202,50.69072916666666,38.70368611111112,OpC,28382958153628864
CWNU 1204,107.4229625,-25.258577777777777,OpC,9154448757049766432
CWNU 1207,316.8699166666667,52.15460555555555,OpC,175301545232818624
CWNU 1210,153.42332083333332,-46.87218333333333,OpC,-6186131680774745486
CWNU 1211,285.0673541666667,69.571225,OpC,-5240529107850172745
CWNU 1213,261.2301291666667,-49.89646388888889,OpC,-768113199410434965
CWNU 1240,338.68870416666664,69.18102777777779,OpC,-4322582928618359828
CWNU 1242,65.71641249999999,15.21612777777778,OpC,4350361833846982381
CWNU 1243,307.88860416666665,39.02310277777778,OpC,-7427534803733016007
CWNU 1244,326.47395416666666,57.55385,OpC,1715400774587673125
CWNU 1245,282.2523583333333,-2.420172222222222,OpC,-6608642973307783024
CWNU 1246,31.552295833333336,56.73535,OpC,-5317099773489729148
CWNU 1247,61.62181666666667,39.85688611111112,OpC,8141159614918308645
CWNU 1248,80.8506375,37.38997777777777,OpC,2690316489792574227
CWNU 1249,318.3540125,46.41996388888889,OpC,-4500415787223615162
CWNU 1250,307.4680041666666,-30.82418611111112,OpC,-3622022245673793235
CWNU 1251,80.00635416666667,-6.970472222222221,OpC,7687313792943728739
CWNU 1252,41.177958333333336,60.51303055555555,OpC,2295564310686378232
CWNU 1253,14.554654166666667,20.385388888888887,OpC,4235082444875643261
CWNU 1265,112.259175,-48.75547777777778,OpC,2800144226719020596
CWNU 1267,239.6483875,-25.832211111111118,OpC,-5221354490477101199
CWNU 1268,250.69684583333327,-49.05264444444444,OpC,-2831711091026307179
CWNU 1269,301.73525,10.43008611111111,OpC,596438056126260651
KMHK 1096,83.49833333333333,-71.75666666666666,OpC,8880376023316808975
