PGC,ra,dec,OType,MType,logD25,logR25,PA,ANames,framework_id
850251,00 01 18.5,-19 48 18,G,0,0.59,0.23,81.0,0,8530767063794095121
2102883,00 01 18.5,+37 31 36,G,0,0.52,0.24,179.0,0,7892820818000848292
3080168,00 01 18.6,-04 25 50,G,0,0.76,0.07,54.0,0,5538484771731244332
762383,00 01 18.7,-26 54 29,G,0,0.49,0.29,70.0,0,-9013857742563967811
329100,00 01 18.8,-63 47 47,G,0,0.64,0.34,107.0,0,-7681110372512445271
401322,00 01 18.8,-56 17 43,G,0,0.35,0.11,30.0,0,-5118022055055887658
1030741,00 01 18.9,-06 37 06,G,0,0.45,0.16,92.0,0,-6897395407449582172
542095,00 01 19.0,-43 59 19,G,0,0.4,0.08,28.0,0,8250830276867750281
550463,00 01 19.0,-43 18 04,G,0,0.42,0.16,50.0,0,4562788170569315207
1485421,00 01 19.1,+15 28 00,G,0,0.31,0.03,0.0,0,-1553336707106795008
1961247,00 01 19.1,+31 43 35,G,0,0.35,0.09,34.0,0,3471300689854036213
100,00 01 19.1,-27 25 12,G,E-SO,1.0,0.2,100.0,ESO409-1              MCG-5-01-022          ESO-LV4090010,-6733343348309546638
280157,00 01 19.3,-69 16 43,G,0,0.56,0.16,38.0,0,7311444590151080989
935321,00 01 19.3,-13 37 52,G,0,0.48,0.13,119.0,0,-8966965777131845931
589259,00 01 19.3,-40 11 02,G,0,0.44,0.28,136.0,0,-1307453870835490739
706817,00 01 19.3,-31 17 58,G,0,0.41,0.06,11.0,0,-5800180600547681522
650806,00 01 19.4,-35 17 23,G,0,0.68,0.7,6.0,0,-8475944484168637624
751918,00 01 19.5,-27 38 44,G,0,0.35,0.09,8.0,0,-9092702870519311872
143175,00 01 19.5,-52 35 52,G,0,0.76,0.33,17.0,0,-2361254992475021418
1025565,00 01 19.6,-07 01 11,G,0,0.57,0.46,147.0,0,-6726058328775476008
929358,00 01 19.7,-14 04 23,G,0,0.81,0.47,93.0,0,2013264936597594570
670042,00 01 19.8,-33 53 54,G,0,0.42,0.3,32.0,0,-1490167154026697580
845817,00 01 19.8,-20 08 18,G,0,0.48,0.1,152.0,0,-815998533385625954
456474,00 01 19.9,-51 25 28,G,0,0.55,0.19,4.0,0,9016500843770675450
102,00 01 19.9,+34 31 33,G,Sab,1.22,0.59,4.0,IC5376                UGC12909              MCG6-01-007           CGCG517-13            CGCG518-8             KAZ239,227490358322307634
644433,00 01 19.9,-35 48 01,G,0,0.56,0.25,144.0,0,2189801346138799729
101,00 01 19.9,+13 06 38,GM,SO-a,0.96,0.22,79.0,NGC7803               UGC12906              MCG2-01-011           CGCG433-13            HCG100A               IRAS23587+1249,-6986129126519400219
107486,00 01 20.0,-41 15 24,G,0,0.0,0.0,0.0,LCRSB235846.2-413205,7108829220345512350
403014,00 01 20.2,-56 06 50,G,0,0.36,0.1,174.0,0,-3652890400932131458
781575,00 01 20.2,-25 12 07,G,0,0.45,0.19,150.0,0,-2300067708176652064
2053666,00 01 20.3,+34 43 53,G,0,0.56,0.16,14.0,0,3647476786566647229
143177,00 01 20.4,-40 47 22,G,0,0.56,0.14,41.0,0,1894197188737889903
756774,00 01 20.5,-27 19 06,G,0,0.42,0.28,102.0,0,5134326935790277534
855736,00 01 20.5,-19 24 13,G,0,0.53,0.38,151.0,0,-3212969577080364731
1883765,00 01 20.6,+29 56 07,G,0,0.41,0.09,10.0,0,1429480280014939971
781884,00 01 20.7,-25 10 25,G,0,0.45,0.15,80.0,0,-8376362271802925196
1066364,00 01 20.8,-03 49 38,G,0,0.54,0.21,174.0,0,5651846619433864870
1284245,00 01 20.8,+05 29 25,G,0,0.59,0.19,179.0,0,-2941922402748031032
1009350,00 01 20.9,-08 01 55,G,0,0.39,0.12,85.0,0,-7600828537543631118
1873904,00 01 21.1,+29 40 09,G,0,0.42,0.07,27.0,0,756957341292230755
851285,00 01 21.1,-19 43 47,G,0,0.56,0.45,88.0,0,4760602266357513582
1346596,00 01 21.1,+08 25 40,G,0,0.58,0.15,110.0,0,1784211131008737344
266068,00 01 21.2,-72 00 32,G,0,0.39,0.06,44.0,0,-7612701899579003863
682751,00 01 21.2,-32 59 29,G,0,0.43,0.27,15.0,0,-8314506218047952105
838291,00 01 21.2,-20 41 13,G,0,0.35,0.02,0.0,0,3045858432867678871
744749,00 01 21.3,-28 11 17,G,0,0.53,0.12,168.0,0,7993049785317250375
884730,00 01 21.3,-17 21 03,G,0,0.49,0.16,171.0,0,5573294919870900492
561714,00 01 21.3,-42 34 08,G,0,0.45,0.16,116.0,0,4729811277690102468
1340417,00 01 21.4,+08 09 29,G,0,0.74,0.07,135.0,0,224652504904201287
235133,00 01 21.4,-77 40 25,G,0,0.4,0.2,6.0,0,8937355047499713246
124989,00 01 21.5,-44 45 22,G,0,0.44,0.16,145.0,LCRSB235847.8-450207,-2219427896230816115
643186,00 01 21.5,-35 54 13,G,0,0.49,0.29,51.0,0,5682143534444747887
2052392,00 01 21.5,+34 38 47,G,0,0.48,0.15,150.0,0,8968233186529748823
352304,00 01 21.5,-61 47 49,G,0,0.62,0.65,27.0,0,-3122881227810270217
780767,00 01 21.5,-25 16 31,G,0,0.48,0.23,100.0,0,-130356045659256792
514588,00 01 21.5,-46 28 26,G,0,0.51,0.4,36.0,0,-7504197905732562187
804268,00 01 21.6,-23 08 39,G,0,0.6,0.27,0.0,0,-8588907047192215546
881471,00 01 21.8,-17 32 48,G,0,0.61,0.27,128.0,0,8110252874424044278
105,00 01 21.8,+20 51 39,G,Sc,0.69,0.31,51.0,KUG2358+205.8-450207,-7229957849262530898
550925,00 01 21.8,-43 15 44,G,0,0.46,0.21,82.0,0,-7755249981141412668
133622,00 01 21.9,-25 11 44,G,SO-a,0.79,0.18,39.0,DUKST537-17,-8596372337212727793
1810109,00 01 21.9,+27 30 16,G,0,0.53,0.16,158.0,0,-914825241297067031
1094224,00 01 21.9,-02 21 41,G,0,0.51,0.13,59.0,0,-1404881881920508233
636267,00 01 22.0,-36 28 48,G,0,0.59,0.6,45.0,0,4102267347810045006
1230324,00 01 22.1,+02 32 50,G,0,0.49,0.3,27.0,0,932840215422499419
684204,00 01 22.1,-32 53 52,G,0,0.33,0.06,88.0,0,-2470498633615777439
509225,00 01 22.1,-46 54 03,G,0,0.44,0.31,99.0,0,-3691504429931067820
1993436,00 01 22.1,+32 21 48,G,0,0.45,0.14,158.0,0,-1891964258668781961
303795,00 01 22.2,-66 33 26,G,0,0.43,0.25,24.0,0,-7416536154633778036
328055,00 01 22.2,-63 54 08,G,0,0.46,0.07,97.0,0,6123546545095485382
543052,00 01 22.2,-43 54 34,G,0,0.39,0.13,108.0,0,7546093605581156178
101266,00 01 22.3,-38 45 21,G,E,0.96,0.21,148.0,0,-7833205922507897885
1300582,00 01 22.3,+06 26 00,G,0,0.75,0.17,156.0,0,2053364605603171750
773874,00 01 22.7,-25 53 51,G,0,0.36,0.08,121.0,0,-2701736746090608673
1752266,00 01 22.7,+25 50 58,G,0,0.42,0.2,174.0,0,-7304282187163260542
420700,00 01 22.9,-54 18 39,G,0,0.5,0.35,16.0,0,-6593123105211568325
3090683,00 01 22.9,+16 16 01,G,0,0.0,0.0,0.0,NPM1G+15.0636,-6733336644243469256
962457,00 01 23.0,-11 43 36,G,0,0.62,0.15,101.0,0,-3747539614923171586
106,00 01 23.2,-17 16 41,G,Sc,1.0,0.76,76.0,ESO538-18             ESO-LV5380180         FGC2566,-6070725013132609781
2755980,00 01 23.2,+73 29 06,G,0,0.58,0.32,21.0,0,-6517646213318996353
2799427,00 01 23.3,-34 32 15,G,0,0.0,0.0,0.0,0,1933473669011487443
2300436,00 01 23.3,+47 33 54,G,0,0.69,0.19,74.0,NPM1G+47.0426,-7122548616547156035
107,00 01 23.4,+32 22 40,GM,0,0.4,0.08,160.0,KUG2358+320B6,-401769701321739407
288119,00 01 23.4,-68 08 28,G,0,0.47,0.23,31.0,0,-6942233982276356483
582932,00 01 23.5,-40 44 41,G,0,0.37,0.13,126.0,0,6947609266393857277
325597,00 01 23.5,-64 09 29,G,0,0.55,0.35,91.0,0,-5716812451249777079
73207,00 01 23.5,+25 52 53,G,Sc,0.58,0.11,135.0,KUG2358+256B6,-1046084930511824204
229853,00 01 23.5,-79 35 37,G,0,0.44,0.16,78.0,0,-5779967367346917222
646212,00 01 23.6,-35 39 12,G,0,0.35,0.08,40.0,0,-8622099129162476522
442344,00 01 23.7,-52 32 41,G,0,0.46,0.2,97.0,0,8198250189052572800
1133087,00 01 23.8,-00 51 08,G,0,0.51,0.22,21.0,0,7415121425100787955
1913458,00 01 23.8,+30 40 50,G,0,0.54,0.07,61.0,0,8473475173646696784
705767,00 01 23.8,-31 23 10,G,0,0.39,0.06,69.0,0,-111381729460133778
929722,00 01 24.0,-14 02 45,G,0,0.49,0.15,78.0,0,4321094057410219728
380596,00 01 24.0,-58 16 19,G,0,0.4,0.08,153.0,0,-5696439106746650487
666009,00 01 24.0,-34 10 43,G,0,0.43,0.19,124.0,0,9215648122650750128
588995,00 01 24.1,-40 12 20,G,0,0.35,0.1,171.0,0,-4446759738763768518
107744,00 01 24.1,-45 02 23,G,0,0.0,0.0,0.0,LCRSB235850.3-451904,2246161192832085724
198788,00 01 24.2,-29 08 47,G,0,0.62,0.17,118.0,DUKST409-59,-3589064681583155970
639865,00 01 24.2,-36 10 44,G,0,0.49,0.27,132.0,0,-7396302305543583040
547680,00 01 24.3,-43 31 48,G,0,0.54,0.12,140.0,0,7042719820881696769
589573,00 01 24.3,-40 09 28,G,0,0.99,0.46,0.0,0,-7661876755092387561
542884,00 01 24.4,-43 55 22,G,0,0.78,0.18,0.0,0,1990152909973067006
1173943,00 01 24.4,+00 43 49,G,0,0.36,0.13,28.0,0,-1710356700877511140
518636,00 01 24.4,-46 07 49,G,0,0.48,0.3,3.0,0,8726562953297514474
787577,00 01 24.5,-24 39 10,G,0,0.5,0.31,84.0,0,5255353426582859363
736485,00 01 24.5,-28 51 43,G,0,0.48,0.37,24.0,0,-3010933062556755824
489542,00 01 24.6,-48 14 48,G,0,0.52,0.29,170.0,0,-7351204087005483334
1196764,00 01 24.6,+01 29 57,G,0,0.66,0.07,114.0,0,-3442449996499510615
1033269,00 01 24.7,-06 24 05,G,0,0.34,0.06,26.0,0,1443573466956028560
677211,00 01 24.7,-33 22 34,G,0,0.37,0.15,2.0,0,6790326223173857144
458684,00 01 24.7,-51 12 35,G,0,0.52,0.2,150.0,0,286536561726814877
584451,00 01 24.8,-40 36 37,G,0,0.56,0.27,8.0,0,-9081082041312704020
933105,00 01 24.8,-13 47 47,G,0,0.57,0.11,58.0,0,-3752979642768195976
278934,00 01 25.2,-69 28 46,G,0,0.55,0.48,108.0,0,-4968303533730430899
429983,00 01 25.2,-53 25 59,G,0,0.49,0.24,103.0,0,3630131351969472435
846620,00 01 25.3,-20 04 33,G,0,0.48,0.32,16.0,0,3677754177580777665
432270,00 01 25.4,-53 14 33,G,0,0.42,0.18,103.0,0,9023715881236647619
1721814,00 01 25.4,+24 58 39,G,0,0.43,0.27,34.0,0,4783796669433811014
1363566,00 01 25.5,+09 19 56,G,0,0.43,0.03,0.0,0,5004201325555284576
1017065,00 01 25.5,-07 33 09,G,0,0.44,0.08,122.0,0,4934127431928412166
1932419,00 01 25.5,+31 07 00,G,0,0.55,0.05,0.0,0,747107329601560415
582763,00 01 25.5,-40 45 40,G,0,0.41,0.07,62.0,0,8627086065987439986
852264,00 01 25.5,-19 39 28,G,0,0.42,0.25,61.0,0,-1955718432763137396
345529,00 01 25.6,-62 22 24,G,0,0.49,0.24,20.0,0,5024385923534385390
2006864,00 01 25.6,+32 39 29,G,0,0.45,0.19,86.0,0,8738647466855782795
818895,00 01 25.8,-22 07 27,G,0,0.42,0.15,48.0,0,-2837706677772413776
1231627,00 01 25.8,+02 35 15,G,0,0.36,0.06,19.0,0,-4242199757292412557
666055,00 01 25.9,-34 10 34,G,0,0.66,0.56,58.0,0,-4575238092274925626
1080274,00 01 25.9,-02 54 10,G,0,0.3,0.0,0.0,0,-4195123885742627082
634610,00 01 25.9,-36 37 19,G,0,0.38,0.19,40.0,0,-3307674325946478307
627944,00 01 26.0,-37 07 56,G,0,0.45,0.33,66.0,0,8063002393854688575
1385049,00 01 26.0,+10 49 34,G,0,0.54,0.14,175.0,0,-279310929380787613
1441080,00 01 26.1,+13 48 26,G,0,0.46,0.16,112.0,0,-603869196723919886
1970429,00 01 26.1,+31 54 14,G,0,0.52,0.05,88.0,0,4035084599742010012
781246,00 01 26.1,-25 13 52,G,0,0.6,0.41,84.0,0,-5240016467136641284
108,00 01 26.2,+13 06 44,GM,Sc,0.8,0.14,132.0,MCG2-01-012           CGCG433-14            KUG2358+128B          HCG100B               MRK934,2904646648157341307
811267,00 01 26.4,-22 37 33,G,0,0.38,0.06,34.0,0,6666599158167013889
1149137,00 01 26.4,-00 12 33,G,0,0.52,0.06,179.0,0,-742935354323695124
95117,00 01 26.5,-43 54 52,G,SO-a,0.59,0.18,16.0,0,5735781117935129984
1356805,00 01 26.6,+08 56 50,G,0,0.51,0.15,138.0,0,6321315683146825213
815161,00 01 26.6,-22 22 34,G,0,0.41,0.16,82.0,0,7276738778341961649
757161,00 01 26.6,-27 17 24,G,0,0.5,0.34,95.0,0,8058606578112236324
243351,00 01 26.7,-75 41 14,G,0,0.64,0.43,165.0,0,823607367429838473
473741,00 01 26.7,-49 44 19,G,0,0.49,0.3,140.0,0,3676474488176195262
2089585,00 01 26.7,+36 55 51,G,0,0.61,0.28,65.0,0,-6962179312838131857
1067653,00 01 26.8,-03 43 31,G,0,0.45,0.31,59.0,0,-5593375131004540395
656172,00 01 26.8,-34 53 19,G,0,0.54,0.16,68.0,0,-51030941204202967
522165,00 01 26.8,-45 50 31,G,0,0.35,0.13,58.0,0,4658716003882973067
477678,00 01 26.9,-49 21 47,G,0,0.45,0.27,157.0,0,579975778006748983
109,00 01 26.9,+31 26 02,GM,SO,1.13,0.23,59.0,NGC7805               UGC12908              MCG5-01-024           CGCG498-64            CGCG499-36            KUG2358+311           (ARP112)              KPG602A               (VV226)               MRK333,-8842864942715903957
846208,00 01 26.9,-20 06 31,G,0,0.46,0.33,42.0,0,-3229303574920780311
368053,00 01 26.9,-59 52 18,G,0,0.73,0.42,82.0,0,-7827254187590249254
716925,00 01 27.1,-30 27 51,G,0,0.51,0.12,15.0,0,-8381401791106085651
336760,00 01 27.1,-63 01 31,G,0,0.65,0.42,97.0,0,-3895517067490881896
103,00 01 27.1,+18 11 27,GM,0,0.97,0.33,0.0,(UGC12907),-6767407506910178316
422933,00 01 27.2,-54 05 40,G,0,0.6,0.22,30.0,0,-2668730772213913030
564583,00 01 27.3,-42 22 39,G,0,0.61,0.59,153.0,0,-4940209613153224347
126721,00 01 27.4,-44 57 12,G,0,0.0,0.0,0.0,LCRSB235853.6-451353,978157762275021036
546536,00 01 27.4,-43 37 38,G,0,0.39,0.1,118.0,0,-6426628297032934634
448342,00 01 27.4,-52 07 40,G,0,0.37,0.1,92.0,0,4552457619259670271
905966,00 01 27.5,-15 49 39,G,0,0.57,0.08,153.0,0,7625333147735048612
551237,00 01 27.5,-43 14 24,G,0,0.61,0.17,130.0,0,-370050779226946882
916033,00 01 27.6,-15 04 43,G,0,0.33,0.06,171.0,0,-8715939862507206034
200389,00 01 27.7,+18 11 20,GM,0,0.0,0.0,0.0,(UGC12907),-3339703002837903264
563962,00 01 27.9,-42 25 16,G,0,0.79,0.24,104.0,0,-1687326747106509673
751963,00 01 27.9,-27 38 32,G,0,0.43,0.16,116.0,0,-9158797744618260153
95118,00 01 27.9,-43 55 09,G,Sc,0.85,0.37,82.0,0,5479016191368879626
1746700,00 01 28.0,+25 42 33,G,0,0.42,0.24,70.0,0,-6246469494243793674
373751,00 01 28.0,-59 07 42,G,0,0.42,0.21,104.0,0,8757369786327922212
1241961,00 01 28.1,+02 57 46,G,0,0.5,0.17,165.0,0,8476850596279217789
851454,00 01 28.3,-19 43 04,G,0,0.6,0.12,63.0,0,-8396498894889153228
110,00 01 28.3,+05 23 20,G,Sm,0.96,0.0,0.0,UGC12910,-3448014838751633176
328526,00 01 28.3,-63 51 19,G,0,0.43,0.28,92.0,0,-7056805468665751492
1356049,00 01 28.3,+08 54 40,G,0,0.54,0.18,49.0,0,-9000703106442497160
818438,00 01 28.3,-22 09 20,G,0,0.6,0.21,171.0,0,4122087400112568734
2043202,00 01 28.4,+34 03 36,G,0,0.52,0.3,161.0,0,-1661578574769064532
222463,00 01 28.4,-82 44 59,G,0,0.56,0.11,60.0,0,-9102527480577015696
2388476,00 01 28.5,+51 06 25,G,0,0.33,0.08,145.0,0,-2868522121279610134
868220,00 01 28.6,-18 25 54,G,0,0.53,0.25,12.0,0,-6141598876357189047
755810,00 01 28.6,-27 22 50,G,0,0.5,0.29,75.0,0,1099452496821962770
1809104,00 01 28.6,+27 28 09,G,0,0.49,0.09,147.0,0,3576635318967007266
2446240,00 01 28.8,+53 37 21,G,0,0.69,0.05,18.0,0,-7466728850151524142
1383468,00 01 28.8,+10 42 56,G,0,0.55,0.38,125.0,0,-1200174479509228823
543070,00 01 28.9,-43 54 29,G,0,0.44,0.34,15.0,0,6856118920841955141
818651,00 01 28.9,-22 08 27,G,0,0.35,0.12,62.0,0,7456926542258329696
841638,00 01 28.9,-20 26 51,G,0,0.51,0.13,25.0,0,-4504228057262171885
1014066,00 01 28.9,-07 43 21,G,0,0.66,0.2,27.0,0,5612891390991791413
1035875,00 01 29.0,-06 10 47,G,0,0.37,0.14,131.0,0,7571941712839750257
865345,00 01 29.0,-18 39 33,G,0,0.46,0.18,94.0,0,-2191373582109578995
749877,00 01 29.0,-27 47 15,G,0,0.29,0.03,0.0,0,-8986862087508682503
1056036,00 01 29.0,-04 35 51,G,0,0.42,0.13,73.0,0,-6584507799445649933
1075834,00 01 29.1,-03 08 12,G,0,0.46,0.27,86.0,0,9176163399385118424
512413,00 01 29.4,-46 39 04,G,0,0.42,0.14,18.0,0,-3970678770413422299
611034,00 01 29.5,-38 15 43,G,0,0.34,0.11,135.0,0,-4308227022239504432
910901,00 01 29.5,-15 27 53,G,0,0.75,0.2,160.0,0,-2863072067704873432
1330703,00 01 29.5,+07 46 50,G,0,0.73,0.13,26.0,0,7802254944935629232
97,00 01 29.5,+13 05 51,G,0,0.68,0.03,0.0,MCG2-01-013,-6863698095344273054
363431,00 01 29.6,-60 25 35,G,0,0.4,0.16,124.0,0,-6446282655287431138
2799447,00 01 29.6,-35 38 09,G,0,0.0,0.0,0.0,0,7074122957840470363
863140,00 01 29.7,-18 50 11,G,0,0.44,0.31,50.0,0,4416823747294055849
543571,00 01 29.8,-43 52 07,G,0,0.5,0.34,134.0,0,-7075101948407022750
1075851,00 01 29.8,-03 08 10,G,0,0.42,0.24,63.0,0,-7285256525682853729
509626,00 01 29.9,-46 52 05,G,0,0.5,0.22,156.0,0,-2627696308453140569
1019242,00 01 29.9,-07 25 27,G,0,0.36,0.11,40.0,0,-4576100344308205163
1937746,00 01 30.0,+31 14 03,G,0,0.55,0.16,68.0,NPM1G+30.0508,8465814758193583299
1182934,00 01 30.0,+01 02 52,G,0,0.58,0.25,5.0,0,4376094851596061266
1805863,00 01 30.0,+27 21 56,G,0,0.58,0.31,170.0,0,-3442482170092698165
112,00 01 30.0,+31 26 34,GM,0,1.08,0.25,27.0,NGC7806               UGC12911              MCG5-01-025           CGCG499-37            CGCG498-65            (ARP112)              KPG602B               (VV226),-2897656704479107574
449352,00 01 30.1,-52 03 04,G,0,0.44,0.18,102.0,0,1043819220097927133
520760,00 01 30.1,-45 57 25,G,0,0.36,0.1,157.0,0,7537589694778467119
744478,00 01 30.1,-28 12 34,G,0,0.5,0.23,85.0,0,-6307918209055282659
392735,00 01 30.1,-57 12 36,G,0,0.47,0.18,100.0,0,5220059929485444747
124809,00 01 30.2,-38 02 27,G,0,0.4,0.12,15.0,LCRSB235856.5-381910,3645540020739690742
1050317,00 01 30.2,-05 01 31,G,0,0.57,0.2,155.0,0,5875186040569883836
1148179,00 01 30.3,-00 14 47,G,0,0.44,0.21,144.0,0,8203320260537759871
514520,00 01 30.3,-46 28 44,G,0,0.38,0.05,0.0,0,9097238878437900783
584663,00 01 30.3,-40 35 28,G,0,0.46,0.23,162.0,0,977532033770186146
690808,00 01 30.3,-32 30 00,G,0,0.41,0.16,4.0,0,-8908522787912994660
1171912,00 01 30.6,+00 39 30,G,0,0.5,0.08,140.0,0,8281780754598472981
989758,00 01 30.6,-09 32 19,G,0,0.53,0.28,48.0,0,-5955472496456994328
978026,00 01 30.7,-10 27 14,G,0,0.49,0.24,7.0,0,6918163490804191952
1219727,00 01 30.7,+02 12 54,G,0,0.79,0.3,101.0,0,-8963012276813268329
536441,00 01 30.7,-44 31 09,G,0,0.52,0.13,131.0,0,-5040510108040317060
750667,00 01 30.8,-27 43 49,G,0,0.65,0.43,160.0,0,-1238731627078493124
400799,00 01 30.8,-56 21 35,G,0,0.41,0.17,162.0,0,-3118003787445253162
2009180,00 01 30.8,+32 42 38,G,0,0.5,0.13,75.0,0,-1418567741340881568
1519967,00 01 30.9,+16 54 32,G,0,0.56,0.23,87.0,0,7739410136460192830
944747,00 01 30.9,-12 59 06,G,0,0.46,0.17,91.0,0,-8530988151831118869
616730,00 01 30.9,-37 50 51,G,0,0.61,0.2,116.0,0,1697144760989367664
1638721,00 01 31.0,+20 55 01,G,0,0.44,0.16,75.0,0,-8984855842353879137
646771,00 01 31.0,-35 36 32,G,0,0.42,0.1,40.0,0,-7811096969993642473
1733833,00 01 31.0,+25 21 39,G,0,0.48,0.25,144.0,0,-2917510875603380718
92827,00 01 31.0,-57 49 23,G,Sc,0.98,0.79,34.0,FGCE1879,-5767011510522227681
122,00 01 31.0,-40 49 11,G,SBc,0.95,0.19,141.0,MCG-7-01-007,-7011216358800392640
406717,00 01 31.2,-55 42 55,G,0,0.47,0.36,144.0,0,-1270928418650069914
710816,00 01 31.2,-30 58 06,G,0,0.47,0.27,50.0,0,5609466207946757568
543344,00 01 31.3,-43 53 12,G,0,0.44,0.13,32.0,0,5592478266194673161
170474,00 01 31.3,-62 36 52,G,0,0.71,0.2,122.0,0,1059570057047187371
1066660,00 01 31.3,-03 48 12,G,0,0.57,0.19,128.0,0,-7092748028051718728
1457294,00 01 31.3,+14 24 27,G,0,0.54,0.28,27.0,0,7013410533033029342
672475,00 01 31.4,-33 43 03,G,0,0.67,0.52,73.0,0,4447704276138764973
773362,00 01 31.4,-25 56 35,G,0,0.71,0.41,82.0,0,-5581158340822325373
918972,00 01 31.5,-14 51 46,G,0,0.72,0.36,126.0,0,-8855989133272204161
1308845,00 01 31.5,+06 51 25,G,0,0.54,0.12,20.0,0,5323910922785257656
449916,00 01 31.5,-52 00 33,G,0,0.43,0.27,158.0,0,-4536294145823814524
977644,00 01 31.5,-10 28 54,G,0,0.38,0.14,173.0,0,8710715095128322491
117,00 01 31.6,+11 20 46,G,Sc,0.87,0.16,116.0,IC1526                CGCG433-15            KUG2358+110           IRAS23589+1104,2622199475595332581
1903500,00 01 31.6,+30 25 50,G,0,0.58,0.12,64.0,NPM1G+30.0509,2569205581441355242
1683179,00 01 31.7,+23 11 56,G,0,0.52,0.12,56.0,0,1800174972392266851
761163,00 01 31.8,-26 59 47,G,0,0.49,0.2,91.0,0,-8138449274241389544
624177,00 01 31.8,-37 22 31,G,0,0.43,0.19,132.0,0,-5210142853574973794
960878,00 01 31.8,-11 51 23,G,0,0.39,0.2,110.0,0,-5280794331940780709
1242888,00 01 31.8,+03 00 09,G,0,0.44,0.14,21.0,0,-1763281263268124450
920996,00 01 31.8,-14 42 34,G,0,0.4,0.16,36.0,0,-2756585288858598309
644911,00 01 31.9,-35 45 39,G,0,0.67,0.57,34.0,0,-6026714396455794689
825267,00 01 31.9,-21 40 10,G,0,0.42,0.3,60.0,0,5918098212808954373
843748,00 01 31.9,-20 17 36,G,0,0.36,0.13,134.0,0,-5671373334337807537
124810,00 01 32.0,-39 05 45,G,0,0.0,0.0,0.0,LCRSB235858.3-392226,8123946348117393766
124314,00 01 32.0,-41 48 19,G,0,0.65,0.11,174.0,LCRSB235858.4-420502,-3514069035041323543
1853592,00 01 32.0,+29 01 57,G,0,0.47,0.08,30.0,0,-6056742476546932824
1146265,00 01 32.0,-00 19 12,G,0,0.44,0.27,12.0,0,-1985528238696902572
587200,00 01 32.1,-40 22 10,G,0,0.42,0.28,83.0,0,5395503127766124364
870498,00 01 32.1,-18 15 27,G,0,0.74,0.28,44.0,0,3028358093434846999
681729,00 01 32.2,-33 03 17,G,0,0.58,0.41,160.0,0,8941636500976030507
490906,00 01 32.2,-48 07 53,G,0,0.52,0.4,86.0,0,-1217625154851806074
2570484,00 01 32.2,+57 44 11,G,0,0.43,0.26,167.0,0,3617081327223868988
476306,00 01 32.4,-49 29 27,G,0,0.53,0.38,71.0,0,-8159753601794023633
624332,00 01 32.4,-37 22 00,G,0,0.44,0.15,43.0,0,3650181470330095364
1698547,00 01 32.4,+24 02 31,G,0,0.4,0.05,105.0,0,-7377228509473259513
620255,00 01 32.5,-37 37 24,G,0,0.63,0.42,98.0,0,7395446869357461764
113,00 01 32.6,-33 45 32,G,E,0.72,0.17,136.0,0,-8019619618762491914
802769,00 01 32.7,-23 15 59,G,0,0.46,0.22,114.0,0,826504426444075446
551743,00 01 32.7,-43 12 13,G,0,0.53,0.51,22.0,0,6281575070577456333
656637,00 01 32.8,-34 51 22,G,0,0.37,0.14,69.0,0,-1242259465647813666
1019032,00 01 32.9,-07 26 11,G,0,0.83,0.05,0.0,NPM1G-07.0579,-7277602183864726274
199870,00 01 33.0,-39 23 39,G,0,0.7,0.44,117.0,DUKST348-93,1218813322852909893
1073823,00 01 33.0,-03 15 42,G,0,0.51,0.43,84.0,0,-8834170232270012122
539526,00 01 33.0,-44 13 37,G,0,0.52,0.24,85.0,0,2442707697060651609
835104,00 01 33.1,-20 55 22,G,0,0.56,0.47,164.0,0,7247481034583596938
1077125,00 01 33.1,-03 03 54,G,0,0.4,0.07,88.0,0,-1523991738485802986
1606119,00 01 33.1,+19 48 18,G,0,0.49,0.29,73.0,0,3935177093538805197
3098547,00 01 33.3,+05 29 12,G,Sc,0.34,0.0,0.0,KUG2358+052,3317191372086188017
1615284,00 01 33.3,+20 04 11,G,0,0.65,0.25,75.0,NPM1G+19.0602,-5659335404224150542
2195801,00 01 33.4,+42 17 03,G,0,0.5,0.07,31.0,0,5586072364469791379
2107331,00 01 33.4,+37 42 13,G,0,0.52,0.25,15.0,0,525586517925479127
918168,00 01 33.6,-14 55 25,G,0,0.54,0.18,12.0,0,-174613151788654
540919,00 01 33.6,-44 05 59,G,0,0.52,0.41,177.0,0,1919614173573822804
132702,00 01 33.6,-28 25 07,G,0,0.76,0.3,54.0,DUKST409-20,-3012116728653103947
316623,00 01 33.8,-65 03 44,G,0,0.68,0.05,134.0,0,5823948092536309921
116,00 01 33.8,+09 00 46,G,Sbc,0.82,0.06,117.0,UGC12912              CGCG408-11,-7095777916413831841
508655,00 01 33.8,-46 56 53,G,0,0.39,0.09,26.0,0,-3922902005043748151
711279,00 01 33.9,-30 55 48,G,0,0.58,0.08,126.0,0,-3413420383481406998
422943,00 01 34.0,-54 05 36,G,0,0.35,0.16,40.0,0,-1281847790047969052
711884,00 01 34.0,-30 52 40,G,0,0.33,0.07,30.0,0,1162070314541739946
114,00 01 34.1,-36 19 01,G,Sa,0.85,0.25,26.0,ESO349-18             ESO-LV3490180,-3640261493970788923
118,00 01 34.1,+15 04 51,G,SBbc,0.84,0.33,3.0,MCG2-01-014           CGCG433-16,-4220460312491240700
648376,00 01 34.2,-35 29 00,G,0,0.59,0.46,59.0,0,-7934537554305383827
