toi,ra,dec,st_dist,sky_coord.ra,sky_coord.dec
4942.01,192.817352,-52.810546,562.338,192.817352,-52.810546
4943.01,224.001903,-59.642969,,224.001903,-59.642969
4944.01,210.951781,-43.273675,454.335,210.951781,-43.273675
4945.01,215.249404,-53.136559,650.297,215.249404,-53.136559
5031.01,230.789617,-58.726784,3154.91,230.789617,-58.726784
5032.01,233.198015,-56.080098,732.552,233.198015,-56.080098
5033.01,309.399793,-83.092931,37.3076,309.399793,-83.092931
5034.01,266.949667,-62.527452,221.335,266.949667,-62.527452
5035.01,215.630691,-72.802221,394.439,215.630691,-72.802221
5036.01,222.810426,-78.378242,567.804,222.810426,-78.378242
5037.01,234.548332,-71.927874,605.313,234.548332,-71.927874
5038.01,267.168701,-29.5226,1087.44,267.168701,-29.5226
5039.01,214.410109,-75.324247,1079.8,214.410109,-75.324247
504.01,90.77407,-52.084311,425.719,90.77407,-52.084311
5040.01,263.127273,-50.291903,1145.04,263.127273,-50.291903
5041.01,312.602815,-81.443121,195.854,312.602815,-81.443121
5042.01,210.985629,-78.772446,489.651,210.985629,-78.772446
5043.01,267.099516,-54.9322,279.685,267.099516,-54.9322
5044.01,243.221573,-61.031281,487.432,243.221573,-61.031281
5045.01,242.186675,-65.25866,1024.34,242.186675,-65.25866
5046.01,119.031193,-69.861455,737.214,119.031193,-69.861455
5047.01,248.591364,-38.239147,266.138,248.591364,-38.239147
5048.01,247.424651,-28.504414,610.636,247.424651,-28.504414
5125.01,87.9525,15.882044,171.506,87.9525,15.882044
5126.01,151.659783,18.634063,160.414,151.659783,18.634063
5126.02,151.659783,18.634063,160.414,151.659783,18.634063
5127.01,96.199683,13.362053,162.582,96.199683,13.362053
5128.01,143.31764,9.168421,193.998,143.31764,9.168421
5129.01,99.702791,29.089322,201.912,99.702791,29.089322
513.01,120.789948,-20.010091,190.2254,120.789948,-20.010091
5130.01,85.516418,28.241192,101.55,85.516418,28.241192
5131.01,155.515614,10.003199,215.18,155.515614,10.003199
5132.01,88.308222,21.917925,493.91,88.308222,21.917925
5133.01,88.396157,33.232368,404.955,88.396157,33.232368
5134.01,114.312857,24.515713,149.969,114.312857,24.515713
5135.01,97.83249,32.39678,152.97,97.83249,32.39678
5136.01,129.813701,23.357437,446.821,129.813701,23.357437
5137.01,126.023493,22.783201,238.775,126.023493,22.783201
5138.01,169.632755,-1.774058,495.317,169.632755,-1.774058
5139.01,153.384453,19.948217,131.219,153.384453,19.948217
514.01,127.882912,11.922255,475.758,127.882912,11.922255
5219.01,302.828492,34.368508,991.551,302.828492,34.368508
522.01,124.602684,-7.571238,111.179,124.602684,-7.571238
5220.01,291.435194,30.028078,1094.99,291.435194,30.028078
5221.01,302.166535,59.482017,539.904,302.166535,59.482017
5222.01,289.709501,31.648175,900.45,289.709501,31.648175
5223.01,286.716198,54.612108,1027.87,286.716198,54.612108
5224.01,308.190536,27.546096,960.824,308.190536,27.546096
5225.01,278.846728,60.427895,584.497,278.846728,60.427895
5226.01,313.339745,37.475083,296.602,313.339745,37.475083
5227.01,198.684521,75.235992,388.807,198.684521,75.235992
5228.01,206.75296,68.867137,925.944,206.75296,68.867137
5229.01,269.035507,78.213123,273.283,269.035507,78.213123
523.01,84.846558,-19.55834,77.8471,84.846558,-19.55834
5230.01,182.33384,57.503601,576.539,182.33384,57.503601
5231.01,300.767548,31.059697,876.326,300.767548,31.059697
5232.01,294.337425,35.276493,609.388,294.337425,35.276493
5233.01,291.172808,69.125175,248.564,291.172808,69.125175
5234.01,222.513957,63.038437,302.144,222.513957,63.038437
5235.01,183.093158,84.411214,214.496,183.093158,84.411214
5236.01,306.286561,43.233222,582.527,306.286561,43.233222
5237.01,297.495261,29.891252,603.735,297.495261,29.891252
5238.01,223.358891,68.859472,290.646,223.358891,68.859472
5239.01,276.382262,44.901409,648.893,276.382262,44.901409
524.01,81.54323,6.912307,293.27,81.54323,6.912307
5240.01,293.083789,34.940397,980.487,293.083789,34.940397
5241.01,295.483771,23.127392,441.596,295.483771,23.127392
5242.01,287.658473,35.4957,331.852,287.658473,35.4957
5243.01,309.333017,48.04051,764.006,309.333017,48.04051
5244.01,305.263323,52.910316,766.439,305.263323,52.910316
5245.01,279.057886,42.519276,,279.057886,42.519276
5246.01,304.045452,48.876297,1095.81,304.045452,48.876297
5247.01,314.8042,23.733206,497.041,314.8042,23.733206
5248.01,300.045751,21.740611,423.737,300.045751,21.740611
5249.01,302.183898,42.496338,668.429,302.183898,42.496338
525.01,90.169954,-8.468341,152.042,90.169954,-8.468341
5250.01,302.751801,23.34472,782.324,302.751801,23.34472
5251.01,305.803809,29.872672,668.834,305.803809,29.872672
5252.01,302.499233,23.40978,913.714,302.499233,23.40978
5253.01,179.211893,58.405356,582.471,179.211893,58.405356
5254.01,315.261844,26.591654,613.744,315.261844,26.591654
5255.01,287.007826,45.396659,678.578,287.007826,45.396659
5256.01,266.336079,52.475176,352.109,266.336079,52.475176
5257.01,301.240411,46.707217,1021.21,301.240411,46.707217
5258.01,163.757949,67.043652,908.659,163.757949,67.043652
5259.01,294.065225,21.794676,487.68,294.065225,21.794676
526.01,85.335762,11.194448,70.9325,85.335762,11.194448
5260.01,303.964054,21.899468,256.473,303.964054,21.899468
5261.01,305.458545,19.435847,377.054,305.458545,19.435847
5262.01,298.455751,42.967308,355.201,298.455751,42.967308
5263.01,304.702586,41.970517,836.02,304.702586,41.970517
5264.01,297.552063,27.481047,673.959,297.552063,27.481047
5265.01,255.603468,69.109664,301.885,255.603468,69.109664
5266.01,308.105327,35.873629,519.694,308.105327,35.873629
5267.01,202.071927,70.416036,273.233,202.071927,70.416036
5268.01,229.00618,62.718259,97.0798,229.00618,62.718259
5269.01,291.219573,22.12466,656.146,291.219573,22.12466
527.01,101.188744,-36.657354,163.677,101.188744,-36.657354
5270.01,300.066897,22.162093,1229.65,300.066897,22.162093
5271.01,306.984801,48.318598,295.41,306.984801,48.318598
5272.01,307.952689,48.232153,612.204,307.952689,48.232153
5273.01,299.878862,41.742074,437.517,299.878862,41.742074
5309.01,4.463744,14.498767,500.708,4.463744,14.498767
531.01,83.11641,15.555883,167.3049,83.11641,15.555883
5310.01,30.183054,20.023188,188.541,30.183054,20.023188
5311.01,32.333404,21.451856,243.32,32.333404,21.451856
5312.01,21.075658,4.531542,321.637,21.075658,4.531542
5313.01,28.721577,8.857654,596.925,28.721577,8.857654
5314.01,9.33988,13.859072,641.876,9.33988,13.859072
5315.01,24.299742,16.018723,,24.299742,16.018723
5316.01,91.802333,35.958044,793.998,91.802333,35.958044
5317.01,39.065002,13.504228,578.773,39.065002,13.504228
5318.01,12.518892,18.985772,916.994,12.518892,18.985772
5319.01,35.213556,23.520441,61.171,35.213556,23.520441
532.01,85.080054,11.562637,135.047,85.080054,11.562637
5274.01,174.64475,72.265344,245.857,174.64475,72.265344
5275.01,209.896071,74.073261,486.898,209.896071,74.073261
5276.01,313.175021,25.502871,749.716,313.175021,25.502871
5277.01,308.119189,58.095462,876.326,308.119189,58.095462
5278.01,295.80865,66.571374,166.421,295.80865,66.571374
5279.01,273.240396,47.336205,440.9,273.240396,47.336205
528.01,105.006164,11.043248,192.351,105.006164,11.043248
5280.01,312.860751,38.329749,537.068,312.860751,38.329749
5281.01,301.464969,51.856929,875.436,301.464969,51.856929
5282.01,269.831796,49.54974,892.373,269.831796,49.54974
5283.01,287.537943,52.288047,624.699,287.537943,52.288047
5284.01,298.748378,36.162883,1430.26,298.748378,36.162883
5285.01,340.969106,-1.83855,187.506,340.969106,-1.83855
5286.01,3.035148,-4.612959,533.065,3.035148,-4.612959
5287.01,328.038687,-8.419663,357.584,328.038687,-8.419663
5288.01,327.719173,-8.635946,215.501,327.719173,-8.635946
5289.01,0.760104,-7.786416,258.455,0.760104,-7.786416
529.01,100.255965,16.588795,63.0507,100.255965,16.588795
5290.01,343.323535,-0.168347,,343.323535,-0.168347
5355.01,72.789609,34.627726,397.84,72.789609,34.627726
5356.01,60.964678,31.775965,933.117,60.964678,31.775965
5357.01,69.841243,27.288032,343.58,69.841243,27.288032
5358.01,54.183897,28.550269,138.708,54.183897,28.550269
5359.01,54.066052,30.20593,175.567,54.066052,30.20593
536.01,97.720425,0.226893,844.061,97.720425,0.226893
5360.01,54.910139,28.98062,895.565,54.910139,28.98062
5361.01,76.575162,31.273775,703.628,76.575162,31.273775
5362.01,75.369103,28.816605,905.181,75.369103,28.816605
5363.01,40.201941,18.821761,493.144,40.201941,18.821761
5364.01,77.00647,31.898377,645.231,77.00647,31.898377
5365.01,36.519788,26.091793,651.291,36.519788,26.091793
5366.01,91.789601,23.131649,866.009,91.789601,23.131649
5367.01,91.796289,27.622043,571.89,91.796289,27.622043
5368.01,62.893626,28.17861,748.464,62.893626,28.17861
5369.01,47.381894,20.578164,821.427,47.381894,20.578164
537.01,101.27724,0.815216,882.472,101.27724,0.815216
5370.01,91.747143,30.18939,621.805,91.747143,30.18939
5291.01,338.733227,-11.363238,236.736,338.733227,-11.363238
5292.01,344.222363,-8.119747,337.095,344.222363,-8.119747
5293.01,355.828682,-2.045095,162.229,355.828682,-2.045095
5294.01,351.467705,4.454898,269.595,351.467705,4.454898
5295.01,349.288896,-9.435693,140.9938,349.288896,-9.435693
5296.01,328.978312,-0.937407,271.346,328.978312,-0.937407
5297.01,339.802206,1.688259,670.528,339.802206,1.688259
5298.01,331.051478,-2.397099,553.486,331.051478,-2.397099
5299.01,359.71347,-4.961134,407.758,359.71347,-4.961134
530.01,103.412833,12.881578,148.762,103.412833,12.881578
5300.01,356.481137,0.458798,162.51,356.481137,0.458798
5301.01,12.990801,13.078371,629.161,12.990801,13.078371
5302.01,32.249191,8.057199,313.459,32.249191,8.057199
5303.01,9.607237,17.19279,955.654,9.607237,17.19279
5304.01,12.072754,6.918223,472.687,12.072754,6.918223
5305.01,36.581794,15.890418,566.267,36.581794,15.890418
5306.01,41.507272,6.461628,655.851,41.507272,6.461628
5307.01,15.886532,9.913917,105.824,15.886532,9.913917
5308.01,29.00124,0.179786,360.412,29.00124,0.179786
5320.01,22.644064,17.254698,275.255,22.644064,17.254698
5321.01,15.685485,20.050424,483.421,15.685485,20.050424
5322.01,6.529337,14.336428,476.899,6.529337,14.336428
5323.01,9.206607,2.130744,967.25,9.206607,2.130744
5324.01,35.91117,15.482955,281.555,35.91117,15.482955
5325.01,32.912647,4.192318,339.049,32.912647,4.192318
5326.01,26.45366,10.253401,455.36,26.45366,10.253401
5327.01,51.029236,12.435963,235.121,51.029236,12.435963
5328.01,65.293362,27.16792,410.855,65.293362,27.16792
5329.01,56.654523,22.872829,572.23,56.654523,22.872829
533.01,80.054863,-62.646186,123.391,80.054863,-62.646186
5330.01,40.451187,24.102318,667.058,40.451187,24.102318
5331.01,44.245077,7.859332,322.87,44.245077,7.859332
5332.01,43.248217,8.854979,609.385,43.248217,8.854979
5333.01,74.457947,31.318666,208.746,74.457947,31.318666
5334.01,42.176259,20.809427,536.758,42.176259,20.809427
5335.01,46.952373,15.359083,331.289,46.952373,15.359083
5336.01,96.234561,23.657844,778.572,96.234561,23.657844
5337.01,77.556092,19.640084,296.179,77.556092,19.640084
5338.01,78.172728,22.505924,430.82,78.172728,22.505924
5339.01,49.173462,30.74703,225.157,49.173462,30.74703
534.01,102.721143,-5.086456,1148.93,102.721143,-5.086456
5340.01,59.309482,22.378337,532.629,59.309482,22.378337
5341.01,53.494348,32.118772,273.76,53.494348,32.118772
5342.01,76.431732,29.725539,534.078,76.431732,29.725539
5343.01,48.026043,24.533561,120.861,48.026043,24.533561
5344.01,63.266216,20.915157,138.367,63.266216,20.915157
5345.01,72.60148,33.014025,207.17,72.60148,33.014025
5346.01,52.523054,20.807824,839.92,52.523054,20.807824
5347.01,36.136874,24.101546,,36.136874,24.101546
5348.01,76.478371,32.72313,631.337,76.478371,32.72313
5349.01,52.71257,20.879628,188.336,52.71257,20.879628
535.01,100.765687,-1.296444,1126.37,100.765687,-1.296444
5350.01,74.402302,21.601976,277.419,74.402302,21.601976
5351.01,78.372399,18.259576,796.298,78.372399,18.259576
5352.01,78.039675,28.546876,508.519,78.039675,28.546876
5353.01,54.165272,19.565919,647.462,54.165272,19.565919
5354.01,46.330681,28.185824,461.002,46.330681,28.185824
5371.01,66.80026,20.774863,324.08,66.80026,20.774863
5372.01,43.572773,23.199186,459.882,43.572773,23.199186
5373.01,116.716387,39.094469,276.211,116.716387,39.094469
5374.01,129.882377,47.351908,246.81,129.882377,47.351908
5375.01,113.784894,71.400673,121.333,113.784894,71.400673
5376.01,271.759525,70.472763,685.736,271.759525,70.472763
5377.01,131.135061,59.406708,214.278,131.135061,59.406708
5378.01,103.602033,38.646103,492.608,103.602033,38.646103
5379.01,112.424109,50.6838,200.226,112.424109,50.6838
538.01,104.33198,4.028698,133.21,104.33198,4.028698
5380.01,112.761149,73.128784,286.781,112.761149,73.128784
5381.01,116.368498,44.129824,390.33,116.368498,44.129824
5382.01,116.954491,48.114999,215.238,116.954491,48.114999
5383.01,212.720875,62.522196,102.134,212.720875,62.522196
5384.01,157.06262,25.573137,218.05,157.06262,25.573137
5385.01,160.630713,28.198626,483.675,160.630713,28.198626
5386.01,226.106919,60.536232,394.486,226.106919,60.536232
5387.01,214.44542,62.758386,140.907,214.44542,62.758386
5388.01,152.176517,35.547557,18.5226,152.176517,35.547557
5389.01,168.80167,39.35892,190.568,168.80167,39.35892
539.01,102.568389,-53.005503,108.368,102.568389,-53.005503
5390.01,142.444304,30.062908,176.69,142.444304,30.062908
5391.01,272.060717,53.365566,170.451,272.060717,53.365566
5392.01,212.621349,72.589757,48.793,212.621349,72.589757
5393.01,198.137149,77.839038,102.774,198.137149,77.839038
5394.01,154.574508,17.396435,64.2806,154.574508,17.396435
5395.01,197.058444,81.445787,165.951,197.058444,81.445787
5396.01,227.191112,62.959153,265.035,227.191112,62.959153
5397.01,172.014117,39.672647,133.778,172.014117,39.672647
5398.01,161.879557,36.329434,130.855,161.879557,36.329434
5398.02,161.879557,36.329434,130.855,161.879557,36.329434
5399.01,292.982939,28.651865,320.903,292.982939,28.651865
540.01,76.309695,-47.937539,14.0022,76.309695,-47.937539
5400.01,136.892919,-14.339867,202.211,136.892919,-14.339867
5401.01,189.518268,3.282395,212.02,189.518268,3.282395
5402.01,65.107799,-68.360571,156.801,65.107799,-68.360571
5403.01,100.654583,15.657379,358.712,100.654583,15.657379
5404.01,101.360836,22.290364,157.413,101.360836,22.290364
5405.01,98.693733,32.808268,644.909,98.693733,32.808268
5406.01,84.966565,12.257882,1125.7,84.966565,12.257882
5407.01,101.345243,17.310557,867.107,101.345243,17.310557
5408.01,96.31948,20.535854,2162.6,96.31948,20.535854
5409.01,83.983008,31.768279,675.216,83.983008,31.768279
541.01,90.727491,-30.832906,1105.38,90.727491,-30.832906
5410.01,87.718761,28.819847,711.856,87.718761,28.819847
5411.01,86.068595,28.791551,1030.07,86.068595,28.791551
5412.01,104.134699,13.429193,403.133,104.134699,13.429193
5413.01,90.053026,22.340224,292.347,90.053026,22.340224
5414.01,109.367805,31.481846,357.23,109.367805,31.481846
5415.01,84.164148,14.914516,1213.74,84.164148,14.914516
5416.01,103.010116,25.2013,117.782,103.010116,25.2013
5417.01,90.084691,26.353234,595.812,90.084691,26.353234
5418.01,84.006338,32.316823,205.719,84.006338,32.316823
5419.01,103.102009,33.648806,1088.28,103.102009,33.648806
5435.01,92.998145,13.759123,1052.12,92.998145,13.759123
5436.01,103.100078,12.531671,618.277,103.100078,12.531671
5437.01,81.642309,21.599165,943.511,81.642309,21.599165
5438.01,104.456348,25.51535,317.022,104.456348,25.51535
5439.01,88.005636,13.204319,1810.17,88.005636,13.204319
544.01,82.290072,-0.342898,41.1166,82.290072,-0.342898
5440.01,86.300794,18.461741,151.894,86.300794,18.461741
5441.01,88.59846,15.065604,1128.92,88.59846,15.065604
5442.01,143.435397,6.741368,499.409,143.435397,6.741368
5443.01,92.873609,34.977082,885.894,92.873609,34.977082
5444.01,104.395856,25.498913,589.655,104.395856,25.498913
5445.01,107.425727,22.741533,813.803,107.425727,22.741533
5446.01,97.096548,25.834703,872.619,97.096548,25.834703
5447.01,86.45835,35.331499,602.413,86.45835,35.331499
5448.01,169.995604,8.350262,277.019,169.995604,8.350262
5449.01,89.061905,21.332032,1093.14,89.061905,21.332032
545.01,98.172417,-0.031604,764.889,98.172417,-0.031604
5450.01,81.051235,20.590643,317.566,81.051235,20.590643
5451.01,108.047768,30.104333,463.462,108.047768,30.104333
5708.01,183.276766,11.938091,87.2349,183.276766,11.938091
5709.01,164.648973,14.623639,44.6467,164.648973,14.623639
571.01,135.344358,6.097083,405.238,135.344358,6.097083
5710.01,150.602674,34.658047,114.555,150.602674,34.658047
5711.01,265.45518,72.217348,85.34439,265.45518,72.217348
5712.01,174.323105,11.167346,228.546,174.323105,11.167346
5713.01,208.458732,52.602763,40.8668,208.458732,52.602763
5714.01,132.028101,57.488956,141.492,132.028101,57.488956
5715.01,165.739289,69.916131,56.1495,165.739289,69.916131
5716.01,201.900799,73.177433,39.4122,201.900799,73.177433
5717.01,162.575676,50.796516,157.154,162.575676,50.796516
5718.01,170.27386,41.576429,65.9721,170.27386,41.576429
5719.01,147.003946,30.17842,155.483,147.003946,30.17842
572.01,131.524924,-13.20287,660.815,131.524924,-13.20287
5720.01,170.313577,25.273294,35.8256,170.313577,25.273294
542.01,96.066232,-28.1347,939.127,96.066232,-28.1347
5420.01,100.424632,21.056692,946.417,100.424632,21.056692
5421.01,97.621169,19.861789,1198.93,97.621169,19.861789
5422.01,86.843617,25.626034,346.141,86.843617,25.626034
5423.01,108.076091,20.751933,261.785,108.076091,20.751933
5423.02,108.076091,20.751933,261.785,108.076091,20.751933
5424.01,83.837234,12.115939,740.068,83.837234,12.115939
5425.01,90.431757,22.245686,554.08,90.431757,22.245686
5426.01,81.649605,31.633052,283.552,81.649605,31.633052
5427.01,83.968375,12.925947,363.385,83.968375,12.925947
5428.01,87.204409,28.671337,1066.66,87.204409,28.671337
5429.01,78.988494,22.074955,809.167,78.988494,22.074955
543.01,100.306094,-3.925831,,100.306094,-3.925831
5430.01,97.005172,22.898603,1031.52,97.005172,22.898603
5431.01,83.171954,14.957058,811.056,83.171954,14.957058
5432.01,98.595105,24.235555,373.957,98.595105,24.235555
5433.01,85.62494,28.549845,465.477,85.62494,28.549845
5434.01,98.83772,14.490329,744.34,98.83772,14.490329
5567.01,135.139415,49.451496,431.019,135.139415,49.451496
5568.01,154.302943,75.333344,574.817,154.302943,75.333344
5569.01,298.837092,58.522878,974.173,298.837092,58.522878
557.01,59.017813,-10.272008,75.9623,59.017813,-10.272008
5570.01,100.172692,76.732244,454.675,100.172692,76.732244
5571.01,106.990414,60.01161,303.081,106.990414,60.01161
5572.01,105.078049,37.198901,78.0645,105.078049,37.198901
5573.01,136.426,55.307131,186.562,136.426,55.307131
5574.01,278.550256,86.557356,117.383,278.550256,86.557356
5575.01,241.248539,85.204724,56.6893,241.248539,85.204724
5576.01,136.221429,79.355104,974.619,136.221429,79.355104
5577.01,105.308337,41.129691,508.394,105.308337,41.129691
5578.01,189.265651,75.92044,158.202,189.265651,75.92044
5579.01,105.821673,52.51673,115.906,105.821673,52.51673
558.01,42.291509,-58.024683,402.63,42.291509,-58.024683
5580.01,112.262575,42.03191,486.081,112.262575,42.03191
5581.01,118.065411,70.165569,191.145,118.065411,70.165569
5582.01,110.639665,30.418354,533.617,110.639665,30.418354
5721.01,156.749744,30.700545,140.084,156.749744,30.700545
5722.01,233.47988,64.647463,315.535,233.47988,64.647463
5723.01,289.508854,80.531857,575.831,289.508854,80.531857
5724.01,245.779902,50.344188,50.4126,245.779902,50.344188
5725.01,153.929163,28.355191,78.9286,153.929163,28.355191
5726.01,123.39505,68.57459,108.848,123.39505,68.57459
5727.01,274.566208,58.562948,261.104,274.566208,58.562948
5728.01,260.350936,67.550421,54.7045,260.350936,67.550421
5729.01,151.210123,69.164969,81.2392,151.210123,69.164969
573.01,142.346908,-14.511711,88.3935,142.346908,-14.511711
5730.01,175.56543,24.192494,40.9866,175.56543,24.192494
5731.01,260.098822,52.433465,109.835,260.098822,52.433465
5732.01,265.556587,53.203935,275.456,265.556587,53.203935
5733.01,184.966156,55.165724,102.462,184.966156,55.165724
5734.01,111.255818,37.231122,32.5102,111.255818,37.231122
5452.01,107.907236,28.923941,947.518,107.907236,28.923941
5453.01,104.987572,19.6155,719.398,104.987572,19.6155
5454.01,107.429839,15.596234,1141.59,107.429839,15.596234
5455.01,84.852114,28.62691,826.112,84.852114,28.62691
5456.01,98.853985,24.835858,555.611,98.853985,24.835858
5457.01,100.615349,19.735175,595.667,100.615349,19.735175
5458.01,104.926875,30.54239,187.103,104.926875,30.54239
5459.01,78.932278,34.092293,921.369,78.932278,34.092293
546.01,102.194623,-0.672786,726.412,102.194623,-0.672786
5460.01,106.38895,15.670447,1195.12,106.38895,15.670447
5461.01,88.788121,18.335697,620.87,88.788121,18.335697
5462.01,91.098778,29.073274,285.501,91.098778,29.073274
5463.01,83.214349,19.952443,1049.51,83.214349,19.952443
5464.01,158.77531,19.118379,282.849,158.77531,19.118379
5465.01,107.199487,24.255919,627.935,107.199487,24.255919
5466.01,92.319121,20.273745,821.135,92.319121,20.273745
5467.01,94.393712,28.445251,565.359,94.393712,28.445251
5468.01,98.32004,34.072909,507.02,98.32004,34.072909
5583.01,107.631373,74.485744,,107.631373,74.485744
5584.01,135.324512,47.452351,69.0641,135.324512,47.452351
5585.01,129.483355,37.735315,771.853,129.483355,37.735315
5586.01,244.023057,86.368644,540.141,244.023057,86.368644
5587.01,117.732887,46.306568,943.289,117.732887,46.306568
5588.01,120.594795,83.198419,655.855,120.594795,83.198419
5589.01,108.606501,56.700143,244.354,108.606501,56.700143
559.01,46.818616,-31.162995,233.266,46.818616,-31.162995
5590.01,110.689677,37.667511,136.242,110.689677,37.667511
5591.01,123.027093,42.228714,356.237,123.027093,42.228714
5592.01,106.680068,65.857249,597.026,106.680068,65.857249
5593.01,128.55223,39.270972,1130.59,128.55223,39.270972
5594.01,118.417987,54.124212,683.54,118.417987,54.124212
5595.01,110.460165,35.221983,136.955,110.460165,35.221983
5596.01,106.336563,42.847909,1439.26,106.336563,42.847909
5597.01,144.441228,34.849412,893.967,144.441228,34.849412
5598.01,257.315636,80.41608,248.266,257.315636,80.41608
5599.01,199.326238,55.681539,547.948,199.326238,55.681539
560.01,129.688303,-13.256527,31.5666,129.688303,-13.256527
5735.01,147.125026,77.389748,22.914,147.125026,77.389748
5736.01,213.758397,49.500938,92.3604,213.758397,49.500938
5737.01,278.903346,77.735552,118.505,278.903346,77.735552
5738.01,243.906538,61.926901,91.2062,243.906538,61.926901
5738.02,243.906538,61.926901,91.2062,243.906538,61.926901
5739.01,205.169536,19.199859,61.8703,205.169536,19.199859
574.01,144.926859,-28.5856,861.843,144.926859,-28.5856
5740.01,246.952745,69.781491,168.06,246.952745,69.781491
5741.01,269.207527,39.223388,86.8854,269.207527,39.223388
5742.01,278.191584,18.146175,438.137,278.191584,18.146175
5743.01,267.904353,24.427455,127.428,267.904353,24.427455
5744.01,147.128216,73.449342,207.057,147.128216,73.449342
5745.01,171.573332,38.22096,78.3388,171.573332,38.22096
5746.01,142.378244,50.963802,85.5353,142.378244,50.963802
5747.01,148.37832,35.570548,28.5321,148.37832,35.570548
5748.01,7.084443,73.107753,866.343,7.084443,73.107753
5469.01,81.933112,16.764321,727.4,81.933112,16.764321
547.01,102.079859,-3.102139,787.909,102.079859,-3.102139
5470.01,91.162383,31.73644,594.261,91.162383,31.73644
5471.01,97.620654,19.794869,1204.45,97.620654,19.794869
5472.01,87.540281,24.774708,536.648,87.540281,24.774708
5473.01,92.564877,24.614827,1033.36,92.564877,24.614827
5474.01,92.511344,32.943648,689.255,92.511344,32.943648
5475.01,89.137237,25.683953,655.835,89.137237,25.683953
5476.01,100.342905,27.961441,596.321,100.342905,27.961441
5477.01,84.979951,14.303023,336.879,84.979951,14.303023
5478.01,114.741958,29.428761,591.13,114.741958,29.428761
5478.02,114.741958,29.428761,591.13,114.741958,29.428761
5479.01,171.396808,12.766823,598.366,171.396808,12.766823
548.01,97.033598,-0.170729,790.663,97.033598,-0.170729
5480.01,133.147899,17.499763,330.387,133.147899,17.499763
5481.01,121.176804,13.413841,942.604,121.176804,13.413841
5482.01,172.592807,16.752416,659.819,172.592807,16.752416
5483.01,142.586792,12.70639,642.965,142.586792,12.70639
5484.01,124.01708,8.823241,463.462,124.01708,8.823241
560.02,129.688303,-13.256527,31.5666,129.688303,-13.256527
5600.01,155.151361,63.290591,378.06,155.151361,63.290591
5601.01,239.507231,66.037182,313.795,239.507231,66.037182
5602.01,144.658279,33.691083,874.724,144.658279,33.691083
5603.01,184.175471,57.642701,795.259,184.175471,57.642701
5604.01,306.391539,63.591105,373.528,306.391539,63.591105
5605.01,150.538008,50.145387,95.0735,150.538008,50.145387
5606.01,156.893929,22.426235,316.465,156.893929,22.426235
5607.01,270.846078,63.21507,811.406,270.846078,63.21507
5608.01,278.572233,66.922785,250.177,278.572233,66.922785
5609.01,144.187751,36.527295,816.667,144.187751,36.527295
561.01,148.185152,6.216103,85.799,148.185152,6.216103
561.02,148.185152,6.216103,85.799,148.185152,6.216103
561.03,148.185152,6.216103,85.799,148.185152,6.216103
561.04,148.185152,6.216103,85.799,148.185152,6.216103
5610.01,156.022815,48.248331,274.922,156.022815,48.248331
5611.01,268.693501,55.064224,191.341,268.693501,55.064224
5611.02,268.693501,55.064224,191.341,268.693501,55.064224
5612.01,172.411097,38.936561,334.412,172.411097,38.936561
5749.01,309.954211,68.720161,609.042,309.954211,68.720161
575.01,127.99531,-16.885121,181.987,127.99531,-16.885121
5750.01,248.532721,24.322372,353.098,248.532721,24.322372
5751.01,359.079391,73.907596,439.501,359.079391,73.907596
5752.01,250.384451,23.578282,634.873,250.384451,23.578282
5753.01,250.578389,29.783159,914.008,250.578389,29.783159
5754.01,244.056148,20.293793,557.293,244.056148,20.293793
5755.01,327.686471,70.646428,444.485,327.686471,70.646428
5756.01,254.164732,37.783239,,254.164732,37.783239
5757.01,246.612431,46.47222,316.349,246.612431,46.47222
5758.01,255.916787,37.139828,592.293,255.916787,37.139828
5759.01,351.79759,76.340765,738.614,351.79759,76.340765
576.01,144.875105,-20.982419,114.173,144.875105,-20.982419
5760.01,246.972473,38.453189,618.078,246.972473,38.453189
5761.01,47.417232,75.04759,192.846,47.417232,75.04759
5762.01,258.32211,25.249466,527.004,258.32211,25.249466
5763.01,38.768278,69.23472,774.0,38.768278,69.23472
5764.01,251.802577,22.123397,960.081,251.802577,22.123397
5765.01,6.844544,70.805696,371.785,6.844544,70.805696
5485.01,124.492598,15.987916,774.157,124.492598,15.987916
5486.01,190.549504,3.788601,89.6811,190.549504,3.788601
5487.01,126.357833,25.20762,778.03,126.357833,25.20762
5488.01,164.237285,1.936362,676.829,164.237285,1.936362
5489.01,128.691294,11.489588,45.0907,128.691294,11.489588
5489.02,128.691294,11.489588,45.0907,128.691294,11.489588
549.01,86.752182,-24.842642,80.6542,86.752182,-24.842642
5490.01,109.192769,18.121825,707.292,109.192769,18.121825
5491.01,113.595788,17.294273,152.766,113.595788,17.294273
5492.01,155.009421,9.300649,657.548,155.009421,9.300649
5493.01,128.640176,9.035381,225.454,128.640176,9.035381
5493.02,128.640176,9.035381,225.454,128.640176,9.035381
5493.03,128.640176,9.035381,225.454,128.640176,9.035381
5494.01,110.662796,16.865756,265.493,110.662796,16.865756
5495.01,179.594619,11.7317,190.774,179.594619,11.7317
5496.01,137.037665,10.636648,257.828,137.037665,10.636648
5497.01,137.025914,5.92396,804.465,137.025914,5.92396
5498.01,149.366582,5.171006,285.229,149.366582,5.171006
