toi,ra,dec,st_dist,sky_coord.ra,sky_coord.dec
2877.01,121.311321,-16.595309,805.159,121.311321,-16.595309
2878.01,107.358337,-1.732243,474.693,107.358337,-1.732243
2879.01,124.319317,-30.632887,602.935,124.319317,-30.632887
288.01,340.307693,-28.032657,215.387,340.307693,-28.032657
2880.01,108.412415,-48.696216,1251.5,108.412415,-48.696216
2881.01,109.29759,1.114636,1059.52,109.29759,1.114636
2882.01,103.039992,-12.68971,855.978,103.039992,-12.68971
2883.01,109.559167,-32.95761,696.926,109.559167,-32.95761
2884.01,109.640338,-9.70194,1150.7,109.640338,-9.70194
2885.01,115.517784,-18.889988,1301.56,115.517784,-18.889988
2886.01,110.007657,-10.569841,413.673,110.007657,-10.569841
2887.01,121.985508,-39.014522,781.709,121.985508,-39.014522
2974.01,169.921678,-21.249763,1241.9,169.921678,-21.249763
2975.01,157.270287,-20.929269,481.558,157.270287,-20.929269
2976.01,160.936851,-21.540781,750.393,160.936851,-21.540781
2977.01,143.926518,-60.357476,,143.926518,-60.357476
2978.01,145.160952,-26.642033,547.599,145.160952,-26.642033
2979.01,151.885665,-43.629408,1322.42,151.885665,-43.629408
298.01,344.060721,-34.361106,957.936,344.060721,-34.361106
2980.01,176.258442,-12.411672,729.185,176.258442,-12.411672
2981.01,163.487394,-25.524599,527.789,163.487394,-25.524599
2982.01,165.802238,-9.96347,314.561,165.802238,-9.96347
2983.01,166.841016,-27.218365,530.686,166.841016,-27.218365
2984.01,166.534888,-25.014827,187.506,166.534888,-25.014827
2985.01,166.479877,-27.768338,1262.02,166.479877,-27.768338
2986.01,163.771561,-6.478452,563.149,163.771561,-6.478452
2987.01,129.802678,-44.370051,327.463,129.802678,-44.370051
2988.01,156.387891,-37.407655,441.41,156.387891,-37.407655
2989.01,171.231675,-27.062362,195.795,171.231675,-27.062362
299.01,10.594621,-48.293622,447.784,10.594621,-48.293622
2990.01,154.711314,-41.194007,763.643,154.711314,-41.194007
3079.01,145.306301,-54.34913,1508.11,145.306301,-54.34913
308.01,11.484724,-55.922662,,11.484724,-55.922662
3080.01,143.84521,-57.864852,1068.84,143.84521,-57.864852
3081.01,146.539767,-49.577322,1196.4,146.539767,-49.577322
3082.01,195.908072,-19.218984,113.048,195.908072,-19.218984
3083.01,191.111635,-14.258179,1007.21,191.111635,-14.258179
3084.01,178.054473,-27.517679,555.622,178.054473,-27.517679
3085.01,153.301542,-62.875354,1938.67,153.301542,-62.875354
3086.01,159.910145,-48.538112,116.69,159.910145,-48.538112
3087.01,161.280595,-48.649273,780.12,161.280595,-48.649273
3088.01,145.38646,-50.939504,,145.38646,-50.939504
3089.01,182.850444,-11.997569,314.298,182.850444,-11.997569
309.01,358.039579,-15.80105,345.288,358.039579,-15.80105
3090.01,152.074959,-53.287048,,152.074959,-53.287048
3091.01,166.624264,-56.05583,1082.78,166.624264,-56.05583
3092.01,149.573667,-58.926569,449.139,149.573667,-58.926569
3093.01,161.701642,-49.048228,989.462,161.701642,-49.048228
3094.01,161.433493,-52.538148,707.151,161.433493,-52.538148
3095.01,149.062666,-60.00347,536.222,149.062666,-60.00347
3096.01,197.187667,-28.234466,277.823,197.187667,-28.234466
3183.01,225.991509,-51.182394,1085.05,225.991509,-51.182394
3184.01,226.648869,-47.225034,649.368,226.648869,-47.225034
3185.01,200.003563,-47.707563,554.954,200.003563,-47.707563
3186.01,147.899643,-62.786004,1403.69,147.899643,-62.786004
3187.01,197.579939,-48.908885,1018.11,197.579939,-48.908885
3188.01,147.149005,-64.564647,1072.85,147.149005,-64.564647
3189.01,145.2336,-63.487213,1049.88,145.2336,-63.487213
319.01,351.290752,-47.945596,182.561,351.290752,-47.945596
3190.01,156.680692,-66.504894,1679.95,156.680692,-66.504894
3191.01,204.385594,-66.251049,864.432,204.385594,-66.251049
3192.01,196.373989,-66.385163,860.344,196.373989,-66.385163
3193.01,213.964279,-60.836844,1907.31,213.964279,-60.836844
3194.01,213.320899,-60.330954,293.249,213.320899,-60.330954
3195.01,216.271435,-53.504985,1216.73,216.271435,-53.504985
3196.01,212.596515,-60.138326,321.341,212.596515,-60.138326
3197.01,212.282531,-62.268693,1246.7,212.282531,-62.268693
3198.01,225.760711,-37.303281,476.319,225.760711,-37.303281
3199.01,213.95997,-50.538725,439.309,213.95997,-50.538725
320.01,345.522623,-16.360699,379.256,345.522623,-16.360699
3200.01,213.082385,-53.704865,,213.082385,-53.704865
3201.01,192.328452,-68.75053,,192.328452,-68.75053
3202.01,212.54751,-51.453035,373.996,212.54751,-51.453035
3203.01,212.569448,-50.104977,813.39,212.569448,-50.104977
3204.01,188.601563,-69.758095,1656.76,188.601563,-69.758095
3205.01,218.476437,-24.652822,,218.476437,-24.652822
3206.01,206.103286,-64.496601,1095.74,206.103286,-64.496601
3207.01,175.204109,-65.026903,14728.3,175.204109,-65.026903
3208.01,174.389345,-65.307937,964.011,174.389345,-65.307937
3209.01,174.495736,-61.471059,6817.48,174.495736,-61.471059
321.01,350.977923,-38.225789,380.053,350.977923,-38.225789
3210.01,173.340353,-63.341897,709.721,173.340353,-63.341897
3211.01,125.684734,-79.967892,622.381,125.684734,-79.967892
3212.01,171.894125,-65.144422,272.762,171.894125,-65.144422
3213.01,184.044295,-66.055079,1181.83,184.044295,-66.055079
3214.01,210.678525,-52.863246,392.044,210.678525,-52.863246
3215.01,180.050068,-61.656157,868.982,180.050068,-61.656157
3216.01,179.457833,-62.327546,7186.76,179.457833,-62.327546
3217.01,138.805858,-79.774383,522.663,138.805858,-79.774383
3218.01,206.026527,-32.522975,942.122,206.026527,-32.522975
3219.01,178.575415,-62.37515,1227.81,178.575415,-62.37515
322.01,63.825203,-56.253674,277.798,63.825203,-56.253674
3220.01,178.357087,-61.097733,3327.99,178.357087,-61.097733
3221.01,177.688743,-62.75265,2275.78,177.688743,-62.75265
3222.01,139.599794,-66.646095,1100.93,139.599794,-66.646095
3223.01,180.606425,-66.529163,2825.07,180.606425,-66.529163
3224.01,180.242096,-69.945817,833.486,180.242096,-69.945817
3225.01,220.32663,-61.611797,,220.32663,-61.611797
3226.01,170.310352,-66.172341,419.587,170.310352,-66.172341
3227.01,168.998194,-69.318291,528.262,168.998194,-69.318291
3228.01,168.864866,-66.837395,769.274,168.864866,-66.837395
3229.01,173.708318,-64.73169,1295.58,173.708318,-64.73169
3280.01,328.277886,-77.198103,793.087,328.277886,-77.198103
3281.01,286.528834,-38.990524,467.976,286.528834,-38.990524
3282.01,298.522938,-53.381214,470.939,298.522938,-53.381214
3283.01,288.951272,-56.354296,527.005,288.951272,-56.354296
3284.01,295.191984,-49.420378,511.737,295.191984,-49.420378
3285.01,295.315233,-35.246927,614.218,295.315233,-35.246927
3286.01,293.856895,-38.43229,312.259,293.856895,-38.43229
323.01,8.20273,-32.059418,315.141,8.20273,-32.059418
3230.01,219.321096,-48.051596,254.27,219.321096,-48.051596
3231.01,173.32243,-67.449283,1206.09,173.32243,-67.449283
3232.01,148.00043,-63.075191,825.812,148.00043,-63.075191
3233.01,174.569775,-56.962612,1251.25,174.569775,-56.962612
3234.01,189.182345,-52.057029,655.714,189.182345,-52.057029
3235.01,207.473849,-46.066514,72.811,207.473849,-46.066514
3236.01,214.31811,-44.33969,717.079,214.31811,-44.33969
3237.01,213.499311,-44.36654,1016.11,213.499311,-44.36654
3238.01,208.889334,-52.524511,,208.889334,-52.524511
3239.01,206.981105,-49.721915,967.034,206.981105,-49.721915
324.01,8.481996,-50.729434,944.552,8.481996,-50.729434
3240.01,206.327123,-50.480521,304.365,206.327123,-50.480521
3241.01,204.13817,-51.044343,300.417,204.13817,-51.044343
3242.01,211.181028,-55.447698,676.235,211.181028,-55.447698
3243.01,210.884268,-55.44311,,210.884268,-55.44311
3244.01,207.892594,-59.762737,1206.98,207.892594,-59.762737
3245.01,217.801851,-23.054805,881.501,217.801851,-23.054805
3246.01,213.538657,-37.558384,486.177,213.538657,-37.558384
3247.01,216.219416,-38.014361,1100.56,216.219416,-38.014361
3248.01,203.846742,-38.28398,576.031,203.846742,-38.28398
3249.01,219.568388,-40.751081,691.946,219.568388,-40.751081
325.01,13.877098,-33.512305,180.753,13.877098,-33.512305
3250.01,210.096262,-22.34234,410.674,210.096262,-22.34234
3251.01,224.78787,-40.870645,728.917,224.78787,-40.870645
3252.01,209.185479,-35.288854,280.347,209.185479,-35.288854
3253.01,209.183512,-35.292443,277.718,209.183512,-35.292443
3254.01,212.731306,-31.240072,555.221,212.731306,-31.240072
3255.01,214.96711,-28.921092,256.899,214.96711,-28.921092
3256.01,124.321302,-78.014945,426.474,124.321302,-78.014945
3257.01,228.684363,-31.902206,761.766,228.684363,-31.902206
3258.01,157.014455,-85.529118,,157.014455,-85.529118
3259.01,202.792828,-58.289062,411.798,202.792828,-58.289062
326.01,356.11482,-46.866601,462.239,356.11482,-46.866601
3260.01,48.785978,-75.72207,599.768,48.785978,-75.72207
3261.01,47.728524,-73.531972,300.141,47.728524,-73.531972
3262.01,46.360258,-74.472778,404.221,46.360258,-74.472778
3263.01,300.625098,-74.344504,480.702,300.625098,-74.344504
3264.01,286.481864,-35.815774,867.089,286.481864,-35.815774
3265.01,299.089231,-60.177164,637.042,299.089231,-60.177164
3266.01,270.950419,-86.309236,334.472,270.950419,-86.309236
3267.01,290.91348,-70.609525,714.829,290.91348,-70.609525
3268.01,60.057545,-87.911943,272.053,60.057545,-87.911943
3269.01,37.613585,-84.053383,489.606,37.613585,-84.053383
327.01,343.633009,-34.502725,958.071,343.633009,-34.502725
3270.01,290.676649,-76.322332,,290.676649,-76.322332
3271.01,292.968878,-52.645652,365.226,292.968878,-52.645652
3272.01,126.256924,-85.1578,611.415,126.256924,-85.1578
3273.01,318.360827,-66.481594,396.881,318.360827,-66.481594
3274.01,304.233188,-55.874695,599.012,304.233188,-55.874695
3275.01,318.356223,-73.064186,311.738,318.356223,-73.064186
3276.01,295.508668,-59.35635,297.407,295.508668,-59.35635
3277.01,290.856966,-54.330649,273.098,290.856966,-54.330649
3278.01,291.866861,-62.094877,904.752,291.866861,-62.094877
3279.01,11.092003,-75.629805,614.459,11.092003,-75.629805
328.01,349.487743,-43.925529,659.967,349.487743,-43.925529
3338.01,271.923408,-42.543178,533.245,271.923408,-42.543178
3339.01,271.611136,-44.117222,,271.611136,-44.117222
334.01,36.498718,-63.647607,199.657,36.498718,-63.647607
3340.01,270.726679,-55.841807,402.859,270.726679,-55.841807
3341.01,268.399733,-59.653938,543.009,268.399733,-59.653938
3342.01,266.358966,-56.882951,340.802,266.358966,-56.882951
3343.01,275.164944,-39.220957,991.209,275.164944,-39.220957
3344.01,272.450977,-31.891545,248.097,272.450977,-31.891545
3345.01,268.05232,-45.1783,1356.21,268.05232,-45.1783
3346.01,283.664945,-47.994244,132.574,283.664945,-47.994244
3347.01,118.348267,-36.803031,491.072,118.348267,-36.803031
3348.01,117.924589,-37.171337,820.182,117.924589,-37.171337
3349.01,108.967811,-4.24652,574.167,108.967811,-4.24652
335.01,21.32225,-39.947872,472.613,21.32225,-39.947872
3350.01,141.699699,-38.626819,112.087,141.699699,-38.626819
3351.01,162.916411,-44.985551,388.82,162.916411,-44.985551
3352.01,64.841462,-74.585973,281.692,64.841462,-74.585973
3353.01,106.529815,-75.819559,78.7577,106.529815,-75.819559
3353.02,106.529815,-75.819559,78.7577,106.529815,-75.819559
3287.01,292.757611,-31.633962,988.609,292.757611,-31.633962
3288.01,297.110316,-43.018001,200.5,297.110316,-43.018001
3289.01,289.343349,-33.054784,915.052,289.343349,-33.054784
329.01,351.321095,-15.634631,284.388,351.321095,-15.634631
3290.01,289.140291,-34.781754,369.444,289.140291,-34.781754
3291.01,286.967116,-63.991599,363.935,286.967116,-63.991599
3292.01,284.211364,-61.717588,894.68,284.211364,-61.717588
3293.01,282.51078,-62.094156,1270.93,282.51078,-62.094156
3294.01,279.640407,-62.301798,286.439,279.640407,-62.301798
3295.01,282.011353,-57.545386,981.113,282.011353,-57.545386
3296.01,281.55889,-57.694363,437.919,281.55889,-57.694363
3297.01,264.825476,-87.299445,900.488,264.825476,-87.299445
3298.01,274.804997,-71.793902,588.129,274.804997,-71.793902
3299.01,281.311417,-47.086382,417.019,281.311417,-47.086382
330.01,358.751682,-22.538908,200.326,358.751682,-22.538908
3300.01,246.034734,-82.550772,791.797,246.034734,-82.550772
3301.01,240.470403,-78.602561,786.257,240.470403,-78.602561
3302.01,185.130699,-84.916673,705.625,185.130699,-84.916673
3303.01,284.048901,-70.249425,615.178,284.048901,-70.249425
3304.01,270.132239,-52.68301,502.336,270.132239,-52.68301
3305.01,269.546056,-62.477432,394.443,269.546056,-62.477432
3306.01,161.042028,-86.319954,403.582,161.042028,-86.319954
3307.01,161.036801,-86.316421,560.726,161.036801,-86.316421
3308.01,274.046382,-65.608083,,274.046382,-65.608083
3309.01,271.991949,-49.555097,288.963,271.991949,-49.555097
331.01,20.419256,-42.481783,939.136,20.419256,-42.481783
3310.01,267.445726,-53.407556,890.249,267.445726,-53.407556
3311.01,269.063581,-57.100597,521.922,269.063581,-57.100597
3312.01,272.905634,-36.782023,450.91,272.905634,-36.782023
3313.01,270.656968,-37.440201,8341.8,270.656968,-37.440201
3314.01,279.610687,-40.802254,353.719,279.610687,-40.802254
3315.01,264.934249,-73.37763,565.094,264.934249,-73.37763
3316.01,260.706965,-73.434885,642.134,260.706965,-73.434885
3317.01,258.402253,-74.303176,974.737,258.402253,-74.303176
3318.01,255.271159,-75.430201,586.486,255.271159,-75.430201
3319.01,251.382358,-76.937828,557.804,251.382358,-76.937828
332.01,348.058952,-44.876485,222.852,348.058952,-44.876485
3388.01,113.103262,-38.574805,601.211,113.103262,-38.574805
3389.01,121.093981,-34.262222,527.277,121.093981,-34.262222
3320.01,267.895964,-63.005947,956.388,267.895964,-63.005947
3321.01,265.760335,-65.008252,285.895,265.760335,-65.008252
3322.01,265.087598,-63.251885,809.845,265.087598,-63.251885
3323.01,262.640686,-64.723142,234.721,262.640686,-64.723142
3324.01,278.474993,-70.946262,803.35,278.474993,-70.946262
3325.01,272.205469,-59.891679,522.799,272.205469,-59.891679
3326.01,256.43032,-70.909631,685.8,256.43032,-70.909631
3327.01,281.602174,-68.126095,891.92,281.602174,-68.126095
3328.01,266.123677,-79.594616,426.298,266.123677,-79.594616
3329.01,266.880985,-79.466679,441.315,266.880985,-79.466679
333.01,353.357499,-41.171521,352.269,353.357499,-41.171521
3330.01,268.693269,-53.392923,834.968,268.693269,-53.392923
3331.01,271.324167,-34.107171,217.193,271.324167,-34.107171
3332.01,271.039719,-34.12037,6634.95,271.039719,-34.12037
3333.01,270.881486,-35.447285,,270.881486,-35.447285
3334.01,276.041754,-51.036649,851.085,276.041754,-51.036649
3335.01,279.109348,-57.452396,744.585,279.109348,-57.452396
3336.01,278.746802,-55.663421,535.977,278.746802,-55.663421
3337.01,275.147902,-58.253155,781.789,275.147902,-58.253155
3354.01,95.151882,-59.754672,415.22,95.151882,-59.754672
3355.01,79.323673,-59.068391,261.681,79.323673,-59.068391
3356.01,25.719671,-48.78843,495.996,25.719671,-48.78843
3357.01,110.390835,-21.93839,607.29,110.390835,-21.93839
3358.01,133.542032,-48.072792,454.844,133.542032,-48.072792
3359.01,142.919776,-63.367397,119.49,142.919776,-63.367397
336.01,70.670279,-64.885209,600.497,70.670279,-64.885209
3360.01,123.676678,-55.642735,564.342,123.676678,-55.642735
3361.01,144.456031,-59.115086,136.169,144.456031,-59.115086
3362.01,155.984143,-56.843117,366.987,155.984143,-56.843117
3363.01,138.759017,-54.314261,2157.7,138.759017,-54.314261
3364.01,144.537771,-49.335223,277.899,144.537771,-49.335223
3365.01,146.497112,-46.267641,273.225,146.497112,-46.267641
3366.01,155.332076,-50.081462,238.294,155.332076,-50.081462
3367.01,147.793034,-49.410563,5366.25,147.793034,-49.410563
3368.01,118.086505,-37.720846,886.655,118.086505,-37.720846
3369.01,134.39908,-36.850749,815.313,134.39908,-36.850749
337.01,7.330079,-50.140052,292.682,7.330079,-50.140052
3370.01,117.781828,-41.578402,549.076,117.781828,-41.578402
3371.01,132.699163,-35.006901,627.758,132.699163,-35.006901
3372.01,117.531459,-38.714129,1521.09,117.531459,-38.714129
3373.01,132.627958,-31.982173,677.509,132.627958,-31.982173
3374.01,117.265588,-36.677812,1040.31,117.265588,-36.677812
3375.01,130.052164,-31.994286,735.596,130.052164,-31.994286
3376.01,117.091727,-38.018985,1055.67,117.091727,-38.018985
3377.01,127.670065,-40.280004,810.822,127.670065,-40.280004
3378.01,121.289884,-41.187617,915.563,121.289884,-41.187617
3379.01,119.75408,-25.648554,446.453,119.75408,-25.648554
338.01,7.709529,-40.573461,542.251,7.709529,-40.573461
3380.01,121.585737,-22.094073,1062.66,121.585737,-22.094073
3381.01,119.489473,-28.122701,1001.57,119.489473,-28.122701
3382.01,133.755772,-9.1652,713.283,133.755772,-9.1652
3383.01,152.043987,-1.217947,810.86,152.043987,-1.217947
3384.01,130.223468,-19.851233,1520.39,130.223468,-19.851233
3385.01,115.874489,-38.90883,343.21,115.874489,-38.90883
3386.01,114.317625,-36.27316,511.818,114.317625,-36.27316
3387.01,128.779989,-18.244506,617.178,128.779989,-18.244506
3407.01,119.508998,-33.996094,714.755,119.508998,-33.996094
3408.01,133.207393,-1.606521,665.382,133.207393,-1.606521
3409.01,143.731993,-12.25044,364.285,143.731993,-12.25044
341.01,355.844989,-23.998023,415.551,355.844989,-23.998023
3545.01,301.314408,37.349804,567.193,301.314408,37.349804
3546.01,305.517342,41.255055,500.216,305.517342,41.255055
3547.01,304.765094,39.595575,644.514,304.765094,39.595575
3548.01,294.557985,47.783127,287.244,294.557985,47.783127
3549.01,299.872379,45.499591,769.611,299.872379,45.499591
355.01,17.888208,-36.709119,313.032,17.888208,-36.709119
3550.01,325.383163,29.91356,632.507,325.383163,29.91356
3551.01,314.510904,25.540404,680.464,314.510904,25.540404
3552.01,314.545327,25.898469,885.672,314.545327,25.898469
3553.01,325.603811,29.869375,398.925,325.603811,29.869375
3554.01,321.482979,34.424583,,321.482979,34.424583
3555.01,302.24715,56.508168,798.449,302.24715,56.508168
3556.01,312.536937,29.983516,795.26,312.536937,29.983516
3557.01,294.487932,46.002151,447.387,294.487932,46.002151
3558.01,314.577184,36.440693,772.831,314.577184,36.440693
371.01,8.923918,-50.316967,383.318,8.923918,-50.316967
3710.01,90.808637,41.649461,1137.19,90.808637,41.649461
3711.01,77.163736,66.52611,1158.64,77.163736,66.52611
3712.01,89.243696,36.358115,360.509,89.243696,36.358115
3713.01,67.998759,32.869383,224.513,67.998759,32.869383
3714.01,69.552342,39.458003,112.71,69.552342,39.458003
3715.01,88.890851,39.126519,348.661,88.890851,39.126519
3716.01,68.005803,36.012476,197.528,68.005803,36.012476
3717.01,69.965956,46.669445,505.231,69.965956,46.669445
3718.01,65.713648,41.125315,767.821,65.713648,41.125315
3719.01,63.286661,54.572095,583.038,63.286661,54.572095
372.01,359.759069,-15.612021,340.037,359.759069,-15.612021
3720.01,60.696633,39.041323,487.904,60.696633,39.041323
3721.01,80.611594,40.425991,416.005,80.611594,40.425991
3722.01,50.324844,63.732522,783.568,50.324844,63.732522
3723.01,82.215093,30.227473,787.446,82.215093,30.227473
3724.01,80.425878,36.274635,438.246,80.425878,36.274635
3725.01,84.789937,60.424358,587.219,84.789937,60.424358
339.01,337.921615,-21.945702,650.653,337.921615,-21.945702
3390.01,146.64134,-8.604797,,146.64134,-8.604797
3391.01,113.153512,-41.725403,1249.01,113.153512,-41.725403
3392.01,121.429562,-42.702359,,121.429562,-42.702359
3393.01,111.598673,-40.765592,783.101,111.598673,-40.765592
3394.01,109.132322,-44.168203,646.997,109.132322,-44.168203
3395.01,103.644859,-45.064275,440.82,103.644859,-45.064275
3396.01,127.140149,-34.630225,928.163,127.140149,-34.630225
3397.01,122.217093,-28.937824,180.84,122.217093,-28.937824
3398.01,143.540873,-7.433444,168.34,143.540873,-7.433444
3399.01,120.464794,-24.782618,2056.31,120.464794,-24.782618
340.01,11.747329,-44.369951,497.551,11.747329,-44.369951
3400.01,123.624724,-19.590655,913.915,123.624724,-19.590655
3401.01,150.923685,-10.575236,647.95,150.923685,-10.575236
3402.01,120.185666,-33.729847,5066.53,120.185666,-33.729847
3403.01,120.538954,-41.205439,678.701,120.538954,-41.205439
3404.01,138.098314,-33.256815,513.6,138.098314,-33.256815
3405.01,119.870056,-30.006131,1203.27,119.870056,-30.006131
3406.01,133.44721,-18.003195,889.866,133.44721,-18.003195
3559.01,296.381383,39.959925,813.322,296.381383,39.959925
356.01,6.070055,-37.222035,835.557,6.070055,-37.222035
3560.01,296.063483,40.30857,297.852,296.063483,40.30857
3561.01,299.809982,38.393653,1067.6,299.809982,38.393653
3562.01,306.256232,46.923098,289.309,306.256232,46.923098
3563.01,297.45374,41.011019,399.398,297.45374,41.011019
3564.01,305.940369,46.103142,737.575,305.940369,46.103142
3565.01,308.561885,35.395204,440.708,308.561885,35.395204
3566.01,297.295912,38.857228,845.721,297.295912,38.857228
3567.01,318.104487,29.844788,516.364,318.104487,29.844788
3568.01,322.602368,34.739581,197.906,322.602368,34.739581
3569.01,307.013306,26.401654,284.927,307.013306,26.401654
357.01,32.321881,-48.48474,480.322,32.321881,-48.48474
3570.01,305.46164,34.126027,991.273,305.46164,34.126027
3571.01,328.455439,47.392259,654.254,328.455439,47.392259
3572.01,314.895323,52.396406,425.989,314.895323,52.396406
3573.01,336.998619,38.28595,412.387,336.998619,38.28595
3574.01,326.599217,41.681578,302.734,326.599217,41.681578
3726.01,77.298277,38.228572,491.622,77.298277,38.228572
3727.01,84.479701,64.545457,461.037,84.479701,64.545457
3728.01,85.151086,34.796663,1686.41,85.151086,34.796663
3729.01,86.594255,59.521666,,86.594255,59.521666
373.01,355.901919,-11.26957,741.257,355.901919,-11.26957
3730.01,64.230918,36.924112,960.168,64.230918,36.924112
3731.01,83.891112,31.164547,300.021,83.891112,31.164547
3732.01,84.613821,57.031425,1033.68,84.613821,57.031425
3733.01,83.140649,57.623092,881.379,83.140649,57.623092
3734.01,79.285641,53.723458,,79.285641,53.723458
3735.01,55.590143,58.295332,278.597,55.590143,58.295332
3736.01,79.703512,43.815936,1280.39,79.703512,43.815936
3737.01,72.427173,35.301657,324.005,72.427173,35.301657
3738.01,88.985589,34.265809,715.956,88.985589,34.265809
3739.01,86.635927,51.242599,962.115,86.635927,51.242599
374.01,358.227453,-41.700468,702.626,358.227453,-41.700468
3740.01,81.57825,47.073781,,81.57825,47.073781
3741.01,81.578251,47.07378,452.15,81.578251,47.07378
3410.01,102.595945,-48.534456,,102.595945,-48.534456
3411.01,117.401918,-34.451103,1531.6,117.401918,-34.451103
3412.01,147.482896,-14.733219,565.295,147.482896,-14.733219
3413.01,116.538349,-33.48309,726.071,116.538349,-33.48309
3414.01,117.917125,-36.81567,537.355,117.917125,-36.81567
3415.01,128.20788,-13.064342,1053.27,128.20788,-13.064342
3416.01,123.261857,-31.320175,1184.46,123.261857,-31.320175
3417.01,150.389098,-16.126786,548.679,150.389098,-16.126786
3418.01,123.274547,-23.053372,,123.274547,-23.053372
3419.01,123.149611,-32.776684,,123.149611,-32.776684
342.01,342.170406,-18.520467,508.84,342.170406,-18.520467
3420.01,122.430787,-22.868692,950.218,122.430787,-22.868692
3421.01,122.092607,-30.09545,1787.36,122.092607,-30.09545
3422.01,140.84562,2.932484,397.313,140.84562,2.932484
3423.01,122.010942,-31.189361,4030.62,122.010942,-31.189361
3424.01,128.800451,-27.407594,994.33,128.800451,-27.407594
3425.01,121.663414,-31.944461,923.779,121.663414,-31.944461
3426.01,156.229013,0.435829,687.367,156.229013,0.435829
3427.01,121.316468,-31.849047,868.194,121.316468,-31.849047
3428.01,125.654901,-29.187989,,125.654901,-29.187989
3575.01,326.473232,36.247629,399.524,326.473232,36.247629
3576.01,300.917036,52.080676,582.817,300.917036,52.080676
3577.01,327.095917,48.334399,420.999,327.095917,48.334399
3578.01,317.124796,49.112843,460.849,317.124796,49.112843
3579.01,322.029218,56.823139,4982.73,322.029218,56.823139
358.01,3.061189,-47.355422,579.028,3.061189,-47.355422
3580.01,330.271302,38.530284,153.214,330.271302,38.530284
3581.01,303.369006,53.276849,,303.369006,53.276849
3582.01,307.292565,50.076925,624.477,307.292565,50.076925
3583.01,315.8822,48.687895,,315.8822,48.687895
3584.01,314.895418,52.396108,359.363,314.895418,52.396108
3585.01,326.807138,34.646627,130.802,326.807138,34.646627
3586.01,310.219074,50.922722,232.183,310.219074,50.922722
3587.01,316.834683,49.431813,497.23,316.834683,49.431813
3588.01,308.308351,50.926837,1023.15,308.308351,50.926837
3589.01,326.392082,39.495055,574.124,326.392082,39.495055
359.01,11.673176,-42.361791,715.834,11.673176,-42.361791
3590.01,329.279291,31.452973,911.211,329.279291,31.452973
3591.01,325.190963,43.529775,597.467,325.190963,43.529775
3742.01,72.799655,50.096898,166.818,72.799655,50.096898
3743.01,58.490945,58.748105,,58.490945,58.748105
3744.01,60.273843,67.507635,938.939,60.273843,67.507635
3745.01,65.615413,46.536011,343.885,65.615413,46.536011
3746.01,78.040149,34.750032,145.759,78.040149,34.750032
3747.01,58.983683,57.834123,937.29,58.983683,57.834123
3748.01,51.761032,61.189331,796.177,51.761032,61.189331
3749.01,68.539495,32.806951,639.641,68.539495,32.806951
375.01,47.149903,-77.383328,396.213,47.149903,-77.383328
3750.01,76.423773,67.820318,156.504,76.423773,67.820318
3751.01,68.629023,32.476637,613.765,68.629023,32.476637
3752.01,46.811835,64.395362,1310.21,46.811835,64.395362
3753.01,62.618611,32.306767,884.571,62.618611,32.306767
3754.01,46.934208,62.39968,812.367,46.934208,62.39968
3755.01,69.747261,66.671209,322.356,69.747261,66.671209
3756.01,83.653007,36.939626,327.13,83.653007,36.939626
3757.01,91.003642,55.019979,181.139,91.003642,55.019979
3758.01,41.323613,69.106259,477.787,41.323613,69.106259
3429.01,108.858976,-42.44809,816.907,108.858976,-42.44809
343.01,356.045365,-18.889525,519.27,356.045365,-18.889525
3430.01,129.445897,-19.63472,872.374,129.445897,-19.63472
3431.01,136.852675,4.289924,1198.58,136.852675,4.289924
3432.01,121.479826,-41.46259,,121.479826,-41.46259
3433.01,135.455975,0.969613,210.527,135.455975,0.969613
3434.01,135.313863,0.841828,607.396,135.313863,0.841828
3435.01,106.432017,-49.520598,282.594,106.432017,-49.520598
3436.01,119.365428,-38.970243,566.014,119.365428,-38.970243
3437.01,119.412446,-41.241508,461.605,119.412446,-41.241508
3438.01,146.331746,3.094481,735.129,146.331746,3.094481
3439.01,151.584825,-79.37679,591.628,151.584825,-79.37679
344.01,347.053748,-28.007825,404.201,347.053748,-28.007825
3440.01,244.330203,-54.13911,7170.63,244.330203,-54.13911
3441.01,162.624868,-79.727859,652.833,162.624868,-79.727859
3442.01,244.066558,-55.099987,611.019,244.066558,-55.099987
3443.01,218.278396,-60.093362,1025.24,218.278396,-60.093362
3444.01,241.287509,-46.565649,481.703,241.287509,-46.565649
3445.01,244.138351,-41.073966,353.696,244.138351,-41.073966
3592.01,332.122967,33.349296,465.275,332.122967,33.349296
3593.01,331.506364,34.211658,226.63,331.506364,34.211658
3594.01,331.162387,32.537015,631.413,331.162387,32.537015
3595.01,4.859275,44.027596,329.036,4.859275,44.027596
3596.01,356.128305,36.361717,527.73,356.128305,36.361717
3597.01,9.516583,34.711402,202.078,9.516583,34.711402
3598.01,306.049504,59.27843,792.835,306.049504,59.27843
3599.01,4.094988,38.298531,481.258,4.094988,38.298531
360.01,347.08487,-29.590446,646.707,347.08487,-29.590446
3600.01,316.383909,56.504367,607.523,316.383909,56.504367
3601.01,8.701208,45.387414,694.069,8.701208,45.387414
3602.01,325.972143,54.574269,432.426,325.972143,54.574269
