main_id,ra,dec,otype,frame_hash
[AFR2020] NGC5907 GC284,229.1059,56.485554,GlC,4013971596413803705
[AFR2020] NGC5907 GC285,228.86446,56.480576,GlC,-1100932759127115609
[AFR2020] NGC5907 GC286,228.76413,56.48022,GlC,5505929540771381509
[AFR2020] NGC5907 GC287,228.68877,56.47564299999999,GlC,2805018280529994042
[AFR2020] NGC5907 GC288,228.95839,56.474945,GlC,-8730979721141628587
[AFR2020] NGC5907 GC289,229.10391,56.472454,GlC,-4526802457456413369
[AFR2020] NGC5907 GC290,228.8321,56.46678,GlC,2367464969001361839
[AFR2020] NGC5907 GC291,228.8522,56.46929999999999,GlC,-6368123536208420997
[AFR2020] NGC5907 GC292,229.01945,56.468323,GlC,-6560942338974984460
[AFR2020] NGC5907 GC293,228.73132,56.468605,GlC,-7380567018278503063
[AFR2020] NGC5907 GC294,228.74254,56.4667,GlC,325072968340029140
[AFR2020] NGC5907 GC295,228.98174,56.46707,GlC,2032142833993102204
[AFR2020] NGC5907 GC296,228.83623,56.464935,GlC,3683153268818269927
Hanes   II-9,187.47029166666664,7.965222222222222,GlC,7936999005619828309
[AFR2020] NGC5907 GC297,228.84038,56.462680000000006,GlC,-8892930207331725544
[AFR2020] NGC5907 GC298,228.81877,56.45931,GlC,4186387942919456398
[AFR2020] NGC5907 GC299,228.90616,56.455727,GlC,1782264804202814970
[AFR2020] NGC5907 GC300,228.69925,56.455433,GlC,-905196281580547620
[AFR2020] NGC5907 GC301,228.68604,56.414433,GlC,-453721424183141062
[AFR2020] NGC5907 GC302,229.07643,56.414383,GlC,1025921711823518840
[AFR2020] NGC5907 GC303,229.0386,56.44733999999999,GlC,6923448469227339249
[AFR2020] NGC5907 GC304,228.74672,56.446915,GlC,-742764159679612769
[AFR2020] NGC5907 GC305,229.26225,56.446285,GlC,-8823421580181792216
[AFR2020] NGC5907 GC306,228.76372,56.445984,GlC,-922715096304467054
