main_id,ra,dec,otype
[AFR2020] NGC5907 GC153,228.93043999999998,56.30438199999999,GlC
[AFR2020] NGC5907 GC154,229.28568,56.305725,GlC
[AFR2020] NGC5907 GC155,229.04079999999996,56.30699,GlC
[AFR2020] NGC5907 GC156,228.96701,56.307587,GlC
[AFR2020] NGC5907 GC157,229.16499999999996,56.308144,GlC
[AFR2020] NGC5907 GC158,229.1516,56.30824,GlC
[AFR2020] NGC5907 GC159,229.00969999999998,56.310867,GlC
[AFR2020] NGC5907 GC160,229.30784999999997,56.31147,GlC
[AFR2020] NGC5907 GC161,229.30478,56.31157,GlC
[AFR2020] NGC5907 GC162,229.14589999999998,56.312416,GlC
[AFR2020] NGC5907 GC163,228.75363,56.31295,GlC
[AFR2020] NGC5907 GC164,229.31648,56.314136999999995,GlC
[AFR2020] NGC5907 GC165,229.04966999999996,56.314823,GlC
[AFR2020] NGC5907 GC166,229.2246,56.316093,GlC
[AFR2020] NGC5907 GC167,228.81145,56.31653,GlC
[AFR2020] NGC5907 GC168,228.73848,56.317085,GlC
[AFR2020] NGC5907 GC169,229.19063,56.31895,GlC
[AFR2020] NGC5907 GC170,229.11545,56.31904,GlC
[AFR2020] NGC5907 GC171,229.20393,56.32011,GlC
[AFR2020] NGC5907 GC172,229.3193,56.321617,GlC
[AFR2020] NGC5907 GC173,228.88257,56.323376,GlC
[AFR2020] NGC5907 GC174,229.21915999999996,56.324375,GlC
[AFR2020] NGC5907 GC175,229.24976,56.32412300000001,GlC
[AFR2020] NGC5907 GC176,228.68748,56.32553,GlC
[AFR2020] NGC5907 GC177,228.72899999999998,56.325294,GlC
[AFR2020] NGC5907 GC178,229.25955,56.326595,GlC
[AFR2020] NGC5907 GC179,228.62021,56.32927,GlC
[AFR2020] NGC5907 GC180,229.22455000000002,56.32910999999999,GlC
KAZF 5907-2,228.94463999999996,56.33023,GlC
[AFR2020] NGC5907 GC182,229.26104999999998,56.32925999999999,GlC
KAZF 5907-19,228.98257,56.33012800000001,GlC
KAZF 5907-21,228.98373,56.33237,GlC
[AFR2020] NGC5907 GC185,229.11798,56.33263,GlC
KAZF 5907-1,228.91705,56.334039999999995,GlC
[AFR2020] NGC5907 GC187,229.21297,56.333584,GlC
[AFR2020] NGC5907 GC188,229.07977,56.339066,GlC
[AFR2020] NGC5907 GC189,228.59177,56.33879,GlC
[AFR2020] NGC5907 GC190,228.77733,56.340263,GlC
[AFR2020] NGC5907 GC191,228.71088999999998,56.34183999999999,GlC
