WDS,Disc,Comp,Obs1,Obs2,pa1,pa2,sep1,sep2,mag1,mag2,DM,Notes,n_RAJ2000,ra,dec,_RA.icrs,_DE.icrs,framework_id,frame_hash
00074+5218,TDS1302,0,1991,1991,127,127,1.6,1.6,12.25,13.03,0,X,0,00 07 22.75,+52 17 58.7,00 07 22.75,+52 17 58.7,6457683215817969129,5967883435676285475
00074+2219,CVR 304,0,2000,2016,13,13,9.3,9.3,15.5,18.9,0,V R,0,00 07 24.90,+22 19 00.3,00 07 24.90,+22 19 00.3,7669916831075274591,6135454938685126385
00074+2029,KU    3,0,1901,2021,81,75,1.0,1.0,10.32,10.4,+19    2,0,0,00 07 28.21,+20 29 35.7,00 07 28.21,+20 29 35.7,-1571771593620471259,4869600539701845219
00074+1051,GIC9001,0,2015,2015,352,352,0.7,0.7,13.5,14.8,0,V,0,00 07 23.44,+10 50 56.0,00 07 23.44,+10 50 56.0,-1139626097708517799,-1860376682666546693
00074+0445,CRB   9,0,1997,2015,320,319,6.4,6.4,12.8,15.5,0,VW,0,00 07 24.63,+04 45 17.4,00 07 24.63,+04 45 17.4,8366497543442458911,-6176773568373496649
00074-0519,GWP  15,0,1954,2016,0,0,10.4,10.5,15.4,17.5,0,V,0,00 07 25.16,-05 18 46.5,00 07 25.16,-05 18 46.5,-495802215156584252,-5154993585750023015
00074-1102,HDS  14,0,1991,2016,176,178,1.1,1.1,9.1,12.66,-11 6205,0,0,00 07 22.89,-11 02 00.2,00 07 22.89,-11 02 00.2,7052162672122815550,-542030520512135301
00074-1125,GWP  16,0,1994,2015,357,358,7.1,6.9,14.4,16.2,0,V R,0,00 07 26.00,-11 24 39.1,00 07 26.00,-11 24 39.1,1897381362024394065,5996424525761783861
00074-2936,LDS2088,0,1954,2016,8,1,8.0,8.5,15.17,18.64,0,N,0,00 07 22.52,-29 35 25.9,00 07 22.52,-29 35 25.9,8482993742059366589,1185589460971331167
00074-7730,HJ 5442,0,1835,2015,62,67,22.5,27.6,8.5,11.37,-78    1,0,0,00 07 25.90,-77 29 39.1,00 07 25.90,-77 29 39.1,-7103019793011323355,2841332302966817580
00075+6008,ES 1706,0,1918,2016,79,80,2.0,2.1,10.65,12.09,+59 2831,0,0,00 07 32.10,+60 08 21.0,00 07 32.10,+60 08 21.0,-7152897819738383432,999891485358461587
00075+3308,TDS1303,0,1991,2019,39,39,0.5,0.5,10.79,10.98,+32 4775,0,0,00 07 27.85,+33 07 47.1,00 07 27.85,+33 07 47.1,-1430711078097439578,3936908010625523960
00075+0532,CVR1029,0,2000,2016,203,204,3.8,3.8,15.3,15.6,0,R,0,00 07 28.41,+05 32 00.1,00 07 28.41,+05 32 00.1,-5078548848246932208,1085660928979376125
00076+5246,A  1253,0,1906,2016,86,83,2.3,4.0,7.7,11.28,+51    2,0,0,00 07 37.40,+52 46 22.7,00 07 37.40,+52 46 22.7,3188556629876822678,-5678623840147179757
00076+4009,STF3064,AB,1782,2024,341,9,22.0,26.1,6.84,10.84,+39    3,NLWU,0,00 07 37.92,+40 08 52.6,00 07 37.92,+40 08 52.6,8608751763816122305,3484316214720310276
00076+3140,BU 1014,0,1891,2016,336,341,1.5,1.6,7.0,12.5,+30    1,0,0,00 07 35.18,+31 40 08.6,00 07 35.18,+31 40 08.6,-803300164015940185,-7038679046598817107
00076+0421,GRV   7,0,1909,2015,231,230,37.4,37.4,10.28,10.97,0,V,0,00 07 36.88,+04 21 24.6,00 07 36.88,+04 21 24.6,2482244823958293629,-5102030736195090460
00076-0433,STF3063,0,1831,2015,233,194,1.8,1.0,9.3,10.29,-05    2,O,0,00 07 35.68,-04 32 51.1,00 07 35.68,-04 32 51.1,-1045193701920783241,1479092191091646614
00076-1606,KPP2678,0,1979,2016,337,334,19.6,20.6,16.01,20.46,0,T,0,00 07 34.82,-16 05 31.6,00 07 34.82,-16 05 31.6,5319773895854057277,6266009990840807030
00076-1825,HJ 3240,0,1830,2018,140,132,5.0,7.7,10.0,11.0,0,0,0,00 06 36.41,-18 24 32.6,00 06 36.41,-18 24 32.6,-4252536719694745834,7202321913405835476
00076-2718,LDS2089,0,1954,2015,146,151,24.0,24.0,17.45,18.99,0,N,0,00 07 32.89,-27 17 10.8,00 07 32.89,-27 17 10.8,3580449579304234124,5424474339569205845
00076-2720,LDS2090,0,1954,2015,122,121,110.0,111.6,15.7,20.5,0,0,0,00 07 31.22,-27 18 31.6,00 07 31.22,-27 18 31.6,1814392856150209738,-8932256156728853662
00076-6038,I   434,0,1911,2021,32,32,5.3,5.0,8.51,10.93,-61    1,0,0,00 07 34.74,-60 38 30.7,00 07 34.74,-60 38 30.7,-3440375744068413701,-1313061720911010369
00077+7839,TDS1304,0,2016,2016,197,197,2.9,2.9,10.3,18.7,0,0,0,00 07 40.15,+78 39 11.0,00 07 40.15,+78 39 11.0,-8029780699722139688,728448288234171507
00077+6022,JNN 247,0,2010,2018,74,108,0.5,1.0,12.4,13.0,0,NZ U,0,00 07 42.62,+60 22 54.3,00 07 42.62,+60 22 54.3,-8815539053422723261,575743503559270692
00077+3711,A  1501,0,1907,2013,227,240,1.1,0.9,7.59,10.63,+36    1,0,0,00 07 43.11,+37 11 07.6,00 07 43.11,+37 11 07.6,-3495513342670328711,6154459311809250399
00077+2519,POU   2,0,1898,2015,272,283,10.0,9.5,13.4,14.0,0,0,0,00 07 42.67,+25 19 24.9,00 07 42.67,+25 19 24.9,1757370421870573813,-8225560243470440888
00077+0348,TDS1305,AB,1991,1991,61,61,0.5,0.5,10.75,10.87,+03    2,X,0,00 07 40.34,+03 48 13.3,00 07 40.34,+03 48 13.3,-3364730735934466405,-1908047916842475833
00077-0454,ZHN  11,0,2000,2018,40,50,5.3,5.3,19.6,20.6,0,V B,0,00 07 44.29,-04 54 18.1,00 07 44.29,-04 54 18.1,-3701677528350435250,-5014039585678432282
00077-1020,SLW   8,0,1954,2016,75,75,27.7,27.6,17.4,18.3,0,V R,0,00 07 40.07,-10 20 27.3,00 07 40.07,-10 20 27.3,4427637098889629223,-2890986113044751214
00077-2058,BRT 294,0,1920,2016,229,221,3.7,4.3,11.76,12.0,-21    1,0,0,00 07 42.72,-20 57 37.5,00 07 42.72,-20 57 37.5,-4527990338714119454,722195914279170196
00077-2256,LDS2091,0,1952,2016,296,311,4.0,3.6,15.4,16.7,0,0,0,00 07 35.45,-22 55 18.9,00 07 35.45,-22 55 18.9,-6851943797918831033,2561412863397962746
00077-2509,HJ 3239,0,1831,2015,336,325,20.0,25.4,11.14,14.82,-25   11,0,0,00 07 42.43,-25 08 30.2,00 07 42.43,-25 08 30.2,5094961676001408880,-5694825697270332145
00077-2713,KPP2583,0,1984,2016,248,247,23.4,23.4,12.13,14.38,0,V,0,00 07 42.19,-27 13 23.6,00 07 42.19,-27 13 23.6,5073598851607399824,-656358807593506668
00077-5615,HDS  15,0,1991,1991,70,70,0.1,0.1,9.41,11.24,-56   13,X,0,00 07 40.98,-56 14 58.4,00 07 40.98,-56 14 58.4,-1085826467323720302,-3533284656341935833
00078+6321,HU 1002,0,1904,2021,303,275,0.7,0.4,9.22,9.5,+62    3,0,0,00 07 46.53,+63 21 28.7,00 07 46.53,+63 21 28.7,-4578022964794765349,-1364136412942681300
00078+5801,CBL 560,0,1998,2016,320,320,8.6,8.7,14.1,17.5,0,V,0,00 07 48.35,+58 00 50.3,00 07 48.35,+58 00 50.3,-2604454100479123641,5659645497610120391
00078+5723,HJ 3241,0,1828,2019,8,9,15.0,14.9,9.16,9.83,+56    1,N,0,00 07 46.58,+57 22 43.6,00 07 46.58,+57 22 43.6,-3336156572167463478,-7227202533125279368
00078+5434,STI1279,0,1917,2015,170,172,7.3,6.7,12.2,13.1,0,0,0,00 07 43.69,+54 34 52.9,00 07 43.69,+54 34 52.9,-6478952705016078328,-3456689829830981761
00078+4507,ES 1357,AB,1915,2015,138,186,5.1,4.1,9.91,14.7,+44    1,0,0,00 07 45.55,+45 07 44.7,00 07 45.55,+45 07 44.7,-1562207823654983241,-8281501596771932749
00078+4507,CRB   2,AC,1893,2015,226,226,54.4,54.4,9.91,12.44,+44    1,0,0,00 07 45.55,+45 07 44.7,00 07 45.55,+45 07 44.7,6939646885592139608,-8875443157008734830
00078+3920,CRB  25,0,1998,2016,216,216,23.9,23.8,17.0,17.2,0,V,0,00 07 49.01,+39 19 43.8,00 07 49.01,+39 19 43.8,379179597417268775,6448696568722250302
00078-0023,WAA  62,0,2002,2016,348,347,2.5,2.5,18.6,19.6,0,V,0,00 07 47.97,-00 22 43.1,00 07 47.97,-00 22 43.1,-6324978221846231993,-348971835210350247
00078-1342,KPP 967,0,1998,2016,112,112,7.9,7.9,12.4,14.4,0,V,0,00 07 49.29,-13 41 59.5,00 07 49.29,-13 41 59.5,1642405875888289802,-8145779697129940354
00078-2231,SEE   2,0,1897,2016,174,145,2.2,1.8,5.9,11.0,-23   13,0,0,00 07 46.86,-22 30 30.5,00 07 46.86,-22 30 30.5,3846819590683596990,3824097205119361451
00078-6205,TVB  20,0,1998,2016,40,40,7.5,7.5,10.1,12.4,0,0,0,00 07 49.95,-62 04 52.4,00 07 49.95,-62 04 52.4,-6350285579127900792,8251281572358791879
00079+7807,MLR 369,0,1972,2016,57,56,1.8,2.0,11.3,11.16,0,0,0,00 07 54.37,+78 07 59.0,00 07 54.37,+78 07 59.0,-2154668204881447159,-6815863720337674490
00079+1443,WAA  63,0,2001,2015,132,122,1.8,2.1,18.5,18.7,0,0,0,00 07 55.52,+14 43 27.6,00 07 55.52,+14 43 27.6,4604215295239801078,775643325395987993
00079+0317,J   301,0,1909,2016,180,180,4.4,4.4,10.81,13.8,+02    1,N,0,00 07 54.84,+03 17 49.7,00 07 54.84,+03 17 49.7,6111567968769911808,-6187256568821935573
00079+0047,BAL 942,0,1897,2016,300,299,7.2,7.2,9.6,12.1,-00    3,0,0,00 07 55.70,+00 47 27.2,00 07 55.70,+00 47 27.2,2000015491464266756,976471005555990161
00079+0244,KPP  48,0,2000,2015,126,126,4.8,4.9,12.8,14.5,0,V,0,00 07 55.79,+02 43 40.8,00 07 55.79,+02 43 40.8,8554102596956350251,-1686918484525764971
00079-2727,LDS   5,0,1912,2015,3,3,44.0,43.7,10.96,11.31,-28   11,N,0,00 13 39.29,-28 18 02.6,00 13 39.29,-28 18 02.6,432465215342204369,7826439836836396045
00079-2959,TOI 224,0,2019,2020,31,227,0.1,0.1,12.6,13.4,0,0,0,00 07 54.56,-29 58 44.4,00 07 54.56,-29 58 44.4,8990360482582995949,-1135441462577251113
00079-3005,LDS2092,0,1954,2016,92,92,4.0,4.4,16.69,18.86,0,N,0,00 07 56.90,-30 04 17.3,00 07 56.90,-30 04 17.3,-824414054463109322,1246236976198373497
00080+6035,STI   6,0,1910,2015,142,145,11.3,11.5,11.9,14.0,0,0,0,00 08 02.83,+60 35 26.8,00 08 02.83,+60 35 26.8,3796467976062174210,1416492935191335761
00080+3123,STTA256,AB,1876,2015,117,113,103.1,110.9,7.13,7.28,+30    2,NY,0,00 08 01.73,+31 23 28.4,00 08 01.73,+31 23 28.4,5660511530098291032,-4028643708829321625
00080+3123,BU 1339,AC,1912,2015,260,273,20.2,15.9,7.13,13.6,0,N,0,00 08 01.73,+31 23 28.4,00 08 01.73,+31 23 28.4,-5408366707393842839,8889040582819407800
00080+3123,ALL9001,AD,1895,2015,312,315,93.8,94.2,7.13,10.94,0,N,0,00 08 01.73,+31 23 28.4,00 08 01.73,+31 23 28.4,-7037443275671517450,5456963192883732534
00080+3123,FYM  34,AE,1999,2016,98,97,64.6,65.1,7.13,15.09,0,N,0,00 08 01.73,+31 23 28.4,00 08 01.73,+31 23 28.4,-4696209265191444339,6418487821367760181
00080+2156,GRV   8,0,1950,2015,302,302,77.1,77.9,11.52,13.84,0,0,0,00 08 05.86,+21 56 34.5,00 08 05.86,+21 56 34.5,9050335824939063490,-2348689788284043702
00080-0019,ITF 239,0,1951,2017,91,91,4.5,4.5,12.0,15.6,0,0,0,00 08 00.35,-00 18 40.9,00 08 00.35,-00 18 40.9,-805055830816565006,-7748422979894471145
00080-1414,STF3065,0,1878,2016,287,290,9.6,9.7,9.58,9.64,-15    3,V,0,00 07 59.24,-14 13 37.0,00 07 59.24,-14 13 37.0,9055331978091327681,6219332803851423384
00080-3139,BVD  46,0,1910,2017,328,329,19.7,20.4,10.9,11.83,-32   14,0,0,00 08 01.36,-31 38 41.8,00 08 01.36,-31 38 41.8,-5654054045406455027,-6341318864321448535
00081+7812,LDS1501,0,1965,2015,281,282,51.0,51.3,11.71,16.5,0,0,0,00 07 38.67,+78 12 09.6,00 07 38.67,+78 12 09.6,-146065417593084308,-2535318975638711074
00081+6414,TDS1306,0,2016,2016,43,43,2.1,2.1,11.6,17.8,0,0,0,00 08 08.85,+64 13 57.1,00 08 08.85,+64 13 57.1,5046051094861546844,7238347233264494287
00081+2547,LDS3125,0,1960,2015,252,253,61.0,61.8,12.46,17.58,0,0,0,00 08 09.60,+25 47 45.3,00 08 09.60,+25 47 45.3,1609480887168444026,4206182392285334487
00081+2029,AZC   2,0,1954,2015,147,147,25.6,25.8,10.09,14.2,0,V,0,00 08 05.45,+20 28 41.4,00 08 05.45,+20 28 41.4,8731368663191084400,-7247114304727579260
00081+0040,HJ 5533,0,1827,2015,73,73,26.5,26.4,10.67,11.35,-00    5,0,0,00 08 15.55,+00 40 27.8,00 08 15.55,+00 40 27.8,-5188533393761337579,-1783210987606545954
00082+6217,HJ 1936,0,1904,2015,196,207,11.9,12.9,11.15,11.8,+61    4,NU,0,00 08 13.19,+62 17 26.6,00 08 13.19,+62 17 26.6,7794096621627098539,8050970587045183195
00082+5933,STI   8,AB,1910,2015,35,34,8.4,9.4,12.22,12.44,0,N,0,00 08 14.78,+59 33 24.4,00 08 14.78,+59 33 24.4,1882857673076078102,4849909925319596515
00082+5933,STI   8,AC,1910,2015,359,356,13.8,13.8,12.22,14.24,0,N,0,00 08 14.78,+59 33 24.4,00 08 14.78,+59 33 24.4,5911757910476826502,6728855392985316990
00082+5933,STI   8,BC,1910,2015,314,314,8.9,8.6,12.44,14.24,0,N,0,00 08 15.25,+59 33 32.1,00 08 15.25,+59 33 32.1,4574876866315939343,2527191381036592611
00082+5933,STI   8,BD,1910,2015,156,160,8.4,8.5,12.44,13.59,0,N,0,00 08 15.25,+59 33 32.1,00 08 15.25,+59 33 32.1,-3445148090077774318,-3728609174953645265
00082+5913,MLB  36,0,1910,2020,0,358,7.2,6.9,9.8,12.1,+58    1,0,0,00 08 13.21,+59 12 56.7,00 08 13.21,+59 12 56.7,-5863732019325423662,-6213031552952341762
00082+5340,MLR 634,0,1981,2018,95,97,1.0,1.3,9.65,0.0,+52    5,I,0,00 07 57.78,+53 39 39.3,00 07 57.78,+53 39 39.3,-8673456590350466921,-2935107139545844445
00082+0937,LDS9085,0,1958,2015,302,288,2.0,2.7,18.0,18.4,0,N,0,00 08 16.22,+09 37 54.2,00 08 16.22,+09 37 54.2,3062706329903077785,7473943822421599733
00082-4515,UC  323,0,1998,2016,10,10,22.7,22.7,10.0,14.1,0,V R,0,00 08 14.37,-45 14 51.2,00 08 14.37,-45 14 51.2,-4455000089796621394,-5051899661357495370
00083+6201,STI   9,0,1904,2015,342,345,7.8,8.7,11.6,11.9,0,0,0,00 08 17.69,+62 01 39.6,00 08 17.69,+62 01 39.6,6345355678300512771,8215410608277080143
00083+2451,POU   3,0,1898,2016,285,287,9.5,9.4,12.7,14.0,0,0,0,00 08 24.32,+24 51 25.7,00 08 24.32,+24 51 25.7,-5871439878872646627,3121016520701440999
00083+2029,BOW   3,0,1894,2017,53,48,3.2,3.3,10.63,11.9,+19    5,0,0,00 08 20.39,+20 28 59.1,00 08 20.39,+20 28 59.1,3000832870418935429,2948343236407996119
00083+1329,GWP  17,0,1949,2016,261,261,72.4,72.4,11.87,15.79,0,N,0,00 08 17.64,+13 29 14.7,00 08 17.64,+13 29 14.7,207718433276581341,-9184195552746521634
00083-1124,HU    2,0,1899,2016,68,69,3.7,3.7,10.1,11.3,-12    2,0,0,00 08 18.07,-11 23 38.4,00 08 18.07,-11 23 38.4,8718914703180487561,-7069535721503606613
00083-1558,TDS1307,0,1991,2016,47,251,0.6,4.4,11.15,11.33,-16    7,0,0,00 08 18.35,-15 57 33.8,00 08 18.35,-15 57 33.8,-846655636731179264,-1012764027328498894
00083-3242,RST2233,0,1935,1991,213,219,0.7,1.0,8.39,11.71,-33   12,0,0,00 08 18.66,-32 42 03.4,00 08 18.66,-32 42 03.4,-8856998499752379785,1351500168393251374
00084+4157,HDS  16,0,1991,2015,271,344,1.5,1.6,8.72,12.49,+41    3,0,0,00 08 26.05,+41 57 28.7,00 08 26.05,+41 57 28.7,2961585079290501161,-4754471758245657741
00084+2905,MKT  11,"Aa,Ab",1988,1989,257,241,0.0,0.0,2.22,4.21,+28    4,NO,0,00 08 23.17,+29 05 27.0,00 08 23.17,+29 05 27.0,3383887845173448850,-4258962637426320191
00084+2905,H 5  32,AB,1781,2023,259,286,55.5,92.8,2.22,11.11,+28    4,NL U,0,00 08 23.17,+29 05 27.0,00 08 23.17,+29 05 27.0,-5454370870365225694,-6881626089689803421
00084+2905,JNN   1,AC,2008,2009,6,5,6.6,6.7,2.29,19.6,0,NU K,0,00 08 23.17,+29 05 27.0,00 08 23.17,+29 05 27.0,6930191038934391883,-3246784139189730259
00084+1843,COU 246,"Aa,Ab",2014,2014,195,195,0.2,0.2,10.9,10.9,0,0,0,00 08 23.08,+18 43 09.2,00 08 23.08,+18 43 09.2,-3573190341254319980,-7874171491756897184
00084+1843,COU 246,AB,1968,2017,254,252,1.5,1.6,10.1,10.74,+17    4,0,0,00 08 23.08,+18 43 09.2,00 08 23.08,+18 43 09.2,-6001791855964997001,956807173669741372
00084+1419,WAA  64,0,2001,2016,314,312,1.4,1.3,17.5,18.2,0,0,0,00 08 23.16,+14 19 21.1,00 08 23.16,+14 19 21.1,-7798306766048116616,896375655833204405
00084-0046,SLE 248,0,1975,2015,156,162,14.5,14.3,11.2,11.6,0,0,0,00 08 23.44,-00 45 53.4,00 08 23.44,-00 45 53.4,-6869220786142637213,242056506111060823
00084-0056,WAA  65,0,2001,2015,37,37,3.6,3.9,20.5,21.3,0,0,0,00 08 23.22,-00 56 29.5,00 08 23.22,-00 56 29.5,2129327116415966890,-2016207361607986723
00084-2125,SKF2136,0,1954,2016,222,222,7.9,8.9,8.5,17.0,-22   12,0,0,00 08 25.45,-21 24 31.3,00 08 25.45,-21 24 31.3,1363163137563193734,4209303973648786038
00084-4257,B  1406,0,1928,2019,282,303,1.2,0.9,10.39,11.03,-43   11,0,0,00 08 21.13,-42 56 37.0,00 08 21.13,-42 56 37.0,7880125850440342295,-2665509944888842809
00085+7830,TDS1308,0,1991,2016,28,26,1.4,1.4,11.52,11.71,0,0,0,00 08 30.93,+78 30 22.3,00 08 30.93,+78 30 22.3,1893044424946273242,-5623001565025291044
00085+5701,MLB  37,0,1918,2015,199,197,3.0,3.0,10.9,11.0,+56    5,0,0,00 08 32.09,+57 01 45.9,00 08 32.09,+57 01 45.9,7649634127125556038,-1292837451392510727
00085+4002,ES 1601,0,1917,2015,110,50,5.9,8.7,9.33,14.3,+39    9,0,0,00 08 32.86,+40 01 43.3,00 08 32.86,+40 01 43.3,-4829315778713354711,4956691385312141375
00085+3456,HDS  17,0,1991,2020,358,136,0.1,0.1,8.11,8.36,+34    3,NO,0,00 08 28.39,+34 56 04.3,00 08 28.39,+34 56 04.3,-8914169376855229711,4873541524848274682
00085+1849,LDS3126,"Aa,Ab",2015,2015,346,346,0.9,0.9,16.0,16.1,0,T,0,00 08 34.16,+18 49 47.2,00 08 34.16,+18 49 47.2,-2242564184946485326,-5186682515290785131
00085+1849,LDS3126,AB,1960,2015,108,109,11.0,11.5,16.9,17.1,0,V,0,00 08 34.16,+18 49 47.2,00 08 34.16,+18 49 47.2,333976432340658115,142163466687679242
00085+0447,HDO   1,0,1868,2015,270,272,20.0,60.3,9.32,13.99,+03    4,0,0,00 08 28.17,+04 47 11.8,00 08 28.17,+04 47 11.8,7133960622765886174,-1259312725819951688
00085-0018,SLE 249,0,1991,2016,282,279,12.4,12.5,12.7,13.6,0,0,0,00 08 29.87,-00 17 53.9,00 08 29.87,-00 17 53.9,-7588862040699870491,5674155602433137394
00085-0419,GWP  19,AB,1893,2015,51,41,72.4,73.2,11.03,12.72,0,NU,0,00 08 30.39,-04 18 42.7,00 08 30.39,-04 18 42.7,4439969263289337498,-2671782949069453400
00085-0419,GWP  18,AD,1954,2015,270,267,15.3,20.3,11.03,17.0,0,NU R,0,00 08 30.39,-04 18 42.7,00 08 30.39,-04 18 42.7,2183483699662862230,8392127057076406866
00085-0419,UC  324,BC,1998,2015,118,118,53.5,53.5,12.72,14.8,0,NV,0,00 08 33.65,-04 17 48.5,00 08 33.65,-04 17 48.5,-2676683278829059789,3788457099243259666
00085-0800,SLW   9,0,1954,2016,217,217,11.6,11.5,17.3,18.2,0,V R,0,00 08 32.53,-07 59 33.9,00 08 32.53,-07 59 33.9,8059597330061931126,2218375034807678536
00085-7134,HLN  18,0,1915,2015,332,323,3.3,3.5,12.19,12.29,-72    3,N,0,00 08 31.21,-71 33 58.3,00 08 31.21,-71 33 58.3,4513085127753606739,2371155134238450841
00086+3906,ALI 715,0,1928,2016,104,107,9.6,9.2,11.39,13.5,0,0,0,00 08 35.57,+39 06 13.8,00 08 35.57,+39 06 13.8,1441267135364240336,5769704880770108005
00086+3620,TDS1310,0,1991,2019,232,232,1.0,1.1,11.86,12.53,0,0,0,00 08 34.49,+36 20 15.2,00 08 34.49,+36 20 15.2,-5747117473366215991,-7885559639543201462
00086+3228,COU 647,0,1971,2015,209,214,0.2,0.3,9.6,9.6,+31    2,0,0,00 08 35.08,+32 28 29.8,00 08 35.08,+32 28 29.8,-7352506675234143643,-1606281288602240689
00086-6335,UC  325,0,1998,2016,206,206,77.1,77.1,14.6,16.1,0,V,0,00 08 38.75,-63 34 58.2,00 08 38.75,-63 34 58.2,-8370947559894070549,-991693938344235914
00087+5617,STI1282,0,1917,2015,95,96,12.7,12.6,11.76,13.4,0,0,0,00 08 40.97,+56 17 32.2,00 08 40.97,+56 17 32.2,138655486491139466,-2837369099404120331
00087+5006,ES  443,0,1907,2021,33,30,4.3,4.9,9.26,12.2,+49    5,N,0,00 08 43.94,+50 06 27.3,00 08 43.94,+50 06 27.3,-5035342499738401984,7883028084593874565
00087-0213,LSC   4,0,2011,2018,108,110,0.9,0.9,7.1,10.9,-03    5,0,0,00 08 43.11,-02 13 21.2,00 08 43.11,-02 13 21.2,8909773458835367906,1901597992632499989
00087-0451,AG  298,0,1893,2016,9,11,16.1,16.0,10.17,10.4,-05    6,Z,0,00 08 40.42,-04 50 38.8,00 08 40.42,-04 50 38.8,1255095445683101739,6987786397345379877
00087-0751,LDS5263,0,1960,2016,291,291,45.0,46.1,11.9,16.5,0,T,0,00 08 47.51,-07 51 49.3,00 08 47.51,-07 51 49.3,-2945317426692435871,3288975568884562305
00087-4057,TDS1311,0,1991,1991,137,137,2.3,2.3,11.56,12.82,-41   13,X,0,00 08 39.60,-40 56 32.2,00 08 39.60,-40 56 32.2,5693623723100034559,5247543334485450017
00087-5220,HU 1551,0,1894,2015,128,125,8.1,8.1,8.67,10.52,-53    9,0,0,00 08 44.96,-52 19 41.0,00 08 44.96,-52 19 41.0,1338643310484136526,-4976109560857212782
00087-5247,TDS1312,0,1991,1991,296,296,0.5,0.5,11.6,11.95,-53    8,X,0,00 08 42.75,-52 46 58.6,00 08 42.75,-52 46 58.6,-6293562182069584632,-8884391053011367023
00088+6607,LDS3127,0,1952,2015,280,280,28.7,28.7,15.8,19.8,0,0,0,00 08 43.23,+66 07 56.3,00 08 43.23,+66 07 56.3,1049559831175644562,5005037221221619307
00088+5439,STI1283,0,1917,2015,121,125,13.3,13.0,10.87,11.4,0,0,0,00 08 48.05,+54 39 36.3,00 08 48.05,+54 39 36.3,1614453230877892679,-7721913769641315208
00088+4955,ROE  82,AB,1915,2016,282,282,0.8,0.9,10.86,11.17,+49    6,0,0,00 08 47.64,+49 55 14.8,00 08 47.64,+49 55 14.8,-1687048037850126412,1489837939218603237
00088+4955,ROE  82,AC,1915,2016,246,247,22.0,21.5,10.86,14.76,0,U,0,00 08 47.64,+49 55 14.8,00 08 47.64,+49 55 14.8,-1230755215483767794,-7487102045448641177
00088+3729,ALI 242,0,1929,2015,143,145,10.0,10.5,11.46,11.39,0,0,0,00 08 44.14,+37 29 49.4,00 08 44.14,+37 29 49.4,6735393081576991168,-2478262245202902824
00088+0801,HDO   2,0,1877,2016,118,131,12.8,18.6,7.47,12.3,+07    5,NU,0,00 08 48.74,+08 01 18.3,00 08 48.74,+08 01 18.3,-9045992468997677892,-8814956720858658112
00088+0506,OCC 902,0,1994,1994,-1,-1,0.1,0.1,9.0,9.0,+04    5,0,0,00 08 48.44,+05 05 49.5,00 08 48.44,+05 05 49.5,7739212040730275695,8578837054495214213
00089+6627,FAB   1,0,1991,2015,167,181,15.0,14.9,8.72,11.08,+65    3,0,0,00 08 57.24,+66 27 24.0,00 08 57.24,+66 27 24.0,5796024845208852280,8100812592337776618
00089+4038,ES  151,0,1903,2015,199,200,6.4,6.5,9.09,13.3,+39   12,0,0,00 08 54.55,+40 37 59.0,00 08 54.55,+40 37 59.0,-7018646119749672259,-6852374407110546192
00089+3713,STF   1,0,1828,2017,287,288,9.5,9.9,8.91,10.71,+36    4,0,0,00 08 51.51,+37 12 55.5,00 08 51.51,+37 12 55.5,505572174878585461,-2018644179321624935
00089+3257,SEI   1,0,1894,2019,232,232,10.6,10.6,10.5,11.0,0,NX,0,00 08 57.10,+32 57 22.4,00 08 57.10,+32 57 22.4,-6886796730676143147,1922131696498449817
00089+2916,GRV   9,0,1954,2016,37,37,17.6,17.8,11.7,12.6,0,0,0,00 08 57.05,+29 16 40.5,00 08 57.05,+29 16 40.5,3572418275883212899,2302105647845865323
00089+2822,RAO 178,0,2016,2016,117,117,1.1,1.0,14.6,15.1,0,R,0,00 08 53.90,+28 21 48.5,00 08 53.90,+28 21 48.5,-7483577273884911998,6913473270442054014
00089+2050,BEU   1,0,2001,2023,170,270,0.1,0.1,12.7,14.3,0,NO R,0,00 08 53.91,+20 50 25.2,00 08 53.91,+20 50 25.2,3910656101521135250,-4394243001890099684
00089+1634,CLZ  16,0,1954,2016,324,324,13.8,13.8,19.0,20.4,0,V,0,00 08 53.69,+16 33 54.7,00 08 53.69,+16 33 54.7,1603121971842423005,-2651167941401788974
00089+1332,TDS1313,0,1991,2016,287,304,0.5,0.8,10.57,11.08,0,0,0,00 08 55.62,+13 32 05.6,00 08 55.62,+13 32 05.6,8605835944181335121,1578046831190471377
00089+0042,HDS  18,0,1991,2008,211,152,0.3,0.3,7.67,9.31,+00    6,0,0,00 08 52.24,+00 41 32.8,00 08 52.24,+00 41 32.8,-4509028303878890991,-576516733356734927
00089-1107,RST3342,0,1938,2016,304,302,1.6,1.6,9.5,14.8,-11    6,0,0,00 08 53.79,-11 07 02.9,00 08 53.79,-11 07 02.9,2433366084339143024,6620834239585335248
00089-2613,HDS  19,0,1991,2021,296,290,0.3,0.3,9.43,11.71,-26   28,0,0,00 08 55.31,-26 13 25.1,00 08 55.31,-26 13 25.1,-7884936633555477497,4558154256239230816
00090+4823,TDS1314,0,1991,2019,215,217,0.7,1.0,11.62,11.67,+47    7,0,0,00 09 00.51,+48 22 43.3,00 09 00.51,+48 22 43.3,-5093331308299846691,7940062685368837053
00090+2738,GIC   1,AB,1934,2016,322,320,68.5,68.7,11.68,13.51,0,NV,0,00 09 02.89,+27 39 05.7,00 09 02.89,+27 39 05.7,-5812815704498751188,7443061536514370891
