PGC,RAJ2000,DEJ2000,OType,MType,logD25,logR25,PA,ANames
580473,00 01 14.0,-40 58 06,G,,0.35,0.04,,
215026,00 01 14.1,+34 40 59,G,,0.3,0.25,,
91,00 01 14.1,+34 40 33,G,SBab,1.01,0.17,38.0,UGC12904              MCG6-01-005           CGCG518-7             CGCG517-12
238164,00 01 14.2,-76 57 57,G,,0.72,0.42,126.0,
405429,00 01 14.2,-55 51 12,G,,0.53,0.04,,
606184,00 01 14.2,-38 41 48,G,,0.59,0.38,23.0,
550345,00 01 14.3,-43 18 40,G,,0.38,0.18,36.0,
632275,00 01 14.3,-36 48 53,G,,0.59,0.48,69.0,
1296986,00 01 14.3,+06 14 25,G,,0.59,0.16,121.0,
73206,00 01 14.5,+16 10 44,G,,0.59,0.27,97.0,KUG2358+159
1513026,00 01 14.5,+16 37 14,G,,0.46,0.07,100.0,
394637,00 01 14.5,-57 02 26,G,,0.67,0.55,54.0,
2794842,00 01 14.5,-39 36 29,G,,,,,
198784,00 01 14.6,-29 10 40,G,,,,,DUKST409-55
495308,00 01 14.7,-47 48 50,G,,0.42,0.18,55.0,
801435,00 01 14.7,-23 23 20,G,,0.73,0.68,6.0,
238198,00 01 14.9,-76 57 24,G,,0.46,0.22,80.0,
1697121,00 01 14.9,+23 58 11,G,,0.47,0.11,104.0,
1956841,00 01 14.9,+31 38 12,G,,0.64,0.14,114.0,
1391812,00 01 14.9,+11 18 55,G,,0.36,0.15,53.0,
124808,00 01 14.9,-39 09 37,G,,0.41,0.11,1.0,LCRSB235841.2-392619
924088,00 01 15.0,-14 28 47,G,,0.41,0.25,107.0,
1944121,00 01 15.0,+31 22 27,G,,0.64,0.11,34.0,NPM1G+31.0507
737934,00 01 15.1,-28 44 53,G,,0.44,0.13,94.0,
744727,00 01 15.1,-28 11 21,G,,0.38,0.08,175.0,
503524,00 01 15.2,-47 18 13,G,,0.51,0.12,,
92,00 01 15.2,+13 06 46,GM,Sc,0.71,0.44,50.0,MCG2-01-010           HCG100D
883777,00 01 15.3,-17 24 29,G,,0.54,0.16,76.0,
847119,00 01 15.4,-20 02 11,G,,0.57,0.29,91.0,
93,00 01 15.5,-50 47 36,G,SO,0.6,0.48,50.0,DRCG39-23
287916,00 01 15.5,-68 09 42,G,,0.59,0.12,72.0,
403285,00 01 15.5,-56 05 01,G,,0.47,0.09,166.0,
887669,00 01 15.6,-17 10 24,G,,0.37,0.06,104.0,
1833336,00 01 15.6,+28 21 03,G,,0.61,0.07,166.0,NPM1G+28.0505
95,00 01 15.6,+36 58 10,G,,0.73,0.06,6.0,MCG6-01-006           NPM1G+36.0522
198095,00 01 15.7,-25 48 05,G,,0.56,0.11,124.0,DUKST537-30
1014304,00 01 15.8,-07 42 35,G,,0.4,0.22,3.0,
349478,00 01 15.8,-62 04 51,G,,0.57,0.34,125.0,
266790,00 01 15.8,-71 51 54,G,,0.75,0.42,128.0,
398908,00 01 15.8,-56 35 30,G,,0.6,0.39,4.0,
107485,00 01 15.8,-41 07 22,G,,,,,LCRSB235842.1-412404
2388729,00 01 16.0,+51 07 18,G,,0.54,0.03,,
544989,00 01 16.1,-43 45 35,G,,0.36,0.08,95.0,
1017611,00 01 16.1,-07 31 18,G,,0.53,0.15,125.0,
2022710,00 01 16.1,+33 04 53,G,,0.49,0.1,140.0,
95116,00 01 16.1,-43 13 13,G,SO-a,0.76,0.25,43.0,
815822,00 01 16.1,-22 19 54,G,,0.36,0.08,172.0,
779227,00 01 16.2,-25 25 02,G,,0.54,0.15,14.0,
848159,00 01 16.2,-19 57 30,G,,0.46,0.15,86.0,
516320,00 01 16.2,-46 19 40,G,,0.49,0.38,86.0,
656933,00 01 16.2,-34 49 58,G,,0.47,0.22,57.0,
1718986,00 01 16.3,+24 52 47,G,,0.47,0.32,165.0,
406199,00 01 16.4,-55 46 00,G,,0.52,0.26,161.0,
476233,00 01 16.4,-49 29 54,G,,0.5,0.4,23.0,
830226,00 01 16.4,-21 17 16,G,,0.49,0.4,40.0,
857065,00 01 16.4,-19 18 26,G,,0.48,0.25,131.0,
98,00 01 16.5,+00 02 07,G,,,,,UM194
762973,00 01 16.6,-26 51 46,G,,0.49,0.22,32.0,
740032,00 01 16.7,-28 34 35,G,,0.37,0.11,157.0,
2074232,00 01 16.7,+36 03 23,G,,0.48,0.17,172.0,
740025,00 01 16.7,-28 34 35,G,,0.4,0.2,156.0,
886511,00 01 16.8,-17 14 20,G,,0.72,0.56,60.0,
632544,00 01 16.8,-36 47 38,G,,0.48,0.36,33.0,
224459,00 01 16.9,-81 56 32,G,,0.9,0.06,95.0,
905152,00 01 16.9,-15 53 20,G,,0.44,0.2,82.0,
1471620,00 01 16.9,+14 57 47,G,,0.48,0.17,108.0,
628762,00 01 17.1,-37 04 25,G,,0.42,0.19,174.0,
99,00 01 17.3,-53 00 35,G,Sb,1.13,0.73,54.0,ESO149-12             ESO-LV1490120
1230526,00 01 17.3,+02 33 12,G,,0.44,0.31,110.0,
1235133,00 01 17.4,+02 42 11,G,,0.46,0.05,120.0,
661496,00 01 17.4,-34 29 34,G,,0.42,0.05,,
717347,00 01 17.5,-30 25 53,G,,0.35,0.03,,
1822283,00 01 17.5,+27 57 01,G,,0.5,0.11,23.0,
732671,00 01 17.5,-29 09 18,G,,0.63,0.44,130.0,
740074,00 01 17.5,-28 34 24,G,,0.38,0.19,36.0,
758026,00 01 17.6,-27 13 45,G,,0.42,0.08,97.0,
818261,00 01 17.6,-22 10 01,G,,0.42,0.14,27.0,
1033544,00 01 17.7,-06 22 43,G,,0.33,0.1,150.0,
947102,00 01 17.7,-12 49 19,G,,0.47,0.11,113.0,
589871,00 01 17.7,-40 07 57,G,,0.42,0.16,72.0,
670840,00 01 17.7,-33 50 16,G,,0.37,0.09,98.0,
774814,00 01 17.8,-25 48 35,G,,0.38,0.09,124.0,
759920,00 01 18.0,-27 05 34,G,,0.56,0.27,153.0,
937838,00 01 18.1,-13 26 59,G,,0.65,0.1,15.0,
519179,00 01 18.1,-46 05 04,G,,0.29,0.04,,
677517,00 01 18.1,-33 21 04,G,,0.71,0.36,141.0,
1035146,00 01 18.2,-06 14 32,G,,0.39,0.2,44.0,
774252,00 01 18.3,-25 51 44,G,,0.33,0.07,69.0,
124988,00 01 18.3,-44 00 00,G,,,,,LCRSB235844.5-441641
754842,00 01 18.3,-27 26 34,G,,0.62,0.1,31.0,
675299,00 01 18.4,-33 30 59,G,,0.69,0.46,172.0,
262682,00 01 18.4,-72 29 43,G,,0.57,0.41,24.0,
1236915,00 01 18.4,+02 46 08,G,,0.42,0.21,180.0,
789462,00 01 18.5,-24 29 08,G,,0.55,0.09,,
850251,00 01 18.5,-19 48 18,G,,0.59,0.23,81.0,
2102883,00 01 18.5,+37 31 36,G,,0.52,0.24,179.0,
3080168,00 01 18.6,-04 25 50,G,,0.76,0.07,54.0,
762383,00 01 18.7,-26 54 29,G,,0.49,0.29,70.0,
329100,00 01 18.8,-63 47 47,G,,0.64,0.34,107.0,
401322,00 01 18.8,-56 17 43,G,,0.35,0.11,30.0,
1030741,00 01 18.9,-06 37 06,G,,0.45,0.16,92.0,
542095,00 01 19.0,-43 59 19,G,,0.4,0.08,28.0,
550463,00 01 19.0,-43 18 04,G,,0.42,0.16,50.0,
1485421,00 01 19.1,+15 28 00,G,,0.31,0.03,,
1961247,00 01 19.1,+31 43 35,G,,0.35,0.09,34.0,
100,00 01 19.1,-27 25 12,G,E-SO,1.0,0.2,100.0,ESO409-1              MCG-5-01-022          ESO-LV4090010
280157,00 01 19.3,-69 16 43,G,,0.56,0.16,38.0,
935321,00 01 19.3,-13 37 52,G,,0.48,0.13,119.0,
589259,00 01 19.3,-40 11 02,G,,0.44,0.28,136.0,
706817,00 01 19.3,-31 17 58,G,,0.41,0.06,11.0,
650806,00 01 19.4,-35 17 23,G,,0.68,0.7,6.0,
751918,00 01 19.5,-27 38 44,G,,0.35,0.09,8.0,
143175,00 01 19.5,-52 35 52,G,,0.76,0.33,17.0,
1025565,00 01 19.6,-07 01 11,G,,0.57,0.46,147.0,
929358,00 01 19.7,-14 04 23,G,,0.81,0.47,93.0,
670042,00 01 19.8,-33 53 54,G,,0.42,0.3,32.0,
845817,00 01 19.8,-20 08 18,G,,0.48,0.1,152.0,
456474,00 01 19.9,-51 25 28,G,,0.55,0.19,4.0,
102,00 01 19.9,+34 31 33,G,Sab,1.22,0.59,4.0,IC5376                UGC12909              MCG6-01-007           CGCG517-13            CGCG518-8             KAZ239
644433,00 01 19.9,-35 48 01,G,,0.56,0.25,144.0,
101,00 01 19.9,+13 06 38,GM,SO-a,0.96,0.22,79.0,NGC7803               UGC12906              MCG2-01-011           CGCG433-13            HCG100A               IRAS23587+1249
107486,00 01 20.0,-41 15 24,G,,,,,LCRSB235846.2-413205
403014,00 01 20.2,-56 06 50,G,,0.36,0.1,174.0,
781575,00 01 20.2,-25 12 07,G,,0.45,0.19,150.0,
2053666,00 01 20.3,+34 43 53,G,,0.56,0.16,14.0,
143177,00 01 20.4,-40 47 22,G,,0.56,0.14,41.0,
756774,00 01 20.5,-27 19 06,G,,0.42,0.28,102.0,
855736,00 01 20.5,-19 24 13,G,,0.53,0.38,151.0,
1883765,00 01 20.6,+29 56 07,G,,0.41,0.09,10.0,
781884,00 01 20.7,-25 10 25,G,,0.45,0.15,80.0,
1066364,00 01 20.8,-03 49 38,G,,0.54,0.21,174.0,
1284245,00 01 20.8,+05 29 25,G,,0.59,0.19,179.0,
1009350,00 01 20.9,-08 01 55,G,,0.39,0.12,85.0,
1873904,00 01 21.1,+29 40 09,G,,0.42,0.07,27.0,
851285,00 01 21.1,-19 43 47,G,,0.56,0.45,88.0,
1346596,00 01 21.1,+08 25 40,G,,0.58,0.15,110.0,
266068,00 01 21.2,-72 00 32,G,,0.39,0.06,44.0,
682751,00 01 21.2,-32 59 29,G,,0.43,0.27,15.0,
838291,00 01 21.2,-20 41 13,G,,0.35,0.02,,
744749,00 01 21.3,-28 11 17,G,,0.53,0.12,168.0,
884730,00 01 21.3,-17 21 03,G,,0.49,0.16,171.0,
561714,00 01 21.3,-42 34 08,G,,0.45,0.16,116.0,
1340417,00 01 21.4,+08 09 29,G,,0.74,0.07,135.0,
235133,00 01 21.4,-77 40 25,G,,0.4,0.2,6.0,
124989,00 01 21.5,-44 45 22,G,,0.44,0.16,145.0,LCRSB235847.8-450207
643186,00 01 21.5,-35 54 13,G,,0.49,0.29,51.0,
2052392,00 01 21.5,+34 38 47,G,,0.48,0.15,150.0,
352304,00 01 21.5,-61 47 49,G,,0.62,0.65,27.0,
780767,00 01 21.5,-25 16 31,G,,0.48,0.23,100.0,
514588,00 01 21.5,-46 28 26,G,,0.51,0.4,36.0,
804268,00 01 21.6,-23 08 39,G,,0.6,0.27,,
881471,00 01 21.8,-17 32 48,G,,0.61,0.27,128.0,
105,00 01 21.8,+20 51 39,G,Sc,0.69,0.31,51.0,KUG2358+205.8-450207
550925,00 01 21.8,-43 15 44,G,,0.46,0.21,82.0,
133622,00 01 21.9,-25 11 44,G,SO-a,0.79,0.18,39.0,DUKST537-17
1810109,00 01 21.9,+27 30 16,G,,0.53,0.16,158.0,
1094224,00 01 21.9,-02 21 41,G,,0.51,0.13,59.0,
636267,00 01 22.0,-36 28 48,G,,0.59,0.6,45.0,
1230324,00 01 22.1,+02 32 50,G,,0.49,0.3,27.0,
684204,00 01 22.1,-32 53 52,G,,0.33,0.06,88.0,
509225,00 01 22.1,-46 54 03,G,,0.44,0.31,99.0,
1993436,00 01 22.1,+32 21 48,G,,0.45,0.14,158.0,
303795,00 01 22.2,-66 33 26,G,,0.43,0.25,24.0,
328055,00 01 22.2,-63 54 08,G,,0.46,0.07,97.0,
543052,00 01 22.2,-43 54 34,G,,0.39,0.13,108.0,
101266,00 01 22.3,-38 45 21,G,E,0.96,0.21,148.0,
1300582,00 01 22.3,+06 26 00,G,,0.75,0.17,156.0,
773874,00 01 22.7,-25 53 51,G,,0.36,0.08,121.0,
1752266,00 01 22.7,+25 50 58,G,,0.42,0.2,174.0,
420700,00 01 22.9,-54 18 39,G,,0.5,0.35,16.0,
3090683,00 01 22.9,+16 16 01,G,,,,,NPM1G+15.0636
962457,00 01 23.0,-11 43 36,G,,0.62,0.15,101.0,
106,00 01 23.2,-17 16 41,G,Sc,1.0,0.76,76.0,ESO538-18             ESO-LV5380180         FGC2566
2755980,00 01 23.2,+73 29 06,G,,0.58,0.32,21.0,
2799427,00 01 23.3,-34 32 15,G,,,,,
2300436,00 01 23.3,+47 33 54,G,,0.69,0.19,74.0,NPM1G+47.0426
107,00 01 23.4,+32 22 40,GM,,0.4,0.08,160.0,KUG2358+320B6
288119,00 01 23.4,-68 08 28,G,,0.47,0.23,31.0,
582932,00 01 23.5,-40 44 41,G,,0.37,0.13,126.0,
325597,00 01 23.5,-64 09 29,G,,0.55,0.35,91.0,
73207,00 01 23.5,+25 52 53,G,Sc,0.58,0.11,135.0,KUG2358+256B6
229853,00 01 23.5,-79 35 37,G,,0.44,0.16,78.0,
646212,00 01 23.6,-35 39 12,G,,0.35,0.08,40.0,
442344,00 01 23.7,-52 32 41,G,,0.46,0.2,97.0,
1133087,00 01 23.8,-00 51 08,G,,0.51,0.22,21.0,
1913458,00 01 23.8,+30 40 50,G,,0.54,0.07,61.0,
705767,00 01 23.8,-31 23 10,G,,0.39,0.06,69.0,
929722,00 01 24.0,-14 02 45,G,,0.49,0.15,78.0,
380596,00 01 24.0,-58 16 19,G,,0.4,0.08,153.0,
666009,00 01 24.0,-34 10 43,G,,0.43,0.19,124.0,
588995,00 01 24.1,-40 12 20,G,,0.35,0.1,171.0,
107744,00 01 24.1,-45 02 23,G,,,,,LCRSB235850.3-451904
198788,00 01 24.2,-29 08 47,G,,0.62,0.17,118.0,DUKST409-59
639865,00 01 24.2,-36 10 44,G,,0.49,0.27,132.0,
547680,00 01 24.3,-43 31 48,G,,0.54,0.12,140.0,
589573,00 01 24.3,-40 09 28,G,,0.99,0.46,,
542884,00 01 24.4,-43 55 22,G,,0.78,0.18,,
1173943,00 01 24.4,+00 43 49,G,,0.36,0.13,28.0,
518636,00 01 24.4,-46 07 49,G,,0.48,0.3,3.0,
787577,00 01 24.5,-24 39 10,G,,0.5,0.31,84.0,
736485,00 01 24.5,-28 51 43,G,,0.48,0.37,24.0,
489542,00 01 24.6,-48 14 48,G,,0.52,0.29,170.0,
1196764,00 01 24.6,+01 29 57,G,,0.66,0.07,114.0,
1033269,00 01 24.7,-06 24 05,G,,0.34,0.06,26.0,
677211,00 01 24.7,-33 22 34,G,,0.37,0.15,2.0,
458684,00 01 24.7,-51 12 35,G,,0.52,0.2,150.0,
584451,00 01 24.8,-40 36 37,G,,0.56,0.27,8.0,
933105,00 01 24.8,-13 47 47,G,,0.57,0.11,58.0,
278934,00 01 25.2,-69 28 46,G,,0.55,0.48,108.0,
429983,00 01 25.2,-53 25 59,G,,0.49,0.24,103.0,
846620,00 01 25.3,-20 04 33,G,,0.48,0.32,16.0,
432270,00 01 25.4,-53 14 33,G,,0.42,0.18,103.0,
1721814,00 01 25.4,+24 58 39,G,,0.43,0.27,34.0,
1363566,00 01 25.5,+09 19 56,G,,0.43,0.03,,
1017065,00 01 25.5,-07 33 09,G,,0.44,0.08,122.0,
1932419,00 01 25.5,+31 07 00,G,,0.55,0.05,,
582763,00 01 25.5,-40 45 40,G,,0.41,0.07,62.0,
852264,00 01 25.5,-19 39 28,G,,0.42,0.25,61.0,
345529,00 01 25.6,-62 22 24,G,,0.49,0.24,20.0,
2006864,00 01 25.6,+32 39 29,G,,0.45,0.19,86.0,
818895,00 01 25.8,-22 07 27,G,,0.42,0.15,48.0,
1231627,00 01 25.8,+02 35 15,G,,0.36,0.06,19.0,
666055,00 01 25.9,-34 10 34,G,,0.66,0.56,58.0,
1080274,00 01 25.9,-02 54 10,G,,0.3,0.0,,
634610,00 01 25.9,-36 37 19,G,,0.38,0.19,40.0,
627944,00 01 26.0,-37 07 56,G,,0.45,0.33,66.0,
1385049,00 01 26.0,+10 49 34,G,,0.54,0.14,175.0,
1441080,00 01 26.1,+13 48 26,G,,0.46,0.16,112.0,
1970429,00 01 26.1,+31 54 14,G,,0.52,0.05,88.0,
781246,00 01 26.1,-25 13 52,G,,0.6,0.41,84.0,
108,00 01 26.2,+13 06 44,GM,Sc,0.8,0.14,132.0,MCG2-01-012           CGCG433-14            KUG2358+128B          HCG100B               MRK934
811267,00 01 26.4,-22 37 33,G,,0.38,0.06,34.0,
1149137,00 01 26.4,-00 12 33,G,,0.52,0.06,179.0,
95117,00 01 26.5,-43 54 52,G,SO-a,0.59,0.18,16.0,
1356805,00 01 26.6,+08 56 50,G,,0.51,0.15,138.0,
815161,00 01 26.6,-22 22 34,G,,0.41,0.16,82.0,
757161,00 01 26.6,-27 17 24,G,,0.5,0.34,95.0,
243351,00 01 26.7,-75 41 14,G,,0.64,0.43,165.0,
473741,00 01 26.7,-49 44 19,G,,0.49,0.3,140.0,
2089585,00 01 26.7,+36 55 51,G,,0.61,0.28,65.0,
1067653,00 01 26.8,-03 43 31,G,,0.45,0.31,59.0,
656172,00 01 26.8,-34 53 19,G,,0.54,0.16,68.0,
522165,00 01 26.8,-45 50 31,G,,0.35,0.13,58.0,
477678,00 01 26.9,-49 21 47,G,,0.45,0.27,157.0,
109,00 01 26.9,+31 26 02,GM,SO,1.13,0.23,59.0,NGC7805               UGC12908              MCG5-01-024           CGCG498-64            CGCG499-36            KUG2358+311           (ARP112)              KPG602A               (VV226)               MRK333
846208,00 01 26.9,-20 06 31,G,,0.46,0.33,42.0,
368053,00 01 26.9,-59 52 18,G,,0.73,0.42,82.0,
716925,00 01 27.1,-30 27 51,G,,0.51,0.12,15.0,
336760,00 01 27.1,-63 01 31,G,,0.65,0.42,97.0,
103,00 01 27.1,+18 11 27,GM,,0.97,0.33,,(UGC12907)
422933,00 01 27.2,-54 05 40,G,,0.6,0.22,30.0,
564583,00 01 27.3,-42 22 39,G,,0.61,0.59,153.0,
126721,00 01 27.4,-44 57 12,G,,,,,LCRSB235853.6-451353
546536,00 01 27.4,-43 37 38,G,,0.39,0.1,118.0,
448342,00 01 27.4,-52 07 40,G,,0.37,0.1,92.0,
905966,00 01 27.5,-15 49 39,G,,0.57,0.08,153.0,
551237,00 01 27.5,-43 14 24,G,,0.61,0.17,130.0,
916033,00 01 27.6,-15 04 43,G,,0.33,0.06,171.0,
200389,00 01 27.7,+18 11 20,GM,,,,,(UGC12907)
563962,00 01 27.9,-42 25 16,G,,0.79,0.24,104.0,
751963,00 01 27.9,-27 38 32,G,,0.43,0.16,116.0,
95118,00 01 27.9,-43 55 09,G,Sc,0.85,0.37,82.0,
1746700,00 01 28.0,+25 42 33,G,,0.42,0.24,70.0,
373751,00 01 28.0,-59 07 42,G,,0.42,0.21,104.0,
1241961,00 01 28.1,+02 57 46,G,,0.5,0.17,165.0,
851454,00 01 28.3,-19 43 04,G,,0.6,0.12,63.0,
110,00 01 28.3,+05 23 20,G,Sm,0.96,0.0,,UGC12910
328526,00 01 28.3,-63 51 19,G,,0.43,0.28,92.0,
1356049,00 01 28.3,+08 54 40,G,,0.54,0.18,49.0,
818438,00 01 28.3,-22 09 20,G,,0.6,0.21,171.0,
2043202,00 01 28.4,+34 03 36,G,,0.52,0.3,161.0,
222463,00 01 28.4,-82 44 59,G,,0.56,0.11,60.0,
2388476,00 01 28.5,+51 06 25,G,,0.33,0.08,145.0,
868220,00 01 28.6,-18 25 54,G,,0.53,0.25,12.0,
755810,00 01 28.6,-27 22 50,G,,0.5,0.29,75.0,
1809104,00 01 28.6,+27 28 09,G,,0.49,0.09,147.0,
2446240,00 01 28.8,+53 37 21,G,,0.69,0.05,18.0,
1383468,00 01 28.8,+10 42 56,G,,0.55,0.38,125.0,
543070,00 01 28.9,-43 54 29,G,,0.44,0.34,15.0,
818651,00 01 28.9,-22 08 27,G,,0.35,0.12,62.0,
841638,00 01 28.9,-20 26 51,G,,0.51,0.13,25.0,
1014066,00 01 28.9,-07 43 21,G,,0.66,0.2,27.0,
1035875,00 01 29.0,-06 10 47,G,,0.37,0.14,131.0,
865345,00 01 29.0,-18 39 33,G,,0.46,0.18,94.0,
749877,00 01 29.0,-27 47 15,G,,0.29,0.03,,
1056036,00 01 29.0,-04 35 51,G,,0.42,0.13,73.0,
1075834,00 01 29.1,-03 08 12,G,,0.46,0.27,86.0,
512413,00 01 29.4,-46 39 04,G,,0.42,0.14,18.0,
611034,00 01 29.5,-38 15 43,G,,0.34,0.11,135.0,
910901,00 01 29.5,-15 27 53,G,,0.75,0.2,160.0,
1330703,00 01 29.5,+07 46 50,G,,0.73,0.13,26.0,
97,00 01 29.5,+13 05 51,G,,0.68,0.03,,MCG2-01-013
363431,00 01 29.6,-60 25 35,G,,0.4,0.16,124.0,
2799447,00 01 29.6,-35 38 09,G,,,,,
863140,00 01 29.7,-18 50 11,G,,0.44,0.31,50.0,
543571,00 01 29.8,-43 52 07,G,,0.5,0.34,134.0,
1075851,00 01 29.8,-03 08 10,G,,0.42,0.24,63.0,
509626,00 01 29.9,-46 52 05,G,,0.5,0.22,156.0,
1019242,00 01 29.9,-07 25 27,G,,0.36,0.11,40.0,
1937746,00 01 30.0,+31 14 03,G,,0.55,0.16,68.0,NPM1G+30.0508
1182934,00 01 30.0,+01 02 52,G,,0.58,0.25,5.0,
1805863,00 01 30.0,+27 21 56,G,,0.58,0.31,170.0,
112,00 01 30.0,+31 26 34,GM,,1.08,0.25,27.0,NGC7806               UGC12911              MCG5-01-025           CGCG499-37            CGCG498-65            (ARP112)              KPG602B               (VV226)
449352,00 01 30.1,-52 03 04,G,,0.44,0.18,102.0,
520760,00 01 30.1,-45 57 25,G,,0.36,0.1,157.0,
744478,00 01 30.1,-28 12 34,G,,0.5,0.23,85.0,
392735,00 01 30.1,-57 12 36,G,,0.47,0.18,100.0,
124809,00 01 30.2,-38 02 27,G,,0.4,0.12,15.0,LCRSB235856.5-381910
1050317,00 01 30.2,-05 01 31,G,,0.57,0.2,155.0,
1148179,00 01 30.3,-00 14 47,G,,0.44,0.21,144.0,
514520,00 01 30.3,-46 28 44,G,,0.38,0.05,,
584663,00 01 30.3,-40 35 28,G,,0.46,0.23,162.0,
690808,00 01 30.3,-32 30 00,G,,0.41,0.16,4.0,
1171912,00 01 30.6,+00 39 30,G,,0.5,0.08,140.0,
989758,00 01 30.6,-09 32 19,G,,0.53,0.28,48.0,
978026,00 01 30.7,-10 27 14,G,,0.49,0.24,7.0,
1219727,00 01 30.7,+02 12 54,G,,0.79,0.3,101.0,
536441,00 01 30.7,-44 31 09,G,,0.52,0.13,131.0,
750667,00 01 30.8,-27 43 49,G,,0.65,0.43,160.0,
400799,00 01 30.8,-56 21 35,G,,0.41,0.17,162.0,
2009180,00 01 30.8,+32 42 38,G,,0.5,0.13,75.0,
1519967,00 01 30.9,+16 54 32,G,,0.56,0.23,87.0,
944747,00 01 30.9,-12 59 06,G,,0.46,0.17,91.0,
616730,00 01 30.9,-37 50 51,G,,0.61,0.2,116.0,
1638721,00 01 31.0,+20 55 01,G,,0.44,0.16,75.0,
646771,00 01 31.0,-35 36 32,G,,0.42,0.1,40.0,
1733833,00 01 31.0,+25 21 39,G,,0.48,0.25,144.0,
92827,00 01 31.0,-57 49 23,G,Sc,0.98,0.79,34.0,FGCE1879
122,00 01 31.0,-40 49 11,G,SBc,0.95,0.19,141.0,MCG-7-01-007
406717,00 01 31.2,-55 42 55,G,,0.47,0.36,144.0,
710816,00 01 31.2,-30 58 06,G,,0.47,0.27,50.0,
543344,00 01 31.3,-43 53 12,G,,0.44,0.13,32.0,
170474,00 01 31.3,-62 36 52,G,,0.71,0.2,122.0,
1066660,00 01 31.3,-03 48 12,G,,0.57,0.19,128.0,
1457294,00 01 31.3,+14 24 27,G,,0.54,0.28,27.0,
672475,00 01 31.4,-33 43 03,G,,0.67,0.52,73.0,
773362,00 01 31.4,-25 56 35,G,,0.71,0.41,82.0,
918972,00 01 31.5,-14 51 46,G,,0.72,0.36,126.0,
1308845,00 01 31.5,+06 51 25,G,,0.54,0.12,20.0,
449916,00 01 31.5,-52 00 33,G,,0.43,0.27,158.0,
977644,00 01 31.5,-10 28 54,G,,0.38,0.14,173.0,
117,00 01 31.6,+11 20 46,G,Sc,0.87,0.16,116.0,IC1526                CGCG433-15            KUG2358+110           IRAS23589+1104
1903500,00 01 31.6,+30 25 50,G,,0.58,0.12,64.0,NPM1G+30.0509
1683179,00 01 31.7,+23 11 56,G,,0.52,0.12,56.0,
761163,00 01 31.8,-26 59 47,G,,0.49,0.2,91.0,
624177,00 01 31.8,-37 22 31,G,,0.43,0.19,132.0,
960878,00 01 31.8,-11 51 23,G,,0.39,0.2,110.0,
1242888,00 01 31.8,+03 00 09,G,,0.44,0.14,21.0,
920996,00 01 31.8,-14 42 34,G,,0.4,0.16,36.0,
644911,00 01 31.9,-35 45 39,G,,0.67,0.57,34.0,
825267,00 01 31.9,-21 40 10,G,,0.42,0.3,60.0,
843748,00 01 31.9,-20 17 36,G,,0.36,0.13,134.0,
124810,00 01 32.0,-39 05 45,G,,,,,LCRSB235858.3-392226
124314,00 01 32.0,-41 48 19,G,,0.65,0.11,174.0,LCRSB235858.4-420502
1853592,00 01 32.0,+29 01 57,G,,0.47,0.08,30.0,
1146265,00 01 32.0,-00 19 12,G,,0.44,0.27,12.0,
587200,00 01 32.1,-40 22 10,G,,0.42,0.28,83.0,
870498,00 01 32.1,-18 15 27,G,,0.74,0.28,44.0,
681729,00 01 32.2,-33 03 17,G,,0.58,0.41,160.0,
490906,00 01 32.2,-48 07 53,G,,0.52,0.4,86.0,
2570484,00 01 32.2,+57 44 11,G,,0.43,0.26,167.0,
476306,00 01 32.4,-49 29 27,G,,0.53,0.38,71.0,
624332,00 01 32.4,-37 22 00,G,,0.44,0.15,43.0,
1698547,00 01 32.4,+24 02 31,G,,0.4,0.05,105.0,
620255,00 01 32.5,-37 37 24,G,,0.63,0.42,98.0,
113,00 01 32.6,-33 45 32,G,E,0.72,0.17,136.0,
802769,00 01 32.7,-23 15 59,G,,0.46,0.22,114.0,
551743,00 01 32.7,-43 12 13,G,,0.53,0.51,22.0,
656637,00 01 32.8,-34 51 22,G,,0.37,0.14,69.0,
1019032,00 01 32.9,-07 26 11,G,,0.83,0.05,,NPM1G-07.0579
199870,00 01 33.0,-39 23 39,G,,0.7,0.44,117.0,DUKST348-93
1073823,00 01 33.0,-03 15 42,G,,0.51,0.43,84.0,
539526,00 01 33.0,-44 13 37,G,,0.52,0.24,85.0,
835104,00 01 33.1,-20 55 22,G,,0.56,0.47,164.0,
1077125,00 01 33.1,-03 03 54,G,,0.4,0.07,88.0,
1606119,00 01 33.1,+19 48 18,G,,0.49,0.29,73.0,
3098547,00 01 33.3,+05 29 12,G,Sc,0.34,0.0,,KUG2358+052
1615284,00 01 33.3,+20 04 11,G,,0.65,0.25,75.0,NPM1G+19.0602
2195801,00 01 33.4,+42 17 03,G,,0.5,0.07,31.0,
2107331,00 01 33.4,+37 42 13,G,,0.52,0.25,15.0,
918168,00 01 33.6,-14 55 25,G,,0.54,0.18,12.0,
540919,00 01 33.6,-44 05 59,G,,0.52,0.41,177.0,
132702,00 01 33.6,-28 25 07,G,,0.76,0.3,54.0,DUKST409-20
316623,00 01 33.8,-65 03 44,G,,0.68,0.05,134.0,
116,00 01 33.8,+09 00 46,G,Sbc,0.82,0.06,117.0,UGC12912              CGCG408-11
508655,00 01 33.8,-46 56 53,G,,0.39,0.09,26.0,
711279,00 01 33.9,-30 55 48,G,,0.58,0.08,126.0,
422943,00 01 34.0,-54 05 36,G,,0.35,0.16,40.0,
711884,00 01 34.0,-30 52 40,G,,0.33,0.07,30.0,
