ra,dec,err_maj,err_min,err_ang,designation,j_m,j_cmsig,j_msigcom,j_snr,h_m,h_cmsig,h_msigcom,h_snr,k_m,k_cmsig,k_msigcom,k_snr,ph_qual,rd_flg,bl_flg,cc_flg,ndet,prox,pxpa,pxcntr,gal_contam,mp_flg,cntr,hemis,xdate,scan,glon,glat,x,y,z,x_scan,jdate,j_psfchi,h_psfchi,k_psfchi,j_m_stdap,j_msig_stdap,h_m_stdap,h_msig_stdap,k_m_stdap,k_msig_stdap,dist_edge_ns,dist_edge_ew,dist_edge_flg,dup_src,use_src,a,dist_opt,phi_opt,b_m_opt,vr_m_opt,nopt_mchs,ext_key,scan_key,coadd_key,coadd,htm20,framework_id,frame_hash
10.689477,41.291847,0.22,0.19,131,00424547+4117306,13.459,0.0,0.0,0.0,14.672,0.1736,0.1738,20.19,12.655,0.0,0.0,0.0,UCU,26,20,0c0,500,1.8,150,1287659253,2,0,1287659247,n,1997-10-24,8,121.179062,-21.550233,0.738319635452,0.139366506423,0.659894758877,76.36,2450745.8589,0.0,1.17,0.0,0.0,0.0,13.998,0.167,0.0,0.0,2595.7,174.5,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678427440128,-6189076035558153759,-6484138977084564858
10.689806,41.29142,0.16,0.14,3,00424555+4117291,15.108,0.1064,0.1071,29.46,12.866,0.0,0.0,0.0,12.679,0.0,0.0,0.0,AUU,200,100,000,50000,1.8,330,1287659247,2,0,1287659253,n,1997-10-24,8,121.179311,-21.550668,0.738323667715,0.139371658177,0.659889159321,75.47,2450745.8589,2.6,0.0,0.0,14.657,0.1,0.0,0.0,0.0,0.0,2597.3,175.3,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678427478016,2490417431717591820,4409110116888576075
10.690591,41.294498,0.25,0.23,91,00424574+4117401,13.721,0.0,0.0,0.0,15.48,0.2831,0.2832,9.59,14.654,0.218,0.2182,12.44,UDD,622,21,0c0,505,5.7,136,1287659228,2,0,1287659208,n,1997-10-24,8,121.180064,-21.547614,0.738286922309,0.139375197441,0.659929522514,73.34,2450745.8589,0.0,0.9,0.8,0.0,0.0,14.28,0.185,13.997,0.173,2586.2,177.5,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678427897856,2222386502941042542,-7101581851697688767
10.692071,41.293358,0.15,0.14,95,00424609+4117360,13.573,0.0,0.0,0.0,14.438,0.1494,0.1496,25.04,14.433,0.1798,0.18,15.25,UBC,622,21,0c0,504,5.7,316,1287659208,2,0,1287659228,n,1997-10-24,8,121.181215,-21.548793,0.738296224224,0.139396704064,0.659914573405,69.34,2450745.8589,0.0,1.52,1.02,0.0,0.0,14.178,0.161,13.943,0.213,2590.2,181.5,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678428102144,1185412643299452554,-8185450179943386234
10.683099,41.300514,0.26,0.23,82,00424394+4118018,16.383,0.2874,0.2877,9.1,13.48,0.0,0.0,0.0,14.861,0.217,0.2172,10.28,DUC,202,101,00b,150015,2.8,286,1287659085,2,0,1287659087,n,1997-10-24,8,121.174251,-21.541397,0.738237045694,0.139265811918,0.660008407519,93.59,2450745.8589,1.58,0.0,1.62,14.945,0.456,0.0,0.0,14.217,0.494,2564.7,157.2,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678428637696,7878084708180273159,8290848530357449488
10.684829,41.301605,0.5,0.5,90,00424435+4118057,17.178,0.5367,0.5368,4.38,16.092,0.4705,0.4706,5.46,15.521,0.3724,0.3725,5.6,DDD,222,111,000,50504,6.1,230,1287659087,2,0,1287659079,n,1997-10-24,8,121.17569,-21.540354,0.738220490524,0.139285772194,0.660022712514,88.91,2450745.8589,1.7,1.18,0.83,17.274,3.776,16.19,1.79,17.301,8.888,2560.7,161.9,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678428840448,-6991715328844168880,391516941408031688
10.684663,41.296722,0.34,0.3,92,00424431+4117481,14.01,0.0,0.0,0.0,13.315,0.0,0.0,0.0,15.163,0.2732,0.2733,7.78,UUD,2,1,000,5,5.5,158,1287659192,2,0,1287659167,n,1997-10-24,8,121.175366,-21.54523,0.738276166205,0.139294061843,0.659958685638,89.37,2450745.8589,0.0,0.0,1.27,0.0,0.0,0.0,0.0,14.329,0.298,2578.3,161.4,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678429133824,-7676630701243724880,-529208842957102125
10.683933,41.298584,0.5,0.5,90,00424414+4117549,14.098,0.0,0.0,0.0,15.645,0.251,0.2511,8.24,17.791,2.6499,2.6499,0.69,UDD,22,11,00c,1405,7.0,164,1287659167,2,0,1287659129,n,1997-10-24,8,121.174849,-21.543349,0.738256864924,0.139280679304,0.659983101121,91.34,2450745.8589,0.0,2.83,1.75,0.0,0.0,14.066,0.462,15.807,2.348,2571.6,159.5,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678430270976,7119670140576230993,5354078767754052988
10.681841,41.289154,0.5,0.5,90,00424364+4117209,13.551,0.0,0.0,0.0,15.686,0.6036,0.6037,7.93,16.876,1.7699,1.7699,1.61,UDD,22,11,00c,504,6.6,53,1287659269,2,0,1287659286,n,1997-10-24,8,121.172792,-21.552716,0.738368680645,0.139273855717,0.65985944303,97.02,2450745.8589,0.0,1.05,1.27,0.0,0.0,14.729,0.231,16.193,2.208,2605.6,153.8,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678431011328,-8472591398023909080,2805418553786228829
10.687045,41.290146,0.17,0.16,5,00424489+4117245,14.979,0.1901,0.1905,33.18,12.756,0.0,0.0,0.0,14.133,0.213,0.2132,20.1,CUC,202,101,000,50005,3.3,130,1287659280,2,0,1287659274,n,1997-10-24,8,121.177032,-21.551866,0.738344801248,0.13933880026,0.659872452231,82.94,2450745.8589,2.9,0.0,1.78,14.909,0.122,0.0,0.0,14.019,0.137,2601.9,167.9,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678431112192,6133105122455839492,-6749925979638140260
10.686079,41.292091,0.16,0.16,5,00424465+4117315,15.104,0.2021,0.2025,29.57,15.117,0.2319,0.2321,13.4,14.921,0.2502,0.2503,9.73,CDD,222,111,000,40504,6.2,79,1287659240,2,0,1287659245,n,1997-10-24,8,121.176328,-21.549896,0.738325137963,0.139322198085,0.659897958607,85.55,2450745.8589,2.89,1.02,1.29,16.229,0.169,15.609,1.198,14.035,1.266,2594.9,165.3,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678431257600,-2180776939599012022,-9155817548234560086
10.68485,41.289017,0.23,0.22,53,00424436+4117204,13.457,0.0,0.0,0.0,14.097,0.2128,0.213,34.29,15.39,0.4856,0.4857,6.32,UCD,22,11,000,505,2.4,191,1287659302,2,0,1287659290,n,1997-10-24,8,121.175216,-21.552935,0.73836291582,0.139312924934,0.659857646381,88.88,2450745.8589,0.0,2.57,1.38,0.0,0.0,14.295,0.056,14.323,0.264,2606.0,161.9,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678431283712,-1119873241609857683,-5949266114492157170
10.683788,41.290276,0.19,0.18,4,00424410+4117249,15.067,0.2041,0.2045,30.59,14.806,0.2761,0.2762,17.84,16.29,0.9418,0.9418,2.76,CDD,222,121,0c0,50505,5.4,148,1287659290,2,0,1287659269,n,1997-10-24,8,121.174408,-21.551648,0.738351249569,0.139296550984,0.659874157051,91.75,2450745.8589,2.55,1.23,1.08,15.01,0.204,14.488,0.223,14.347,0.286,2601.5,159.1,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678432429568,588917291305594326,-2933516483665008845
10.685437,41.295307,0.26,0.24,176,00424450+4117431,15.493,0.2142,0.2145,20.66,12.961,0.0,0.0,0.0,12.674,0.0,0.0,0.0,CUU,266,200,c00,50000,4.5,118,1287659202,2,0,1287659192,n,1997-10-24,8,121.175935,-21.546665,0.738290300201,0.139307057085,0.659940130978,87.28,2450745.8589,1.2,0.0,0.0,15.345,0.182,0.0,0.0,0.0,0.0,2583.4,163.5,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678432924672,9099638103715945460,-5740032335163237315
10.68833,41.292431,0.41,0.31,85,00424519+4117327,13.616,0.0,0.0,0.0,15.22,0.2881,0.2882,12.19,12.826,0.0,0.0,0.0,UDU,26,20,0c0,500,3.7,124,1287659247,2,0,1287659240,n,1997-10-24,8,121.178159,-21.549618,0.738315815804,0.139350478551,0.659902417227,79.46,2450745.8589,0.0,1.08,0.0,0.0,0.0,14.479,0.13,0.0,0.0,2593.7,171.4,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678433596928,-3326821143419672264,-1558274491067351265
10.688004,41.297806,0.15,0.14,69,00424512+4117521,16.01,0.2543,0.2546,12.84,14.89,0.1504,0.1506,16.52,14.508,0.1849,0.1851,14.23,DBC,222,211,c00,50404,7.1,185,1287659181,2,0,1287659147,n,1997-10-24,8,121.178105,-21.544237,0.738255772989,0.13933479587,0.659972899677,80.33,2450745.8589,1.91,2.86,0.9,15.153,0.183,14.909,0.69,14.157,0.107,2574.3,170.5,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678433837568,-7584992189627420783,-6600473624626788673
10.68778,41.295853,0.23,0.21,179,00424506+4117450,15.445,0.184,0.1844,21.6,13.09,0.0,0.0,0.0,12.907,0.0,0.0,0.0,CUU,266,200,c00,50000,4.8,211,1287659202,2,0,1287659181,n,1997-10-24,8,121.177848,-21.546183,0.738278423058,0.139336081595,0.659947290633,80.94,2450745.8589,1.37,0.0,0.0,14.931,0.138,0.0,0.0,0.0,0.0,2581.4,169.9,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678434361344,-5957604137715101254,-3117393997133802999
10.686886,41.294716,0.24,0.23,3,00424485+4117409,15.446,0.1931,0.1935,21.58,13.106,0.0,0.0,0.0,12.873,0.0,0.0,0.0,CUU,266,200,c00,40000,4.5,298,1287659192,2,0,1287659202,n,1997-10-24,8,121.177082,-21.547295,0.73829346602,0.139326990604,0.659932381174,83.36,2450745.8589,0.8,0.0,0.0,15.596,0.121,0.0,0.0,0.0,0.0,2585.5,167.5,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678434675200,5218586603272344139,-8244863208140413528
10.669509,41.298679,0.38,0.34,141,00424068+4117552,16.312,0.2814,0.2817,9.72,13.696,0.0,0.0,0.0,13.486,0.0,0.0,0.0,DUU,266,200,c00,50000,5.9,173,1287659158,2,0,1287659128,n,1997-10-24,8,121.16321,-21.542859,0.738290829548,0.139094618863,0.65998434679,130.35,2450745.8589,0.93,0.0,0.0,15.459,0.29,0.0,0.0,0.0,0.0,2571.5,120.5,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678436947968,5325801085423432928,3156112055780439681
10.667034,41.299702,0.5,0.5,90,00424008+4117589,14.822,0.0,0.0,0.0,15.501,0.258,0.2581,9.41,14.151,1.174,1.174,19.77,UDE,24,11,000,1505,7.6,119,1287659128,2,0,1287659104,n,1997-10-24,8,121.161253,-21.541769,0.738285256994,0.139060545634,0.659997760566,137.04,2450745.8589,0.0,1.63,0.0,0.0,0.0,15.549,1.478,14.151,1.174,2567.9,113.8,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678437153280,-5161207131979408825,-3814241227164231494
10.67955,41.304585,0.24,0.23,12,00424309+4118165,15.669,0.1971,0.1975,17.57,13.973,0.0,0.0,0.0,13.746,0.0,0.0,0.0,CUU,200,100,000,50000,7.4,59,1287659023,2,0,1287659038,n,1997-10-24,8,121.171546,-21.537232,0.7381995859,0.139211393199,0.660061784517,103.18,2450745.8589,0.88,0.0,0.0,16.284,0.251,0.0,0.0,0.0,0.0,2550.1,147.6,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678439074304,8470340143469384947,2568699636801848162
10.675864,41.303188,0.4,0.35,88,00424220+4118114,14.523,0.0,0.0,0.0,15.702,0.2891,0.2892,7.82,15.257,0.2792,0.2793,7.14,UDD,22,11,000,505,11.2,63,1287659038,2,0,1287659055,n,1997-10-24,8,121.168517,-21.538527,0.738224355239,0.139166883815,0.660043468099,113.15,2450745.8589,0.0,1.15,1.81,0.0,0.0,15.234,0.485,16.138,1.082,2555.2,137.7,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678440294912,2859637459676161079,2370982932967170910
10.673077,41.306187,0.24,0.21,89,00424153+4118222,16.741,0.3325,0.3327,6.55,15.606,0.2279,0.2281,8.54,14.95,0.1929,0.1931,9.47,DDC,222,211,cbb,50505,1.6,176,1287659022,2,0,1287659015,n,1997-10-24,8,121.166385,-21.535454,0.738197172168,0.139124576001,0.660082788259,120.68,2450745.8589,0.69,1.31,1.12,15.709,0.342,14.811,0.157,14.185,0.129,2544.4,130.1,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678441696256,-3352251994942958342,-6602885420812336578
10.673122,41.305733,0.27,0.26,61,00424154+4118206,16.201,0.2061,0.2065,10.77,13.679,0.0,0.0,0.0,13.258,0.0,0.0,0.0,CUU,200,100,000,50000,1.6,356,1287659015,2,0,1287659022,n,1997-10-24,8,121.166403,-21.535909,0.738202202751,0.139126124467,0.66007683594,120.56,2450745.8589,0.69,0.0,0.0,16.049,0.249,0.0,0.0,0.0,0.0,2546.1,130.2,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678442626560,-8082436565078361542,-3484633418689220888
10.66827,41.284927,0.39,0.38,127,00424038+4117057,13.31,0.0,0.0,0.0,15.142,0.3002,0.3003,13.1,15.615,0.5036,0.5037,5.13,UDD,22,11,00c,505,4.7,98,1287659392,2,0,1287659383,n,1997-10-24,8,121.161669,-21.556568,0.738449485882,0.139107974415,0.659804007456,133.74,2450745.8589,0.0,0.84,0.98,0.0,0.0,14.149,0.164,14.616,0.13,2621.1,117.1,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678443858432,4206242947361764804,4584516523443779408
10.668878,41.28302,0.5,0.5,90,00424053+4116588,13.316,0.0,0.0,0.0,15.972,0.8077,0.8077,6.1,14.428,0.059,0.0596,15.32,UDE,24,21,0c0,505,5.6,178,1287659468,2,0,1287659426,n,1997-10-24,8,121.162085,-21.55849,0.738469590192,0.139119876079,0.659778996666,132.1,2450745.8589,0.0,0.78,0.0,0.0,0.0,14.821,0.216,14.428,0.059,2627.9,118.7,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678443900416,3139603835543783517,-1571846856323611162
10.664846,41.285313,0.32,0.32,179,00423956+4117071,13.599,0.0,0.0,0.0,12.852,0.0,0.0,0.0,14.62,0.2923,0.2924,12.84,UUD,2,1,000,5,4.2,29,1287659351,2,0,1287659377,n,1997-10-24,8,121.15892,-21.556088,0.738453429351,0.139063021745,0.659809069855,143.0,2450745.8589,0.0,0.0,0.6,0.0,0.0,0.0,0.0,13.794,0.121,2619.7,107.8,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678444315136,2407490804893881793,-4511240791206696027
10.665599,41.286346,0.17,0.15,106,00423974+4117108,13.538,0.0,0.0,0.0,14.494,0.123,0.1233,23.79,12.632,0.0,0.0,0.0,UBU,20,10,000,400,4.2,209,1287659377,2,0,1287659351,n,1997-10-24,8,121.159569,-21.555076,0.738439911203,0.139070525062,0.659822617528,140.96,2450745.8589,0.0,1.66,0.0,0.0,0.0,14.661,0.153,0.0,0.0,2616.0,109.9,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678444635648,3058872658609712099,-3783058046492984325
10.678929,41.287086,0.17,0.16,18,00424294+4117135,13.979,0.1397,0.1402,83.34,18.787,7.757,7.757,0.46,12.344,0.0,0.0,0.0,EDU,220,110,0c0,50400,2.3,297,1287659323,2,0,1287659331,n,1997-10-24,8,121.17036,-21.554703,0.738399161761,0.139240741943,0.659832322408,104.9,2450745.8589,9.92,0.71,0.0,14.774,0.102,13.868,0.225,0.0,0.0,2613.1,145.9,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678445298688,-271363274567465759,6377813146303240346
10.678171,41.287376,0.24,0.23,69,00424276+4117145,13.401,0.0,0.0,0.0,12.663,0.0,0.0,0.0,14.292,0.2241,0.2243,17.36,UUD,2,1,000,5,2.3,117,1287659331,2,0,1287659323,n,1997-10-24,8,121.169759,-21.554392,0.738397721906,0.139230354384,0.659836125642,106.95,2450745.8589,0.0,0.0,2.05,0.0,0.0,0.0,0.0,14.248,0.311,2612.1,143.9,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678445651456,-4833947353384528681,7188071368796100415
10.672278,41.288086,0.2,0.2,11,00424134+4117171,14.977,0.171,0.1714,33.24,12.933,0.0,0.0,0.0,12.624,0.0,0.0,0.0,CUU,200,100,c00,50000,3.4,356,1287659288,2,0,1287659307,n,1997-10-24,8,121.16503,-21.553521,0.738404002952,0.139152893537,0.659845436936,122.89,2450745.8589,3.02,0.0,0.0,15.232,0.181,0.0,0.0,0.0,0.0,2609.6,127.9,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678445836800,-3350298450696129088,-6751603057988849539
10.674931,41.289635,0.38,0.3,81,00424198+4117226,13.98,0.0,0.0,0.0,14.818,0.2771,0.2772,17.65,13.035,0.0,0.0,0.0,UDU,20,10,000,500,3.3,173,1287659296,2,0,1287659279,n,1997-10-24,8,121.167232,-21.552046,0.738380028315,0.139183779648,0.659865750943,115.71,2450745.8589,0.0,1.08,0.0,0.0,0.0,15.596,1.094,0.0,0.0,2604.0,135.1,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678446065664,3453236992869114103,764084942662376266
10.672135,41.287064,0.16,0.15,69,00424131+4117134,14.901,0.2352,0.2355,35.65,14.221,0.256,0.2561,30.59,14.136,0.2301,0.2303,20.05,DDD,222,111,000,50505,3.7,6,1287659307,2,0,1287659332,n,1997-10-24,8,121.164874,-21.554538,0.738415916387,0.139153230231,0.659832033886,123.28,2450745.8589,2.68,1.79,1.41,15.31,0.079,14.635,0.17,14.365,0.385,2613.3,127.5,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678446500352,8370181742762856666,4813473250664494834
10.674819,41.28624,0.5,0.5,90,00424195+4117104,13.322,0.0,0.0,0.0,12.613,0.0,0.0,0.0,14.971,0.3784,0.3785,9.29,UUD,2,1,000,5,6.4,126,1287659378,2,0,1287659354,n,1997-10-24,8,121.167009,-21.555436,0.738418722081,0.139189578653,0.65982122736,116.02,2450745.8589,0.0,0.0,1.34,0.0,0.0,0.0,0.0,13.783,0.176,2616.2,134.8,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678446959616,-4158840661119207208,-1999199564314889385
10.675079,41.288738,0.21,0.19,175,00424201+4117194,15.166,0.1669,0.1673,27.93,13.215,0.0,0.0,0.0,15.457,0.4175,0.4176,5.94,CUD,202,101,000,50005,3.3,353,1287659279,2,0,1287659296,n,1997-10-24,8,121.167317,-21.552946,0.738389820508,0.139187600562,0.6598539875,115.31,2450745.8589,1.77,0.0,0.54,15.996,1.12,0.0,0.0,14.7,1.134,2607.2,135.5,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678447070208,4220278499878253033,8498702064122369867
10.672196,41.289017,0.28,0.27,101,00424132+4117204,13.773,0.0,0.0,0.0,14.663,0.246,0.2462,20.36,12.746,0.0,0.0,0.0,UDU,26,20,0c0,500,3.4,176,1287659307,2,0,1287659288,n,1997-10-24,8,121.165,-21.552588,0.738393665624,0.139149851162,0.659857646381,123.11,2450745.8589,0.0,1.32,0.0,0.0,0.0,14.972,0.418,0.0,0.0,2606.3,127.7,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678449681408,1429331246991982072,-8041771964991501805
10.669971,41.28474,0.23,0.2,2,00424079+4117050,14.819,0.1911,0.1915,38.44,12.457,0.0,0.0,0.0,12.186,0.0,0.0,0.0,CUU,200,200,c00,50000,4.7,278,1287659383,2,0,1287659392,n,1997-10-24,8,121.163035,-21.556802,0.73844747192,0.139130296192,0.659801554936,129.14,2450745.8589,3.18,0.0,0.0,14.303,0.122,0.0,0.0,0.0,0.0,2621.7,121.7,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678450486784,-8982432518204085218,761068388981659230
10.668058,41.286308,0.19,0.18,69,00424033+4117107,15.591,0.2874,0.2877,18.88,15.199,0.3493,0.3494,12.43,14.403,0.2221,0.2223,15.68,DDD,222,121,0c0,50505,5.0,173,1287659383,2,0,1287659352,n,1997-10-24,8,121.161553,-21.555182,0.738434371991,0.139102298047,0.659822119166,134.31,2450745.8589,1.34,1.24,1.07,14.96,0.138,14.161,0.211,13.923,0.167,2616.1,116.5,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678450949120,-3018121512346887361,-4173628852195788827
10.670736,41.287983,0.26,0.24,59,00424097+4117167,13.636,0.0,0.0,0.0,14.473,0.2269,0.2271,24.25,12.699,0.0,0.0,0.0,UDU,26,20,0c0,500,2.8,331,1287659297,2,0,1287659309,n,1997-10-24,8,121.163781,-21.553582,0.738408913386,0.139133240478,0.659844086149,127.06,2450745.8589,0.0,1.87,0.0,0.0,0.0,14.384,0.145,0.0,0.0,2610.0,123.8,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678451202048,-8597212705993974925,5081937097930461261
10.670237,41.288673,0.21,0.19,86,00424085+4117192,15.292,0.1458,0.1463,24.87,13.01,0.0,0.0,0.0,12.777,0.0,0.0,0.0,BUU,200,100,000,50000,2.8,151,1287659309,2,0,1287659297,n,1997-10-24,8,121.163405,-21.552878,0.738402316091,0.139125338201,0.65985313507,128.41,2450745.8589,2.2,0.0,0.0,15.6,0.296,0.0,0.0,0.0,0.0,2607.5,122.4,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678451340800,5562426731044129494,-753487113173965361
10.669784,41.297066,0.28,0.26,102,00424074+4117494,14.187,0.0,0.0,0.0,13.672,0.0,0.0,0.0,14.761,0.1969,0.1971,11.27,UUC,2,1,000,5,5.9,353,1287659128,2,0,1287659158,n,1997-10-24,8,121.163369,-21.544479,0.738308420389,0.139101602402,0.659963196392,129.61,2450745.8589,0.0,0.0,0.77,0.0,0.0,0.0,0.0,14.559,0.157,2577.3,121.2,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678451822592,-8397591153172954262,5628504627406811812
10.681117,41.292362,0.17,0.17,164,00424346+4117325,15.09,0.2232,0.2235,29.95,14.626,0.2048,0.205,21.06,12.618,0.0,0.0,0.0,DCU,220,120,0c0,50500,5.0,218,1287659256,2,0,1287659241,n,1997-10-24,8,121.172333,-21.54949,0.738334133804,0.139257677719,0.659901512391,98.97,2450745.8589,1.66,0.79,0.0,14.844,0.092,14.063,0.187,0.0,0.0,2594.0,151.8,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678454398976,-4301570767848547372,72375704596313788
10.679165,41.292538,0.2,0.18,69,00424299+4117331,13.646,0.0,0.0,0.0,14.17,0.1665,0.1667,32.06,12.639,0.0,0.0,0.0,UCU,20,20,0c0,500,2.6,250,1287659242,2,0,1287659238,n,1997-10-24,8,121.170764,-21.549261,0.738336885754,0.139232147825,0.659903820376,104.25,2450745.8589,0.0,2.73,0.0,0.0,0.0,13.574,0.065,0.0,0.0,2593.5,146.6,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678454480896,-2158806598122800172,-8847609774426642642
10.67762,41.291901,0.27,0.24,101,00424262+4117308,13.841,0.0,0.0,0.0,14.524,0.236,0.2362,23.14,12.733,0.0,0.0,0.0,UDU,20,20,0c0,500,2.2,51,1287659242,2,0,1287659246,n,1997-10-24,8,121.169492,-21.549855,0.738347849494,0.139213597616,0.659895467015,108.43,2450745.8589,0.0,1.51,0.0,0.0,0.0,14.75,0.094,0.0,0.0,2595.8,142.4,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678455181824,644139421026050522,6035389846421263719
10.67827,41.29229,0.21,0.19,82,00424278+4117322,13.701,0.0,0.0,0.0,12.93,0.0,0.0,0.0,13.955,0.1869,0.1871,23.68,UUC,2,1,000,5,2.2,231,1287659246,2,0,1287659242,n,1997-10-24,8,121.170032,-21.549484,0.738341867436,0.139221143732,0.659900568214,106.67,2450745.8589,0.0,0.0,2.43,0.0,0.0,0.0,0.0,13.679,0.135,2594.4,144.1,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678455225856,2094728268068652713,-3958297353594748479
10.679968,41.291271,0.19,0.17,75,00424319+4117285,13.522,0.0,0.0,0.0,14.503,0.2219,0.2221,23.59,14.585,0.2271,0.2273,13.26,UDD,22,11,000,504,5.0,38,1287659241,2,0,1287659256,n,1997-10-24,8,121.171363,-21.550549,0.73834927405,0.139245199921,0.659887205369,102.08,2450745.8589,0.0,1.4,0.96,0.0,0.0,13.687,0.024,13.289,0.087,2598.0,148.7,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678455418880,-7352497874649931532,-8744391118001777405
10.682247,41.303066,0.2,0.18,81,00424373+4118110,14.404,0.0,0.0,0.0,15.212,0.2219,0.2221,12.28,14.898,0.1989,0.1991,9.94,UDC,22,11,000,505,5.6,2,1287659036,2,0,1287659057,n,1997-10-24,8,121.173664,-21.538824,0.738210227934,0.139249384881,0.660041868508,95.89,2450745.8589,0.0,0.96,1.54,0.0,0.0,14.107,0.117,13.875,0.237,2555.5,154.9,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678455781888,-8228912123345099492,-3435291597345635417
10.682086,41.300728,0.31,0.3,61,00424370+4118026,17.551,0.7568,0.7569,3.1,15.443,0.2671,0.2672,9.92,13.266,0.0,0.0,0.0,DDU,220,210,c00,150500,2.8,106,1287659087,2,0,1287659085,n,1997-10-24,8,121.173442,-21.541156,0.738237085403,0.139252302792,0.660011213467,96.33,2450745.8589,2.22,2.0,0.0,15.257,0.507,14.2,0.388,0.0,0.0,2563.9,154.5,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678456048640,7365257955623903936,-6686590438142297851
10.675775,41.300087,0.18,0.16,81,00424218+4118003,15.9,0.1921,0.1925,14.2,14.926,0.1887,0.1889,15.98,14.886,0.213,0.2132,10.05,CCC,222,111,0bb,50505,11.2,1,1287659055,2,0,1287659097,n,1997-10-24,8,121.168323,-21.541624,0.738259675312,0.139172354679,0.660002808707,113.4,2450745.8589,1.69,1.73,1.39,16.136,0.833,14.245,0.571,15.406,0.563,2566.3,137.4,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678456310784,7493775136671597478,-3592216948135047563
