ra,dec,err_maj,err_min,err_ang,designation,j_m,j_cmsig,j_msigcom,j_snr,h_m,h_cmsig,h_msigcom,h_snr,k_m,k_cmsig,k_msigcom,k_snr,ph_qual,rd_flg,bl_flg,cc_flg,ndet,prox,pxpa,pxcntr,gal_contam,mp_flg,cntr,hemis,xdate,scan,glon,glat,x,y,z,x_scan,jdate,j_psfchi,h_psfchi,k_psfchi,j_m_stdap,j_msig_stdap,h_m_stdap,h_msig_stdap,k_m_stdap,k_msig_stdap,dist_edge_ns,dist_edge_ew,dist_edge_flg,dup_src,use_src,a,dist_opt,phi_opt,b_m_opt,vr_m_opt,nopt_mchs,ext_key,scan_key,coadd_key,coadd,htm20,framework_id,frame_hash
10.733387,41.214523,0.22,0.2,178,00425601+4112522,15.968,0.0,0.0,0.0,14.864,0.0,0.0,0.0,15.066,0.1738,0.174,8.51,UUC,2,1,000,4,12.1,69,1287660706,2,0,1287660709,n,1997-10-24,8,121.211558,-21.628691,0.739086924794,0.140098025351,0.658880156699,-42.4,2450745.8589,0.0,0.0,1.01,0.0,0.0,0.0,0.0,15.685,0.431,2873.2,207.5,ne,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203675375041536,5483370411004738685,6713547864349925764
10.73756,41.215744,0.25,0.21,81,00425701+4112566,16.313,0.1649,0.1653,9.71,14.736,0.0,0.0,0.0,14.256,0.0,0.0,0.0,CUU,200,100,000,50000,12.1,249,1287660709,2,0,1287660706,n,1997-10-24,8,121.214979,-21.627583,0.739062923764,0.140149238565,0.658896187306,-53.7,2450745.8589,1.47,0.0,0.0,15.749,0.143,0.0,0.0,0.0,0.0,2868.7,196.2,ne,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203675376228352,4008447136637101114,6954774106390277361
10.726409,41.210964,0.23,0.21,89,00425433+4112394,16.3,0.1528,0.1533,9.83,15.077,0.0,0.0,0.0,14.548,0.0,0.0,0.0,BUU,200,100,000,50000,22.8,56,1287660709,2,0,1287660724,n,1997-10-24,8,121.205778,-21.632061,0.739144192356,0.140015628675,0.658833428594,-23.5,2450745.8589,1.48,0.0,0.0,16.611,0.367,0.0,0.0,0.0,0.0,2886.2,226.4,ne,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203675386300928,-5025226676460543662,1873780537059611486
10.684147,41.194,0.27,0.25,102,00424419+4111384,16.534,0.177,0.1774,7.92,15.856,0.1887,0.1889,6.78,14.597,0.0,0.0,0.0,CCU,220,220,cc0,50500,4.1,215,1287660826,2,0,1287660818,n,1997-10-24,8,121.170935,-21.64787,0.739438920163,0.139506547781,0.658610663802,90.99,2450745.8589,0.87,1.09,0.0,16.26,0.271,16.262,0.451,0.0,0.0,2948.1,159.9,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590592,44,4805203675408146944,6141154503833430413,-8627031810362334363
10.683284,41.193066,0.29,0.25,87,00424398+4111350,16.398,0.1549,0.1554,8.98,15.957,0.2098,0.21,6.18,14.526,0.0,0.0,0.0,BCU,220,220,cc0,60600,4.1,35,1287660818,2,0,1287660826,n,1997-10-24,8,121.1702,-21.64878,0.739451571423,0.139497400463,0.658598397193,93.33,2450745.8589,1.01,0.73,0.0,15.947,0.195,16.647,0.381,0.0,0.0,2951.5,157.6,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590592,44,4805203675408305664,-9208478573443394108,-6927650652811481503
10.689488,41.18972,0.35,0.33,164,00424547+4111229,16.866,0.2262,0.2265,5.83,15.973,0.2179,0.2181,6.09,15.732,0.2592,0.2593,4.61,DDD,222,111,000,60605,8.6,49,1287660845,2,0,1287660864,n,1997-10-24,8,121.175089,-21.652293,0.739474254893,0.139584601436,0.658554451349,76.53,2450745.8589,0.88,1.08,0.81,17.401,0.4,17.812,2.729,16.064,0.453,2963.4,174.4,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590592,44,4805203675409868288,-812865393024760691,-3066826203551516307
10.692408,41.19532,0.28,0.25,7,00424617+4111431,16.698,0.1951,0.1955,6.81,15.765,0.1796,0.1798,7.38,14.947,0.0,0.0,0.0,CCU,220,110,000,60500,12.6,58,1287660786,2,0,1287660805,n,1997-10-24,8,121.17767,-21.646776,0.739403888145,0.139610344617,0.658627999612,68.61,2450745.8589,0.88,0.7,0.0,17.931,0.321,16.633,0.548,0.0,0.0,2943.2,182.3,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590592,44,4805203675412184064,-232192463413684512,-6640772999149782057
10.691879,41.191299,0.34,0.32,80,00424605+4111286,17.046,0.2653,0.2656,4.94,16.161,0.2611,0.2612,5.12,15.56,0.2231,0.2233,5.4,DDD,222,111,000,60606,8.6,229,1287660864,2,0,1287660845,n,1997-10-24,8,121.177085,-21.65078,0.739450595133,0.139612093007,0.658575189969,70.05,2450745.8589,0.74,0.98,1.22,17.217,0.448,16.428,0.492,16.29,0.772,2957.7,180.8,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590592,44,4805203675413076992,-911847905487854704,5894389882741684489
10.702958,41.20282,0.09,0.08,90,00424870+4112101,15.364,0.0559,0.0572,23.27,14.701,0.0674,0.0679,19.66,14.693,0.102,0.1024,12.0,AAA,222,111,000,60606,7.2,275,1287660745,2,0,1287660748,n,1997-10-24,8,121.186496,-21.639568,0.739293448158,0.13973047767,0.658726491892,40.02,2450745.8589,0.96,1.36,1.19,15.662,0.139,15.028,0.188,14.511,0.151,2916.0,210.9,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203675426548224,4780520549768988179,5019427558981924769
10.708817,41.194553,0.25,0.23,77,00425011+4111403,16.646,0.178,0.1784,7.15,15.732,0.1716,0.1718,7.61,14.813,0.0,0.0,0.0,CCU,220,110,000,60500,6.1,57,1287660803,2,0,1287660812,n,1997-10-24,8,121.190916,-21.647988,0.739372537886,0.139823735878,0.658617926498,24.16,2450745.8589,1.36,0.85,0.0,16.735,0.347,15.674,0.254,0.0,0.0,2945.6,226.7,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590592,44,4805203675429119488,1952766082151420199,344350382222155468
10.710685,41.19548,0.22,0.21,119,00425056+4111437,16.027,0.0962,0.097,12.64,15.654,0.1554,0.1556,8.17,15.255,0.1728,0.173,7.15,ACC,222,111,000,60606,6.1,237,1287660812,2,0,1287660803,n,1997-10-24,8,121.192463,-21.647112,0.739357508491,0.139845860963,0.658630100898,19.1,2450745.8589,1.04,1.03,1.15,16.406,0.122,15.802,0.277,21.069,8.888,2942.2,231.8,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590592,44,4805203675429263872,-2885944490334889520,-1815976239280881149
10.708745,41.198418,0.3,0.29,129,00425009+4111543,16.59,0.179,0.1794,7.52,15.9,0.1867,0.1869,6.51,15.524,0.213,0.2132,5.58,CCC,222,111,000,60506,11.8,154,1287660803,2,0,1287660764,n,1997-10-24,8,121.191007,-21.644124,0.739329057283,0.139814550908,0.658668684858,24.35,2450745.8589,1.07,0.71,0.87,16.695,0.134,16.187,0.337,15.939,0.642,2931.7,226.5,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590592,44,4805203675430370816,-3126636789324870161,-5492431168653995301
10.696334,41.197201,0.13,0.13,87,00424712+4111499,16.472,0.1609,0.1614,8.39,15.406,0.122,0.1223,10.27,14.956,0.1324,0.1327,9.42,CBB,222,111,000,60506,12.6,238,1287660805,2,0,1287660786,n,1997-10-24,8,121.180919,-21.645003,0.739373072859,0.13965699615,0.658652702536,57.97,2450745.8589,1.14,1.37,1.05,16.875,0.369,15.546,0.306,15.585,0.201,2936.3,192.9,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590592,44,4805203675433817088,-3532677309189857571,4839574460767631539
10.69915,41.187153,0.08,0.07,87,00424779+4111137,15.035,0.0549,0.0562,31.51,14.354,0.0632,0.0638,27.06,14.181,0.0721,0.0726,19.23,AAA,222,111,000,663446,14.4,180,1287660933,2,0,1287660889,n,1997-10-24,8,121.182807,-21.655121,0.739479696993,0.139714777254,0.658520735249,50.36,2450745.8589,1.71,2.06,1.21,14.768,0.099,14.238,0.099,13.921,0.078,2972.4,200.5,nw,0,1,0,0.0,0.0,0.0,0.0,0,2529765.0,69157,1590592,44,4805203675436631552,9141482334713728624,-2612035059011830144
10.716784,41.194374,0.14,0.13,11,00425202+4111397,15.919,0.0901,0.0909,13.96,15.516,0.1291,0.1294,9.28,15.574,0.219,0.2192,5.33,ABD,222,111,000,60506,14.0,4,1287660765,2,0,1287660814,n,1997-10-24,8,121.197355,-21.648382,0.739355109917,0.139926927181,0.65861557565,2.58,2450745.8589,0.96,0.96,0.79,16.438,0.186,16.178,0.344,16.679,0.482,2946.1,248.3,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590592,44,4805203675493312512,-8560441323351095101,-2627671482962971437
10.717163,41.198261,0.28,0.27,10,00425211+4111537,16.449,0.1448,0.1453,8.57,15.95,0.2098,0.21,6.22,14.648,0.0,0.0,0.0,BCU,220,110,000,60600,14.0,184,1287660814,2,0,1287660765,n,1997-10-24,8,121.197811,-21.644508,0.739310280873,0.1399235086,0.658666623063,1.55,2450745.8589,1.12,0.97,0.0,16.109,0.214,15.486,0.181,0.0,0.0,2932.1,249.3,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590592,44,4805203675498368000,1155608550757853229,-2050608298935031455
10.727829,41.194046,0.24,0.21,78,00425467+4111385,15.862,0.0,0.0,0.0,15.696,0.1827,0.1829,7.86,14.608,0.0,0.0,0.0,UCU,20,10,000,300,22.6,193,1287660877,2,0,1287660817,n,1997-10-24,8,121.206278,-21.649007,0.739331826695,0.140070153087,0.658611267935,-27.34,2450745.8589,0.0,0.92,0.0,0.0,0.0,15.01,0.152,0.0,0.0,2947.0,222.6,ne,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590592,44,4805203675498952192,7314001515539636934,-3143049257901394258
10.667272,41.187473,0.25,0.24,169,00424014+4111149,16.379,0.1448,0.1453,9.14,15.537,0.1504,0.1506,9.1,15.392,0.2,0.2002,6.3,BBC,222,111,000,50605,12.8,138,1287660911,2,0,1287660884,n,1997-10-24,8,121.157025,-21.653929,0.739553702165,0.139302646055,0.658524938341,136.72,2450745.8589,1.02,1.29,1.15,16.57,0.395,15.383,0.352,15.156,0.426,2971.9,114.2,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590592,44,4805203675578059264,1460806640886045113,4356681369998995591
10.686087,41.186577,0.33,0.29,0,00424466+4111116,16.888,0.2172,0.2175,5.72,15.577,0.1463,0.1466,8.77,15.288,0.1748,0.175,6.94,DBC,222,111,000,60605,11.9,115,1287660907,2,0,1287660897,n,1997-10-24,8,121.172214,-21.655341,0.739518037002,0.139547405461,0.658513169631,85.75,2450745.8589,0.93,1.26,1.0,17.53,0.663,15.854,0.375,15.008,0.116,2974.8,165.2,nw,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590592,44,4805203675847527424,3865881202240509989,1056791650436331977
10.630891,41.304344,0.27,0.25,8,00423141+4118156,16.579,0.2188,0.2191,7.87,15.26,0.0,0.0,0.0,15.192,0.0,0.0,0.0,DUU,200,100,000,50000,17.7,141,422824368,2,0,422824339,n,1998-11-23,72,121.132266,-21.536126,0.73832027503,0.138584932057,0.660058624734,-174.38,2451140.7446,1.07,0.0,0.0,16.3,0.343,0.0,0.0,0.0,0.0,2523.0,76.5,ne,0,1,0,0.0,0.0,0.0,0.0,0,0.0,25123,577809,33,4805203677656322560,3551449884337173917,2001724495181719438
10.625472,41.311592,0.07,0.06,0,00423011+4118417,13.113,0.0218,0.0249,191.53,12.607,0.0301,0.0313,113.79,12.507,0.0246,0.0261,81.03,AAA,222,111,000,555566,10.5,124,422824305,2,0,422824294,n,1998-11-23,72,121.128183,-21.528732,0.738251306424,0.13849970432,0.660153649135,-159.71,2451140.7446,1.11,1.6,1.38,13.077,0.016,12.532,0.039,12.475,0.036,2497.0,91.2,ne,0,1,0,0.0,0.0,0.0,0.0,0,0.0,25123,577809,33,4805203677660023808,663928216349174157,-7218512236331841950
10.628693,41.309982,0.19,0.19,17,00423088+4118359,15.738,0.0,0.0,0.0,14.569,0.0,0.0,0.0,15.017,0.1603,0.1605,8.03,UUC,2,1,000,5,6.0,214,422824311,2,0,422824305,n,1998-11-23,72,121.130718,-21.530431,0.738261750843,0.138544627824,0.660132542254,-168.43,2451140.7446,0.0,0.0,1.11,0.0,0.0,0.0,0.0,14.646,0.267,2502.7,82.5,ne,3,1,0,0.0,0.0,0.0,0.0,0,0.0,25123,577809,33,4805203677661025792,8180441815937918229,4246544282936242226
10.630916,41.31094,0.15,0.13,6,00423141+4118393,16.451,0.1744,0.1748,8.85,15.384,0.1796,0.1798,8.82,14.77,0.1441,0.1444,10.08,CCB,222,111,000,50505,6.9,240,422824305,2,0,422824297,n,1998-11-23,72,121.13255,-21.529536,0.738245526703,0.138571235041,0.660145101567,-174.44,2451140.7446,0.94,0.88,0.79,15.886,0.075,14.4,0.059,14.56,0.074,2499.2,76.5,ne,1,1,0,0.0,0.0,0.0,0.0,0,0.0,25123,577809,33,4805203677661126656,-4749696347113616186,5557678992866821717
10.627446,41.30859,0.24,0.2,1,00423058+4118309,16.499,0.1643,0.1647,8.47,14.89,0.0,0.0,0.0,14.265,0.0,0.0,0.0,CUU,260,200,c00,50000,6.0,34,422824305,2,0,422824311,n,1998-11-23,72,121.129656,-21.531787,0.738280528584,0.138531517779,0.660114292904,-165.06,2451140.7446,0.97,0.0,0.0,16.604,0.302,0.0,0.0,0.0,0.0,2507.8,85.8,ne,0,1,0,0.0,0.0,0.0,0.0,0,0.0,25123,577809,33,4805203677661655040,-2037934264045422718,-8000113464686844524
10.632067,41.330013,0.07,0.07,58,00423169+4119480,14.957,0.0498,0.0512,35.05,14.281,0.0625,0.0631,24.35,14.179,0.0723,0.0728,17.37,AAA,222,111,000,665616,10.4,208,422824219,2,0,422824209,n,1998-11-23,72,121.134241,-21.510508,0.738026721117,0.138545512921,0.66039510883,-177.53,2451140.7446,1.52,0.99,0.78,14.771,0.063,14.03,0.086,14.034,0.13,2430.5,73.4,ne,1,1,0,0.0,0.0,0.0,0.0,0,0.0,25123,577809,33,4805203677663482880,-6617587604141011379,7292896986060492526
10.627264,41.324516,0.23,0.22,68,00423054+4119282,16.581,0.1684,0.1688,7.85,15.763,0.0,0.0,0.0,15.263,0.0,0.0,0.0,CUU,200,100,000,60000,13.3,37,422824219,2,0,422824233,n,1998-11-23,72,121.130147,-21.515867,0.738100601196,0.138495328942,0.660323062126,-164.55,2451140.7446,1.13,0.0,0.0,16.528,0.193,0.0,0.0,0.0,0.0,2450.4,86.3,ne,0,1,0,0.0,0.0,0.0,0.0,0,0.0,25123,577809,33,4805203677665894400,-5419650324207852911,5791789566399360777
10.630228,41.327465,0.07,0.06,0,00423125+4119388,13.9,0.0274,0.0299,92.77,13.3,0.0393,0.0402,60.1,13.137,0.0395,0.0404,45.35,AAA,222,111,000,666666,10.4,28,422824209,2,0,422824219,n,1998-11-23,72,121.132656,-21.513003,0.738060031256,0.138527242151,0.660361714097,-172.56,2451140.7446,1.58,1.74,1.22,13.784,0.015,13.122,0.042,12.974,0.044,2439.8,78.3,ne,1,1,0,0.0,0.0,0.0,0.0,0,0.0,25123,577809,33,4805203677666391040,-3162790402587365595,8337687531494480871
10.634265,41.322514,0.24,0.22,21,00423222+4119210,16.303,0.139,0.1395,10.14,15.727,0.1968,0.197,6.43,14.679,0.0,0.0,0.0,BCU,220,110,000,60600,20.3,291,422824233,2,0,422824245,n,1998-11-23,72,121.135715,-21.518063,0.738106348825,0.138589774517,0.660296821304,-183.48,2451140.7446,0.98,0.91,0.0,15.929,0.295,15.464,0.344,0.0,0.0,2457.5,67.4,ne,1,1,0,0.0,0.0,0.0,0.0,0,0.0,25123,577809,33,4805203677668716032,2384887413870919105,-4740981962730308303
10.608668,41.320774,0.07,0.06,0,00422608+4119147,14.028,0.0299,0.0322,82.46,13.329,0.0342,0.0353,58.52,13.103,0.0407,0.0416,46.8,AAA,222,111,000,666655,10.3,56,422824247,2,0,422824255,n,1998-11-23,72,121.114995,-21.519084,0.738187899703,0.138263701843,0.66027401394,-114.27,2451140.7446,1.27,1.38,1.72,13.89,0.015,13.19,0.056,12.88,0.038,2464.3,136.6,ne,0,1,0,0.0,0.0,0.0,0.0,0,0.0,25123,577809,33,4805203677671706624,-5685702162376003358,6952253886295929253
10.611827,41.322372,0.23,0.22,15,00422683+4119205,16.651,0.1754,0.1758,7.36,15.301,0.0,0.0,0.0,15.807,0.0,0.0,0.0,CUU,200,100,000,60000,10.3,236,422824255,2,0,422824247,n,1998-11-23,72,121.117608,-21.517576,0.738162174801,0.13830101028,0.660294960036,-122.81,2451140.7446,1.37,0.0,0.0,16.348,0.239,0.0,0.0,0.0,0.0,2458.4,128.1,ne,0,1,0,0.0,0.0,0.0,0.0,0,0.0,25123,577809,33,4805203677672408064,-7258685225055764045,8819732545229161489
10.619131,41.315903,0.22,0.21,9,00422859+4118572,16.568,0.1674,0.1678,7.95,15.53,0.0,0.0,0.0,14.707,0.0,0.0,0.0,CUU,200,100,000,60000,21.3,8,422824250,2,0,422824275,n,1998-11-23,72,121.12324,-21.524246,0.738217807711,0.138408846531,0.660210163191,-142.56,2451140.7446,1.09,0.0,0.0,16.168,0.338,0.0,0.0,0.0,0.0,2481.6,108.3,ne,0,1,0,0.0,0.0,0.0,0.0,0,0.0,25123,577809,33,4805203677674352128,-5098152552555930331,1427288361973125729
10.620179,41.321777,0.27,0.23,95,00422884+4119183,16.568,0.1734,0.1738,7.95,15.174,0.0,0.0,0.0,15.197,0.1805,0.1807,6.8,CUC,202,101,000,60006,15.4,316,422824231,2,0,422824250,n,1998-11-23,72,121.124322,-21.518405,0.738148746309,0.138409874351,0.660287161017,-145.39,2451140.7446,0.65,0.0,1.14,16.325,0.354,0.0,0.0,14.796,0.284,2460.4,105.5,ne,0,1,0,0.0,0.0,0.0,0.0,0,0.0,25123,577809,33,4805203677676750848,-9103806241134330113,-5539131177187108747
10.637891,41.337891,0.16,0.14,3,00423309+4120164,15.974,0.1177,0.1183,13.74,14.88,0.0,0.0,0.0,14.577,0.0,0.0,0.0,BUU,200,100,000,60000,20.9,258,422824182,2,0,422824177,n,1998-11-23,72,121.139253,-21.502798,0.737923385662,0.138603767577,0.66049835163,-193.26,2451140.7446,1.36,0.0,0.0,15.474,0.099,0.0,0.0,0.0,0.0,2402.1,57.6,ne,1,1,0,0.0,0.0,0.0,0.0,0,0.0,25123,577809,33,4805203677706947072,7776822288094437384,-6680740101225429462
10.616196,41.324829,0.23,0.2,117,00422788+4119293,16.276,0.0,0.0,0.0,15.518,0.1664,0.1666,7.79,14.509,0.0,0.0,0.0,UCU,26,20,0c0,600,14.8,233,422824247,2,0,422824231,n,1998-11-23,72,121.121231,-21.515244,0.738123795456,0.138352080655,0.660327164639,-134.62,2451140.7446,0.0,0.79,0.0,0.0,0.0,14.917,0.154,0.0,0.0,2449.5,116.3,ne,0,1,0,0.0,0.0,0.0,0.0,0,0.0,25123,577809,33,4805203677766966272,801780207350016201,-101991860995688891
10.623681,41.331486,0.07,0.06,0,00422968+4119533,14.541,0.0312,0.0335,51.41,13.961,0.0501,0.0508,32.7,13.851,0.0702,0.0707,23.5,AAA,222,111,000,664534,6.6,336,422824194,2,0,422824201,n,1998-11-23,72,121.127536,-21.508801,0.738030304063,0.138434361352,0.660414413745,-154.85,2451140.7446,1.0,1.14,1.13,14.598,0.047,14.0,0.108,13.769,0.104,2425.4,96.0,ne,0,1,0,0.0,0.0,0.0,0.0,0,0.0,25123,577809,33,4805203677777384960,-1822342910404344718,4582412123894040392
10.630306,41.336727,0.32,0.3,55,00423127+4120122,16.129,0.1065,0.1072,11.91,16.081,0.2362,0.2364,4.64,15.915,0.0,0.0,0.0,ADU,220,110,000,60600,20.9,78,422824177,2,0,422824182,n,1998-11-23,72,121.133089,-21.503749,0.737954916011,0.138508552974,0.660483097958,-172.76,2451140.7446,1.2,1.07,0.0,16.169,0.278,20.747,8.888,0.0,0.0,2406.4,78.1,ne,1,1,0,0.0,0.0,0.0,0.0,0,0.0,25123,577809,33,4805203677779549696,-2117500249296385588,-5906697879243104606
10.622683,41.33316,0.07,0.06,0,00422944+4119593,14.811,0.0442,0.0458,40.09,14.018,0.0766,0.0771,31.02,13.966,0.067,0.0675,21.14,AAA,222,111,000,665545,6.6,156,422824201,2,0,422824194,n,1998-11-23,72,121.126799,-21.507101,0.738013750408,0.138417949089,0.660436352406,-152.15,2451140.7446,0.81,0.76,1.11,14.628,0.051,13.834,0.03,13.631,0.106,2419.4,98.7,ne,0,1,0,0.0,0.0,0.0,0.0,0,0.0,25123,577809,33,4805203677781398016,3749857543360061768,6158696625567142296
10.747762,41.251137,0.24,0.24,163,00425946+4115040,15.256,0.0,0.0,0.0,14.613,0.0,0.0,0.0,15.118,0.1899,0.1901,8.11,UUC,2,1,000,5,12.4,138,1287660363,2,0,1287660316,n,1997-10-24,8,121.224572,-21.592483,0.738637940078,0.140204903318,0.659360734775,-81.32,2450745.8589,0.0,0.0,0.89,0.0,0.0,0.0,0.0,14.815,0.077,2741.1,168.6,ne,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678066225664,4144869486449732048,3648549056400834665
10.750854,41.248596,0.28,0.26,14,00430020+4114549,16.43,0.1931,0.1935,8.72,14.97,0.0,0.0,0.0,14.529,0.0,0.0,0.0,CUU,200,100,000,50000,11.6,195,1287660412,2,0,1287660363,n,1997-10-24,8,121.226975,-21.595104,0.73865910064,0.140250218741,0.659327391502,-89.69,2450745.8589,0.93,0.0,0.0,16.597,0.272,0.0,0.0,0.0,0.0,2750.2,160.3,ne,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678066925056,-8837279651049696877,-7562629364816812077
10.743649,41.245636,0.2,0.19,111,00425847+4114442,15.157,0.0,0.0,0.0,14.195,0.0,0.0,0.0,14.876,0.1456,0.1459,10.14,UUB,2,1,000,5,11.6,173,1287660460,2,0,1287660405,n,1997-10-24,8,121.22104,-21.597871,0.738710195349,0.140163680018,0.65928854843,-70.19,2450745.8589,0.0,0.0,0.81,0.0,0.0,0.0,0.0,15.079,0.231,2761.0,179.8,ne,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678068611584,-7041799445617651247,2829247241159484469
10.74973,41.245476,0.09,0.08,87,00425993+4114437,15.204,0.0736,0.0746,26.97,14.726,0.0779,0.0784,19.21,14.733,0.1355,0.1358,11.57,AAB,222,111,000,50505,11.6,15,1287660363,2,0,1287660412,n,1997-10-24,8,121.225948,-21.598193,0.7386971239,0.140242424503,0.659286448754,-86.65,2450745.8589,1.08,1.05,0.86,15.105,0.065,14.891,0.096,14.749,0.34,2761.4,163.3,ne,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678072749056,6561939142300504330,-8422163669645353104
10.723637,41.241001,0.18,0.16,74,00425367+4114276,14.832,0.0,0.0,0.0,15.074,0.1483,0.1485,13.94,13.878,0.0,0.0,0.0,UBU,626,20,0c0,300,4.2,202,1287660502,2,0,1287660482,n,1997-10-24,8,121.204689,-21.601969,0.73881150598,0.139915581726,0.659227721369,-16.01,2450745.8589,0.0,1.1,0.0,0.0,0.0,14.595,0.227,0.0,0.0,2778.1,233.9,ne,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678074329600,-3991312087280716928,-1340337728434005936
10.723061,41.239906,0.33,0.29,83,00425353+4114236,15.023,0.0,0.0,0.0,15.758,0.238,0.2382,7.43,14.291,0.0,0.0,0.0,UDU,20,10,0c0,300,4.2,22,1287660482,2,0,1287660502,n,1997-10-24,8,121.204182,-21.603048,0.738825291129,0.139910498497,0.659213350592,-14.45,2450745.8589,0.0,1.79,0.0,0.0,0.0,15.085,0.035,0.0,0.0,2782.0,235.5,ne,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678074445824,2008302843385040821,8226699561161037897
10.726981,41.238121,0.26,0.15,120,00425447+4114172,15.245,0.0,0.0,0.0,15.408,0.1605,0.1607,10.25,13.966,0.0,0.0,0.0,UCU,626,20,0c0,400,3.1,102,1287660527,2,0,1287660525,n,1997-10-24,8,121.207282,-21.604937,0.738835895131,0.139964868821,0.659189923741,-25.06,2450745.8589,0.0,1.24,0.0,0.0,0.0,16.558,1.037,0.0,0.0,2788.4,224.9,ne,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678074973696,5956548570007280771,-6975129544866074795
10.730715,41.244541,0.3,0.28,9,00425537+4114403,15.119,0.0,0.0,0.0,15.638,0.2028,0.203,8.29,14.38,0.0,0.0,0.0,UCU,20,10,000,400,7.0,111,1287660439,2,0,1287660427,n,1997-10-24,8,121.210545,-21.598621,0.73875419663,0.139999265346,0.659274178672,-35.17,2450745.8589,0.0,0.9,0.0,0.0,0.0,15.66,0.379,0.0,0.0,2765.2,214.8,ne,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678078795264,4222779772082188826,-4751111078610211013
10.731915,41.242565,0.16,0.15,6,00425565+4114332,15.695,0.1064,0.1071,17.16,14.081,0.0,0.0,0.0,14.116,0.0,0.0,0.0,AUU,200,100,000,50000,5.6,36,1287660439,2,0,1287660458,n,1997-10-24,8,121.211439,-21.600628,0.73877360306,0.140018971583,0.659248246884,-38.42,2450745.8589,1.27,0.0,0.0,15.705,0.118,0.0,0.0,0.0,0.0,2772.3,211.5,ne,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678078941184,-8421324136620876664,2087788414503831260
10.733138,41.243835,0.22,0.2,143,00425595+4114378,15.189,0.0,0.0,0.0,14.362,0.0,0.0,0.0,14.982,0.1728,0.173,9.2,UUC,2,1,000,4,5.6,216,1287660458,2,0,1287660439,n,1997-10-24,8,121.212476,-21.599391,0.738756256911,0.140032019525,0.65926491366,-41.73,2450745.8589,0.0,0.0,1.41,0.0,0.0,0.0,0.0,15.521,0.836,2767.7,208.2,ne,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678080041472,-1746245435202541832,-6531085537140527939
10.730043,41.24173,0.22,0.21,93,00425521+4114302,15.266,0.0,0.0,0.0,14.444,0.0,0.0,0.0,14.942,0.1678,0.168,9.54,UUC,2,1,000,5,5.9,59,1287660458,2,0,1287660468,n,1997-10-24,8,121.209895,-21.601412,0.738787616934,0.139996622617,0.65923728863,-33.35,2450745.8589,0.0,0.0,0.86,0.0,0.0,0.0,0.0,16.654,1.059,2775.3,216.6,ne,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678081310720,8026519247123351160,6707735538314793632
10.728085,41.237949,0.21,0.21,170,00425474+4114166,15.23,0.0,0.0,0.0,15.332,0.1544,0.1546,10.99,13.946,0.0,0.0,0.0,UBU,626,20,0c0,500,3.1,282,1287660525,2,0,1287660527,n,1997-10-24,8,121.208167,-21.605138,0.738835142365,0.139979473368,0.65918766633,-28.05,2450745.8589,0.0,0.93,0.0,0.0,0.0,15.41,0.474,0.0,0.0,2789.0,221.9,ne,0,1,0,0.0,0.0,0.0,0.0,0,0.0,69157,1590591,33,4805203678081745920,2230866046143428280,6903374975836904508
