pl_name,hostname,pl_orbper,framework_id
Kepler-1488 b,Kepler-1488,39.8189932,8576530359160182612
Kepler-57 c,Kepler-57,11.60907117,6906544359727780564
Kepler-983 b,Kepler-983,60.0853848,-9079351323235032156
Kepler-244 d,Kepler-244,20.05040157,2440767612033463393
Kepler-1436 b,Kepler-1436,9.705716,-9161127580178543295
Kepler-138 d,Kepler-138,23.0881,-1381153521587461850
OGLE-TR-56 b,OGLE-TR-56,1.211909,-1453513327259710023
Kepler-409 b,Kepler-409,68.958608,-8935679992257523154
Kepler-550 b,Kepler-550,8.600099313,-6764503838457914316
Kepler-131 b,Kepler-131,16.09197176,5981462816462614237
Kepler-113 c,Kepler-113,8.925076369,-7451159786743032562
nu Oct A b,nu Oct A,402.4,2433101468723565874
Kepler-1079 b,Kepler-1079,13.24503188,5504016312397848401
Kepler-83 b,Kepler-83,9.77,-8285594603576969293
Kepler-342 d,Kepler-342,39.45988,-7615859201964509811
Kepler-297 c,Kepler-297,74.924,3686590188167259307
Kepler-721 b,Kepler-721,0.0,7623007438093874819
GJ 163 c,GJ 163,25.63058,-344670558589625000
Kepler-816 b,Kepler-816,10.5068257,-1265708885823186193
Kepler-1322 b,Kepler-1322,0.962864171,-1324574766038370849
Kepler-820 b,Kepler-820,127.8329,6869621569333115910
Kepler-1442 b,Kepler-1442,81.4160138,1857152229107230367
Kepler-305 e,Kepler-305,3.20539833,-5375893412079496629
Kepler-1141 b,Kepler-1141,2.3445064256,7417630594956157661
Kepler-1068 b,Kepler-1068,0.0,-2088634322129164000
Kepler-1442 b,Kepler-1442,0.0,-5123494585309563448
Kepler-106 b,Kepler-106,6.16491696,-6491307507312336721
Kepler-1134 b,Kepler-1134,17.1326883166,7529905698108505802
Kepler-1323 b,Kepler-1323,0.929906166,3507495546190720287
Kepler-738 b,Kepler-738,24.58721573,2908581097189153242
Kepler-674 b,Kepler-674,2.2433802904,-2762060514143348598
EPIC 206042996 c,EPIC 206042996,0.35490972,-870210567437372499
Kepler-11 c,Kepler-11,13.0249011217,-586710459008798026
Kepler-339 d,Kepler-339,0.0,5922972342888333412
Kepler-153 b,Kepler-153,0.0,-6403579485771904105
Kepler-133 b,Kepler-133,8.13000457,2097355335108429950
Kepler-267 b,Kepler-267,3.35,-7821048253606107302
Kepler-399 d,Kepler-399,58.03391475,-4122037341896856869
Kepler-834 b,Kepler-834,13.32,-4289154588455559799
Kepler-121 c,Kepler-121,0.0,-1519787893795744485
Kepler-219 c,Kepler-219,22.71444582,-37350233922267238
Kepler-705 b,Kepler-705,56.0560538,6840266179690229080
M62H b,M62H,0.132935028,-8019108321445637193
Kepler-1570 b,Kepler-1570,0.0,985217785236972
Kepler-804 c,Kepler-804,9.65185017,4359093435781919307
HD 73267 c,HD 73267,13900.0,-3363739546656545404
Kepler-384 b,Kepler-384,22.59680883,9136264198444448468
MXB 1658-298 b,MXB 1658-298,760.0,-9124708398396017132
Kepler-126 c,Kepler-126,21.86964,-5384022992206644151
Kepler-244 c,Kepler-244,9.76734365,3243966024484324192
Kepler-1320 b,Kepler-1320,0.868386354,4090559314326952445
Kepler-1161 b,Kepler-1161,10.71253475,-2680305115422289063
Kepler-883 b,Kepler-883,12.9848821623,-9047274701313379188
Kepler-33 b,Kepler-33,5.66815821,4081402139941845883
Kepler-341 c,Kepler-341,8.01041305,-6818023676516390442
Kepler-1649 b,Kepler-1649,8.68907042,8588816110306742303
Kepler-1150 b,Kepler-1150,0.0,1889320298214028408
KIC 5479689 b,KIC 5479689,1.701531,-4205072331231752969
Kepler-696 b,Kepler-696,4.190425575,-5194293405986422818
HD 171238 b,HD 171238,1523.0,6903564635453522120
Kepler-507 b,Kepler-507,0.0,-4558004600750077931
Kepler-194 c,Kepler-194,17.308032,8881164826151711277
Kepler-1112 b,Kepler-1112,0.0,-8182821496126640649
Kepler-977 b,Kepler-977,26.85328322,-2710998009749038990
Kepler-1772 b,Kepler-1772,3.21515,-4011038660503992673
Kepler-184 b,Kepler-184,10.68757479,-1805663759234225525
Kepler-997 b,Kepler-997,2.7073064,131628626909051537
Kepler-215 b,Kepler-215,9.360672,2238337293918063058
Kepler-32 c,Kepler-32,8.75208025,1048970197030922796
Kepler-498 b,Kepler-498,9.613716,-8886311264139843255
Kepler-281 c,Kepler-281,36.33725707,3754486341524459209
Kepler-732 b,Kepler-732,9.4678276214,-1878331002041469090
HD 25015 b,HD 25015,6019.32,5040884688699418864
HD 47366 c,HD 47366,684.7,5979512262606085319
Kepler-1315 c,Kepler-1315,6.56606941,4377361301284009733
Kepler-782 b,Kepler-782,158.6853308,-4282891716457694599
Kepler-569 b,Kepler-569,34.18884323,3786687527656623416
KIC 5437945 b,KIC 5437945,440.786134,4494428408356434316
Kepler-48 b,Kepler-48,4.777981,-5076048340981869694
Kepler-1642 c,Kepler-1642,6.6510425436,-4025127035319728310
Kepler-1456 b,Kepler-1456,18.1373788,-5804574308429101410
Kepler-611 b,Kepler-611,2.43703296,-2718567677823498942
Kepler-1482 b,Kepler-1482,12.2538907042,7829375102994686360
Kepler-79 d,Kepler-79,52.0907634191,-8516626333372110208
Kepler-184 d,Kepler-184,29.022358,5044040322295109626
Kepler-424 b,Kepler-424,3.311864148,-5719364256313406098
EPIC 211945201 b,EPIC 211945201,19.491965,-7178413764777547683
Kepler-264 c,Kepler-264,140.10765,6383916176947488404
Kepler-1309 b,Kepler-1309,28.8431751,-7045103375307933849
Kepler-219 b,Kepler-219,4.58545864,-5039025941819544364
Kepler-635 b,Kepler-635,23.44964313,3083968611141684531
K2-192 b,K2-192,4.162817,9031962422042186871
Kepler-1861 b,Kepler-1861,40.030989,-126272894750877405
Kepler-848 b,Kepler-848,6.91134416,3473044705216025818
BD+20 2457 b,BD+20 2457,379.63,1208777826559711341
Kepler-695 b,Kepler-695,3.0403293,4725010565773199537
Kepler-387 b,Kepler-387,6.79164656,2823498558233998136
Kepler-458 c,KIC 9663113,20.7406577151,6597754454547969333
HD 75898 b,HD 75898,422.82,3276053476094003677
Kepler-1850 b,Kepler-1850,1.385787741,-2818835029465601380
Kepler-244 d,Kepler-244,20.051,3141304427086326018
Kepler-158 b,Kepler-158,16.70920628,-4116761343217501132
Kepler-1899 b,Kepler-1899,4.09578199,-5848065137518755932
Kepler-652 b,Kepler-652,4.18200195,9223047119770593340
Kepler-1202 b,Kepler-1202,0.0,194964561538730866
Kepler-221 e,Kepler-221,18.369917,766027091264908054
Kepler-158 c,Kepler-158,28.55158187,7725127160668345497
Kepler-194 c,Kepler-194,0.0,-1489862924682994859
Kepler-1275 b,Kepler-1275,3.65691115,-1669762876557632517
Kepler-1175 b,Kepler-1175,37.94563,3016824629315891790
iot Dra b,iot Dra,511.098,-8852194343457535572
Kepler-964 b,Kepler-964,13.5225206572,-4318574776341944029
Kepler-120 b,Kepler-120,6.312503728,-376477304341374222
Kepler-1402 b,Kepler-1402,2.03387483,-1005792182320422517
Kepler-203 c,Kepler-203,5.370645868,7231235686344778085
K2-111 b,K2-111,5.35185,-3506357685358243755
Kepler-472 b,Kepler-472,4.176255514,-6577702242132572755
Kepler-596 b,Kepler-596,21.30022655,7193223790629663016
Kepler-1765 b,Kepler-1765,10.41889954,-7001041476724502953
Kepler-434 b,Kepler-434,0.0,-587047033714852992
Kepler-1513 b,Kepler-1513,160.88465087,7688825264543199546
Kepler-1462 b,Kepler-1462,65.6488341,-1216185598072094983
Kepler-990 b,Kepler-990,9.91724268,8251034165282119548
Kepler-212 c,Kepler-212,31.80526,-6605225273263820620
Kepler-32 e,Kepler-32,2.9,5692347017908800607
Kepler-211 c,Kepler-211,6.04045294,6889970478648163276
Kepler-621 b,Kepler-621,2.6281196786,4192899963221937937
K2-264 b,K2-264,5.83977,2336340196835240144
Kepler-525 b,Kepler-525,18.68405716,8614056640413716598
Kepler-33 c,Kepler-33,13.1753729952,-3357205748962193660
Kepler-1160 b,Kepler-1160,7.97033985,-8358874588747438422
Kepler-1614 b,Kepler-1614,0.0,-5900584100852819693
Kepler-1542 c,Kepler-1542,2.89223021,-4700516620561667750
Kepler-763 b,Kepler-763,0.0,-1643802642325715798
Kepler-145 b,Kepler-145,0.0,4251152247843098085
Kepler-436 c,Kepler-436,16.79716262,-6518438673411462851
Kepler-1391 b,Kepler-1391,54.40972,4335442825950604386
4 UMa b,4 UMa,269.3,3707215764663753572
Kepler-759 b,Kepler-759,0.0,333849383387052861
Kepler-247 c,Kepler-247,9.439451,7738731256191185861
K2-332 b,K2-332,17.70632,4521596636949336808
Kepler-352 c,Kepler-352,16.33279,9086288765915913304
Kepler-235 c,Kepler-235,7.82527952,-8183000529976991711
Kepler-941 b,Kepler-941,17.4239289819,-3123861990802988763
Kepler-739 b,Kepler-739,12.53248465,-620997687101480298
Kepler-214 b,Kepler-214,15.66057659,-4431258608317027188
Kepler-1038 c,Kepler-1038,7.12768673,3317513709202048977
Kepler-1411 b,Kepler-1411,86.1157904432,-983441740287228885
Kepler-149 b,Kepler-149,29.198926,900359466618430310
Kepler-341 d,Kepler-341,27.6665971,-4191129852970305654
Kepler-167 e,Kepler-167,0.0,6028468316119533354
K2-37 c,K2-37,6.42959,8667244639376987072
Kepler-228 c,Kepler-228,4.134444,5115623164536726269
Kepler-936 b,Kepler-936,10.56134221,793109551219700207
Kepler-825 b,Kepler-825,3.77359871,8375722428902735359
Kepler-1254 c,Kepler-1254,0.0,-354826438215191651
Kepler-197 d,Kepler-197,15.67787,5270695695533932723
Kepler-392 c,Kepler-392,10.423073788,-632451167947094333
Kepler-654 b,Kepler-654,13.72465129,2990658223985941124
HD 100655 b,HD 100655,157.57,7528009862789568194
Kepler-30 d,Kepler-30,143.20776601,2549786492830852262
Kepler-1451 b,Kepler-1451,35.622233,-4327259007201679183
Kepler-1223 b,Kepler-1223,16.3012727,-4222285187876081313
Kepler-1573 b,Kepler-1573,2.6157554,-1804403152042888831
Kepler-265 e,Kepler-265,67.8299,-6739664629456575915
Kepler-1087 b,Kepler-1087,0.693842661,8211285549338792504
Kepler-288 c,Kepler-288,19.30577159,4081297288768268654
Kepler-990 b,Kepler-990,9.91723428,-5577851112471920281
Kepler-214 b,Kepler-214,15.66057688,6385635639186836309
Kepler-1472 b,Kepler-1472,38.13036969,-6795049449485080551
Kepler-1689 b,Kepler-1689,8.48293296,-7904583307970954485
Kepler-42 d,Kepler-42,1.86511477,6791622880404350416
EPIC 206024342 c,EPIC 206024342,0.9116567,8316886035163223178
Kepler-178 b,Kepler-178,9.57665595,4691546865628526640
Kepler-281 d,Kepler-281,148.2722671,-4145278120067063700
Kepler-857 b,Kepler-857,85.35141921,-8832559329752273202
Kepler-1919 b,Kepler-1919,37.8869482,762744746306093494
Kepler-890 b,Kepler-890,0.0,424276803720729030
Kepler-1557 b,Kepler-1557,0.0,1698360677674664728
Kepler-1110 b,Kepler-1110,9.69312032,2435016457438450014
K2-268 b,K2-268,2.15228,8398289634049403951
Kepler-431 b,Kepler-431,6.80252171,8326440088772085468
Kepler-1350 c,Kepler-1350,1.766789062,6697383961716381753
Kepler-1073 b,Kepler-1073,8.67890312,-5731935463960506020
Kepler-1136 b,Kepler-1136,0.0,-551195336844726371
Kepler-1291 b,Kepler-1291,8.63050092,3368011460682806007
Kepler-444 d,Kepler-444,6.189392,9023342623134035287
Kepler-115 b,Kepler-115,0.0,2843022147602159510
47 UMa b,47 UMa,1100.8,6861900105455995388
Kepler-292 e,Kepler-292,0.0,-3134744079895667212
Kepler-1007 b,Kepler-1007,5.18498961,-2564054323711223663
K2-38 c,K2-38,10.56104,2854106152247511739
Kepler-716 b,Kepler-716,10.3715997784,118480619633368849
Kepler-623 b,Kepler-623,9.0709831682,2430887997574887144
Kepler-399 b,Kepler-399,14.42525565,5129791159128810119
Kepler-1937 b,Kepler-1937,9.6887216,-4854581635891449108
Kepler-375 c,Kepler-375,19.98795,-6348969846685740343
Kepler-1788 b,Kepler-1788,2.800120115,-7130258075539766062
Kepler-896 b,Kepler-896,144.551628,-7727786791675528927
Kepler-122 b,Kepler-122,5.76617305,7507917848445025039
Kepler-820 b,Kepler-820,127.8334997,-8446477908406140991
Kepler-880 c,Kepler-880,11.80609989,-7640716593991824457
Kepler-701 b,Kepler-701,10.35533177,-1319447746565415501
Kepler-1040 b,Kepler-1040,201.12147374,2134754418173127969
Kepler-849 b,Kepler-849,394.6244904,6755385871871665163
Kepler-940 b,Kepler-940,59.62217,4101414555815707428
HD 1605 b,HD 1605,577.90002,5728836437667280213
Kepler-534 b,Kepler-534,15.95994513,7713520756909077418
Kepler-569 b,Kepler-569,34.18890521,-780334103982269340
Kepler-303 b,Kepler-303,0.0,-8884717489928697807
Kepler-656 c,Kepler-656,5.25449393,-2722455465852820009
HD 4208 b,HD 4208,829.5,3939969923530651406
Kepler-202 b,Kepler-202,4.069428401,-4875564011332520816
Kepler-67 b,Kepler-67,15.7259,-9161057548832133685
Kepler-1519 b,Kepler-1519,240.7989397,5474625165710283029
Kepler-1475 b,Kepler-1475,82.175197,-4292322513305800410
Kepler-811 b,Kepler-811,23.58461,-4831956303062411105
Kepler-9 b,Kepler-9,0.0,-3826333423641439963
Kepler-1608 b,Kepler-1608,16.4737572858,3529751408615300807
Kepler-1914 b,Kepler-1914,30.8277926,9047027705311771703
Kepler-1519 b,Kepler-1519,240.7990472,5733867108288533277
Kepler-48 d,Kepler-48,42.89614821,-7929886567891669994
Kepler-741 b,Kepler-741,7.03902016,8528175866603513122
Kepler-1073 b,Kepler-1073,8.678902,8954251511247524058
Kepler-107 b,Kepler-107,3.179962,9209729512463865649
Kepler-365 b,Kepler-365,10.66489514,-5544413107435534908
Kepler-233 b,Kepler-233,8.47237844,4054030743791917746
Kepler-1311 d,Kepler-1311,197.51034,4984341647226184422
Kepler-1155 b,Kepler-1155,33.469743,-6529841848697173728
Kepler-1130 d,Kepler-1130,4.27226421,-6889921928112133464
Kepler-341 e,Kepler-341,42.4699,812863976031648787
KOI-1783.01,KOI-1783,134.47850876,-8008219804728149147
Kepler-106 d,Kepler-106,23.98059,3565719158656854541
Kepler-948 b,Kepler-948,7.76846622,-5503927154069930241
Kepler-1932 b,Kepler-1932,0.524176094,-3607789484747640637
Kepler-1755 b,Kepler-1755,24.81097206,324891458006562307
Kepler-965 b,Kepler-965,134.2527298,-8386741960988349365
Kepler-620 b,Kepler-620,12.91375431,-2913124645669851610
Kepler-136 c,Kepler-136,16.399,-530569895317418430
Kepler-327 d,Kepler-327,13.96950181,-6576477782503965971
Kepler-629 b,Kepler-629,7.23858162,-4008963937010143031
Kepler-700 b,Kepler-700,80.8723469,7921297804244715604
Kepler-874 b,Kepler-874,40.0686727,-6377267989777733590
Kepler-823 b,Kepler-823,0.0,-2592400227844097312
Kepler-219 d,Kepler-219,47.9035211,2130752486084118384
HD 45350 b,HD 45350,962.1,-3218274517471823706
Kepler-147 c,Kepler-147,33.4160553,2508171442515931901
Kepler-1743 b,Kepler-1743,7.64972303,-1497391295007052273
Kepler-611 b,Kepler-611,2.437029217,5656137374093864653
Kepler-226 c,Kepler-226,5.34955671,-3066791889970844184
Kepler-1299 b,Kepler-1299,19.9401211,6205527960880359582
HD 93351 c,HD 93351,14010.2941,5888005380464943541
Kepler-1669 c,Kepler-1669,1.6093059,1566226566821947609
K2-345 b,K2-345,10.366,-8509212392070699964
Kepler-1481 b,Kepler-1481,5.94228603,4978836963666651195
Kepler-1010 b,Kepler-1010,34.2685741,-9096573437192359152
Kepler-275 c,Kepler-275,0.0,4389112091536138603
Kepler-334 c,Kepler-334,12.758079,730134023520194799
Kepler-1221 b,Kepler-1221,12.0010017218,-389702364937868042
Kepler-682 b,Kepler-682,12.6119201219,2402590007603609054
Kepler-231 b,Kepler-231,0.0,-6465248821215212089
HD 142 b,HD 142,349.7,1182742817577398479
Kepler-378 c,Kepler-378,28.9060526,-82238836023311710
Kepler-235 e,Kepler-235,46.18418752,-8356815960582971941
Kepler-324 c,Kepler-324,51.80983,1084572911831211431
Kepler-1477 b,Kepler-1477,11.55532445,7832622310210455533
Kepler-579 b,Kepler-579,9.66857723,164506368663958385
Kepler-1639 b,Kepler-1639,9.8788502,6379525227172630721
Kepler-903 c,Kepler-903,0.0,-68882482643112561
Kepler-49 e,Kepler-49,18.5960431,-7169767357475266304
Kepler-1880 b,Kepler-1880,6.309229,-3048011392307784116
Kepler-1346 b,Kepler-1346,3.40165617,837173189038363368
Kepler-353 c,Kepler-353,0.0,2073282550472490352
Kepler-1666 b,Kepler-1666,25.8476,1928692386020526864
Kepler-843 b,Kepler-843,2.05388477,3169887257964259414
Kepler-801 b,Kepler-801,11.41928253,-7745858146021544849
Kepler-174 b,Kepler-174,13.98177862,-7738413387888470065
Kepler-371 b,Kepler-371,34.7630093084,-7894965519394312630
Kepler-1834 c,Kepler-1834,0.766691517,-5022856682889150010
Kepler-873 b,Kepler-873,20.5533844,4081126189861380912
Kepler-1471 b,Kepler-1471,3.63898953,-1953622378288484518
HD 102956 b,HD 102956,6.495,1622591215132627942
K2-22 b,K2-22,0.381073,2484018043246021647
HD 179949 b,HD 179949,3.093,4552305273577524451
MOA-2020-BLG-135L b,MOA-2020-BLG-135L,0.0,-6902914274698054439
K2-183 d,K2-183,22.620344,6004829879455946062
WISPIT 1 c,WISPIT 1,0.0,4287262238215479886
Kepler-288 d,Kepler-288,0.0,-7689983228731368919
Kepler-564 b,Kepler-564,3.750832285,-8197513563912617858
Kepler-1742 b,Kepler-1742,49.47819901,-5442041915636321100
Kepler-1436 b,Kepler-1436,9.705693,-4538391854513662651
Kepler-1912 b,Kepler-1912,6.05922662,3526634164307438982
HD 75289 b,HD 75289,3.5098,6344858636946775257
Kepler-691 b,Kepler-691,8.11,2315067556196665673
HD 190360 c,HD 190360,17.1186,8329200796843140884
Kepler-54 b,Kepler-54,8.01081478,6016392616075077591
KOI-984 b,KOI-984,4.2881785,-1750716674865524491
Kepler-1914 b,Kepler-1914,30.82701268,-3168326408234913600
Kepler-401 c,Kepler-401,47.3183002,2425103147690544017
HD 45364 b,HD 45364,226.93,1048402553771482107
Kepler-979 b,Kepler-979,0.0,2004479545078450813
Kepler-100 d,Kepler-100,35.33313,-5895402956256113060
Kepler-1211 b,Kepler-1211,0.0,-2713620127328571976
K2-72 e,K2-72,24.1669,5690251103250068787
Kepler-1521 b,Kepler-1521,47.14840805,7027856097609127665
HD 23127 b,HD 23127,1214.0,4834870363209563505
Kepler-87 b,Kepler-87,114.73653,7637928873213042592
Kepler-1264 b,Kepler-1264,0.0,-6891694820706093303
Kepler-1586 b,Kepler-1586,0.0,8918428555626943431
SWEEPS-4 b,SWEEPS-4,4.2,-688333891895117392
K2-413 c,K2-413,5.3301,8071665705155881591
Kepler-340 b,Kepler-340,14.844387,-2573131432610278476
Kepler-401 c,Kepler-401,47.31848024,2812513901756033270
Kepler-1546 b,Kepler-1546,19.5971417,-4031397027094707622
Kepler-1237 b,Kepler-1237,84.5733226,1997498586207608309
Kepler-304 d,Kepler-304,9.653484,-8881464282516142826
Kepler-640 b,Kepler-640,22.24813967,-632557096159329782
Kepler-1573 b,Kepler-1573,2.61576515,2546850352322643780
HD 12484 b,HD 12484,58.83,4469958741546492119
Kepler-534 b,Kepler-534,15.959946,8239611840046893693
Kepler-1483 b,Kepler-1483,9.5085223799,8051980371081851753
Kepler-404 c,Kepler-404,14.7512034,-7827543629566653808
Kepler-1600 c,Kepler-1600,7.2981458,-6319316734460267795
Kepler-238 b,Kepler-238,2.09081565,-5059870552674098725
Kepler-1524 b,Kepler-1524,70.9670972817,-6296358474279961124
K2-183 c,K2-183,10.79274,5616324656536269253
Kepler-334 d,Kepler-334,0.0,-1284024615112474058
Kepler-32 e,Kepler-32,2.8960052,8461761922839956710
HD 177830 b,HD 177830,410.10001,-66794402968060499
HIP 90988 b,HIP 90988,453.9,-3066392050323336412
Kepler-105 b,Kepler-105,5.41220713,2659089708927901688
Kepler-1253 b,Kepler-1253,68.8861915,-2119131803207827345
Kepler-713 b,Kepler-713,0.0,-971417246661864623
KOI-1831 d,Kepler-324,34.19311054,-912170732850838257
Kepler-1986 b,Kepler-1986,19.5489365,7298472454011524231
Kepler-588 b,Kepler-588,4.221625357,7833061766758274085
Kepler-1148 b,Kepler-1148,1.104462494,-4612408100390331318
Kepler-327 c,Kepler-327,5.2123255561,-4585197823182044383
Kepler-1376 b,Kepler-1376,5.3087864833,4740900260279551787
Kepler-460 c,KIC 5437945,220.13004716,3800202499754158390
Kepler-51 d,Kepler-51,130.17746603,9176566581062376819
Kepler-327 b,Kepler-327,2.549575,-4861700556223446880
Kepler-189 c,Kepler-189,0.0,-136055867757792994
Kepler-54 d,Kepler-54,20.99587872,8354633827963243560
HD 88133 b,HD 88133,3.41587,-7553032434237132473
Kepler-308 c,Kepler-308,0.0,-8537328873521361020
Kepler-36 c,Kepler-36,16.23855,-4441306380190316616
Kepler-603 d,Kepler-603,0.0,-7913415091248239151
Kepler-683 b,Kepler-683,2.539183147,3606668441653167456
Kepler-1311 b,Kepler-1311,0.0,1579118265355924644
Kepler-1634 b,Kepler-1634,374.876239,6959409786752808357
Kepler-1781 b,Kepler-1781,4.88753111,-1764579560813047140
Kepler-967 b,Kepler-967,13.22711406,-9049779083158493626
Kepler-1557 b,Kepler-1557,3.74032496,5059171187134991192
Kepler-175 b,Kepler-175,11.90349774,-6575491769401204744
Kepler-26 b,Kepler-26,12.282999719,7179401732744761265
Kepler-560 b,Kepler-560,18.47762694,4363267176971984779
Kepler-152 b,Kepler-152,18.208009,1968495157165098315
Kepler-666 b,Kepler-666,4.49876511,-6865918389170554962
Kepler-257 b,Kepler-257,2.382652873,1453913201071718075
2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,0.0,-5943039696471368406
Kepler-120 c,Kepler-120,12.794594,-6112346803757512931
Kepler-204 b,Kepler-204,0.0,869271091384439120
Kepler-1903 b,Kepler-1903,17.0675877,-1164844429408884090
Kepler-1466 b,Kepler-1466,0.0,-9183780624190184017
MOA-2019-BLG-008L b,MOA-2019-BLG-008L,0.0,4276171954542023761
Kepler-1893 b,Kepler-1893,4.17938195,-1663917486595672574
KOI-351 c,KOI-351,8.71980135,-1815045815351917599
K2-375 b,K2-375,14.460563,-6538803510536466694
Kepler-1892 b,Kepler-1892,6.33125228,1225376713539182693
Kepler-837 b,Kepler-837,16.56059504,4813474325486555900
Kepler-11 f,Kepler-11,46.6868477183,-3058592839531089269
eps Tau b,eps Tau,594.9,-5271822526426014310
Kepler-1960 b,Kepler-1960,2.29792825,8015799919609427499
Kepler-1229 b,Kepler-1229,86.82974,131155610360121333
Kepler-11 d,Kepler-11,22.687155,-1245509591391773537
Kepler-864 b,Kepler-864,5.8337620937,-593357968247362901
Kepler-292 c,Kepler-292,3.71545391,-6325263248253224042
Kepler-1682 b,Kepler-1682,14.83339324,1287316330526184337
K2-241 b,K2-241,26.8199,805637904243442651
Kepler-217 d,Kepler-217,3.88689525,7127058755075486044
Kepler-232 b,Kepler-232,4.431238488,-1006258951352278191
Kepler-1754 b,Kepler-1754,8.19593235,-2102850187729934669
K2-37 d,K2-37,14.0919,366980009026380502
Kepler-268 b,Kepler-268,25.9340674,-4091344572314993785
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,0.0,-3537424645319005059
Kepler-160 b,Kepler-160,4.309427,7149490487800933246
K2-381 d,K2-381,26.8054,2945995632748015742
Kepler-49 b,Kepler-49,7.203850636,-2101470357860847100
Kepler-682 b,Kepler-682,12.611904345,4793832008186270849
Kepler-1050 c,Kepler-1050,21.12902,935435878358125157
Kepler-1817 b,Kepler-1817,44.29893228,4380579371381741489
Kepler-1697 b,Kepler-1697,33.4976313,-3935101510556735929
Kepler-1447 b,Kepler-1447,56.6747285,-8158277762331027108
CoRoT-4 b,CoRoT-4,9.20164964154,8156038487181248376
Kepler-188 c,Kepler-188,0.0,-4368942350400174555
TOI-270 c,TOI-270,5.66056931603,4635362724662409105
Kepler-209 c,Kepler-209,41.74949827,3106579548557199866
K2-352 b,K2-352,3.665912,-2599029643273954540
K2-31 b,K2-31,1.25784887,8331612445836278039
Kepler-353 c,Kepler-353,8.410953,-3046818101347690186
NGTS-4 b,NGTS-4,1.33723492308,7694487247831254664
Kepler-75 b,Kepler-75,8.8849212844,8182861932800648477
Kepler-51 b,Kepler-51,45.15405,677602627761214731
Kepler-19 b,Kepler-19,9.286964466,1831336117345008907
Kepler-385 b,Kepler-385,10.04377084,-4255327742117296992
Kepler-296 c,Kepler-296,5.84161806,8003312299070254399
Kepler-146 c,Kepler-146,76.7325168,5220005872123293911
Kepler-253 d,Kepler-253,18.11989364,6178348826013491421
Kepler-710 b,Kepler-710,4.347285527,6677779266244392880
Kepler-1619 b,Kepler-1619,0.0,-6052152373630747799
Kepler-1665 b,Kepler-1665,11.954752661,6114886852598307980
Kepler-355 c,Kepler-355,25.7624524,-6172573787678604500
Kepler-992 b,Kepler-992,20.16037858,-4101399801269380942
G 9-40 b,G 9-40,5.7459982,7241004392432740477
TOI-813 b,TOI-813,83.89624340958,-7985671131275132562
Kepler-284 b,Kepler-284,12.69905011,-9073827353311620489
Kepler-1850 b,Kepler-1850,1.3858,6991523038529475976
Kepler-1194 b,Kepler-1194,16.2237154091,1619063397218244079
Kepler-1046 b,Kepler-1046,14.37504582,39062553820353873
Kepler-1125 b,Kepler-1125,0.0,-1491350956559792652
Kepler-599 b,Kepler-599,15.65558,6764477356614618625
Kepler-133 b,Kepler-133,8.1299834141,8008637612089034698
Kepler-301 c,Kepler-301,5.41907559,-8229571250198586274
Kepler-142 d,Kepler-142,41.8096596922,2728993031987120945
Kepler-96 b,Kepler-96,16.23847733,-2660886065188301372
TOI-4487 A b,TOI-4487 A,3.9540617,578916672837280582
Kepler-1988 b,Kepler-1988,11.49499989,-3703498389460243244
Kepler-170 b,Kepler-170,7.930583519,-52893638938400405
Kepler-1219 b,Kepler-1219,16.10438325,1384988193114909598
Kepler-1447 b,Kepler-1447,56.6746666,-1821640204082076705
Kepler-721 b,Kepler-721,5.39202081,-261603721157651254
OGLE-TR-56 b,OGLE-TR-56,1.21191126,-7858518934997735260
Kepler-1636 b,Kepler-1636,425.483539,7173384420768251399
Kepler-260 b,Kepler-260,8.18746,5446546817914950735
Kepler-1845 b,Kepler-1845,11.60656196,617818434261863459
Kepler-1742 b,Kepler-1742,49.4781649,-8342580382906216571
Kepler-122 c,Kepler-122,12.465988,-4690401038423234061
Kepler-226 b,Kepler-226,0.0,4174375100741783169
Kepler-138 b,Kepler-138,10.31,-3787830572287514767
GJ 687 b,GJ 687,38.14,-8813580064402415929
Kepler-1811 b,Kepler-1811,76.4241,3467693840265609304
Kepler-23 c,Kepler-23,10.742447,3569678751699443791
Kepler-1316 b,Kepler-1316,87.97294,410287578014812718
GJ 251 b,GJ 251,14.238,1374540723533910044
OGLE-2019-BLG-0249L b,OGLE-2019-BLG-0249L,0.0,-812948804983675804
K2-31 b,K2-31,1.25785,-3998975053279292623
Kepler-1667 b,Kepler-1667,83.57752,1738706080731296491
BD+45 564 b,BD+45 564,307.88,-8584252599428859401
Kepler-298 d,Kepler-298,0.0,-530094460884228648
Kepler-245 b,Kepler-245,0.0,8468317603729856360
Kepler-1304 b,Kepler-1304,16.1288853,-6369063255695818049
Kepler-732 c,Kepler-732,0.893041236,6236106274042917639
Kepler-1575 b,Kepler-1575,2.55314213,-5824285698087751525
Kepler-598 c,Kepler-598,86.4926,506111237774925865
Kepler-389 c,Kepler-389,14.5123099,-2349856693659461960
Kepler-1148 b,Kepler-1148,1.104463509,-8684078260691750309
Kepler-1681 b,Kepler-1681,69.8941,4744711692519082459
Kepler-282 e,Kepler-282,44.3470995,4021977339920642805
Kepler-57 b,Kepler-57,5.729328624,-5433505048558157289
