pl_name,hostname,pl_orbper,framework_id
KMT-2021-BLG-1105L b,KMT-2021-BLG-1105L,0.0,6745227306109643922
Kepler-186 c,Kepler-186,7.27,8097537675514369406
Kepler-1902 b,Kepler-1902,3.82223397,3840865399777751446
Kepler-1522 b,Kepler-1522,1.8478844425,1804617034034067482
Kepler-197 c,Kepler-197,10.349695,6102230238159821589
TOI-6448 b,TOI-6448,14.844261,-709926821941604589
11 Com b,11 Com,0.0,166480209429852252
Kepler-1826 b,Kepler-1826,1.615359728,6098162912324820992
Kepler-1524 b,Kepler-1524,0.0,-9184273286268907673
HD 152079 b,HD 152079,2918.92,4215479383195094881
TOI-2345 b,TOI-2345,1.05261565408,-425992952784653045
Kepler-792 b,Kepler-792,11.30118,-459684919921293432
Kepler-860 b,Kepler-860,5.101375725,5026611122371566927
TOI-2537 c,TOI-2537,1920.0,3682941815348740336
Kepler-844 b,Kepler-844,2.613004,-3508753144206248277
K2-222 b,K2-222,15.387063,5866208673037887398
WASP-93 b,WASP-93,2.73248092341,-2110622216795496537
Kepler-287 c,Kepler-287,44.8521071,2573592727461351264
Kepler-196 c,Kepler-196,47.42769396,3773411381172635995
Kepler-1853 b,Kepler-1853,48.89276,-4059535298135454220
HD 103774 b,HD 103774,5.8881,-3642235121720494229
Kepler-122 f,Kepler-122,56.268,9208538158178121650
Kepler-1544 b,Kepler-1544,168.81133,-1635984169316912784
Kepler-1468 d,Kepler-1468,19.59059906,4037591477037556945
Kepler-1777 b,Kepler-1777,12.184118,5159152737848230377
Kepler-36 b,Kepler-36,13.84984283,-7533796547844434672
Kepler-631 b,Kepler-631,17.97979059,-3814112707343408254
Kepler-1415 b,Kepler-1415,0.6364255,-2062416504936688201
Kepler-1907 c,Kepler-1907,14.86386959,175818657056041364
Kepler-982 b,Kepler-982,15.7737449454,-7973526118997804731
Kepler-1926 b,Kepler-1926,42.8774173,-8154191989313841453
Kepler-223 b,Kepler-223,0.0,-4601186833417941530
Kepler-1598 b,Kepler-1598,4.34195312,247505257575146474
Kepler-1535 b,Kepler-1535,138.944022,-8328018600628426419
Kepler-1227 b,Kepler-1227,94.2887577,-8389859709367864537
K2-195 b,K2-195,15.852975,1876880328810389896
Kepler-157 c,Kepler-157,13.5405253987,-7277408902864063690
Kepler-239 c,Kepler-239,56.2280785556,7641494801002722813
Kepler-49 d,Kepler-49,2.576571021,3784184685547802850
Kepler-626 b,Kepler-626,14.48586384,-5255008536261629390
Kepler-1123 b,Kepler-1123,4.33946454,3676273189717523614
Kepler-1641 c,Kepler-1641,32.657212,5492344727242710215
Kepler-1671 b,Kepler-1671,4.16787814,5982686400421131654
Kepler-1121 b,Kepler-1121,13.15141081,-38585220851210772
Kepler-585 b,Kepler-585,2.75236021,-4684309239029930376
Kepler-1695 b,Kepler-1695,4.7329,-8848159962879658527
Kepler-20 b,Kepler-20,3.696119675,-6079028118442931836
KOI-984 c,KOI-984,8.5999,3408521758613784999
Kepler-1045 b,Kepler-1045,26.41044199,-8825704315291648101
Kepler-1532 b,Kepler-1532,0.0,-2963832951626498250
Kepler-1592 b,Kepler-1592,3.0570982,1668409637407054729
Kepler-80 f,Kepler-80,0.986787059,2271977876773751395
Kepler-1765 b,Kepler-1765,10.418751,-8016723708421572815
Kepler-272 d,Kepler-272,10.93730071,-8719290075273787907
HD 37124 b,HD 37124,154.26,-1779789099039506994
Kepler-1041 b,Kepler-1041,24.7577652,-290627347171935435
Kepler-828 b,Kepler-828,0.5678562,1217309807846026912
Kepler-248 c,Kepler-248,16.239494,5675879634282076414
Kepler-921 b,Kepler-921,51.3011844,-6788717008731548868
Kepler-1996 c,Kepler-1996,92.7297248,7705721533129314511
HD 30562 b,HD 30562,1157.0,5733129086324763003
Kepler-251 b,Kepler-251,4.79090809,8429475888783063190
Kepler-125 b,Kepler-125,4.164,-3607808597615355088
Kepler-1439 b,Kepler-1439,8.07397517,-1211157171108184438
Kepler-1698 b,Kepler-1698,1.210693282,-2226160851583322760
Kepler-931 b,Kepler-931,8.03753796,-9099037834932693281
Kepler-1035 b,Kepler-1035,2.71407968,8897445602613411460
Kepler-207 d,Kepler-207,5.868066282,-5357491085032908614
HD 107148 b,HD 107148,77.181,-5471476731520250315
Kepler-296 d,Kepler-296,19.850291,-9152587337926791648
Kepler-439 b,Kepler-439,178.1388,-3322819738438672227
HD 134987 b,HD 134987,258.31,2528053647061788969
Kepler-1617 b,Kepler-1617,27.4784659,-4742906846961561929
Kepler-172 c,Kepler-172,0.0,6472951887276115670
Kepler-11 c,Kepler-11,13.02490605,4557399341210834646
GJ 3293 c,GJ 3293,123.75,-3688093341261452376
Kepler-85 d,Kepler-85,17.91342,-827653228667298915
HD 212301 b,HD 212301,2.245715,7658901175303525122
Kepler-1470 b,Kepler-1470,0.0,4269578918508535713
Kepler-52 b,Kepler-52,7.88,6548906080435125874
Kepler-1334 b,Kepler-1334,15.64588656,-2164133637059897749
Kepler-1078 b,Kepler-1078,3.007257,-2759657588106307320
Kepler-100 c,Kepler-100,12.81590421,-1078668783192050195
K2-58 b,K2-58,7.05254,2148415882807641626
WASP-66 b,WASP-66,4.08605198,6349156231401959432
Kepler-1855 b,Kepler-1855,0.727331746,3468800953965365336
Kepler-46 b,Kepler-46,33.60122066,-548180038228874502
Kepler-1151 b,Kepler-1151,65.6480892,-2232864624124215886
TOI-5882 b,TOI-5882,7.1487697,-7635231506467885193
55 Cnc f,55 Cnc,262.0,4629106882708482089
Kepler-266 c,Kepler-266,107.723601,-9085162207188180291
Kepler-288 c,Kepler-288,0.0,-6947733051630174365
Kepler-1028 b,Kepler-1028,2.51462432,-4022556266942684467
Kepler-694 b,Kepler-694,6.36583636,4940133566468621313
Kepler-327 b,Kepler-327,2.54954597,4184830154187505489
Kepler-712 c,Kepler-712,226.8897,-9168334512729930936
HD 147513 b,HD 147513,528.4,8919291436241365899
Kepler-1620 b,Kepler-1620,101.952048,-2688302581851744872
Kepler-1464 b,Kepler-1464,31.7787564,-4837570789290334893
GJ 676 A c,GJ 676 A,13921.42302,2220816773390388925
Kepler-1239 b,Kepler-1239,5.19104016,-9197602561217887510
Kepler-339 b,Kepler-339,4.97760447,-6031790585499814766
HD 37605 b,HD 37605,55.027,3524348574999510825
Kepler-336 c,Kepler-336,9.5999705779,-2921695988681498379
Kepler-347 d,Kepler-347,85.520888,4758585162040638403
kap CrB b,kap CrB,1208.0,8307210591221596052
Kepler-85 d,Kepler-85,17.91304,7864217185679427356
Kepler-730 b,Kepler-730,6.491682808,-8501035119266353048
OGLE-2019-BLG-0960L b,OGLE-2019-BLG-0960L,0.0,7583295447671015131
Kepler-62 f,Kepler-62,267.31892703,9089097488756377824
Kepler-299 e,Kepler-299,38.28437,7676943273009224146
Kepler-357 b,Kepler-357,6.47539108,-857453727729434322
Kepler-1448 b,Kepler-1448,0.0,5611785086617066739
Kepler-279 e,Kepler-279,98.353149,-4915711954000773318
Kepler-366 b,Kepler-366,3.28192091,1020585651103690111
Kepler-274 c,Kepler-274,33.1979097434,1494396323492990005
Kepler-1606 b,Kepler-1606,196.435224,8917260102034366159
Kepler-928 b,Kepler-928,3.932461302,-7165456743689246458
Kepler-176 d,Kepler-176,25.75,4003989544905832043
Kepler-103 c,Kepler-103,179.60978,769623196796671300
Kepler-994 b,Kepler-994,1.151166506,-4054094525287617820
Kepler-278 c,Kepler-278,51.111,2565627342555058170
Kepler-1206 b,Kepler-1206,1.216997663,3276027281512613725
Kepler-1215 b,Kepler-1215,4.76703963,-4758110269989070512
K2-116 b,K2-116,4.654879,-5284347467738284264
Kepler-107 b,Kepler-107,3.180027898,-8860071045676951043
Kepler-589 c,Kepler-589,3.52468054,8924320507108050568
Kepler-327 d,Kepler-327,13.97,2772682915847506865
OGLE-2019-BLG-1470L AB c,OGLE-2019-BLG-1470L A,0.0,5156277516090569675
Kepler-903 c,Kepler-903,62.9228557,-4535174059487979162
K2-392 b,K2-392,15.398723,-6390015109771335288
Kepler-1322 b,Kepler-1322,0.962867382,-3404282953185634625
Kepler-304 c,Kepler-304,5.315954488,6856987495633751278
Kepler-571 b,Kepler-571,4.7986218624,7608404853188754745
Kepler-262 c,Kepler-262,21.85378912,85212173790865353
K2-38 c,K2-38,10.56098,7430572331684614471
Kepler-1935 b,Kepler-1935,3.951383138,-6921347745298812943
OGLE-TR-111 b,OGLE-TR-111,4.0144477,8914889293543768448
Kepler-1666 c,Kepler-1666,40.71583266,-2316417795250404150
Kepler-97 b,Kepler-97,2.586639524,-6846280937231978591
Kepler-307 b,Kepler-307,10.41572666,-2297739095995783952
Kepler-262 b,Kepler-262,13.06076688,6298321164125329701
Kepler-816 b,Kepler-816,10.5068282763,-1227184304226132542
Kepler-365 c,Kepler-365,17.7833125,-2795037710532885843
HD 145457 b,HD 145457,176.3,-4188164132848177559
Kepler-959 b,Kepler-959,14.80058555,-2866487200149320013
Kepler-27 c,Kepler-27,31.33046135,-8461274729663996434
Kepler-129 b,Kepler-129,0.0,3962212367746723515
Kepler-1080 b,Kepler-1080,77.2548396,-5885150532115228459
Kepler-382 c,Kepler-382,12.1628195,-5862129583075558038
K2-91 b,K2-91,1.41929871,8434298521084138469
Kepler-1987 c,Kepler-1987,3.64830183,-3487001591304956720
Kepler-883 b,Kepler-883,0.0,3519889452540068505
Kepler-355 b,Kepler-355,11.03189,-5011100177600161110
Kepler-356 c,Kepler-356,13.12155,-588050407266316837
K2-213 b,K2-213,8.13087,6445188174531103388
2MASS J0249-0557 c,2MASS J0249-0557 A,0.0,6845650495072259172
Kepler-1917 b,Kepler-1917,12.90237151,-7224582458202537651
Kepler-299 b,Kepler-299,2.92721559,2834212252519415197
Kepler-523 b,Kepler-523,5.835983111,-7254486867760690808
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,0.0,-7967443339101638668
HD 75898 b,HD 75898,418.20001,2275592562251039233
Kepler-224 d,Kepler-224,11.349393,9151320288901355382
Kepler-1521 b,Kepler-1521,47.1484847611,949672910477345068
Kepler-1753 b,Kepler-1753,16.00460392,8793158207297426126
Kepler-204 c,Kepler-204,25.6613612646,3484976534449745982
KIC 7917485 b,KIC 7917485,840.0,-6474622033568096385
Kepler-1004 b,Kepler-1004,5.28788991,-8748250298932288421
Kepler-1051 b,Kepler-1051,25.96200249,8735076185618894243
Kepler-397 b,Kepler-397,22.2508509,1481560012934368487
Kepler-651 b,Kepler-651,21.3851584,2379498062856726440
Kepler-104 c,Kepler-104,23.668205,4485822698891888513
Kepler-170 b,Kepler-170,7.930587745,-7860682283011958882
Kepler-630 b,Kepler-630,161.4743937,7337049477441904649
Kepler-238 e,Kepler-238,23.6537012966,-103460942745930781
Kepler-149 b,Kepler-149,0.0,3704079790802624669
Kepler-222 b,Kepler-222,3.9369952,2533150151159225901
Kepler-1049 b,Kepler-1049,0.0,-1043550128029919671
Kepler-123 b,Kepler-123,0.0,3190818715835408767
Kepler-1399 b,Kepler-1399,1.638652525,6259694213749466512
Kepler-1421 b,Kepler-1421,6.9124128755,909194409046463140
Kepler-270 b,Kepler-270,11.4762117513,-5065414196938502835
Kepler-368 c,Kepler-368,72.38164722,5310940138658363573
Kepler-1697 b,Kepler-1697,33.49803036,-2335660402156586444
Kepler-193 b,Kepler-193,11.38848,-137212032242869937
Kepler-449 b,Kepler-449,12.58242,-8178906463027298242
Kepler-117 c,Kepler-117,50.79034619,3309645441369869585
Kepler-1288 b,Kepler-1288,2.76122421,2815293997940641468
K2-317 b,K2-317,6.22,-2524496640830770563
Kepler-352 b,Kepler-352,10.0554258,-53961826977988745
EPIC 206024342 d,EPIC 206024342,14.6435,-3857097582030324425
TOI-5301 b,TOI-5301,5.8588751,3536728396669152941
Kepler-375 b,Kepler-375,12.12582991,-7174083691579149868
K2-44 b,K2-44,5.657,-4070826699664810927
Kepler-1050 b,Kepler-1050,15.3785799527,-3552466766957831205
LTT 3780 c,LTT 3780,12.252196,4325915839392410443
HD 136352 c,HD 136352,27.59207175355,-8784554040967648183
Kepler-810 b,Kepler-810,4.59725385,8460713914290742179
K2-85 b,K2-85,0.684559,6004395960940532443
Kepler-212 c,Kepler-212,31.80475991,-2773731939558643147
Kepler-245 c,Kepler-245,17.46082827,-5946627547538724254
Kepler-354 c,Kepler-354,16.9347748,-9087571715556907138
Kepler-1012 b,Kepler-1012,5.5085113867,6478583516731544351
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,0.0,3603635395607491883
Kepler-810 b,Kepler-810,0.0,-2584476328840289832
Kepler-207 c,Kepler-207,3.07155284,-3979046286950120618
18 Del b,18 Del,0.0,-3540312710671655379
Kepler-146 b,Kepler-146,31.15879091,-1247159716591402881
GJ 876 c,GJ 876,30.12,-5449885182487183988
Kepler-24 b,Kepler-24,8.14517885,5855699975809123351
Kepler-643 b,Kepler-643,16.338952,5255871627418992999
Kepler-707 b,Kepler-707,2.237489571,-6838132590306578103
Kepler-1446 b,Kepler-1446,0.68996817,1808273707242457943
55 Cnc b,55 Cnc,14.65152,-5714476638013779298
TOI-2202 c,TOI-2202,24.6744,-672577235389171405
Kepler-785 b,Kepler-785,1.97376085,2187799501819002691
TOI-2015 b,TOI-2015,3.3491408,3391846706316307483
TIC 393818343 b,TIC 393818343,0.0,-3012116334660383935
Kepler-373 c,Kepler-373,16.726052,-1245187485946128732
Kepler-995 b,Kepler-995,28.2675820328,8391840020440031077
HD 70642 b,HD 70642,2231.0,-8050845188724159958
Kepler-875 b,Kepler-875,27.50655,-7418728100928638821
Kepler-1859 b,Kepler-1859,2.729679,2343092802843242886
Kepler-349 c,Kepler-349,12.247629,7092271227744766170
Kepler-191 b,Kepler-191,9.9395174484,8984885010282912608
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,0.0,7188373286411404960
Kepler-42 b,Kepler-42,1.21377206,-7398978202737365206
K2-194 b,K2-194,39.699,4639879432411629482
Kepler-55 e,Kepler-55,4.617490562,4397488067049439719
Kepler-804 b,Kepler-804,14.3747080848,-8210473924148019089
Kepler-784 b,Kepler-784,31.5925809,-985089954335783025
Kepler-1831 b,Kepler-1831,5.78387049,-4499228744903683140
Kepler-1996 c,Kepler-1996,92.73002412,-9051692994481294664
USco CTIO 108 b,USco CTIO 108,0.0,-8016131022495825788
Kepler-194 c,Kepler-194,17.3078778611,-8159504685962715726
Kepler-27 b,Kepler-27,15.33527467,-4351786741543195909
HD 4732 b,HD 4732,371.74,-972790320317598970
Kepler-235 b,Kepler-235,3.3402215242,7186895925653409414
Kepler-669 b,Kepler-669,4.125573,-585120246386900973
Kepler-1785 b,Kepler-1785,19.58579,6193451326469734705
Kepler-758 e,Kepler-758,8.19345065,-3228796634096809910
Kepler-839 b,Kepler-839,37.8144514,-6216912756822795079
Kepler-1140 b,Kepler-1140,24.0862707,6802549775741734010
Kepler-1130 c,Kepler-1130,3.26662733,-8158127498929438512
Kepler-896 b,Kepler-896,144.566993569,6921942607599385824
Kepler-880 c,Kepler-880,11.80593747,6788463087715959422
Kepler-1977 b,Kepler-1977,4.53700111,1817184103250464962
Kepler-417 c,Kepler-417,15.94274,-497301007690951192
Kepler-1375 b,Kepler-1375,3.3004192,-8785409348037807150
Kepler-1321 b,Kepler-1321,11.128312,9068314555016401381
Kepler-739 b,Kepler-739,0.0,-3016101953185687047
Kepler-359 d,Kepler-359,77.085964,853697783420881746
Kepler-225 b,Kepler-225,6.738975,-5401089249044030829
Kepler-311 d,Kepler-311,232.040326,8170127992872881125
Kepler-1652 b,Kepler-1652,38.0972378,-7484802322959227964
Kepler-297 d,Kepler-297,150.0189511,-5721649148339813305
Kepler-84 e,Kepler-84,27.43473,-7220738252300181207
Kepler-539 c,Kepler-539,1000.0,541000697434615085
Kepler-344 b,Kepler-344,21.96399084,-2080554012610455745
Kepler-813 b,Kepler-813,19.12947337,-7063121881409504136
Kepler-783 c,Kepler-783,7.05395,8884339084712959059
Kepler-52 d,Kepler-52,36.4451982,2202667482820181388
Kepler-84 d,Kepler-84,4.22451369,1657765083424212317
Kepler-1993 b,Kepler-1993,26.6565574,-8464109751339159524
Kepler-607 b,Kepler-607,0.638163432,-2622593411619630726
Kepler-551 b,Kepler-551,12.3764716758,-4911834508212184030
HD 18015 b,HD 18015,2278.0,819425797504347688
Kepler-286 c,Kepler-286,3.46808239,-3393030716161354711
Kepler-334 b,Kepler-334,5.47033376,7314614075225639956
Kepler-514 b,Kepler-514,5.65178922,6701437669108472121
Kepler-84 c,Kepler-84,12.882525,-820056607005374920
Kepler-763 d,Kepler-763,6.503227,1850098297157812863
Kepler-160 c,Kepler-160,13.699429,-8355116611126875185
Kepler-763 d,Kepler-763,6.50323791,1234522945211189272
Kepler-1655 b,Kepler-1655,0.0,-1639571049286127260
TOI-4515 b,TOI-4515,15.266446,3075103933577314760
HATS-30 b,HATS-30,3.17435042405,-5399615227037344200
Kepler-689 b,Kepler-689,22.3663045026,4589853099624295714
HD 38529 c,HD 38529,2133.3,-6512579491835351239
Kepler-1102 b,Kepler-1102,51.3283527,-7072630968312763902
Kepler-1323 b,Kepler-1323,0.9299029692,3634154303765025992
Kepler-1143 b,Kepler-1143,2.888904849,-3907508953786073630
Kepler-729 b,Kepler-729,3.166353562,2878871933070520090
K2-365 b,K2-365,23.44701,-8916184350129910094
Kepler-871 b,Kepler-871,0.0,1957875508117211619
Kepler-341 e,Kepler-341,42.4718417,-2956027204376530383
Kepler-1388 d,Kepler-1388,0.0,-4049462830134601644
Kepler-870 b,Kepler-870,21.3589727845,-6910081013250132115
Kepler-673 b,Kepler-673,3.7287325,4302958839569879369
Kepler-180 c,Kepler-180,41.8854834,-6180815507297247866
Kepler-1510 b,Kepler-1510,84.703921,3567468457792939993
Kepler-81 c,Kepler-81,12.03956985,6397227355427635379
TOI-6054.02,TOI-6054,12.574998029,-2529305222292734568
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,0.0,-904835980484006163
Kepler-37 c,Kepler-37,21.30191004,6659379400854628947
K2-132 b,K2-132,9.1708,3906129041549772077
Kepler-1656 b,Kepler-1656,31.57865226,2289686275505472383
Kepler-1833 b,Kepler-1833,6.892129898,-1332622280735167421
Kepler-1805 b,Kepler-1805,8.847940445,5493615869399828732
Kepler-97 b,Kepler-97,2.58664041,-2800689505409520490
Kepler-52 b,Kepler-52,0.0,6928655797489060194
Kepler-1053 b,Kepler-1053,0.0,7927306057691725402
Kepler-1004 b,Kepler-1004,5.28789787,466565506060624063
Kepler-893 b,Kepler-893,6.33856209,-7259245888317477107
HD 14067 b,HD 14067,2721.23479,-7527354057253977630
Kepler-884 b,Kepler-884,5.69917281,223819357349796737
CoRoT-7 c,CoRoT-7,3.698,-6189698459756181760
Kepler-774 b,Kepler-774,11.08956602,6485326042835611203
Kepler-1735 b,Kepler-1735,7.71790675,4037047031763563276
HD 60292 b,HD 60292,495.4,565613246228946462
Kepler-1594 b,Kepler-1594,2.71603809,-6284396264329684412
Kepler-411 d,Kepler-411,58.02065498,-4705439276114556543
TOI-784 b,HD 307842,2.7970365,6062137135225103817
Kepler-806 b,Kepler-806,8.0922105,-3584561182032002891
Kepler-81 b,Kepler-81,5.955,8194144617450397721
Kepler-267 c,Kepler-267,6.877449897,8235683401404431924
Kepler-148 b,Kepler-148,1.72937253,2000579058312057014
Kepler-1597 b,Kepler-1597,2.9465234199,7427086971314456971
Kepler-339 d,Kepler-339,10.55840479,-7080176394322463638
Kepler-313 b,Kepler-313,14.97032363,-6813515094536662646
HD 102329 b,HD 102329,778.1,1763228737089353955
Kepler-661 b,Kepler-661,6.0292983379,4798263954164047880
Kepler-140 c,Kepler-140,91.353282,1309083828078423881
Kepler-568 b,Kepler-568,11.023474798,2007091290373860747
Kepler-397 c,Kepler-397,135.497801891,-6274458416665922673
NY Vir b,NY Vir,2985.7,-1209633302568102414
Kepler-1257 b,Kepler-1257,2.66831274,-6716969958858674556
Kepler-218 b,Kepler-218,3.6193083642,-7368020258206835482
Kepler-1198 b,Kepler-1198,7.6847716,-231567082761325389
Kepler-1095 b,Kepler-1095,4.27103091,-4672488325643643944
Kepler-114 c,Kepler-114,8.041347775,2617654058180395009
Kepler-1846 b,Kepler-1846,14.82022,-7287029977627357341
Kepler-1089 b,Kepler-1089,5.13248544,3611145233250594810
Kepler-1106 b,Kepler-1106,1.252752174,2924124545968026689
Kepler-1299 b,Kepler-1299,19.94014237,7828558412936115170
Kepler-277 c,Kepler-277,33.0059,8290427271298126232
Kepler-1128 b,Kepler-1128,0.0,-1586417229922618924
K2-386 b,K2-386,7.47372,2925128423282376458
Kepler-1728 b,Kepler-1728,4.782999992,411681463267105296
Kepler-113 b,Kepler-113,4.754004254,-3733800044233178626
Kepler-69 b,Kepler-69,13.722364,8332212757250437737
Kepler-1319 b,Kepler-1319,0.0,-7036913504556878359
Kepler-184 d,Kepler-184,29.02235261,3173908973739801780
Kepler-759 b,Kepler-759,41.8059544,3065155021196331441
Kepler-1087 b,Kepler-1087,0.693842855,6930374000367056507
Kepler-52 c,Kepler-52,0.0,4267948919953250819
Kepler-669 b,Kepler-669,4.1255440808,6120082394140498546
HD 160691 d,HD 160691,9.6369,381547028968108802
EPIC 212297394 b,EPIC 212297394,2.28943,-5326479077240533276
K2-201 b,K2-201,1.05979,3521056979953196276
rho CrB c,rho CrB,102.557,7737598420434165934
Kepler-227 b,Kepler-227,9.4880315518,-9117374679108739876
Kepler-163 b,Kepler-163,0.0,7853457692281771931
Kepler-179 b,Kepler-179,2.735900074,-1020051243408618197
Kepler-900 b,Kepler-900,6.9913086,7235889234486199817
Kepler-639 b,Kepler-639,10.21418792,-477227093498619080
Kepler-1645 b,Kepler-1645,16.1779561,6135258129063186466
Kepler-1623 b,Kepler-1623,4.36125889,-7293223740132372349
Kepler-169 e,Kepler-169,13.76710058,-560520015153897103
K2-80 c,K2-80,5.605309,-1534977291003172877
Kepler-591 b,Kepler-591,81.1694299,7216015420145417586
Kepler-203 c,Kepler-203,5.3706416,4672669271239846534
KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L,0.0,6778065077668527863
Kepler-342 d,Kepler-342,39.4576228,8906816084318788924
Kepler-308 b,Kepler-308,9.69502544,3450063607920678454
Kepler-369 b,Kepler-369,2.732766619,-5152949715440445270
Kepler-969 c,Kepler-969,1.682934604,5478793310757295518
Kepler-436 b,Kepler-436,64.00205,-5097579846823830548
Kepler-229 d,Kepler-229,0.0,6587386436472913351
GJ 414 A c,GJ 414 A,749.83,8778207950159087025
Kepler-549 c,Kepler-549,117.040498,-5841412484126683920
Kepler-403 d,Kepler-403,0.0,-891534320931938497
Kepler-247 d,Kepler-247,20.48379491,-3889368181673729280
Kepler-208 d,Kepler-208,0.0,-3172892271358592773
Kepler-286 b,Kepler-286,1.796302,1258764679545109456
Kepler-1108 b,Kepler-1108,0.0,-7051821088566840107
Kepler-644 b,Kepler-644,3.173917103,-8332521851985324472
Kepler-1020 b,Kepler-1020,96.91492,7135930768684236802
Kepler-127 c,Kepler-127,29.39326982,-8305744281922328968
HD 175167 b,HD 175167,1289.0,-448503869692995770
Kepler-262 b,Kepler-262,13.060855,-4493209099574040370
Kepler-1785 b,Kepler-1785,19.58561177,7116968626145270258
Kepler-816 b,Kepler-816,0.0,-7760781461776940093
KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,0.0,3301086471417022584
ZTF J1828+2308 b,ZTF J1828+2308,0.1120067,-7944044910249221768
Kepler-351 b,Kepler-351,37.0551726,5193292300067955769
Kepler-53 d,Kepler-53,9.75193,-5578581894941338099
Kepler-605 b,Kepler-605,0.0,3232874686077438415
Kepler-652 b,Kepler-652,4.182002531,-7294935532158833653
Kepler-339 b,Kepler-339,0.0,7108015644037057335
Kepler-123 b,Kepler-123,17.23233706,-7834593744369991326
Kepler-684 b,Kepler-684,6.770300385,8570577263800149757
Kepler-427 b,Kepler-427,10.290994,-5151720468919575413
Kepler-69 b,Kepler-69,13.722341,7233690153500696266
HD 167768 b,HD 167768,20.6532,-5854847166197399946
Kepler-342 c,Kepler-342,26.234138,2448951887885267206
KOI-3503 b,KOI-3503,21.1875846,-2017196079064686996
K2-62 b,K2-62,6.671774,2989174493890719537
GJ 3988 b,GJ 3988,6.9442,-4484854850420191733
Kepler-1179 b,Kepler-1179,2.6850568349,7376801280145004385
Kepler-1826 b,Kepler-1826,1.62,-8850645777475861506
Kepler-79 c,Kepler-79,27.40232089,-2405915934605656438
Kepler-865 c,Kepler-865,6.20925415,6498482164728502555
Kepler-1758 b,Kepler-1758,9.97726191,-4007875583239117385
HD 52265 b,HD 52265,119.263,3470470697020994335
Kepler-304 b,Kepler-304,3.29570324,3757559074944192478
Kepler-1351 b,Kepler-1351,0.916142298,-1356501843242356664
Kepler-375 c,Kepler-375,19.9866157,-577071121610940519
Kepler-1931 b,Kepler-1931,38.5763483,-8544824261249163425
Kepler-746 b,Kepler-746,3.48159251,-7522729264710529875
Kepler-1204 b,Kepler-1204,85.7357202,3824145129268747390
Kepler-1424 b,Kepler-1424,29.6099055,-8809974399211564877
Kepler-385 b,Kepler-385,0.0,-979572219326069131
Kepler-313 c,Kepler-313,32.2762519626,6843383397504271740
Kepler-126 d,Kepler-126,100.2828693,-2329367122474320400
HD 220074 b,HD 220074,672.1,5280985497005358292
Kepler-1631 b,Kepler-1631,0.0,-1615506230941556653
Kepler-610 b,Kepler-610,6.9969254384,-7861556836955981299
Kepler-389 b,Kepler-389,0.0,-1859095931360163320
K2-381 c,K2-381,16.038474,-8775305340440174736
EPIC 220674823 b,EPIC 220674823,0.571299,-752073000532489311
Kepler-288 b,Kepler-288,6.09747233,5626899748356952153
Kepler-516 b,Kepler-516,24.8546305555,4381195375546596059
KOI-351 e,KOI-351,91.93913,5114507505422680155
Kepler-261 b,Kepler-261,10.38122447,-150697877578063109
Kepler-1759 b,Kepler-1759,3.720226,3418752422984346600
Kepler-216 c,Kepler-216,17.40652,-780206747382003951
Kepler-226 c,Kepler-226,0.0,-5218040929618686670
Kepler-1426 b,Kepler-1426,14.2563227,-7147007684868610543
Kepler-1439 b,Kepler-1439,8.07394097,2665399695348565008
Kepler-219 c,Kepler-219,22.71456,3821503724121937244
tau Gem b,tau Gem,305.5,-6567920114934737398
Kepler-374 b,Kepler-374,0.0,-2674582124976142225
Kepler-1159 b,Kepler-1159,22.70816791,9172027867302033192
Kepler-1229 b,Kepler-1229,86.828989,3983495292195522906
Kepler-709 b,Kepler-709,16.0851765718,-3465360040556743902
Kepler-304 d,Kepler-304,9.6534764,-4807043654402233436
Kepler-303 c,Kepler-303,7.06118403,-2394444670874125381
Kepler-364 c,Kepler-364,59.9806794311,5672904130350091884
Kepler-1724 b,Kepler-1724,6.45442009,2462436411356059988
Kepler-150 e,Kepler-150,30.8258356485,-595118505911969869
HD 28185 b,HD 28185,385.52775,-4180333097079268630
Kepler-980 b,Kepler-980,11.55102554,-1626197675724042215
Kepler-30 b,Kepler-30,29.1598615,8300383897982707177
Kepler-1564 b,Kepler-1564,18.05375946,540626874558584207
Kepler-358 c,Kepler-358,83.4886218,5534812314524867849
Kepler-1459 b,Kepler-1459,62.8691611,879628086845534507
K2-90 b,K2-90,13.73288,-6588304303477983061
Kepler-1463 b,Kepler-1463,25.1593389,6904617597303994100
Kepler-354 b,Kepler-354,5.47665368,4513759924462541791
Kepler-264 c,Kepler-264,140.10244895,-4143973612912849616
Kepler-542 b,Kepler-542,13.14496741,3307737376642280736
Kepler-199 c,Kepler-199,67.0933109601,1907307168348406300
KMT-2017-BLG-2197L b,KMT-2017-BLG-2197L,0.0,-3531254088259732733
Kepler-276 d,Kepler-276,48.646,-5438451869065812305
Kepler-1367 b,Kepler-1367,0.0,8819312921422363306
Kepler-1915 b,Kepler-1915,13.8353959,-6551532559116239966
Kepler-1241 b,Kepler-1241,18.5525162,-7666303357031164199
