r_kpc,v_obs,v_obs_err,v_gas,v_disk,v_bulge,galaxy,source_type,sb_disk,sb_bulge,dist,inc,lum,type
30.2,-1.6,13.69,91.46,618.49,5800.33,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
15.6,-2.32,26.0,143.82,603.26,3274.79,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
8.69,-3.04,37.95,161.88,587.86,1870.98,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
12.5,-4.39,60.02,171.18,558.23,849.89,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
11.7,-4.98,69.62,173.79,544.98,599.88,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
8.04,-7.06,115.86,156.1,470.23,10.13,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
6.53,-7.33,124.12,149.78,462.95,3.88,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
11.2,-7.54,132.68,144.22,455.55,1.53,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
6.05,-7.69,142.15,138.97,450.84,0.59,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
5.41,-7.79,153.48,134.27,445.2,0.23,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
5.96,-7.83,164.2,129.95,417.46,0.09,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
7.41,-7.81,172.5,126.18,387.64,0.03,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
6.1,-7.72,178.86,122.67,357.56,0.01,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
3.89,-7.58,184.4,119.35,339.44,0.01,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
9.03,-7.35,190.48,116.43,324.46,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
10.0,-7.05,196.76,113.55,303.79,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
7.36,-6.7,202.21,110.91,281.08,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
10.2,-6.27,207.12,108.43,256.11,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
10.4,-5.76,210.37,106.22,231.86,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
5.83,-5.16,212.88,104.02,209.52,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
5.43,-4.56,214.54,101.99,188.62,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
8.36,-4.39,214.82,101.43,183.32,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
7.88,-3.95,215.36,100.13,171.57,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
8.17,1.42,216.46,96.57,142.56,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
5.82,3.82,216.57,94.99,129.68,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
7.21,5.49,216.49,93.48,117.85,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
18.2,7.01,215.92,91.98,106.56,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
9.11,8.51,215.26,90.56,96.24,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
5.56,11.96,213.03,87.86,78.11,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
3.21,24.01,197.34,78.59,33.45,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
1.89,33.03,180.81,71.62,16.19,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
7.66,33.34,180.14,71.38,15.84,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
9.52,34.96,176.93,70.15,14.51,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
13.6,35.77,175.4,69.47,13.84,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
8.15,36.68,174.35,69.0,13.25,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
4.11,37.49,172.9,68.33,12.42,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
5.37,38.3,171.46,67.7,11.67,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
5.06,39.11,170.51,67.27,11.18,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
11.4,39.92,169.21,66.64,10.5,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
2.56,40.33,168.81,66.45,10.27,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
1.7,47.22,157.9,62.09,4.85,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
1.13,52.28,148.59,58.61,2.49,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
1.77,54.82,138.99,55.56,0.86,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
2.47,55.53,130.82,52.94,0.4,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
1.44,54.01,124.32,50.73,0.19,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
2.88,51.78,118.54,48.71,0.09,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
4.09,47.22,109.34,45.37,0.02,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
6.32,42.76,103.66,43.22,0.0,0.0,UGC03205,LTG,0.0,0.0,0.0,0.0,0.0,
4.1,-3.26,30.14,0.0,60.69,0.0,UGC04499,LTG,0.0,0.0,0.0,0.0,0.0,
3.02,5.75,35.45,0.0,25.56,0.0,UGC04499,LTG,0.0,0.0,0.0,0.0,0.0,
2.97,15.79,36.37,0.0,15.15,0.0,UGC04499,LTG,0.0,0.0,0.0,0.0,0.0,
2.85,22.36,38.25,0.0,9.97,0.0,UGC04499,LTG,0.0,0.0,0.0,0.0,0.0,
2.75,25.59,37.1,0.0,5.38,0.0,UGC04499,LTG,0.0,0.0,0.0,0.0,0.0,
2.86,27.95,35.74,0.0,3.28,0.0,UGC04499,LTG,0.0,0.0,0.0,0.0,0.0,
2.66,28.63,34.29,0.0,2.46,0.0,UGC04499,LTG,0.0,0.0,0.0,0.0,0.0,
2.66,31.18,33.63,0.0,1.53,0.0,UGC04499,LTG,0.0,0.0,0.0,0.0,0.0,
2.67,32.26,33.14,0.0,0.0,0.0,UGC04499,LTG,0.0,0.0,0.0,0.0,0.0,
8.1,3.09,15.78,0.0,53.49,0.0,UGC05005,LTG,0.0,0.0,0.0,0.0,0.0,
26.8,8.01,29.57,0.0,27.34,0.0,UGC05005,LTG,0.0,0.0,0.0,0.0,0.0,
11.3,11.69,39.92,0.0,21.36,0.0,UGC05005,LTG,0.0,0.0,0.0,0.0,0.0,
6.1,14.84,44.43,0.0,11.76,0.0,UGC05005,LTG,0.0,0.0,0.0,0.0,0.0,
8.71,17.28,44.27,0.0,7.46,0.0,UGC05005,LTG,0.0,0.0,0.0,0.0,0.0,
12.2,20.43,44.23,0.0,4.27,0.0,UGC05005,LTG,0.0,0.0,0.0,0.0,0.0,
28.4,23.88,42.94,0.0,2.88,0.0,UGC05005,LTG,0.0,0.0,0.0,0.0,0.0,
10.0,35.26,33.89,0.0,0.23,0.0,UGC05005,LTG,0.0,0.0,0.0,0.0,0.0,
10.0,36.58,30.93,0.0,0.09,0.0,UGC05005,LTG,0.0,0.0,0.0,0.0,0.0,
10.0,37.09,29.59,0.0,0.05,0.0,UGC05005,LTG,0.0,0.0,0.0,0.0,0.0,
10.0,39.02,25.82,0.0,0.0,0.0,UGC05005,LTG,0.0,0.0,0.0,0.0,0.0,
33.4,-2.47,8.23,149.99,789.02,34497.8,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
16.9,-2.73,15.54,220.78,767.45,20300.24,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
14.6,-2.63,23.07,253.99,744.75,12406.57,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
10.6,-2.41,30.21,269.15,722.72,8657.54,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
9.12,-2.13,36.51,276.27,702.97,6495.51,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
10.3,-1.79,43.02,278.6,682.17,5042.31,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
9.95,-1.58,49.25,279.31,662.0,4041.77,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
3.51,-1.03,54.76,280.44,643.9,3369.65,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
3.18,0.66,60.48,280.12,624.86,2769.16,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
5.19,1.42,65.96,277.94,606.37,2377.1,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
3.54,1.91,70.82,277.61,589.8,2088.11,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
2.6,2.31,75.88,276.52,572.35,1763.1,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
1.75,2.69,80.73,274.47,555.42,1547.08,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
1.94,3.02,85.03,272.42,540.24,1396.25,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
3.09,3.34,89.52,270.29,524.26,1264.29,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
1.6,3.66,93.85,268.35,508.76,1155.08,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
3.0,3.96,97.99,266.67,493.71,1069.65,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
2.19,4.26,101.66,265.58,480.21,994.58,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
3.01,4.56,105.49,264.78,466.01,911.52,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
2.64,4.87,109.17,264.37,452.22,823.77,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
2.38,5.17,112.45,264.0,439.86,744.22,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
3.72,5.46,115.87,263.68,426.85,660.0,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
3.54,5.76,119.17,263.16,414.23,582.56,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
3.74,6.05,122.1,262.58,402.9,515.24,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
5.11,6.34,125.13,261.72,390.98,447.13,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
3.63,6.65,128.05,260.64,379.43,390.04,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
3.84,6.94,130.65,259.42,369.05,346.72,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
5.12,7.23,133.35,257.92,358.13,306.25,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
2.77,7.53,135.94,256.73,347.54,261.67,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
3.24,7.83,138.27,255.39,338.03,221.06,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
6.79,8.14,140.68,253.66,328.04,184.97,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
8.39,8.44,143.0,251.85,318.34,152.68,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
2.73,8.74,145.04,249.97,309.63,127.51,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
13.7,9.04,147.17,247.82,300.48,105.36,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
4.89,9.34,149.24,245.63,291.59,85.3,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
5.71,9.66,151.08,243.5,283.61,69.26,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
15.1,9.96,152.98,241.12,275.22,55.53,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
10.5,10.27,154.8,238.76,267.1,44.24,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
1.58,10.63,156.43,236.51,259.78,33.76,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
4.77,10.73,157.09,235.57,256.79,30.21,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
4.36,10.94,158.13,234.04,252.09,25.33,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
8.45,11.25,159.77,231.52,244.64,19.11,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
8.25,11.88,162.71,226.76,228.88,10.99,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
2.34,12.19,164.01,224.24,219.73,8.25,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
2.34,12.5,165.02,222.01,210.92,6.36,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
6.13,12.81,165.84,219.54,201.41,4.8,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
6.89,14.58,169.31,208.79,180.58,1.17,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
5.95,14.9,170.15,206.9,177.24,0.89,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
2.29,15.11,170.65,205.85,175.39,0.77,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
4.73,15.31,171.08,204.88,173.85,0.67,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
3.02,15.63,172.07,202.98,170.68,0.51,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
5.81,16.04,173.03,201.26,167.96,0.39,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
6.32,16.36,174.15,199.41,164.62,0.29,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
8.92,16.67,175.27,197.66,160.61,0.22,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
2.13,19.69,182.58,184.24,121.4,0.02,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
2.18,23.65,183.56,168.07,79.12,0.0,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
0.94,26.98,182.9,155.97,46.64,0.0,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
2.02,29.27,173.27,145.45,28.47,0.0,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
1.33,30.52,164.53,137.31,21.41,0.0,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
1.36,32.19,157.52,130.4,17.84,0.0,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
1.59,34.17,152.73,124.1,16.28,0.0,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
2.03,36.46,150.07,118.93,12.88,0.0,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
2.36,38.96,146.26,114.35,10.52,0.0,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
4.61,41.25,143.04,110.03,8.66,0.0,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
10.6,44.17,136.92,102.85,5.39,0.0,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
17.0,44.8,130.32,97.11,3.23,0.0,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
18.3,44.07,123.68,92.07,2.03,0.0,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
12.1,44.17,117.57,87.75,1.23,0.0,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
7.5,43.75,111.91,84.09,0.83,0.0,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
3.56,43.34,107.39,80.76,0.78,0.0,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
2.64,44.9,104.0,77.79,0.53,0.0,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
6.5,46.88,101.06,75.22,0.32,0.0,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
6.53,47.82,96.26,72.8,0.0,0.0,UGC05253,LTG,0.0,0.0,0.0,0.0,0.0,
4.06,3.65,21.66,0.0,30.68,0.0,UGC05716,LTG,0.0,0.0,0.0,0.0,0.0,
1.65,7.45,27.59,0.0,10.3,0.0,UGC05716,LTG,0.0,0.0,0.0,0.0,0.0,
0.6,11.19,26.88,0.0,4.2,0.0,UGC05716,LTG,0.0,0.0,0.0,0.0,0.0,
0.41,14.76,25.3,0.0,2.03,0.0,UGC05716,LTG,0.0,0.0,0.0,0.0,0.0,
0.46,18.24,24.0,0.0,0.95,0.0,UGC05716,LTG,0.0,0.0,0.0,0.0,0.0,
0.86,21.81,21.76,0.0,0.28,0.0,UGC05716,LTG,0.0,0.0,0.0,0.0,0.0,
1.07,25.2,19.92,0.0,0.12,0.0,UGC05716,LTG,0.0,0.0,0.0,0.0,0.0,
1.07,27.64,18.42,0.0,0.05,0.0,UGC05716,LTG,0.0,0.0,0.0,0.0,0.0,
1.0,28.96,17.21,0.0,0.02,0.0,UGC05716,LTG,0.0,0.0,0.0,0.0,0.0,
0.74,29.43,16.16,0.0,0.01,0.0,UGC05716,LTG,0.0,0.0,0.0,0.0,0.0,
1.07,28.96,15.29,0.0,0.0,0.0,UGC05716,LTG,0.0,0.0,0.0,0.0,0.0,
2.09,27.83,14.6,0.0,0.0,0.0,UGC05716,LTG,0.0,0.0,0.0,0.0,0.0,
4.5,1.0,4.05,0.0,29.26,0.0,UGC05750,LTG,0.0,0.0,0.0,0.0,0.0,
8.5,4.69,16.67,0.0,21.05,0.0,UGC05750,LTG,0.0,0.0,0.0,0.0,0.0,
10.0,7.69,21.39,0.0,16.18,0.0,UGC05750,LTG,0.0,0.0,0.0,0.0,0.0,
11.0,9.58,24.52,0.0,12.24,0.0,UGC05750,LTG,0.0,0.0,0.0,0.0,0.0,
4.5,11.47,24.68,0.0,10.94,0.0,UGC05750,LTG,0.0,0.0,0.0,0.0,0.0,
4.5,13.0,26.85,0.0,11.55,0.0,UGC05750,LTG,0.0,0.0,0.0,0.0,0.0,
4.5,16.38,35.05,0.0,8.67,0.0,UGC05750,LTG,0.0,0.0,0.0,0.0,0.0,
12.2,18.53,38.67,0.0,7.08,0.0,UGC05750,LTG,0.0,0.0,0.0,0.0,0.0,
12.2,20.89,42.63,0.0,4.37,0.0,UGC05750,LTG,0.0,0.0,0.0,0.0,0.0,
11.0,23.34,39.29,0.0,0.82,0.0,UGC05750,LTG,0.0,0.0,0.0,0.0,0.0,
11.0,36.96,26.56,0.0,0.0,0.0,UGC05750,LTG,0.0,0.0,0.0,0.0,0.0,
2.53,-2.22,32.45,0.0,190.91,0.0,UGC05986,LTG,0.0,0.0,0.0,0.0,0.0,
3.76,-8.54,43.44,0.0,121.97,0.0,UGC05986,LTG,0.0,0.0,0.0,0.0,0.0,
2.58,-2.13,53.72,0.0,104.98,0.0,UGC05986,LTG,0.0,0.0,0.0,0.0,0.0,
2.28,8.88,65.57,0.0,78.13,0.0,UGC05986,LTG,0.0,0.0,0.0,0.0,0.0,
2.01,11.55,69.99,0.0,48.41,0.0,UGC05986,LTG,0.0,0.0,0.0,0.0,0.0,
3.58,16.04,70.54,0.0,33.32,0.0,UGC05986,LTG,0.0,0.0,0.0,0.0,0.0,
4.25,20.82,71.78,0.0,24.23,0.0,UGC05986,LTG,0.0,0.0,0.0,0.0,0.0,
3.18,24.3,71.41,0.0,12.56,0.0,UGC05986,LTG,0.0,0.0,0.0,0.0,0.0,
2.32,25.4,67.79,0.0,6.6,0.0,UGC05986,LTG,0.0,0.0,0.0,0.0,0.0,
2.01,24.6,64.52,0.0,2.89,0.0,UGC05986,LTG,0.0,0.0,0.0,0.0,0.0,
2.28,25.5,61.11,0.0,0.0,0.0,UGC05986,LTG,0.0,0.0,0.0,0.0,0.0,
3.05,25.7,56.38,0.0,0.0,0.0,UGC05986,LTG,0.0,0.0,0.0,0.0,0.0,
3.69,24.6,53.17,0.0,0.0,0.0,UGC05986,LTG,0.0,0.0,0.0,0.0,0.0,
5.1,24.9,50.65,0.0,0.0,0.0,UGC05986,LTG,0.0,0.0,0.0,0.0,0.0,
6.39,27.79,48.55,0.0,0.0,0.0,UGC05986,LTG,0.0,0.0,0.0,0.0,0.0,
6.3,0.0,21.35,0.0,74.79,0.0,UGC06446,LTG,0.0,0.0,0.0,0.0,0.0,
5.8,2.75,29.36,0.0,33.7,0.0,UGC06446,LTG,0.0,0.0,0.0,0.0,0.0,
4.1,6.18,30.8,0.0,20.14,0.0,UGC06446,LTG,0.0,0.0,0.0,0.0,0.0,
4.1,7.45,31.81,0.0,12.32,0.0,UGC06446,LTG,0.0,0.0,0.0,0.0,0.0,
4.1,14.25,31.67,0.0,9.18,0.0,UGC06446,LTG,0.0,0.0,0.0,0.0,0.0,
3.6,16.89,31.97,0.0,6.44,0.0,UGC06446,LTG,0.0,0.0,0.0,0.0,0.0,
3.6,15.31,32.15,0.0,4.92,0.0,UGC06446,LTG,0.0,0.0,0.0,0.0,0.0,
4.1,18.83,31.31,0.0,2.36,0.0,UGC06446,LTG,0.0,0.0,0.0,0.0,0.0,
4.1,23.23,29.91,0.0,1.67,0.0,UGC06446,LTG,0.0,0.0,0.0,0.0,0.0,
3.6,26.13,28.44,0.0,1.22,0.0,UGC06446,LTG,0.0,0.0,0.0,0.0,0.0,
3.6,28.95,27.55,0.0,0.87,0.0,UGC06446,LTG,0.0,0.0,0.0,0.0,0.0,
4.6,31.41,26.52,0.0,0.59,0.0,UGC06446,LTG,0.0,0.0,0.0,0.0,0.0,
4.6,34.05,25.42,0.0,0.38,0.0,UGC06446,LTG,0.0,0.0,0.0,0.0,0.0,
5.5,34.49,24.36,0.0,0.25,0.0,UGC06446,LTG,0.0,0.0,0.0,0.0,0.0,
5.5,32.03,23.44,0.0,0.16,0.0,UGC06446,LTG,0.0,0.0,0.0,0.0,0.0,
7.0,32.29,22.66,0.0,0.11,0.0,UGC06446,LTG,0.0,0.0,0.0,0.0,0.0,
10.8,33.08,21.62,0.0,0.0,0.0,UGC06446,LTG,0.0,0.0,0.0,0.0,0.0,
36.0,-1.22,8.07,119.49,516.57,16013.38,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
30.9,-1.2,15.74,184.15,504.88,8275.13,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
25.3,-1.08,23.42,201.67,492.74,4561.05,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
32.0,-0.96,30.3,207.64,481.58,2982.73,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
4.72,-0.33,55.43,203.18,438.8,756.43,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
10.8,0.44,61.06,200.04,428.86,576.9,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
7.43,0.74,66.51,196.81,419.15,433.08,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
8.42,4.94,126.3,147.67,305.74,0.87,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
4.54,5.38,130.52,144.55,297.38,0.48,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
5.36,5.86,134.47,141.56,291.65,0.28,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
2.43,6.37,138.94,138.76,286.76,0.16,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
4.6,6.53,140.05,138.12,285.57,0.13,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
2.8,6.92,143.43,136.21,282.2,0.09,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
2.18,7.46,148.24,133.79,278.12,0.05,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
7.61,7.98,153.86,131.35,269.69,0.03,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
4.7,8.49,158.53,129.31,255.82,0.02,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
2.34,9.0,162.82,127.24,236.68,0.01,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
2.95,9.51,166.08,125.27,217.59,0.01,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
4.48,10.02,168.84,123.26,198.81,0.0,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
3.99,10.53,170.67,121.46,180.68,0.0,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
5.14,11.06,171.8,119.61,163.83,0.0,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
2.51,11.59,172.47,117.97,151.85,0.0,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
3.95,12.13,172.94,116.4,142.07,0.0,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
7.84,12.55,173.44,114.95,134.81,0.0,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
7.74,13.72,174.41,111.99,115.63,0.0,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
6.69,14.25,174.58,110.63,107.0,0.0,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
6.26,14.68,174.53,109.24,98.11,0.0,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
2.52,15.64,174.07,106.99,82.68,0.0,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
11.4,15.74,173.95,106.76,81.11,0.0,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
2.93,20.1,162.17,97.67,42.84,0.0,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
1.79,25.95,149.89,87.32,25.13,0.0,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
5.71,28.72,144.35,82.33,18.64,0.0,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
9.96,29.04,143.9,81.96,18.15,0.0,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
8.24,29.36,143.03,81.19,17.16,0.0,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
1.74,30.21,141.37,79.75,15.35,0.0,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
1.64,33.5,133.3,73.78,8.44,0.0,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
1.34,35.21,125.19,68.98,4.75,0.0,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
1.39,35.84,117.76,65.01,2.4,0.0,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
1.11,35.52,111.0,61.81,1.83,0.0,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
1.37,34.46,106.04,58.91,1.1,0.0,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
2.79,32.87,101.01,56.38,0.42,0.0,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
9.41,31.59,96.03,54.15,0.24,0.0,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
8.18,30.53,91.96,52.16,0.13,0.0,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
5.06,29.67,88.37,50.38,0.07,0.0,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
7.05,29.04,85.42,48.86,0.0,0.0,UGC06786,LTG,0.0,0.0,0.0,0.0,0.0,
41.1,-0.73,7.68,179.06,623.48,50762.31,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
35.5,-0.84,14.95,278.38,601.67,27720.83,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
27.1,-0.93,21.23,309.46,582.34,16719.99,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
11.6,-1.09,27.71,321.2,561.97,10847.48,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
12.6,-1.27,33.83,323.58,542.31,7620.2,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
16.3,-1.49,39.63,323.15,523.34,5650.81,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
11.9,-1.72,45.13,320.31,505.02,4439.61,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
12.2,-1.96,49.93,316.84,488.8,3710.23,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
12.1,-2.21,54.94,314.79,471.7,3081.8,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
11.9,-2.45,59.69,313.21,455.2,2524.16,UGC06787,LTG,0.0,0.0,0.0,0.0,0.0,
