r_kpc,v_obs,v_obs_err,v_gas,v_disk,v_bulge,galaxy,source_type,sb_disk,sb_bulge,dist,inc,lum,type
3.0,5.96,113.5,160.83,22.99,1.29,NGC7814,LTG,0.0,0.0,0.0,0.0,0.0,
3.92,11.22,109.97,151.12,14.94,0.47,NGC7814,LTG,0.0,0.0,0.0,0.0,0.0,
2.9,16.09,105.99,142.79,9.9,0.16,NGC7814,LTG,0.0,0.0,0.0,0.0,0.0,
2.55,18.57,102.02,136.04,6.36,0.06,NGC7814,LTG,0.0,0.0,0.0,0.0,0.0,
2.55,19.07,97.84,130.19,4.05,0.02,NGC7814,LTG,0.0,0.0,0.0,0.0,0.0,
3.07,17.78,93.27,124.54,2.46,0.01,NGC7814,LTG,0.0,0.0,0.0,0.0,0.0,
3.61,20.16,89.43,120.01,1.62,0.0,NGC7814,LTG,0.0,0.0,0.0,0.0,0.0,
4.46,23.24,85.93,115.89,1.06,0.0,NGC7814,LTG,0.0,0.0,0.0,0.0,0.0,
5.07,23.44,82.48,111.88,0.66,0.0,NGC7814,LTG,0.0,0.0,0.0,0.0,0.0,
4.78,23.34,79.67,108.55,0.43,0.0,NGC7814,LTG,0.0,0.0,0.0,0.0,0.0,
4.87,22.64,77.35,105.49,0.0,0.0,NGC7814,LTG,0.0,0.0,0.0,0.0,0.0,
18.8,1.71,29.4,0.0,81.19,0.0,UGC00128,LTG,0.0,0.0,0.0,0.0,0.0,
6.54,4.27,49.15,0.0,28.11,0.0,UGC00128,LTG,0.0,0.0,0.0,0.0,0.0,
2.44,7.23,50.52,0.0,15.91,0.0,UGC00128,LTG,0.0,0.0,0.0,0.0,0.0,
1.26,11.57,51.47,0.0,10.69,0.0,UGC00128,LTG,0.0,0.0,0.0,0.0,0.0,
1.0,13.37,53.63,0.0,8.58,0.0,UGC00128,LTG,0.0,0.0,0.0,0.0,0.0,
0.86,16.66,57.25,0.0,6.03,0.0,UGC00128,LTG,0.0,0.0,0.0,0.0,0.0,
0.68,23.15,57.75,0.0,3.5,0.0,UGC00128,LTG,0.0,0.0,0.0,0.0,0.0,
0.55,30.33,55.23,0.0,2.13,0.0,UGC00128,LTG,0.0,0.0,0.0,0.0,0.0,
0.63,35.52,52.6,0.0,1.35,0.0,UGC00128,LTG,0.0,0.0,0.0,0.0,0.0,
0.61,39.51,50.52,0.0,0.8,0.0,UGC00128,LTG,0.0,0.0,0.0,0.0,0.0,
0.65,42.0,47.75,0.0,0.59,0.0,UGC00128,LTG,0.0,0.0,0.0,0.0,0.0,
0.73,44.9,45.88,0.0,0.38,0.0,UGC00128,LTG,0.0,0.0,0.0,0.0,0.0,
0.83,45.1,43.92,0.0,0.25,0.0,UGC00128,LTG,0.0,0.0,0.0,0.0,0.0,
0.75,43.0,42.1,0.0,0.17,0.0,UGC00128,LTG,0.0,0.0,0.0,0.0,0.0,
1.24,42.3,40.43,0.0,0.11,0.0,UGC00128,LTG,0.0,0.0,0.0,0.0,0.0,
1.4,42.4,38.83,0.0,0.07,0.0,UGC00128,LTG,0.0,0.0,0.0,0.0,0.0,
1.62,41.7,37.43,0.0,0.05,0.0,UGC00128,LTG,0.0,0.0,0.0,0.0,0.0,
2.01,40.21,36.18,0.0,0.03,0.0,UGC00128,LTG,0.0,0.0,0.0,0.0,0.0,
2.1,38.81,35.02,0.0,0.02,0.0,UGC00128,LTG,0.0,0.0,0.0,0.0,0.0,
2.66,37.11,33.97,0.0,0.01,0.0,UGC00128,LTG,0.0,0.0,0.0,0.0,0.0,
4.67,35.72,33.04,0.0,0.01,0.0,UGC00128,LTG,0.0,0.0,0.0,0.0,0.0,
5.95,34.72,32.1,0.0,0.0,0.0,UGC00128,LTG,0.0,0.0,0.0,0.0,0.0,
1.42,1.81,21.8,0.0,93.29,0.0,UGC00191,LTG,0.0,0.0,0.0,0.0,0.0,
2.31,2.95,28.35,0.0,79.29,0.0,UGC00191,LTG,0.0,0.0,0.0,0.0,0.0,
2.05,4.13,31.91,0.0,60.27,0.0,UGC00191,LTG,0.0,0.0,0.0,0.0,0.0,
1.87,5.34,34.28,0.0,48.3,0.0,UGC00191,LTG,0.0,0.0,0.0,0.0,0.0,
2.76,6.6,35.59,0.0,40.48,0.0,UGC00191,LTG,0.0,0.0,0.0,0.0,0.0,
7.5,10.14,39.66,0.0,30.93,0.0,UGC00191,LTG,0.0,0.0,0.0,0.0,0.0,
1.09,23.98,41.54,0.0,5.25,0.0,UGC00191,LTG,0.0,0.0,0.0,0.0,0.0,
0.63,33.08,37.03,0.0,1.18,0.0,UGC00191,LTG,0.0,0.0,0.0,0.0,0.0,
1.04,33.72,31.94,0.0,0.0,0.0,UGC00191,LTG,0.0,0.0,0.0,0.0,0.0,
2.38,0.8,7.82,0.0,8.65,0.0,UGC00731,LTG,0.0,0.0,0.0,0.0,0.0,
2.4,5.58,11.42,0.0,3.94,0.0,UGC00731,LTG,0.0,0.0,0.0,0.0,0.0,
2.86,7.79,12.3,0.0,2.74,0.0,UGC00731,LTG,0.0,0.0,0.0,0.0,0.0,
3.43,14.0,13.66,0.0,2.16,0.0,UGC00731,LTG,0.0,0.0,0.0,0.0,0.0,
2.98,16.12,14.46,0.0,1.44,0.0,UGC00731,LTG,0.0,0.0,0.0,0.0,0.0,
2.46,18.25,14.91,0.0,0.97,0.0,UGC00731,LTG,0.0,0.0,0.0,0.0,0.0,
2.38,23.38,14.47,0.0,0.68,0.0,UGC00731,LTG,0.0,0.0,0.0,0.0,0.0,
2.52,30.0,14.77,0.0,0.58,0.0,UGC00731,LTG,0.0,0.0,0.0,0.0,0.0,
2.68,33.62,14.75,0.0,0.24,0.0,UGC00731,LTG,0.0,0.0,0.0,0.0,0.0,
2.83,34.88,13.66,0.0,0.15,0.0,UGC00731,LTG,0.0,0.0,0.0,0.0,0.0,
3.22,36.0,13.17,0.0,0.13,0.0,UGC00731,LTG,0.0,0.0,0.0,0.0,0.0,
3.42,35.75,12.83,0.0,0.0,0.0,UGC00731,LTG,0.0,0.0,0.0,0.0,0.0,
10.7,2.9,21.08,0.0,94.32,0.0,UGC01230,LTG,0.0,0.0,0.0,0.0,0.0,
10.7,8.06,40.8,0.0,43.18,0.0,UGC01230,LTG,0.0,0.0,0.0,0.0,0.0,
10.7,12.62,45.89,0.0,25.65,0.0,UGC01230,LTG,0.0,0.0,0.0,0.0,0.0,
10.7,16.73,51.07,0.0,17.82,0.0,UGC01230,LTG,0.0,0.0,0.0,0.0,0.0,
10.7,20.63,52.93,0.0,11.38,0.0,UGC01230,LTG,0.0,0.0,0.0,0.0,0.0,
10.7,24.32,52.95,0.0,7.71,0.0,UGC01230,LTG,0.0,0.0,0.0,0.0,0.0,
15.8,34.07,49.67,0.0,3.15,0.0,UGC01230,LTG,0.0,0.0,0.0,0.0,0.0,
14.7,36.74,48.73,0.0,2.09,0.0,UGC01230,LTG,0.0,0.0,0.0,0.0,0.0,
10.4,46.59,38.25,0.0,0.16,0.0,UGC01230,LTG,0.0,0.0,0.0,0.0,0.0,
10.0,43.71,33.76,0.0,0.04,0.0,UGC01230,LTG,0.0,0.0,0.0,0.0,0.0,
10.0,39.61,31.2,0.0,0.0,0.0,UGC01230,LTG,0.0,0.0,0.0,0.0,0.0,
3.4,4.05,24.58,0.0,54.4,0.0,UGC02259,LTG,0.0,0.0,0.0,0.0,0.0,
3.0,7.98,36.06,0.0,30.79,0.0,UGC02259,LTG,0.0,0.0,0.0,0.0,0.0,
1.5,14.47,40.35,0.0,17.94,0.0,UGC02259,LTG,0.0,0.0,0.0,0.0,0.0,
1.5,19.07,42.21,0.0,8.16,0.0,UGC02259,LTG,0.0,0.0,0.0,0.0,0.0,
1.5,21.9,39.32,0.0,4.45,0.0,UGC02259,LTG,0.0,0.0,0.0,0.0,0.0,
1.5,24.6,37.93,0.0,2.49,0.0,UGC02259,LTG,0.0,0.0,0.0,0.0,0.0,
2.3,26.68,36.09,0.0,1.32,0.0,UGC02259,LTG,0.0,0.0,0.0,0.0,0.0,
3.0,25.72,33.53,0.0,0.0,0.0,UGC02259,LTG,0.0,0.0,0.0,0.0,0.0,
10.0,0.0,92.31,265.84,879.93,1173.44,UGC02885,LTG,0.0,0.0,0.0,0.0,0.0,
10.0,0.0,152.76,236.42,657.78,159.82,UGC02885,LTG,0.0,0.0,0.0,0.0,0.0,
10.0,0.0,220.93,175.44,363.12,0.01,UGC02885,LTG,0.0,0.0,0.0,0.0,0.0,
10.0,0.0,244.9,123.9,125.25,0.0,UGC02885,LTG,0.0,0.0,0.0,0.0,0.0,
10.0,0.0,240.52,103.77,61.48,0.0,UGC02885,LTG,0.0,0.0,0.0,0.0,0.0,
10.0,28.79,238.85,94.78,47.36,0.0,UGC02885,LTG,0.0,0.0,0.0,0.0,0.0,
10.0,40.2,232.97,87.77,30.75,0.0,UGC02885,LTG,0.0,0.0,0.0,0.0,0.0,
10.0,45.05,223.71,81.99,18.49,0.0,UGC02885,LTG,0.0,0.0,0.0,0.0,0.0,
10.0,50.3,214.74,77.32,13.99,0.0,UGC02885,LTG,0.0,0.0,0.0,0.0,0.0,
10.0,59.7,206.96,73.38,9.86,0.0,UGC02885,LTG,0.0,0.0,0.0,0.0,0.0,
10.0,67.17,198.69,69.98,6.64,0.0,UGC02885,LTG,0.0,0.0,0.0,0.0,0.0,
10.0,65.05,189.07,67.02,5.23,0.0,UGC02885,LTG,0.0,0.0,0.0,0.0,0.0,
10.0,71.21,184.25,64.33,4.79,0.0,UGC02885,LTG,0.0,0.0,0.0,0.0,0.0,
10.0,79.19,180.41,62.01,3.46,0.0,UGC02885,LTG,0.0,0.0,0.0,0.0,0.0,
10.0,83.33,174.83,59.92,1.94,0.0,UGC02885,LTG,0.0,0.0,0.0,0.0,0.0,
10.0,83.33,168.07,58.02,1.38,0.0,UGC02885,LTG,0.0,0.0,0.0,0.0,0.0,
10.0,82.83,162.78,56.3,1.0,0.0,UGC02885,LTG,0.0,0.0,0.0,0.0,0.0,
10.0,85.86,158.17,54.68,0.71,0.0,UGC02885,LTG,0.0,0.0,0.0,0.0,0.0,
10.0,86.26,152.97,53.23,0.0,0.0,UGC02885,LTG,0.0,0.0,0.0,0.0,0.0,
47.6,-2.62,11.2,123.59,213.07,8848.49,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
40.7,-3.79,21.14,191.42,200.63,5187.42,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
14.1,-4.87,30.05,218.87,188.92,3807.55,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
7.89,-5.72,38.06,240.05,177.89,2861.06,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
1.48,-6.31,45.23,258.74,167.77,2139.16,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
1.5,-6.65,51.92,273.65,157.98,1447.96,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
2.64,-6.69,58.41,280.2,148.27,808.78,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
4.5,-6.41,63.99,275.3,139.85,573.6,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
8.68,-6.08,66.97,274.94,135.15,462.34,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
3.0,-5.72,69.15,273.2,131.68,390.24,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
1.6,-4.34,74.09,268.56,123.99,254.51,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
1.73,0.84,78.64,262.81,116.75,150.84,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
3.45,5.14,83.02,255.92,109.94,84.07,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
2.77,7.67,87.31,248.41,103.48,50.43,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
7.48,9.9,90.63,241.01,89.73,30.04,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
5.02,12.08,91.17,233.88,79.83,17.93,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
7.7,14.21,91.98,227.13,78.76,10.75,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
1.95,16.44,93.75,220.9,77.91,6.52,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
4.78,16.75,94.14,219.93,77.94,6.01,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
1.96,18.67,96.53,214.9,75.88,3.89,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
0.76,20.8,99.17,209.22,70.88,2.31,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
2.22,22.73,101.39,204.19,67.18,1.39,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
1.76,24.56,103.08,199.24,63.61,0.82,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
1.53,26.28,105.18,194.76,60.05,0.49,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
7.7,27.91,106.86,190.42,56.59,0.29,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
6.86,29.33,108.2,186.31,53.33,0.18,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
8.37,30.55,109.65,182.7,50.25,0.11,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
3.93,31.16,110.49,180.08,48.1,0.07,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
4.05,31.36,110.78,179.14,47.33,0.06,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
20.2,32.17,111.77,175.79,44.58,0.04,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
4.2,33.08,112.69,172.23,41.71,0.02,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
3.16,34.0,113.45,169.76,39.66,0.01,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
6.72,35.01,114.16,166.6,37.11,0.01,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
1.82,39.99,115.88,156.1,28.84,0.0,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
16.6,41.0,116.15,154.24,27.43,0.0,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
8.38,52.47,115.82,139.51,17.17,0.0,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
13.2,66.17,112.66,127.33,10.22,0.0,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
13.9,76.32,108.18,118.11,6.19,0.0,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
10.6,79.67,102.95,110.4,3.68,0.0,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
12.8,78.35,97.69,104.04,2.19,0.0,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
11.5,74.49,92.71,98.67,1.3,0.0,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
10.8,72.76,88.3,94.06,0.78,0.0,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
10.3,70.63,85.07,90.15,0.0,0.0,UGC02916,LTG,0.0,0.0,0.0,0.0,0.0,
52.9,-0.75,12.18,80.49,2863.21,29242.18,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
27.9,-0.9,23.29,154.33,2799.34,23293.66,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
16.4,-0.97,35.2,203.79,2729.19,15656.33,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
11.9,-1.0,45.31,224.63,2668.31,11345.04,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
8.04,-1.04,56.16,236.57,2601.44,8539.84,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
6.53,-1.11,65.37,243.18,2543.41,6949.05,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
4.75,-1.21,75.35,248.89,2479.67,5592.32,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
4.0,-1.34,84.97,252.61,2417.53,4572.83,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
5.69,-1.48,93.17,255.01,2363.6,3849.38,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
4.83,-1.64,102.03,256.4,2304.36,3221.94,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
10.8,-1.82,110.51,257.17,2246.61,2765.52,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
10.3,-2.0,117.74,258.4,2196.5,2416.65,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
10.6,-2.17,124.74,258.76,2147.5,2096.14,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
10.2,-2.35,132.45,259.47,2093.68,1752.88,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
10.6,-2.54,139.94,259.74,2041.21,1444.87,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
14.2,-2.73,147.1,259.48,1990.06,1174.7,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
14.1,-2.94,153.23,258.65,1945.67,969.16,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
19.6,-3.15,159.87,257.13,1896.9,770.65,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
17.8,-3.37,165.58,255.36,1854.59,629.73,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
7.14,-3.59,171.83,252.89,1808.11,495.74,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
11.9,-3.81,177.21,250.43,1767.23,402.06,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
10.9,-4.02,183.03,247.35,1719.56,316.59,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
17.6,-4.24,188.55,244.09,1672.1,250.14,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
11.4,-4.48,193.82,240.73,1628.43,196.88,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
12.9,-4.72,198.33,237.68,1591.58,160.14,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
15.4,-4.99,202.68,234.62,1556.82,129.09,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
17.6,-5.25,207.44,231.17,1520.1,101.99,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
24.0,-5.52,211.55,228.14,1490.64,82.62,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
10.1,-5.8,216.16,224.74,1462.65,65.01,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
12.0,-6.06,220.83,221.41,1439.08,51.48,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
6.34,-6.31,225.64,218.17,1415.29,40.48,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
6.22,-6.56,230.0,215.36,1394.11,32.75,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
5.6,-6.82,234.46,212.6,1373.66,26.62,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
8.73,-7.07,239.57,209.57,1344.19,20.95,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
5.19,-7.31,243.97,206.96,1311.28,16.93,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
11.0,-7.55,248.68,204.14,1269.31,13.39,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
16.0,-7.78,252.98,201.42,1224.91,10.58,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
13.1,-8.0,256.93,198.78,1182.82,8.31,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
11.8,-8.21,260.17,196.48,1144.53,6.73,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
12.7,-8.4,263.1,194.27,1105.43,5.47,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
5.52,-9.93,282.25,175.61,838.68,0.7,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
2.35,-10.07,283.7,173.97,817.02,0.56,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
5.1,-10.2,285.12,172.2,793.56,0.44,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
4.61,-10.32,286.54,170.45,771.06,0.35,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
10.8,-10.66,290.98,164.51,698.48,0.15,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
2.85,-10.87,296.92,157.31,618.22,0.04,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
1.92,-10.98,297.8,156.27,605.44,0.04,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
4.29,-10.98,298.79,154.97,589.09,0.03,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
4.92,-10.87,299.65,153.7,572.85,0.02,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
2.24,-10.87,300.25,152.59,558.57,0.02,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
4.59,-10.87,300.59,151.39,543.65,0.01,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
5.07,-10.77,301.15,150.21,529.17,0.01,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
7.89,-10.56,302.48,147.17,492.68,0.01,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
4.41,-10.25,303.22,145.01,468.31,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
3.2,-10.11,303.58,143.96,458.48,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
6.66,-9.94,303.97,142.94,449.61,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
5.83,-9.76,304.41,141.93,441.7,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
3.83,-9.58,304.83,141.06,435.47,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
2.41,-9.37,305.34,140.2,430.01,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
1.25,-9.15,306.03,139.26,424.77,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
3.61,-8.91,306.85,138.35,417.48,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
13.8,-8.64,307.19,137.53,408.19,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
4.58,-8.36,307.95,136.63,397.12,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
3.05,-8.05,308.63,135.75,385.39,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
1.38,-7.43,309.44,134.31,364.37,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
0.75,-6.59,309.73,132.58,335.1,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
8.57,-6.16,309.53,131.86,325.32,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
1.36,-2.38,307.52,127.53,288.76,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
16.0,-0.67,307.34,126.82,285.24,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
5.5,2.0,307.11,126.2,282.8,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
2.94,2.92,307.22,125.51,276.89,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
1.74,3.49,307.32,124.83,270.93,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
2.2,3.85,307.36,124.38,266.95,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
3.23,7.94,304.71,116.41,195.24,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
4.08,12.02,299.89,109.7,155.37,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
2.62,17.77,298.77,103.98,118.88,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
0.76,22.79,295.36,99.15,82.4,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
1.86,24.88,287.38,94.93,50.37,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
1.34,24.46,274.79,91.19,30.81,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
1.41,24.25,262.23,87.87,22.51,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
1.15,25.92,253.58,84.9,18.71,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
0.59,28.33,245.5,82.21,12.92,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
0.5,31.05,237.34,79.76,9.23,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
1.21,33.56,229.62,77.5,6.57,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
1.21,34.91,222.49,75.43,4.66,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
0.81,34.6,215.84,73.53,3.32,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
1.08,32.72,209.67,71.76,2.37,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
1.87,31.05,203.93,70.11,1.69,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
1.55,30.52,198.57,68.56,1.2,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
1.9,30.21,193.62,67.12,0.86,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
1.12,30.0,189.02,65.76,0.61,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
1.41,30.73,184.73,64.49,0.43,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
1.76,31.88,181.07,63.39,0.32,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
1.81,33.03,177.28,62.24,0.23,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
2.18,33.45,173.75,61.15,0.16,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
3.01,33.24,170.44,60.13,0.12,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
2.04,32.93,167.32,59.15,0.08,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
1.58,32.82,164.38,58.21,0.06,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
3.23,33.03,161.57,57.32,0.04,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
2.94,33.76,158.94,56.47,0.03,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
1.62,34.29,156.44,55.65,0.02,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
2.15,34.29,154.06,54.87,0.02,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
4.45,34.08,151.79,54.13,0.01,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
7.43,34.39,149.61,53.4,0.01,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
7.22,34.81,147.54,52.71,0.01,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
5.37,34.81,145.56,52.05,0.0,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
5.43,34.6,143.67,51.41,0.0,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
6.47,34.6,141.84,50.79,0.0,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
5.75,34.6,140.1,50.2,0.0,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
5.54,34.18,138.41,49.62,0.0,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
4.43,33.56,136.79,49.07,0.0,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
4.71,33.14,135.22,48.53,0.0,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
5.28,32.72,132.24,47.5,0.0,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
4.7,31.36,129.47,46.54,0.0,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
5.04,30.52,126.87,45.64,0.0,0.0,UGC02953,LTG,0.0,0.0,0.0,0.0,0.0,
