r_kpc,v_obs,v_obs_err,v_gas,v_disk,v_bulge,sb_disk,sb_bulge,galaxy,source_type,dist,inc,lum,type
22.52,254.0,6.51,67.69,240.74,141.52,36.49,0.0,NGC6195,LTG,,,,
26.05,256.0,7.73,66.4,225.1,131.58,17.4,0.0,NGC6195,LTG,,,,
29.48,255.0,8.5,63.14,208.87,123.68,9.64,0.0,NGC6195,LTG,,,,
33.0,244.0,5.75,61.55,195.11,116.89,7.64,0.0,NGC6195,LTG,,,,
36.43,246.0,4.24,65.91,185.57,111.25,6.5,0.0,NGC6195,LTG,,,,
0.76,77.0,10.0,4.04,70.72,0.0,834.73,0.0,NGC6503,LTG,,,,
1.52,100.0,5.0,7.62,123.17,0.0,563.29,0.0,NGC6503,LTG,,,,
2.28,110.0,2.0,9.72,142.64,0.0,225.6,0.0,NGC6503,LTG,,,,
3.04,118.0,2.0,12.42,134.42,0.0,66.48,0.0,NGC6503,LTG,,,,
3.79,121.0,2.0,13.35,121.97,0.0,28.63,0.0,NGC6503,LTG,,,,
4.55,121.0,2.0,14.78,111.53,0.0,14.64,0.0,NGC6503,LTG,,,,
5.31,117.0,2.0,17.55,103.23,0.0,8.92,0.0,NGC6503,LTG,,,,
6.07,116.0,2.0,19.2,96.65,0.0,6.87,0.0,NGC6503,LTG,,,,
6.83,116.0,2.0,20.33,91.96,0.0,5.31,0.0,NGC6503,LTG,,,,
7.59,116.0,2.0,21.66,87.62,0.0,2.98,0.0,NGC6503,LTG,,,,
8.35,115.0,1.0,22.79,83.25,0.0,1.95,0.0,NGC6503,LTG,,,,
9.11,115.0,1.0,23.92,79.58,0.0,1.74,0.0,NGC6503,LTG,,,,
9.86,116.0,1.0,24.84,76.81,0.0,1.53,0.0,NGC6503,LTG,,,,
10.64,117.0,1.0,25.46,74.18,0.0,0.83,0.0,NGC6503,LTG,,,,
11.38,117.0,1.0,26.38,71.5,0.0,0.58,0.0,NGC6503,LTG,,,,
12.12,118.0,1.0,27.2,69.18,0.0,0.42,0.0,NGC6503,LTG,,,,
12.86,117.0,1.0,28.13,67.04,0.0,0.3,0.0,NGC6503,LTG,,,,
13.7,116.0,1.0,28.74,64.84,0.0,0.2,0.0,NGC6503,LTG,,,,
14.44,115.0,1.0,28.64,63.05,0.0,0.14,0.0,NGC6503,LTG,,,,
15.18,117.0,1.0,28.33,61.39,0.0,0.1,0.0,NGC6503,LTG,,,,
15.91,116.0,1.0,28.13,59.88,0.0,0.07,0.0,NGC6503,LTG,,,,
16.65,115.0,2.0,28.33,58.45,0.0,0.05,0.0,NGC6503,LTG,,,,
17.49,115.0,2.0,28.23,56.93,0.0,0.03,0.0,NGC6503,LTG,,,,
18.23,115.0,2.0,27.82,55.71,0.0,0.02,0.0,NGC6503,LTG,,,,
18.97,114.0,2.0,27.2,54.55,0.0,0.02,0.0,NGC6503,LTG,,,,
19.71,115.0,2.0,26.9,53.46,0.0,0.01,0.0,NGC6503,LTG,,,,
20.45,114.0,2.0,26.69,52.44,0.0,0.01,0.0,NGC6503,LTG,,,,
21.29,116.0,2.0,26.49,51.35,0.0,0.01,0.0,NGC6503,LTG,,,,
22.03,115.0,3.0,26.18,50.44,0.0,0.0,0.0,NGC6503,LTG,,,,
22.76,118.0,4.0,25.87,49.61,0.0,0.0,0.0,NGC6503,LTG,,,,
23.5,115.0,10.0,25.46,48.79,0.0,0.0,0.0,NGC6503,LTG,,,,
2.5,206.0,75.0,0.0,122.77,171.6,669.71,11.84,NGC6674,LTG,,,,
7.49,285.0,8.0,0.0,218.15,99.53,282.14,0.0,NGC6674,LTG,,,,
12.54,291.0,7.0,0.0,234.07,76.92,106.66,0.0,NGC6674,LTG,,,,
17.45,274.0,5.0,0.0,221.55,65.21,40.36,0.0,NGC6674,LTG,,,,
22.47,266.0,4.0,23.41,205.25,57.46,19.71,0.0,NGC6674,LTG,,,,
27.48,255.0,2.0,35.47,190.15,51.96,8.34,0.0,NGC6674,LTG,,,,
32.5,250.0,2.0,42.22,174.2,47.78,3.62,0.0,NGC6674,LTG,,,,
37.51,242.0,2.0,45.59,160.68,44.48,1.58,0.0,NGC6674,LTG,,,,
42.42,237.0,2.0,49.68,149.48,41.82,0.7,0.0,NGC6674,LTG,,,,
47.44,235.0,2.0,50.91,139.94,39.55,0.3,0.0,NGC6674,LTG,,,,
52.45,236.0,2.0,48.66,131.98,37.61,0.13,0.0,NGC6674,LTG,,,,
57.47,242.0,2.0,50.7,125.25,35.93,0.06,0.0,NGC6674,LTG,,,,
62.48,246.0,2.0,51.01,119.5,34.46,0.03,0.0,NGC6674,LTG,,,,
67.4,242.0,4.0,48.35,114.62,33.18,0.01,0.0,NGC6674,LTG,,,,
72.41,242.0,5.0,44.77,110.24,32.01,0.0,0.0,NGC6674,LTG,,,,
0.1,13.9,3.84,2.8,7.62,0.0,126.29,0.0,NGC6789,LTG,,,,
0.3,29.9,3.92,7.72,17.26,0.0,62.07,0.0,NGC6789,LTG,,,,
0.51,46.7,4.1,11.07,20.43,0.0,30.5,0.0,NGC6789,LTG,,,,
0.71,60.4,9.4,11.87,21.37,0.0,16.58,0.0,NGC6789,LTG,,,,
0.19,153.0,8.0,0.96,24.4,233.17,1609.94,5052.7,NGC6946,LTG,,,,
0.56,130.0,9.0,2.86,62.52,168.53,1346.02,485.78,NGC6946,LTG,,,,
0.94,128.0,3.0,4.5,91.94,137.01,1105.63,4.79,NGC6946,LTG,,,,
1.22,134.0,3.0,5.34,109.48,120.39,984.97,0.11,NGC6946,LTG,,,,
1.59,129.0,4.0,6.46,127.82,105.47,802.43,0.0,NGC6946,LTG,,,,
1.96,131.0,7.0,6.51,138.39,94.99,679.4,0.0,NGC6946,LTG,,,,
2.34,138.0,8.0,6.51,151.17,86.94,641.26,0.0,NGC6946,LTG,,,,
2.71,139.0,5.0,6.44,166.55,80.79,529.81,0.0,NGC6946,LTG,,,,
2.99,143.0,3.0,6.38,170.5,76.91,471.62,0.0,NGC6946,LTG,,,,
3.37,146.0,2.0,7.55,177.07,72.44,404.45,0.0,NGC6946,LTG,,,,
3.74,154.0,2.0,10.54,180.71,68.77,348.88,0.0,NGC6946,LTG,,,,
4.12,161.0,1.0,12.86,184.13,65.52,319.37,0.0,NGC6946,LTG,,,,
4.4,167.0,2.0,13.54,187.91,63.4,300.02,0.0,NGC6946,LTG,,,,
4.77,173.0,2.0,14.41,193.15,60.89,267.87,0.0,NGC6946,LTG,,,,
5.15,176.0,4.0,17.51,197.95,58.6,241.97,0.0,NGC6946,LTG,,,,
5.52,178.0,5.0,20.8,204.45,56.6,207.99,0.0,NGC6946,LTG,,,,
5.89,180.0,3.0,23.41,204.89,54.8,141.7,0.0,NGC6946,LTG,,,,
6.17,179.0,4.0,25.15,201.57,53.54,126.19,0.0,NGC6946,LTG,,,,
6.55,180.0,5.0,27.66,200.86,51.96,123.94,0.0,NGC6946,LTG,,,,
6.92,181.0,4.0,31.15,201.34,50.55,98.46,0.0,NGC6946,LTG,,,,
7.3,179.0,4.0,34.05,198.33,49.22,72.51,0.0,NGC6946,LTG,,,,
7.58,179.0,2.0,34.92,194.96,48.3,60.13,0.0,NGC6946,LTG,,,,
7.95,179.0,1.0,35.89,189.92,47.17,49.35,0.0,NGC6946,LTG,,,,
8.33,178.0,1.0,37.34,184.93,46.08,46.41,0.0,NGC6946,LTG,,,,
8.7,177.0,2.0,38.88,182.77,45.09,46.83,0.0,NGC6946,LTG,,,,
9.08,176.0,2.0,39.08,181.24,44.13,41.04,0.0,NGC6946,LTG,,,,
9.36,173.0,3.0,38.4,179.87,43.47,35.55,0.0,NGC6946,LTG,,,,
9.73,172.0,2.0,37.72,177.19,42.63,30.1,0.0,NGC6946,LTG,,,,
10.1,172.0,2.0,37.43,174.69,41.85,25.97,0.0,NGC6946,LTG,,,,
10.48,170.0,2.0,37.14,171.99,41.08,22.33,0.0,NGC6946,LTG,,,,
10.76,171.0,2.0,36.66,170.15,40.54,19.9,0.0,NGC6946,LTG,,,,
11.13,174.0,2.0,35.89,167.51,39.86,17.13,0.0,NGC6946,LTG,,,,
11.51,174.0,2.0,36.08,164.95,39.2,14.62,0.0,NGC6946,LTG,,,,
11.88,175.0,2.0,36.76,162.35,38.58,12.58,0.0,NGC6946,LTG,,,,
12.26,174.0,2.0,37.82,159.81,37.98,10.77,0.0,NGC6946,LTG,,,,
12.54,173.0,6.0,38.79,158.0,37.55,9.59,0.0,NGC6946,LTG,,,,
12.91,173.0,6.0,40.14,155.62,37.01,8.27,0.0,NGC6946,LTG,,,,
13.29,173.0,8.0,42.08,153.17,36.48,7.06,0.0,NGC6946,LTG,,,,
13.66,175.0,9.0,44.01,150.89,35.98,6.08,0.0,NGC6946,LTG,,,,
14.03,174.0,9.0,45.46,148.68,35.5,5.22,0.0,NGC6946,LTG,,,,
14.31,171.0,9.0,46.53,147.06,35.16,4.65,0.0,NGC6946,LTG,,,,
14.69,167.0,8.0,45.94,144.87,34.7,3.99,0.0,NGC6946,LTG,,,,
15.06,165.0,7.0,44.59,142.8,34.27,3.42,0.0,NGC6946,LTG,,,,
15.44,163.0,8.0,44.01,140.8,33.84,2.94,0.0,NGC6946,LTG,,,,
15.72,162.0,8.0,44.2,139.35,33.54,2.61,0.0,NGC6946,LTG,,,,
16.09,161.0,9.0,33.85,137.46,33.15,2.25,0.0,NGC6946,LTG,,,,
16.47,159.0,10.0,33.85,135.59,32.77,1.93,0.0,NGC6946,LTG,,,,
16.84,158.0,10.0,33.85,133.88,32.41,1.65,0.0,NGC6946,LTG,,,,
17.21,157.0,10.0,33.85,132.2,32.06,1.42,0.0,NGC6946,LTG,,,,
17.5,157.0,10.0,33.85,130.89,31.79,1.26,0.0,NGC6946,LTG,,,,
17.87,157.0,9.0,33.85,129.3,31.46,1.09,0.0,NGC6946,LTG,,,,
18.24,160.0,11.0,33.85,127.8,31.14,0.93,0.0,NGC6946,LTG,,,,
18.62,159.0,12.0,33.85,126.3,30.82,0.8,0.0,NGC6946,LTG,,,,
18.9,160.0,14.0,33.85,125.2,30.59,0.71,0.0,NGC6946,LTG,,,,
19.27,158.0,16.0,33.85,123.92,30.3,0.61,0.0,NGC6946,LTG,,,,
19.65,155.0,18.0,33.85,122.75,30.0,0.52,0.0,NGC6946,LTG,,,,
20.02,157.0,19.0,33.85,121.08,29.72,0.0,0.0,NGC6946,LTG,,,,
20.4,154.0,21.0,33.85,119.5,29.44,0.0,0.0,NGC6946,LTG,,,,
2.67,221.0,20.0,-12.02,317.9,136.84,2029.41,0.0,NGC7331,LTG,,,,
3.21,237.0,13.0,-12.52,344.05,124.77,1695.43,0.0,NGC7331,LTG,,,,
3.74,249.0,8.0,-12.91,365.51,115.63,1209.56,0.0,NGC7331,LTG,,,,
4.27,250.0,5.0,-12.71,368.89,108.22,879.42,0.0,NGC7331,LTG,,,,
4.81,253.0,5.0,-11.52,367.77,101.96,718.98,0.0,NGC7331,LTG,,,,
5.35,257.0,5.0,-9.56,371.23,96.68,558.39,0.0,NGC7331,LTG,,,,
5.88,257.0,5.0,-6.26,365.05,92.22,415.53,0.0,NGC7331,LTG,,,,
6.41,257.0,5.0,4.8,360.1,88.33,334.62,0.0,NGC7331,LTG,,,,
7.48,257.0,5.0,12.22,345.54,81.76,196.95,0.0,NGC7331,LTG,,,,
8.55,255.0,5.0,16.59,324.23,76.48,125.71,0.0,NGC7331,LTG,,,,
9.62,248.0,6.0,22.45,311.29,72.1,108.76,0.0,NGC7331,LTG,,,,
10.66,247.0,6.0,28.21,299.93,68.49,79.7,0.0,NGC7331,LTG,,,,
11.74,246.0,6.0,33.77,288.64,65.26,68.87,0.0,NGC7331,LTG,,,,
12.83,244.0,6.0,38.94,280.42,62.43,55.08,0.0,NGC7331,LTG,,,,
13.91,242.0,4.0,43.31,272.13,59.96,43.42,0.0,NGC7331,LTG,,,,
15.0,238.0,3.0,45.59,263.74,57.74,35.37,0.0,NGC7331,LTG,,,,
16.08,236.0,3.0,47.38,256.44,55.77,30.67,0.0,NGC7331,LTG,,,,
17.07,233.0,3.0,49.66,250.86,54.12,27.32,0.0,NGC7331,LTG,,,,
18.15,234.0,3.0,53.93,245.89,52.49,23.83,0.0,NGC7331,LTG,,,,
19.24,236.0,3.0,57.71,242.0,50.98,19.98,0.0,NGC7331,LTG,,,,
20.32,237.0,3.0,60.09,237.62,49.61,14.17,0.0,NGC7331,LTG,,,,
21.41,238.0,3.0,61.78,231.06,48.33,9.38,0.0,NGC7331,LTG,,,,
22.49,240.0,3.0,63.67,224.49,47.15,7.57,0.0,NGC7331,LTG,,,,
23.48,238.0,3.0,64.56,219.56,46.15,6.48,0.0,NGC7331,LTG,,,,
24.57,237.0,3.0,62.97,214.35,45.11,5.34,0.0,NGC7331,LTG,,,,
25.65,236.0,3.0,61.48,209.72,44.15,4.39,0.0,NGC7331,LTG,,,,
26.74,238.0,3.0,60.79,205.21,43.24,3.53,0.0,NGC7331,LTG,,,,
27.82,239.0,3.0,59.4,200.95,42.4,2.83,0.0,NGC7331,LTG,,,,
28.91,239.0,3.0,57.31,196.85,41.59,2.28,0.0,NGC7331,LTG,,,,
29.89,241.0,4.0,55.13,193.34,40.9,1.87,0.0,NGC7331,LTG,,,,
30.98,236.0,4.0,52.84,189.65,40.18,1.51,0.0,NGC7331,LTG,,,,
32.06,236.0,5.0,51.55,186.2,39.49,1.22,0.0,NGC7331,LTG,,,,
33.15,239.0,5.0,51.35,182.89,38.84,0.98,0.0,NGC7331,LTG,,,,
34.23,237.0,5.0,50.86,179.88,38.22,0.79,0.0,NGC7331,LTG,,,,
35.32,241.0,7.0,49.27,177.27,37.63,0.0,0.0,NGC7331,LTG,,,,
36.31,238.0,9.0,47.97,173.78,37.11,0.0,0.0,NGC7331,LTG,,,,
0.11,9.1,8.5,0.65,27.23,0.0,1208.98,0.0,NGC7793,LTG,,,,
0.14,17.6,7.4,0.65,29.91,0.0,1005.64,0.0,NGC7793,LTG,,,,
0.17,19.3,7.4,0.65,32.32,0.0,927.7,0.0,NGC7793,LTG,,,,
0.21,24.8,6.4,0.65,35.62,0.0,855.59,0.0,NGC7793,LTG,,,,
0.24,30.0,7.2,0.74,37.98,0.0,779.54,0.0,NGC7793,LTG,,,,
0.28,35.0,7.3,0.9,40.67,0.0,719.48,0.0,NGC7793,LTG,,,,
0.32,38.3,7.6,1.05,43.2,0.0,673.21,0.0,NGC7793,LTG,,,,
0.35,42.7,8.8,1.21,45.04,0.0,639.89,0.0,NGC7793,LTG,,,,
0.39,47.0,5.3,1.36,47.33,0.0,592.88,0.0,NGC7793,LTG,,,,
0.42,49.8,5.6,1.52,48.89,0.0,570.71,0.0,NGC7793,LTG,,,,
0.46,52.2,6.2,1.67,51.0,0.0,547.08,0.0,NGC7793,LTG,,,,
0.49,53.4,6.3,1.83,52.6,0.0,532.24,0.0,NGC7793,LTG,,,,
0.53,54.6,5.9,1.99,54.8,0.0,510.29,0.0,NGC7793,LTG,,,,
0.56,55.5,6.9,2.12,56.23,0.0,470.53,0.0,NGC7793,LTG,,,,
0.6,55.9,7.5,2.23,57.57,0.0,435.19,0.0,NGC7793,LTG,,,,
0.63,58.3,7.4,2.35,58.53,0.0,427.73,0.0,NGC7793,LTG,,,,
0.66,59.3,6.3,2.47,59.59,0.0,418.4,0.0,NGC7793,LTG,,,,
0.7,59.5,6.7,2.59,61.08,0.0,407.7,0.0,NGC7793,LTG,,,,
0.87,59.1,5.1,3.18,66.09,0.0,332.63,0.0,NGC7793,LTG,,,,
1.05,62.6,5.5,3.96,69.65,0.0,278.38,0.0,NGC7793,LTG,,,,
1.22,65.6,4.8,5.5,72.34,0.0,246.3,0.0,NGC7793,LTG,,,,
1.4,70.7,4.6,7.05,75.45,0.0,231.32,0.0,NGC7793,LTG,,,,
1.57,73.9,4.0,8.58,78.94,0.0,213.33,0.0,NGC7793,LTG,,,,
1.75,78.5,4.2,10.09,82.71,0.0,201.89,0.0,NGC7793,LTG,,,,
1.92,82.4,4.6,11.55,87.55,0.0,189.35,0.0,NGC7793,LTG,,,,
2.1,87.1,4.9,13.06,92.38,0.0,166.62,0.0,NGC7793,LTG,,,,
2.27,89.6,5.4,14.78,95.96,0.0,136.43,0.0,NGC7793,LTG,,,,
2.45,94.9,5.7,16.4,96.45,0.0,101.1,0.0,NGC7793,LTG,,,,
2.62,98.1,5.0,18.13,95.98,0.0,91.89,0.0,NGC7793,LTG,,,,
2.79,99.3,5.7,20.29,96.23,0.0,81.24,0.0,NGC7793,LTG,,,,
2.97,98.6,7.2,22.34,96.64,0.0,70.11,0.0,NGC7793,LTG,,,,
3.16,101.0,8.7,24.5,96.45,0.0,55.69,0.0,NGC7793,LTG,,,,
3.33,103.0,9.4,26.22,95.51,0.0,46.58,0.0,NGC7793,LTG,,,,
3.51,107.0,9.1,27.95,94.38,0.0,39.61,0.0,NGC7793,LTG,,,,
3.68,114.0,7.4,29.68,93.3,0.0,34.08,0.0,NGC7793,LTG,,,,
3.85,112.0,8.1,29.78,92.28,0.0,29.83,0.0,NGC7793,LTG,,,,
4.03,114.0,7.6,30.0,91.15,0.0,24.84,0.0,NGC7793,LTG,,,,
4.2,116.0,7.2,30.11,89.82,0.0,20.34,0.0,NGC7793,LTG,,,,
4.38,114.0,7.8,30.65,88.18,0.0,17.27,0.0,NGC7793,LTG,,,,
4.73,114.0,11.4,31.83,85.52,0.0,14.11,0.0,NGC7793,LTG,,,,
5.25,109.0,9.9,33.35,82.4,0.0,8.84,0.0,NGC7793,LTG,,,,
5.78,107.0,12.6,34.64,77.56,0.0,3.77,0.0,NGC7793,LTG,,,,
6.3,105.0,12.5,34.75,74.17,0.0,4.92,0.0,NGC7793,LTG,,,,
6.82,101.0,5.2,33.99,71.94,0.0,2.59,0.0,NGC7793,LTG,,,,
7.35,94.5,4.6,32.7,69.09,0.0,1.7,0.0,NGC7793,LTG,,,,
7.87,90.8,6.1,30.97,66.92,0.0,0.0,0.0,NGC7793,LTG,,,,
0.63,265.0,15.0,-0.69,39.69,345.22,482.94,6648.99,NGC7814,LTG,,,,
1.72,250.0,15.0,-2.33,81.63,298.99,314.38,709.44,NGC7814,LTG,,,,
2.79,233.0,7.29,-3.94,104.82,255.24,206.27,199.44,NGC7814,LTG,,,,
3.91,230.0,6.45,-5.06,118.95,225.3,132.93,74.66,NGC7814,LTG,,,,
5.03,228.0,5.37,-3.48,122.96,203.41,76.78,26.96,NGC7814,LTG,,,,
6.14,228.0,5.16,1.4,120.03,186.27,47.7,9.82,NGC7814,LTG,,,,
7.26,227.0,5.94,-1.38,115.88,172.25,31.38,3.55,NGC7814,LTG,,,,
8.37,226.0,3.0,5.96,113.5,160.83,22.99,1.29,NGC7814,LTG,,,,
9.5,223.0,3.92,11.22,109.97,151.12,14.94,0.47,NGC7814,LTG,,,,
10.65,219.0,2.9,16.09,105.99,142.79,9.9,0.16,NGC7814,LTG,,,,
11.74,216.0,2.55,18.57,102.02,136.04,6.36,0.06,NGC7814,LTG,,,,
12.82,214.0,2.55,19.07,97.84,130.19,4.05,0.02,NGC7814,LTG,,,,
14.01,214.0,3.07,17.78,93.27,124.54,2.46,0.01,NGC7814,LTG,,,,
15.09,214.0,3.61,20.16,89.43,120.01,1.62,0.0,NGC7814,LTG,,,,
16.18,214.0,4.46,23.24,85.93,115.89,1.06,0.0,NGC7814,LTG,,,,
17.36,214.0,5.07,23.44,82.48,111.88,0.66,0.0,NGC7814,LTG,,,,
18.44,214.0,4.78,23.34,79.67,108.55,0.43,0.0,NGC7814,LTG,,,,
19.53,214.0,4.87,22.64,77.35,105.49,0.0,0.0,NGC7814,LTG,,,,
0.33,20.5,4.17,5.04,10.8,0.0,44.45,0.0,PGC51017,LTG,,,,
0.99,19.9,1.82,10.8,19.85,0.0,13.79,0.0,PGC51017,LTG,,,,
1.65,19.3,1.69,12.3,20.13,0.0,4.14,0.0,PGC51017,LTG,,,,
2.31,18.8,1.9,12.7,18.24,0.0,1.17,0.0,PGC51017,LTG,,,,
2.97,18.2,1.74,13.3,16.21,0.0,0.34,0.0,PGC51017,LTG,,,,
3.63,18.3,2.22,14.2,14.5,0.0,0.0,0.0,PGC51017,LTG,,,,
1.25,34.1,18.8,1.71,29.4,0.0,81.19,0.0,UGC00128,LTG,,,,
3.75,78.4,6.54,4.27,49.15,0.0,28.11,0.0,UGC00128,LTG,,,,
6.25,96.9,2.44,7.23,50.52,0.0,15.91,0.0,UGC00128,LTG,,,,
8.76,108.0,1.26,11.57,51.47,0.0,10.69,0.0,UGC00128,LTG,,,,
11.25,113.0,1.0,13.37,53.63,0.0,8.58,0.0,UGC00128,LTG,,,,
13.74,114.0,0.86,16.66,57.25,0.0,6.03,0.0,UGC00128,LTG,,,,
16.22,121.0,0.68,23.15,57.75,0.0,3.5,0.0,UGC00128,LTG,,,,
18.71,126.0,0.55,30.33,55.23,0.0,2.13,0.0,UGC00128,LTG,,,,
21.3,128.0,0.63,35.52,52.6,0.0,1.35,0.0,UGC00128,LTG,,,,
23.79,129.0,0.61,39.51,50.52,0.0,0.8,0.0,UGC00128,LTG,,,,
26.28,129.0,0.65,42.0,47.75,0.0,0.59,0.0,UGC00128,LTG,,,,
28.77,131.0,0.73,44.9,45.88,0.0,0.38,0.0,UGC00128,LTG,,,,
31.25,131.0,0.83,45.1,43.92,0.0,0.25,0.0,UGC00128,LTG,,,,
33.74,131.0,0.75,43.0,42.1,0.0,0.17,0.0,UGC00128,LTG,,,,
36.23,127.0,1.24,42.3,40.43,0.0,0.11,0.0,UGC00128,LTG,,,,
38.82,126.0,1.4,42.4,38.83,0.0,0.07,0.0,UGC00128,LTG,,,,
41.31,130.0,1.62,41.7,37.43,0.0,0.05,0.0,UGC00128,LTG,,,,
43.8,132.0,2.01,40.21,36.18,0.0,0.03,0.0,UGC00128,LTG,,,,
46.28,134.0,2.1,38.81,35.02,0.0,0.02,0.0,UGC00128,LTG,,,,
48.77,129.0,2.66,37.11,33.97,0.0,0.01,0.0,UGC00128,LTG,,,,
51.26,132.0,4.67,35.72,33.04,0.0,0.01,0.0,UGC00128,LTG,,,,
53.75,125.0,5.95,34.72,32.1,0.0,0.0,0.0,UGC00128,LTG,,,,
0.62,29.9,1.42,1.81,21.8,0.0,93.29,0.0,UGC00191,LTG,,,,
0.87,34.4,2.31,2.95,28.35,0.0,79.29,0.0,UGC00191,LTG,,,,
1.12,46.3,2.05,4.13,31.91,0.0,60.27,0.0,UGC00191,LTG,,,,
1.37,49.8,1.87,5.34,34.28,0.0,48.3,0.0,UGC00191,LTG,,,,
1.62,57.6,2.76,6.6,35.59,0.0,40.48,0.0,UGC00191,LTG,,,,
2.3,71.3,7.5,10.14,39.66,0.0,30.93,0.0,UGC00191,LTG,,,,
4.97,76.65,1.09,23.98,41.54,0.0,5.25,0.0,UGC00191,LTG,,,,
7.45,81.0,0.63,33.08,37.03,0.0,1.18,0.0,UGC00191,LTG,,,,
9.98,83.85,1.04,33.72,31.94,0.0,0.0,0.0,UGC00191,LTG,,,,
4.51,69.75,4.15,19.36,43.61,0.0,10.41,0.0,UGC00634,LTG,,,,
9.01,97.7,1.63,33.73,40.02,0.0,2.01,0.0,UGC00634,LTG,,,,
13.51,108.0,0.99,39.28,33.41,0.0,0.32,0.0,UGC00634,LTG,,,,
18.01,107.5,2.32,36.27,28.28,0.0,0.0,0.0,UGC00634,LTG,,,,
0.91,29.6,2.38,0.8,7.82,0.0,8.65,0.0,UGC00731,LTG,,,,
1.81,44.6,2.4,5.58,11.42,0.0,3.94,0.0,UGC00731,LTG,,,,
2.73,50.4,2.86,7.79,12.3,0.0,2.74,0.0,UGC00731,LTG,,,,
3.64,56.8,3.43,14.0,13.66,0.0,2.16,0.0,UGC00731,LTG,,,,
4.55,60.7,2.98,16.12,14.46,0.0,1.44,0.0,UGC00731,LTG,,,,
5.45,64.7,2.46,18.25,14.91,0.0,0.97,0.0,UGC00731,LTG,,,,
6.36,68.0,2.38,23.38,14.47,0.0,0.68,0.0,UGC00731,LTG,,,,
7.28,71.5,2.52,30.0,14.77,0.0,0.58,0.0,UGC00731,LTG,,,,
8.19,73.4,2.68,33.62,14.75,0.0,0.24,0.0,UGC00731,LTG,,,,
9.09,74.0,2.83,34.88,13.66,0.0,0.15,0.0,UGC00731,LTG,,,,
10.0,73.8,3.22,36.0,13.17,0.0,0.13,0.0,UGC00731,LTG,,,,
10.91,73.9,3.42,35.75,12.83,0.0,0.0,0.0,UGC00731,LTG,,,,
1.48,24.35,2.92,9.7,18.56,0.0,11.7,0.0,UGC00891,LTG,,,,
2.97,43.55,1.4,18.44,19.59,0.0,3.03,0.0,UGC00891,LTG,,,,
4.45,54.15,0.67,22.96,18.92,0.0,1.26,0.0,UGC00891,LTG,,,,
5.94,60.15,0.48,21.83,18.18,0.0,0.53,0.0,UGC00891,LTG,,,,
7.39,63.75,0.95,21.02,16.53,0.0,0.0,0.0,UGC00891,LTG,,,,
0.78,19.8,10.7,2.9,21.08,0.0,94.32,0.0,UGC01230,LTG,,,,
2.35,55.4,10.7,8.06,40.8,0.0,43.18,0.0,UGC01230,LTG,,,,
3.91,88.5,10.7,12.62,45.89,0.0,25.65,0.0,UGC01230,LTG,,,,
5.48,105.0,10.7,16.73,51.07,0.0,17.82,0.0,UGC01230,LTG,,,,
7.03,106.0,10.7,20.63,52.93,0.0,11.38,0.0,UGC01230,LTG,,,,
8.6,103.0,10.7,24.32,52.95,0.0,7.71,0.0,UGC01230,LTG,,,,
13.27,109.0,15.8,34.07,49.67,0.0,3.15,0.0,UGC01230,LTG,,,,
14.85,113.0,14.7,36.74,48.73,0.0,2.09,0.0,UGC01230,LTG,,,,
25.8,105.0,10.4,46.59,38.25,0.0,0.16,0.0,UGC01230,LTG,,,,
32.01,103.0,10.0,43.71,33.76,0.0,0.04,0.0,UGC01230,LTG,,,,
36.54,103.0,10.0,39.61,31.2,0.0,0.0,0.0,UGC01230,LTG,,,,
0.08,1.41,4.0,-5.85,1.5,0.0,25.4,0.0,UGC01281,LTG,,,,
0.23,4.46,4.0,-5.85,3.55,0.0,21.88,0.0,UGC01281,LTG,,,,
0.38,7.71,4.0,-0.98,5.31,0.0,22.81,0.0,UGC01281,LTG,,,,
0.54,11.0,4.0,-2.22,8.22,0.0,20.9,0.0,UGC01281,LTG,,,,
0.69,14.2,4.0,-3.47,10.22,0.0,20.6,0.0,UGC01281,LTG,,,,
0.84,17.2,5.78,-4.43,12.07,0.0,18.77,0.0,UGC01281,LTG,,,,
1.0,20.2,4.74,-5.15,13.91,0.0,17.42,0.0,UGC01281,LTG,,,,
1.15,23.2,4.0,-5.85,15.41,0.0,15.5,0.0,UGC01281,LTG,,,,
1.3,26.4,7.13,-1.76,16.74,0.0,13.82,0.0,UGC01281,LTG,,,,
1.46,29.3,4.38,2.33,17.86,0.0,11.93,0.0,UGC01281,LTG,,,,
1.61,31.6,4.94,5.46,18.77,0.0,9.92,0.0,UGC01281,LTG,,,,
1.76,34.6,4.0,7.63,19.16,0.0,8.28,0.0,UGC01281,LTG,,,,
1.92,37.4,7.09,9.79,19.52,0.0,7.06,0.0,UGC01281,LTG,,,,
2.07,39.9,4.0,11.26,19.66,0.0,6.14,0.0,UGC01281,LTG,,,,
2.22,42.2,4.37,12.73,19.81,0.0,5.37,0.0,UGC01281,LTG,,,,
2.38,44.4,4.58,13.9,19.88,0.0,4.87,0.0,UGC01281,LTG,,,,
2.53,46.7,5.91,14.68,20.02,0.0,4.22,0.0,UGC01281,LTG,,,,
2.68,48.5,7.72,15.47,19.97,0.0,3.59,0.0,UGC01281,LTG,,,,
2.76,49.3,9.73,15.76,19.92,0.0,3.33,0.0,UGC01281,LTG,,,,
3.07,53.0,4.0,16.84,19.61,0.0,2.64,0.0,UGC01281,LTG,,,,
