source_id,period,eccentricity,semi_amplitude_primary
5706124980589428992,385.53298331802836,0.25074705193741403,7.186167037523074
5706424563148084992,957.1824980048353,0.10671180763888419,
5706570596334415488,530.2356101412657,0.3701238614565365,
5706594132755177472,588.6041071118299,0.11133941196542611,
5706838533573610112,911.6203174807766,0.4278916866685121,13.094617151338237
5706881002209948672,1052.8623749925134,0.26410911032036777,4.668963973492885
5706955318028851072,50.48486854866344,0.18078111634158,17.980319580143526
5707193538393246592,62.973766821422494,0.37012858018491174,22.964579205264062
5707346645385987584,934.1360293676746,0.24711396917225115,
5707414505868748928,1158.5599535542847,0.5777136341845824,
5941926175566975360,312.40229062935003,0.33359384600280967,7.358261912342914
5941955007722360960,0.5211693644523621,0.0,
5941987683835352448,36.36512465104525,0.3776779423354911,19.989148217644285
5942017370651563392,2.287535809701268,0.17395438405841349,7.015817970457423
1849800190567348992,3.181600332260132,0.0,
1849835718536827520,614.8290126805423,0.7575773092914108,
1850337439436879104,419.528311141477,0.7485306607058646,
1850510264623180928,1365.8697315193947,0.4025117904639076,
1851155269930658304,931.383973685606,0.2732141487583933,4.848054972680189
1851374828661822336,649.5559081569365,0.6626340001506004,
1851426604486053888,338.81531840289796,0.17568563158647765,21.818948464188928
1851511649138994432,89.99492208706255,0.1523740541841656,28.94131368718245
1851513126607796480,832.2169926511532,0.117573078724359,
1851660594305684224,18.98437369450511,0.1874116915602699,15.200180954459958
1871887386315065472,459.264716133239,0.3717547959759763,7.105811112951338
1872270463038609920,286.0246280655013,0.47616459503854447,
1872311591646156416,0.4434840977191925,0.0,
1872385151537735552,109.3132311496146,0.30274771098604936,15.749064458242193
4124000045484094464,1.0620486736297607,0.0,
4272478950322245632,1.2982535362243652,0.0,
6871226466991262464,113.5222100390458,0.24744598299560128,14.937156366435737
5927019684111623040,1.250907063484192,0.0,
5927064661006791296,664.1809452059098,0.039773537560119844,10.679764907826328
6871471486286390272,0.7173512578010559,0.0,
6871521376626199936,930.7637639617315,0.05754502751546563,
6871998461596331392,897.1654104205932,0.3874466622747605,
6872155657392153728,552.256920849042,0.28603054980803866,
6872667480058655104,535.2757699133405,0.4772942634924488,
6872756231260333440,5.389944867982928,0.035260791422465874,20.024624275509264
6873019151980707072,1050.8307340246965,0.46324825935128716,
6873229360560611840,65.67208065884162,0.2710715895267628,12.923690436853619
6873389962277645952,942.7657914323515,0.2898305246611709,
6028466055725190016,18.57102001426327,0.2918987248095596,15.232126561791464
5857206094563299840,66.47390678799673,0.27384637798068845,
5857227672487130496,1.539769172668457,0.0,
5857323845372188672,0.7002629041671753,0.0,
5857407060338991872,537.0636136454477,0.1587658963368782,
5857413318153816832,7.0971956034229,0.11317394399199229,33.13147730177219
5933524227489838336,1.0170406103134155,0.0,
5933576449907253504,1024.723047451139,0.1092678282760802,5.592725950344687
6658096652027175296,1019.8740370133094,0.11632678061603771,4.478543317386924
6658549479018843264,549.1885988283727,0.3630401226970135,
6658765326893117184,582.3122998917919,0.28120483960861953,
6659308584419450368,6.741933562833975,0.25056703109193335,5.399965300618692
6659535083814262656,113.28558024360167,0.020806043149223272,20.810475523286797
6660092471789141632,50.22982031192139,0.29809544502436597,23.471615480325394
6660175278758196096,128.1122315703163,0.08020947406252475,6.714298584583168
6660303578021027584,682.3014636272457,0.23961659085674086,
6660655834058823680,10.958893485598958,0.24862159609215204,38.762389570555555
3454148351690807168,121.9214061436905,0.22522429935171762,24.090573291980387
3454255519716687360,416.25220907181097,0.19935348814348597,1.3511132956375749
3454323453217307648,575.1578832465018,0.17676442132063871,
3454868020709965568,0.3793488144874573,0.0,
3455424029995014144,906.6075920708504,0.16965046353211913,
3455870981471510656,351.7203478176468,0.18639935565641041,14.554572254385267
3455942346647859968,116.30373059091922,0.10066455180926781,13.973561109851504
3456023396972887168,957.3093486668538,0.3984203400825108,8.090580839069345
3456255153409625600,0.9040897488594055,0.0,
3456444273706879872,1.1103761196136475,0.0,
6761790631583910400,971.4308841087608,0.10989516319334153,6.3571360234932985
6762044275173004160,0.6011881232261658,0.0,
4298219449551034624,4.228015899658203,0.0,
4298263395657668224,1108.4732036646426,0.7380664691069082,
4529168534061722240,564.2595317539945,0.06538386735129156,
4529340573272597888,1330.7955827582498,0.19474933163623095,5.708720889249236
4529658057252391424,1043.5539112110212,0.3104537144758341,
4529724990024658560,1244.515133920006,0.3452812562387169,5.665623737110142
4529749454159506048,913.739065850663,0.21524127276776037,5.302179304401715
4529757597417157888,961.2768988536523,0.40084205468310063,4.965033193946724
4529779312771061504,138.95050096747386,0.3747738356082443,
4529842362891953792,686.6338216594249,0.5141722555608588,
4530236434727546240,30.713125487009687,0.09516140668494512,12.010840053419134
4530313469262647168,321.5732160795433,0.1283073563187427,1.8307859755059455
4135145790489167616,4.0251940712603655,0.3075696933390274,3.7070514982095157
4135221661106565888,0.6269804239273071,0.0,
4135227364823334400,604.6707636541558,0.13906814787620755,
5912271457914585984,664.9584702067261,0.1258062341677116,
5912447341115240960,453.0879564565512,0.11416455946302703,6.5821314000236955
5912714801621996928,26.948762472842514,0.38653480354649355,23.031726792352806
5912906563322483840,917.4342425439784,0.2535997706933492,5.98694081596143
1793268250467163904,0.3211534023284912,0.0,
1793530136097069184,1.799949149895664,0.09450208737233541,36.97400859302981
1793631261103102336,2.3553878076188655,0.010768200716098962,82.08463186574106
1794231457012722176,4.777216391023545,0.26734997626129975,23.42388103755642
1795393365926165120,554.4065726361251,0.6576869776289382,
1796175015613807872,18.290911206461256,0.5781338424137001,13.054245371098268
1796231056347155200,0.5622261762619019,0.0,
1796800362852821376,784.6485567296021,0.44774937941689713,
1797101040626932736,615.0658847698545,0.10807440429684805,
1797468071351297408,454.2145644886177,0.18674415674979522,4.989319555597181
1797698285894685440,1703.1000448994862,0.8112448689990367,
462346464850157312,0.2647622279696965,0.23375148947577634,9.899932622892866
1797963302557231872,0.6420285701751709,0.0,
1798129809849860352,0.5170985460281372,0.0,
1798157602580951680,1119.2476768165477,0.31171097664102104,4.055596838280822
5874697189918121472,2.4776082038879395,0.0,
5874726915469076480,296.1168052888974,0.0919012773155576,12.903964485594054
5874738219772808320,0.5323920845985413,0.0,
5817692670288583552,982.0104194861111,0.5779682339552814,
5817601101593964672,836.2429433003542,0.19201139221173277,2.921710828262731
462914671840158336,1.1080386027805285,0.7343280185598565,62.88075492413838
5817966964085570048,6.2877852894488635,0.04962472729728255,15.81089370719845
5818023417139600256,5.620106319556447,0.5334629471866068,12.055608622324486
5818082515888848640,427.3191735214347,0.7020868441605783,13.391659438575399
5542225111566026368,0.7637635469436646,0.0,
5542262361827943680,965.9017524495509,0.5778197392189406,
5542275212369735424,411.1367819617944,0.19660753455467536,
5542309640828541440,647.7850498206324,0.23239460192406258,10.86618821347847
5542321731150696832,6.696951866149902,0.0,
5542595440823785472,574.9376809151471,0.751272104169798,
5542952094908023296,10.527397329064405,0.05036293468490934,49.60280482935956
5543045695145925760,620.435821283391,0.16277592392999102,4.753196394512822
5251622229838129536,336.12122598318285,0.8434881742565252,
5251652642528251136,0.4760744571685791,0.0,
5251665699230905344,370.15256168105066,0.18561492689106177,5.8970701429954415
5251681435990393344,1.157415509223938,0.0,
5251715795730223744,638.7103266143563,0.5691308552698733,
5251719197344786688,1.1575727462768555,0.0,
5251751048823981312,0.46920084953308105,0.0,
5251853062887065472,0.5183253288269043,0.0,
461259150927041536,168.29565929245814,0.25850447455410863,
461936381369618560,463.7358728684671,0.34951475690315875,
462046676129733248,206.85390890924347,0.3098562114913914,5.197664503070486
462093989490055936,1323.9660933126315,0.4765091344022112,
462250601177832960,0.5425638556480408,0.0,
462424628953674368,0.7535513043403625,0.0,
462429508035169152,558.4561244386751,0.47406377888235957,
462608904528412672,802.6974386954789,0.4794851161107918,5.083012274281941
462995893961123456,1.8178250789642334,0.017969297245144844,
6029945109425094656,2.580091953277588,0.00796536635607481,
5862156813126439040,721.603301329955,0.13577095008435872,7.8204685324615
5862170939344788992,1.578704833984375,0.0,
5862172141935346432,0.42752522230148315,0.0,
